k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[9, 1, 1, 2]                                                               |  | used linear model with 10 points | iterate failure | actual_k=2
      12|[0.2152767795601545, 0.2544413470678134, -0.1554006744350865, -0.0394533469849044, 0.8615903523681218, -0.0229183381036939, -0.2415880354115408, -0.0322885341726363, 0.2155816203472592]|2395.3305573460329470|      0.06250000|[110, 10, 12, 24]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      13|[0.1937539306888142, 0.2599924602100886, -0.1495419428721721, -0.0169445402806667, 0.8804012848773614, 0.0270709936359192, -0.2417206966394747, -0.0342688826159505, 0.2117727942853999]|456.8752137873348715|      0.12500000|[119, 11, 13, 26]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      14|[0.1937539306888142, 0.2599924602100886, -0.1495419428721721, -0.0169445402806667, 0.8804012848773614, 0.0270709936359192, -0.2417206966394747, -0.0342688826159505, 0.2117727942853999]|456.8752137873348715|      0.06250000|[129, 11, 14, 28]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      15|[0.1937539306888142, 0.2599924602100886, -0.1495419428721721, -0.0169445402806667, 0.8804012848773614, 0.0270709936359192, -0.2417206966394747, -0.0342688826159505, 0.2117727942853999]|456.8752137873348715|      0.03125000|[137, 13, 15, 30]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      16|[0.1817050518469305, 0.2574869023474295, -0.1523396552518343, -0.022090859550345, 0.8985185510563253, 0.0118410625584931, -0.2287825680454524, -0.0364153478482225, 0.2194284316157798]|221.3324252804822549|      0.06250000|[145, 15, 16, 32]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      17|[0.1817050518469305, 0.2574869023474295, -0.1523396552518343, -0.022090859550345, 0.8985185510563253, 0.0118410625584931, -0.2287825680454524, -0.0364153478482225, 0.2194284316157798]|221.3324252804822549|      0.03125000|[154, 16, 17, 34]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      18|[0.1817050518469305, 0.2574869023474295, -0.1523396552518343, -0.022090859550345, 0.8985185510563253, 0.0118410625584931, -0.2287825680454524, -0.0364153478482225, 0.2194284316157798]|221.3324252804822549|      0.01562500|[163, 17, 18, 36]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      19|[0.1817050518469305, 0.2574869023474295, -0.1523396552518343, -0.022090859550345, 0.8985185510563253, 0.0118410625584931, -0.2287825680454524, -0.0364153478482225, 0.2194284316157798]|221.3324252804822549|      0.00781250|[171, 19, 19, 38]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      20|[0.182719352597546, 0.2561184779967294, -0.1572524693685602, -0.0192308309615785, 0.9004264514661176, 0.0110169779595898, -0.2294021040897253, -0.0393784115728488, 0.2229406229564479]|178.4585021878040152|      0.01562500|[181, 19, 20, 40]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      21|[0.1875947345206705, 0.2595585421848481, -0.1628224164483388, -0.0127198222910293, 0.9013568932525069, 0.0152352152381857, -0.2354882769547956, -0.0339850861742821, 0.2300350562284616]|152.8178247380184871|      0.03125000|[189, 21, 21, 42]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      22|[0.1875947345206705, 0.2595585421848481, -0.1628224164483388, -0.0127198222910293, 0.9013568932525069, 0.0152352152381857, -0.2354882769547956, -0.0339850861742821, 0.2300350562284616]|152.8178247380184871|      0.01562500|[199, 21, 22, 44]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      23|[0.1875947345206705, 0.2595585421848481, -0.1628224164483388, -0.0127198222910293, 0.9013568932525069, 0.0152352152381857, -0.2354882769547956, -0.0339850861742821, 0.2300350562284616]|152.8178247380184871|      0.00781250|[208, 22, 23, 46]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      24|[0.1875947345206705, 0.2595585421848481, -0.1628224164483388, -0.0127198222910293, 0.9013568932525069, 0.0152352152381857, -0.2354882769547956, -0.0339850861742821, 0.2300350562284616]|152.8178247380184871|      0.00390625|[218, 22, 24, 48]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      25|[0.1883267942093024, 0.2589465636784971, -0.1641219238561656, -0.014658415017337, 0.9039744661638194, 0.0143388591967486, -0.2349646893076072, -0.0331959921490694, 0.2306262780287047]|135.3312737396610146|      0.00781250|[226, 24, 25, 50]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      26|[0.1883267942093024, 0.2589465636784971, -0.1641219238561656, -0.014658415017337, 0.9039744661638194, 0.0143388591967486, -0.2349646893076072, -0.0331959921490694, 0.2306262780287047]|135.3312737396610146|      0.00390625|[236, 24, 26, 52]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      27|[0.188324913700088, 0.2588567586110061, -0.1646048265889116, -0.0153807845741147, 0.9056845205477777, 0.0109677609318725, -0.2351951705220733, -0.0335846646365701, 0.230572145322534]|126.6129910282298425|      0.00781250|[244, 26, 27, 54]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      28|[0.188324913700088, 0.2588567586110061, -0.1646048265889116, -0.0153807845741147, 0.9056845205477777, 0.0109677609318725, -0.2351951705220733, -0.0335846646365701, 0.230572145322534]|126.6129910282298425|      0.00390625|[252, 28, 28, 56]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      29|[0.1888458370849556, 0.2602132325338762, -0.1643917155956867, -0.0140861798882218, 0.9089026022821602, 0.0112023723973229, -0.2360582874376447, -0.0340253408524562, 0.2308473359326962]|109.6561453824029826|      0.00781250|[260, 30, 29, 58]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      30|[0.1872958848541496, 0.2588177803921081, -0.1628002002020571, -0.0127603706656407, 0.9136234542429689, 0.0136139826988464, -0.2379807237575381, -0.0345362259229814, 0.2263378177912762]| 97.6692822461318286|      0.01562500|[268, 32, 30, 60]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      31|[0.1872958848541496, 0.2588177803921081, -0.1628002002020571, -0.0127603706656407, 0.9136234542429689, 0.0136139826988464, -0.2379807237575381, -0.0345362259229814, 0.2263378177912762]| 97.6692822461318286|      0.00781250|[277, 33, 31, 62]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      32|[0.1872958848541496, 0.2588177803921081, -0.1628002002020571, -0.0127603706656407, 0.9136234542429689, 0.0136139826988464, -0.2379807237575381, -0.0345362259229814, 0.2263378177912762]| 97.6692822461318286|      0.00390625|[285, 35, 32, 64]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      33|[0.1873108175314895, 0.2586627118898556, -0.1637844829567657, -0.0141579759465131, 0.9161004516801159, 0.0112589787689603, -0.2374436196060503, -0.0350528653207997, 0.2260631364766905]| 86.2259866707509275|      0.00781250|[294, 36, 33, 66]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      34|[0.1873108175314895, 0.2586627118898556, -0.1637844829567657, -0.0141579759465131, 0.9161004516801159, 0.0112589787689603, -0.2374436196060503, -0.0350528653207997, 0.2260631364766905]| 86.2259866707509275|      0.00390625|[303, 37, 34, 68]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      35|[0.1873108175314895, 0.2586627118898556, -0.1637844829567657, -0.0141579759465131, 0.9161004516801159, 0.0112589787689603, -0.2374436196060503, -0.0350528653207997, 0.2260631364766905]| 86.2259866707509275|      0.00195312|[312, 38, 35, 70]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      36|[0.1871880272947166, 0.2587419946791821, -0.1636014246726376, -0.0141545298882069, 0.9178457848005844, 0.0116204365059767, -0.2374189121626717, -0.0343079541486412, 0.2262288752554083]| 81.4002512086114933|      0.00390625|[320, 40, 36, 72]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      37|[0.1887013092347491, 0.2578319517378371, -0.1629732977811064, -0.012931398083122, 0.9208692500697976, 0.0109603597745562, -0.2366003202191841, -0.034255063265258, 0.2262211207782458]| 70.7931278994644089|      0.00781250|[329, 41, 37, 74]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      38|[0.1887013092347491, 0.2578319517378371, -0.1629732977811064, -0.012931398083122, 0.9208692500697976, 0.0109603597745562, -0.2366003202191841, -0.034255063265258, 0.2262211207782458]| 70.7931278994644089|      0.00390625|[337, 43, 38, 76]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      39|[0.1887013092347491, 0.2578319517378371, -0.1629732977811064, -0.012931398083122, 0.9208692500697976, 0.0109603597745562, -0.2366003202191841, -0.034255063265258, 0.2262211207782458]| 70.7931278994644089|      0.00195312|[345, 45, 39, 78]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      40|[0.1882687664088474, 0.2571346926696458, -0.1626339092213998, -0.0115517774890254, 0.9217332094780367, 0.0105404163916903, -0.2364912702397582, -0.0344724841964358, 0.2258456822082094]| 67.9862133333550815|      0.00390625|[353, 47, 40, 80]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      41|[0.189891779493438, 0.2576438221599803, -0.1633787931596835, -0.0115704285111525, 0.9245164601191768, 0.0100359909812996, -0.2351547005864442, -0.0355769731191684, 0.224949601037206]| 60.8766311864268843|      0.00781250|[361, 49, 41, 82]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      42|[0.189891779493438, 0.2576438221599803, -0.1633787931596835, -0.0115704285111525, 0.9245164601191768, 0.0100359909812996, -0.2351547005864442, -0.0355769731191684, 0.224949601037206]| 60.8766311864268843|      0.00390625|[370, 50, 42, 84]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      43|[0.1892039811608038, 0.2575939434508062, -0.1627217517123671, -0.0099809613005792, 0.9262545416820035, 0.0094462363338609, -0.2365966096600028, -0.0335208427984742, 0.2234834450365651]| 58.9500883985790267|      0.00781250|[379, 51, 43, 86]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
      44|[0.1892039811608038, 0.2575939434508062, -0.1627217517123671, -0.0099809613005792, 0.9262545416820035, 0.0094462363338609, -0.2365966096600028, -0.0335208427984742, 0.2234834450365651]| 58.9500883985790267|      0.00390625|[388, 52, 44, 88]                                                          |  | used linear model with 10 points | iterate failure | actual_k=2
      45|[0.1891394099804066, 0.258589970186086, -0.163206670603766, -0.0114346093714404, 0.9290822149920632, 0.007858386424218, -0.236525576522231, -0.0346306902722647, 0.2230828198789708]| 54.1731255931578772|      0.00781250|[397, 53, 45, 90]                                                          |  | used linear model with 10 points | iterate success | actual_k=2
