k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.5002525546469143, 0.9996216439065425, -0.0006779958785906, -0.0003490996245918, 1.7003038482024289, 8.66350442388e-05, -0.0001760901379924, -0.000185340433495]|1758.1964030058888966|      0.00048828|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.5002525546469143, 0.9996216439065425, -0.0006779958785906, -0.0003490996245918, 1.7003038482024289, 8.66350442388e-05, -0.0001760901379924, -0.000185340433495]|1758.1964030058888966|      0.00024414|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.5002525546469143, 0.9996216439065425, -0.0006779958785906, -0.0003490996245918, 1.7003038482024289, 8.66350442388e-05, -0.0001760901379924, -0.000185340433495]|1758.1964030058888966|      0.00012207|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.5002525546469143, 0.9996216439065425, -0.0006779958785906, -0.0003490996245918, 1.7003038482024289, 8.66350442388e-05, -0.0001760901379924, -0.000185340433495]|1758.1964030058888966|      0.00006104|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.5002525546469143, 0.9996216439065425, -0.0006779958785906, -0.0003490996245918, 1.7003038482024289, 8.66350442388e-05, -0.0001760901379924, -0.000185340433495]|1758.1964030058888966|      0.00003052|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.500256447836591, 0.999621173012569, -0.0006866616994018, -0.0003708883422351, 1.7003069261660906, 8.2126879368e-05, -0.0001772960806937, -0.0001670415938557]|1563.2610545550430743|      0.00006104|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-3.500256447836591, 0.999621173012569, -0.0006866616994018, -0.0003708883422351, 1.7003069261660906, 8.2126879368e-05, -0.0001772960806937, -0.0001670415938557]|1563.2610545550430743|      0.00003052|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.500256447836591, 0.999621173012569, -0.0006866616994018, -0.0003708883422351, 1.7003069261660906, 8.2126879368e-05, -0.0001772960806937, -0.0001670415938557]|1563.2610545550430743|      0.00001526|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-3.500262566157402, 0.9996199949487373, -0.000685181460591, -0.0003758480835974, 1.7003001818136574, 8.20111628198e-05, -0.0001740350412407, -0.0001775812693736]|1462.5570070653975563|      0.00003052|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[-3.500262566157402, 0.9996199949487373, -0.000685181460591, -0.0003758480835974, 1.7003001818136574, 8.20111628198e-05, -0.0001740350412407, -0.0001775812693736]|1462.5570070653975563|      0.00001526|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.500262566157402, 0.9996199949487373, -0.000685181460591, -0.0003758480835974, 1.7003001818136574, 8.20111628198e-05, -0.0001740350412407, -0.0001775812693736]|1462.5570070653975563|      0.00000763|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.5002616672748963, 0.9996172378031154, -0.0006834647974817, -0.0003810020561017, 1.7002984738956288, 8.02374382717e-05, -0.0001711061338564, -0.0001799573739878]|1430.5933556136899369|      0.00001526|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.500259041799314, 0.9996189665078207, -0.000677624817356, -0.0003940896839106, 1.7002950237624515, 8.13027515743e-05, -0.0001713726160741, -0.0001778482490549]|1351.9142432387277495|      0.00003052|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-3.500259041799314, 0.9996189665078207, -0.000677624817356, -0.0003940896839106, 1.7002950237624515, 8.13027515743e-05, -0.0001713726160741, -0.0001778482490549]|1351.9142432387277495|      0.00001526|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.500259041799314, 0.9996189665078207, -0.000677624817356, -0.0003940896839106, 1.7002950237624515, 8.13027515743e-05, -0.0001713726160741, -0.0001778482490549]|1351.9142432387277495|      0.00000763|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-3.500259041799314, 0.9996189665078207, -0.000677624817356, -0.0003940896839106, 1.7002950237624515, 8.13027515743e-05, -0.0001713726160741, -0.0001778482490549]|1351.9142432387277495|      0.00000381|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-3.500259041799314, 0.9996189665078207, -0.000677624817356, -0.0003940896839106, 1.7002950237624515, 8.13027515743e-05, -0.0001713726160741, -0.0001778482490549]|1351.9142432387277495|      0.00000191|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.500258984746673, 0.9996191077254238, -0.0006774723959507, -0.0003945746042067, 1.7002952972819652, 8.13751685397e-05, -0.000171542435316, -0.0001796503327647]|1343.1945439444934891|      0.00000381|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-3.500258984746673, 0.9996191077254238, -0.0006774723959507, -0.0003945746042067, 1.7002952972819652, 8.13751685397e-05, -0.000171542435316, -0.0001796503327647]|1343.1945439444934891|      0.00000191|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-3.5002593155528263, 0.9996189763233995, -0.0006777994474946, -0.0003957102078937, 1.7002948928563386, 8.07689705797e-05, -0.0001716152368603, -0.000178393994817]|1337.8528582760627614|      0.00000381|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-3.5002593155528263, 0.9996189763233995, -0.0006777994474946, -0.0003957102078937, 1.7002948928563386, 8.07689705797e-05, -0.0001716152368603, -0.000178393994817]|1337.8528582760627614|      0.00000191|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-3.5002590590726217, 0.9996188453152094, -0.000677830307508, -0.0003966163988907, 1.7002950399737993, 8.06554697714e-05, -0.0001715298663947, -0.0001800344475]|1333.7509440744727272|      0.00000381|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-3.5002590590726217, 0.9996188453152094, -0.000677830307508, -0.0003966163988907, 1.7002950399737993, 8.06554697714e-05, -0.0001715298663947, -0.0001800344475]|1333.7509440744727272|      0.00000191|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-3.5002589670568685, 0.9996188822694843, -0.0006775832262303, -0.00039799148803, 1.7002952597634575, 8.03983992096e-05, -0.0001718174919217, -0.0001788182625717]|1322.7675214124030845|      0.00000381|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-3.5002572837556842, 0.9996184306230899, -0.0006773575217502, -0.0004010052650929, 1.7002939688521286, 8.0320040403e-05, -0.0001724020833587, -0.0001782130403984]|1310.6382003931798863|      0.00000763|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      38|[-3.5002572837556842, 0.9996184306230899, -0.0006773575217502, -0.0004010052650929, 1.7002939688521286, 8.0320040403e-05, -0.0001724020833587, -0.0001782130403984]|1310.6382003931798863|      0.00000381|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[-3.5002572837556842, 0.9996184306230899, -0.0006773575217502, -0.0004010052650929, 1.7002939688521286, 8.0320040403e-05, -0.0001724020833587, -0.0001782130403984]|1310.6382003931798863|      0.00000191|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-3.5002574053668005, 0.9996182979879061, -0.0006775339846941, -0.0004018080539765, 1.7002940164845535, 8.03641226695e-05, -0.0001723976897589, -0.000179923524801]|1303.5673254456621635|      0.00000381|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
