k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=4
      12|[0.0338563591162172, 0.0764424801595447, 0.0403549525052333, -0.044236771282381, -0.0155582423958354, 0.0044796280071509, -0.0102516607664613, -0.0226760825239434, 0.042031810289602, 0.0093847067087989, -0.0155756245255776, -0.048616445593467, -0.0028656374848044, -0.0021982521227295, -0.0375503262405869, -0.0508883327672418, -0.0726563063129114, -0.0805500645103279, 0.0207109914918425, 0.0287777190231567, -0.0407035592460027, -0.0205387875914011, 0.019341955222247, 0.0144314309366775, -0.0129501903655478, -0.0041352393699832, -0.0377001031733808, -0.0581036064584868, -0.0259646022364046, -0.0568044221970314, 0.1161964420584598, -0.0097031014353239, -0.1392632046431899, -0.0329628892697868, 0.1007252161236153, -0.0198528808813973, -0.0711662187644197, -0.0432558220534548, -0.0495204914332943, 0.1096660265312899, 0.0282411094138065, -0.078014283052548, 0.0221895333839617, 0.1072223418063503, -0.0236678472793122, -0.0003310723171629, 0.0200959633987855, -0.0639261761955636, 0.1087817935692539, 0.0447986134088715, -0.0223680164876604, 0.1006455905335728, 0.1692929188443617, -0.0057095285140436, -0.0154673166757935, -0.0088935985656322, -0.0319874869650788]|636.1455904934285854|      0.06250000|[1452, 96, 12, 36]                                                         |  | used linear model with 129 points | iterate success | actual_k=4
      13|[0.0338563591162172, 0.0764424801595447, 0.0403549525052333, -0.044236771282381, -0.0155582423958354, 0.0044796280071509, -0.0102516607664613, -0.0226760825239434, 0.042031810289602, 0.0093847067087989, -0.0155756245255776, -0.048616445593467, -0.0028656374848044, -0.0021982521227295, -0.0375503262405869, -0.0508883327672418, -0.0726563063129114, -0.0805500645103279, 0.0207109914918425, 0.0287777190231567, -0.0407035592460027, -0.0205387875914011, 0.019341955222247, 0.0144314309366775, -0.0129501903655478, -0.0041352393699832, -0.0377001031733808, -0.0581036064584868, -0.0259646022364046, -0.0568044221970314, 0.1161964420584598, -0.0097031014353239, -0.1392632046431899, -0.0329628892697868, 0.1007252161236153, -0.0198528808813973, -0.0711662187644197, -0.0432558220534548, -0.0495204914332943, 0.1096660265312899, 0.0282411094138065, -0.078014283052548, 0.0221895333839617, 0.1072223418063503, -0.0236678472793122, -0.0003310723171629, 0.0200959633987855, -0.0639261761955636, 0.1087817935692539, 0.0447986134088715, -0.0223680164876604, 0.1006455905335728, 0.1692929188443617, -0.0057095285140436, -0.0154673166757935, -0.0088935985656322, -0.0319874869650788]|636.1455904934285854|      0.03125000|[1573, 104, 13, 39]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
      14|[0.0338563591162172, 0.0764424801595447, 0.0403549525052333, -0.044236771282381, -0.0155582423958354, 0.0044796280071509, -0.0102516607664613, -0.0226760825239434, 0.042031810289602, 0.0093847067087989, -0.0155756245255776, -0.048616445593467, -0.0028656374848044, -0.0021982521227295, -0.0375503262405869, -0.0508883327672418, -0.0726563063129114, -0.0805500645103279, 0.0207109914918425, 0.0287777190231567, -0.0407035592460027, -0.0205387875914011, 0.019341955222247, 0.0144314309366775, -0.0129501903655478, -0.0041352393699832, -0.0377001031733808, -0.0581036064584868, -0.0259646022364046, -0.0568044221970314, 0.1161964420584598, -0.0097031014353239, -0.1392632046431899, -0.0329628892697868, 0.1007252161236153, -0.0198528808813973, -0.0711662187644197, -0.0432558220534548, -0.0495204914332943, 0.1096660265312899, 0.0282411094138065, -0.078014283052548, 0.0221895333839617, 0.1072223418063503, -0.0236678472793122, -0.0003310723171629, 0.0200959633987855, -0.0639261761955636, 0.1087817935692539, 0.0447986134088715, -0.0223680164876604, 0.1006455905335728, 0.1692929188443617, -0.0057095285140436, -0.0154673166757935, -0.0088935985656322, -0.0319874869650788]|636.1455904934285854|      0.01562500|[1694, 112, 14, 42]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
      15|[0.0355578057449206, 0.0737849591989071, 0.0386520136047262, -0.0496413403633892, -0.0167197952211046, 0.0057970259285051, -0.0091162507492333, -0.0261997111802292, 0.0411176644261584, 0.0078139678520519, -0.0159812798710759, -0.0503437629113258, -0.00232969094037, -0.0012316892595134, -0.0362365604013265, -0.0516753633243208, -0.0742093977052636, -0.0780724702110319, 0.0199204845018143, 0.0290803965441018, -0.0396349153480625, -0.0169696574816477, 0.0208956231752303, 0.0148325402660299, -0.0120358617320864, -0.0042418743459316, -0.0349957985863977, -0.0556599271766371, -0.0257632861848258, -0.0567797611937238, 0.1145786257338704, -0.0115033178456585, -0.1375427885416635, -0.0348567090229896, 0.0972637545971997, -0.0215089035908426, -0.0718497822300719, -0.0446363947597331, -0.0517290192621137, 0.1093008915157142, 0.0254621295867017, -0.0806735964415245, 0.025222927336088, 0.108141326032952, -0.0243747056040035, -0.0002764985624668, 0.0198603696215919, -0.0625550675387668, 0.1153692813553116, 0.0442477569012788, -0.0250838958756157, 0.1010061187945953, 0.1739187772237638, -0.0061441403507587, -0.01481343606424, -0.0083538928595342, -0.0322482264113689]|204.9704303574908408|      0.03125000|[1815, 120, 15, 45]                                                        |  | used linear model with 129 points | iterate success | actual_k=4
      16|[0.0355578057449206, 0.0737849591989071, 0.0386520136047262, -0.0496413403633892, -0.0167197952211046, 0.0057970259285051, -0.0091162507492333, -0.0261997111802292, 0.0411176644261584, 0.0078139678520519, -0.0159812798710759, -0.0503437629113258, -0.00232969094037, -0.0012316892595134, -0.0362365604013265, -0.0516753633243208, -0.0742093977052636, -0.0780724702110319, 0.0199204845018143, 0.0290803965441018, -0.0396349153480625, -0.0169696574816477, 0.0208956231752303, 0.0148325402660299, -0.0120358617320864, -0.0042418743459316, -0.0349957985863977, -0.0556599271766371, -0.0257632861848258, -0.0567797611937238, 0.1145786257338704, -0.0115033178456585, -0.1375427885416635, -0.0348567090229896, 0.0972637545971997, -0.0215089035908426, -0.0718497822300719, -0.0446363947597331, -0.0517290192621137, 0.1093008915157142, 0.0254621295867017, -0.0806735964415245, 0.025222927336088, 0.108141326032952, -0.0243747056040035, -0.0002764985624668, 0.0198603696215919, -0.0625550675387668, 0.1153692813553116, 0.0442477569012788, -0.0250838958756157, 0.1010061187945953, 0.1739187772237638, -0.0061441403507587, -0.01481343606424, -0.0083538928595342, -0.0322482264113689]|204.9704303574908408|      0.01562500|[1936, 128, 16, 48]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
      17|[0.0316977904658459, 0.0764705682878903, 0.0388805613640147, -0.0495269325224753, -0.0151768684357645, 0.0104397839084003, -0.0095153183503667, -0.0248243008316067, 0.0421667620895042, 0.0096019414639326, -0.0149267651085543, -0.0509794674304593, -0.0017831474764238, 0.0022768631359206, -0.0342822103845699, -0.0529067454886932, -0.0741972509267547, -0.0758903652691948, 0.0218817836383722, 0.0314983967556734, -0.0391441307633816, -0.0167910770846991, 0.0168096136878921, 0.0133338405692267, -0.0120695477396845, -0.0069605253708508, -0.034423367576585, -0.0577215807982652, -0.0267539646898897, -0.0594030582391727, 0.116988266420897, -0.0114137065679116, -0.1356707038892508, -0.0382483851170666, 0.0986399330066753, -0.0221350801060469, -0.0702924839417519, -0.0425442011761345, -0.0488762511627544, 0.109140681900635, 0.0236099106535291, -0.0815390103606694, 0.0253721027596753, 0.111709543990323, -0.0250794714186635, -0.0007109840884562, 0.020121101967525, -0.0619415979794803, 0.1211281775453187, 0.0447258014206946, -0.0271859060763243, 0.1041102969562959, 0.1771911661882074, -0.0056566649839408, -0.0168305667070419, -0.0080817526027949, -0.0324474594544862]| 77.9788165136988169|      0.03125000|[2057, 136, 17, 51]                                                        |  | used linear model with 129 points | iterate success | actual_k=4
      18|[0.0316977904658459, 0.0764705682878903, 0.0388805613640147, -0.0495269325224753, -0.0151768684357645, 0.0104397839084003, -0.0095153183503667, -0.0248243008316067, 0.0421667620895042, 0.0096019414639326, -0.0149267651085543, -0.0509794674304593, -0.0017831474764238, 0.0022768631359206, -0.0342822103845699, -0.0529067454886932, -0.0741972509267547, -0.0758903652691948, 0.0218817836383722, 0.0314983967556734, -0.0391441307633816, -0.0167910770846991, 0.0168096136878921, 0.0133338405692267, -0.0120695477396845, -0.0069605253708508, -0.034423367576585, -0.0577215807982652, -0.0267539646898897, -0.0594030582391727, 0.116988266420897, -0.0114137065679116, -0.1356707038892508, -0.0382483851170666, 0.0986399330066753, -0.0221350801060469, -0.0702924839417519, -0.0425442011761345, -0.0488762511627544, 0.109140681900635, 0.0236099106535291, -0.0815390103606694, 0.0253721027596753, 0.111709543990323, -0.0250794714186635, -0.0007109840884562, 0.020121101967525, -0.0619415979794803, 0.1211281775453187, 0.0447258014206946, -0.0271859060763243, 0.1041102969562959, 0.1771911661882074, -0.0056566649839408, -0.0168305667070419, -0.0080817526027949, -0.0324474594544862]| 77.9788165136988169|      0.01562500|[2178, 144, 18, 54]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
      19|[0.0316977904658459, 0.0764705682878903, 0.0388805613640147, -0.0495269325224753, -0.0151768684357645, 0.0104397839084003, -0.0095153183503667, -0.0248243008316067, 0.0421667620895042, 0.0096019414639326, -0.0149267651085543, -0.0509794674304593, -0.0017831474764238, 0.0022768631359206, -0.0342822103845699, -0.0529067454886932, -0.0741972509267547, -0.0758903652691948, 0.0218817836383722, 0.0314983967556734, -0.0391441307633816, -0.0167910770846991, 0.0168096136878921, 0.0133338405692267, -0.0120695477396845, -0.0069605253708508, -0.034423367576585, -0.0577215807982652, -0.0267539646898897, -0.0594030582391727, 0.116988266420897, -0.0114137065679116, -0.1356707038892508, -0.0382483851170666, 0.0986399330066753, -0.0221350801060469, -0.0702924839417519, -0.0425442011761345, -0.0488762511627544, 0.109140681900635, 0.0236099106535291, -0.0815390103606694, 0.0253721027596753, 0.111709543990323, -0.0250794714186635, -0.0007109840884562, 0.020121101967525, -0.0619415979794803, 0.1211281775453187, 0.0447258014206946, -0.0271859060763243, 0.1041102969562959, 0.1771911661882074, -0.0056566649839408, -0.0168305667070419, -0.0080817526027949, -0.0324474594544862]| 77.9788165136988169|      0.00781250|[2299, 152, 19, 57]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
      20|[0.0305272262754241, 0.075493736485359, 0.0380947651131503, -0.0507134199325952, -0.0176033127436282, 0.011803958902952, -0.0082636068402219, -0.025376845646706, 0.0410068828602007, 0.0091971350420963, -0.0162823411517048, -0.0510603529505276, -0.0024357226121357, 0.0026994727224287, -0.033151682185126, -0.0536918346435878, -0.074067032446845, -0.0765639157156705, 0.022402713389576, 0.0330600987809361, -0.038085131390304, -0.0156169441967142, 0.0172403770196559, 0.0132824021273812, -0.012343275871972, -0.0077523848561669, -0.0340131851257416, -0.0592135058165807, -0.0262024010787336, -0.0593026758905913, 0.1147821239264506, -0.0120846852100971, -0.1365744868417758, -0.0368040317050458, 0.0960542975725688, -0.0223354087089551, -0.0716120284582886, -0.0423124291320917, -0.0486277746523848, 0.1095769231734184, 0.0242824471368423, -0.0816631849516875, 0.0233639958069517, 0.1122237894670074, -0.0255734106730297, -0.0018932738823343, 0.0200205844872877, -0.0616059471468247, 0.1220388540373439, 0.0465901199458043, -0.0283255249282911, 0.103385821769098, 0.1779686108206983, -0.0053238544539719, -0.0178131546380175, -0.0075752955823549, -0.03303499498572]| 22.1913986863344412|      0.01562500|[2420, 160, 20, 60]                                                        |  | used linear model with 129 points | iterate success | actual_k=4
      21|[0.0305272262754241, 0.075493736485359, 0.0380947651131503, -0.0507134199325952, -0.0176033127436282, 0.011803958902952, -0.0082636068402219, -0.025376845646706, 0.0410068828602007, 0.0091971350420963, -0.0162823411517048, -0.0510603529505276, -0.0024357226121357, 0.0026994727224287, -0.033151682185126, -0.0536918346435878, -0.074067032446845, -0.0765639157156705, 0.022402713389576, 0.0330600987809361, -0.038085131390304, -0.0156169441967142, 0.0172403770196559, 0.0132824021273812, -0.012343275871972, -0.0077523848561669, -0.0340131851257416, -0.0592135058165807, -0.0262024010787336, -0.0593026758905913, 0.1147821239264506, -0.0120846852100971, -0.1365744868417758, -0.0368040317050458, 0.0960542975725688, -0.0223354087089551, -0.0716120284582886, -0.0423124291320917, -0.0486277746523848, 0.1095769231734184, 0.0242824471368423, -0.0816631849516875, 0.0233639958069517, 0.1122237894670074, -0.0255734106730297, -0.0018932738823343, 0.0200205844872877, -0.0616059471468247, 0.1220388540373439, 0.0465901199458043, -0.0283255249282911, 0.103385821769098, 0.1779686108206983, -0.0053238544539719, -0.0178131546380175, -0.0075752955823549, -0.03303499498572]| 22.1913986863344412|      0.00781250|[2541, 168, 21, 63]                                                        |  | used linear model with 129 points | iterate failure | actual_k=4
