k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-0.0314797485412926, 0.6314658090613052, 0.3227665772327195, 0.092068321019286, 0.2386984541800016, 0.0647420187670721, -0.103007418104408, 0.0028752755373009, 0.0335122371698993, 0.0387001135826726, -0.099797339735182, 0.0862128135200024]|  1.0075658090916217|      0.03125000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[-0.0245296528610884, 0.6396674491451532, 0.3201871485880197, 0.0851313815250194, 0.2306701598370475, 0.0541642136646799, -0.1138361423507606, -0.0056648576234033, 0.0229414182616278, 0.028331340735486, -0.1109517952765947, 0.0764146997693857]|  0.8965900401192661|      0.06250000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[-0.0245296528610884, 0.6396674491451532, 0.3201871485880197, 0.0851313815250194, 0.2306701598370475, 0.0541642136646799, -0.1138361423507606, -0.0056648576234033, 0.0229414182616278, 0.028331340735486, -0.1109517952765947, 0.0764146997693857]|  0.8965900401192661|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[-0.0245296528610884, 0.6396674491451532, 0.3201871485880197, 0.0851313815250194, 0.2306701598370475, 0.0541642136646799, -0.1138361423507606, -0.0056648576234033, 0.0229414182616278, 0.028331340735486, -0.1109517952765947, 0.0764146997693857]|  0.8965900401192661|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[-0.0282787903968358, 0.6499608279069793, 0.3190309435759953, 0.0878752727394081, 0.234188268441112, 0.0570280894423652, -0.1114780506995965, -0.0012321990563651, 0.0290743442763511, 0.0314774844439874, -0.1069362660872865, 0.0788316793190248]|  0.7411411422131879|      0.03125000|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[-0.0282787903968358, 0.6499608279069793, 0.3190309435759953, 0.0878752727394081, 0.234188268441112, 0.0570280894423652, -0.1114780506995965, -0.0012321990563651, 0.0290743442763511, 0.0314774844439874, -0.1069362660872865, 0.0788316793190248]|  0.7411411422131879|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      43|[-0.0327446519700093, 0.6603039827675564, 0.3245550392804053, 0.0841644089888038, 0.2371780272570424, 0.0590647555833962, -0.1118256804137078, -0.0006589790658069, 0.0338013788998403, 0.0345683059898273, -0.1019702298122355, 0.0805151474785579]|  0.6839219796684081|      0.03125000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[-0.0327446519700093, 0.6603039827675564, 0.3245550392804053, 0.0841644089888038, 0.2371780272570424, 0.0590647555833962, -0.1118256804137078, -0.0006589790658069, 0.0338013788998403, 0.0345683059898273, -0.1019702298122355, 0.0805151474785579]|  0.6839219796684081|      0.01562500|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[-0.0261253020970397, 0.6695123482865555, 0.328085145634761, 0.0815328167168287, 0.2344105442341022, 0.0576152112947545, -0.1149519500675302, -0.0050901627722294, 0.0316590187654563, 0.0279435119843205, -0.1047998809628656, 0.0812153530613798]|  0.6540297549260650|      0.03125000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[-0.0261253020970397, 0.6695123482865555, 0.328085145634761, 0.0815328167168287, 0.2344105442341022, 0.0576152112947545, -0.1149519500675302, -0.0050901627722294, 0.0316590187654563, 0.0279435119843205, -0.1047998809628656, 0.0812153530613798]|  0.6540297549260650|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[-0.029122641297319, 0.6772895708102333, 0.3278102671992231, 0.0811408425528039, 0.2300033729136181, 0.0582843200860663, -0.1089130091589819, 0.0017561475707128, 0.034327070897487, 0.0325834278527889, -0.0991469012648166, 0.0844752689333472]|  0.5921975491642957|      0.03125000|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      48|[-0.0303531574443033, 0.6995970225573832, 0.3240302368253926, 0.0696387405105101, 0.2231008023590878, 0.0551370300722759, -0.1181731375297511, -0.0073727526171497, 0.031174801711113, 0.0232104759468621, -0.0974712022612674, 0.0863737523183793]|  0.5436757802093068|      0.06250000|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      49|[-0.0303531574443033, 0.6995970225573832, 0.3240302368253926, 0.0696387405105101, 0.2231008023590878, 0.0551370300722759, -0.1181731375297511, -0.0073727526171497, 0.031174801711113, 0.0232104759468621, -0.0974712022612674, 0.0863737523183793]|  0.5436757802093068|      0.03125000|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      50|[-0.0303531574443033, 0.6995970225573832, 0.3240302368253926, 0.0696387405105101, 0.2231008023590878, 0.0551370300722759, -0.1181731375297511, -0.0073727526171497, 0.031174801711113, 0.0232104759468621, -0.0974712022612674, 0.0863737523183793]|  0.5436757802093068|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      51|[-0.0365035054864293, 0.7070531229361412, 0.3189775845928772, 0.06983667076133, 0.2227207447035934, 0.0526740896892701, -0.1178274588432715, -0.0035764701773607, 0.0301678836743059, 0.0283422071025706, -0.0945748194949819, 0.0946606446883113]|  0.4483959158435654|      0.03125000|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      52|[-0.0365035054864293, 0.7070531229361412, 0.3189775845928772, 0.06983667076133, 0.2227207447035934, 0.0526740896892701, -0.1178274588432715, -0.0035764701773607, 0.0301678836743059, 0.0283422071025706, -0.0945748194949819, 0.0946606446883113]|  0.4483959158435654|      0.01562500|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      53|[-0.0399318944909849, 0.7138700417090562, 0.3171692917345859, 0.074764869194104, 0.2250456942741718, 0.0525676991759683, -0.122321324408808, -0.0079613799255587, 0.0229295278701788, 0.0356786955315269, -0.0919020900722877, 0.0942618728582069]|  0.4256990231507514|      0.03125000|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      54|[-0.0399318944909849, 0.7138700417090562, 0.3171692917345859, 0.074764869194104, 0.2250456942741718, 0.0525676991759683, -0.122321324408808, -0.0079613799255587, 0.0229295278701788, 0.0356786955315269, -0.0919020900722877, 0.0942618728582069]|  0.4256990231507514|      0.01562500|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      55|[-0.0417294927480821, 0.7244225830695739, 0.3169020611585985, 0.0731179438240287, 0.2250492792468721, 0.050462463522839, -0.1201527154458484, -0.0044062019258828, 0.0265299287720244, 0.0397364955751625, -0.0844220386707789, 0.0986907980909364]|  0.4057304778991619|      0.03125000|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      56|[-0.0417294927480821, 0.7244225830695739, 0.3169020611585985, 0.0731179438240287, 0.2250492792468721, 0.050462463522839, -0.1201527154458484, -0.0044062019258828, 0.0265299287720244, 0.0397364955751625, -0.0844220386707789, 0.0986907980909364]|  0.4057304778991619|      0.01562500|[840, 112, 56, 112]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      57|[-0.0417294927480821, 0.7244225830695739, 0.3169020611585985, 0.0731179438240287, 0.2250492792468721, 0.050462463522839, -0.1201527154458484, -0.0044062019258828, 0.0265299287720244, 0.0397364955751625, -0.0844220386707789, 0.0986907980909364]|  0.4057304778991619|      0.00781250|[855, 114, 57, 114]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      58|[-0.0402901959607017, 0.7259609141018054, 0.3173406588073984, 0.0747018574916424, 0.2235378284334955, 0.0509700816304988, -0.1205502360539244, -0.0062777819719759, 0.0260269742471652, 0.0333818283907457, -0.0822997103440283, 0.0970926935178389]|  0.3798986111521268|      0.01562500|[870, 116, 58, 116]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      59|[-0.0377006227839867, 0.738008168258001, 0.3150180417408621, 0.0723063761531902, 0.2202125697438129, 0.049227153651264, -0.123714688868416, -0.0124378403738332, 0.0254301239953246, 0.0297642100229783, -0.0840133081667615, 0.095440274872859]|  0.3591448973319052|      0.03125000|[885, 118, 59, 118]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      60|[-0.0377006227839867, 0.738008168258001, 0.3150180417408621, 0.0723063761531902, 0.2202125697438129, 0.049227153651264, -0.123714688868416, -0.0124378403738332, 0.0254301239953246, 0.0297642100229783, -0.0840133081667615, 0.095440274872859]|  0.3591448973319052|      0.01562500|[900, 120, 60, 120]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
