k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
      15|[1.3088495690416535, 0.2430976573057845, 0.6650223914441583, 0.7830551475197982, 0.4813551891459062, 3.1904342753376254, 4.826561827917568, 6.942156502950504, 2.209312511708392, 4.68477491644237, 5.739875825115248]|  0.8448611635020201|      0.12500000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[1.3262792852553493, 0.2116988058126354, 0.6195681160127436, 0.7845538502447753, 0.4018298951624175, 3.219181555066548, 4.840083696516, 6.953451279149311, 2.26053739335698, 4.729425200434085, 5.753596325017514]|  0.6238576735527847|      0.25000000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      17|[1.3262792852553493, 0.2116988058126354, 0.6195681160127436, 0.7845538502447753, 0.4018298951624175, 3.219181555066548, 4.840083696516, 6.953451279149311, 2.26053739335698, 4.729425200434085, 5.753596325017514]|  0.6238576735527847|      0.12500000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[1.3262792852553493, 0.2116988058126354, 0.6195681160127436, 0.7845538502447753, 0.4018298951624175, 3.219181555066548, 4.840083696516, 6.953451279149311, 2.26053739335698, 4.729425200434085, 5.753596325017514]|  0.6238576735527847|      0.06250000|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      19|[1.3038472110005845, 0.1966894579383379, 0.5904614522538679, 0.751856928811066, 0.4105659313834739, 3.226315918858613, 4.84711829999108, 6.942724825986473, 2.2712903871967245, 4.750701321445369, 5.77363191469486]|  0.5565264588129009|      0.12500000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      20|[1.3038472110005845, 0.1966894579383379, 0.5904614522538679, 0.751856928811066, 0.4105659313834739, 3.226315918858613, 4.84711829999108, 6.942724825986473, 2.2712903871967245, 4.750701321445369, 5.77363191469486]|  0.5565264588129009|      0.06250000|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      21|[1.2992483624163345, 0.1882027609516079, 0.5858970964071738, 0.7217846176462567, 0.3762642595969787, 3.230404394554454, 4.862000216127484, 6.956264238410822, 2.2957776950460747, 4.737859104831471, 5.750713775327809]|  0.5300149241012102|      0.12500000|[273, 0, 21, 84]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      22|[1.2992483624163345, 0.1882027609516079, 0.5858970964071738, 0.7217846176462567, 0.3762642595969787, 3.230404394554454, 4.862000216127484, 6.956264238410822, 2.2957776950460747, 4.737859104831471, 5.750713775327809]|  0.5300149241012102|      0.06250000|[286, 0, 22, 88]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      23|[1.2723353944222904, 0.1544371215526974, 0.5746491116044901, 0.7401399279341871, 0.3991493986142633, 3.2186238243459413, 4.847076132988032, 6.960405341198587, 2.3048947728555667, 4.726267168256658, 5.772126543910541]|  0.5130059450721443|      0.12500000|[299, 0, 23, 92]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      24|[1.2723353944222904, 0.1544371215526974, 0.5746491116044901, 0.7401399279341871, 0.3991493986142633, 3.2186238243459413, 4.847076132988032, 6.960405341198587, 2.3048947728555667, 4.726267168256658, 5.772126543910541]|  0.5130059450721443|      0.06250000|[312, 0, 24, 96]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      25|[1.2729013641452902, 0.140414822143952, 0.5815630671083116, 0.7555055549506133, 0.3654783624208335, 3.1949174986074036, 4.82429462707631, 6.965004974874299, 2.3298412019479526, 4.738846129800372, 5.792349370749295]|  0.4843437529088656|      0.12500000|[325, 0, 25, 100]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      26|[1.2729013641452902, 0.140414822143952, 0.5815630671083116, 0.7555055549506133, 0.3654783624208335, 3.1949174986074036, 4.82429462707631, 6.965004974874299, 2.3298412019479526, 4.738846129800372, 5.792349370749295]|  0.4843437529088656|      0.06250000|[338, 0, 26, 104]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
      27|[1.2558303728598401, 0.1559142114514232, 0.5559701354822234, 0.7176815316782416, 0.3784201650215665, 3.216555361014624, 4.81081089847602, 6.97569610794453, 2.3249583515092622, 4.729078299992961, 5.7769255590626205]|  0.4546200539873523|      0.12500000|[351, 0, 27, 108]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      28|[1.2558303728598401, 0.1559142114514232, 0.5559701354822234, 0.7176815316782416, 0.3784201650215665, 3.216555361014624, 4.81081089847602, 6.97569610794453, 2.3249583515092622, 4.729078299992961, 5.7769255590626205]|  0.4546200539873523|      0.06250000|[364, 0, 28, 112]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
