k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.597584004435203, 0.0708829995393143, 0.1441258581396223, 0.7843155370411691, 0.0017599835429636, 0.0027634433515266, 0.0057067387296692, 0.0231601310841305, 0.006308905944459, 0.0054375595443209, 0.0006521406481173, -0.0212515392700371, -0.00032345478342, -0.0053725595071356, -0.0084346061347055, -0.0011122859100187, -0.0074916462972314, -0.0005470515395427, 0.0219328425273226, 0.0099985600205883, -0.0097229813870417, 0.0033746369162576]| 13.1529560089111328|      2.00000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[1.642830704002629, 0.1106389201329761, 0.290097996540216, 1.8353186342577281, 0.0867182836189102, -0.0171711448669397, -0.0711707246417871, 0.0260554751113659, -0.0504390848509856, 0.0706636033573548, 0.0658079875736356, -0.1054399617286769, -0.0316189504408642, -0.0506507498439661, 0.1075414894628104, 0.0043953031837272, 0.0257381095189083, 0.1183765309463057, 0.0138803201096545, -0.0533078763994374, 0.0185476417049697, 0.011685444025661]| 12.1450424194335938|      0.01562500|[1155, 384, 2, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[1.632090633089286, 0.1089685968936526, 0.2878088079358226, 1.8248294141798125, 0.088142274286941, -0.0168572258067472, -0.0699114533999459, 0.0260063841674997, -0.0506093590191336, 0.0713438035350878, 0.0646109087383545, -0.1054719352383551, -0.0327469597090194, -0.0518067397196293, 0.1075438056962836, 0.0042093447769165, 0.0250731975492974, 0.1176941001361445, 0.0140084120880912, -0.052095087119266, 0.0184642486209, 0.0114576225773578]| 12.1449251174926758|      0.03125000|[1251, 416, 2, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      14|[1.632090633089286, 0.1089685968936526, 0.2878088079358226, 1.8248294141798125, 0.088142274286941, -0.0168572258067472, -0.0699114533999459, 0.0260063841674997, -0.0506093590191336, 0.0713438035350878, 0.0646109087383545, -0.1054719352383551, -0.0327469597090194, -0.0518067397196293, 0.1075438056962836, 0.0042093447769165, 0.0250731975492974, 0.1176941001361445, 0.0140084120880912, -0.052095087119266, 0.0184642486209, 0.0114576225773578]| 12.1449251174926758|      0.01562500|[1347, 448, 2, 30]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      15|[1.632090633089286, 0.1089685968936526, 0.2878088079358226, 1.8248294141798125, 0.088142274286941, -0.0168572258067472, -0.0699114533999459, 0.0260063841674997, -0.0506093590191336, 0.0713438035350878, 0.0646109087383545, -0.1054719352383551, -0.0327469597090194, -0.0518067397196293, 0.1075438056962836, 0.0042093447769165, 0.0250731975492974, 0.1176941001361445, 0.0140084120880912, -0.052095087119266, 0.0184642486209, 0.0114576225773578]| 12.1449251174926758|      0.00781250|[1443, 480, 2, 32]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      16|[1.632090633089286, 0.1089685968936526, 0.2878088079358226, 1.8248294141798125, 0.088142274286941, -0.0168572258067472, -0.0699114533999459, 0.0260063841674997, -0.0506093590191336, 0.0713438035350878, 0.0646109087383545, -0.1054719352383551, -0.0327469597090194, -0.0518067397196293, 0.1075438056962836, 0.0042093447769165, 0.0250731975492974, 0.1176941001361445, 0.0140084120880912, -0.052095087119266, 0.0184642486209, 0.0114576225773578]| 12.1449251174926758|      0.00390625|[1539, 512, 2, 34]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      17|[1.6286958327821732, 0.1080704866799594, 0.2883571558547902, 1.8260913222594826, 0.0879623605492834, -0.0169741233638753, -0.0698809363001537, 0.0261070953382168, -0.0500117888053522, 0.0713067378133273, 0.0642842851467202, -0.1053308315840847, -0.0326395774262555, -0.0518674436555321, 0.1078669313598681, 0.0039401809249206, 0.0253077420727342, 0.1179921469939004, 0.0141247446043145, -0.05214658570958, 0.018444825143067, 0.0118314865697208]| 12.1449174880981445|      0.00781250|[1635, 544, 2, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      18|[1.6286958327821732, 0.1080704866799594, 0.2883571558547902, 1.8260913222594826, 0.0879623605492834, -0.0169741233638753, -0.0698809363001537, 0.0261070953382168, -0.0500117888053522, 0.0713067378133273, 0.0642842851467202, -0.1053308315840847, -0.0326395774262555, -0.0518674436555321, 0.1078669313598681, 0.0039401809249206, 0.0253077420727342, 0.1179921469939004, 0.0141247446043145, -0.05214658570958, 0.018444825143067, 0.0118314865697208]| 12.1449174880981445|      0.00390625|[1731, 576, 2, 38]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      19|[1.6274232115213658, 0.1073596668869959, 0.28953833834804, 1.8291987002063081, 0.0875195848325161, -0.0171478783689579, -0.0699270943967487, 0.0261925888553114, -0.0505079216264523, 0.0717974207094445, 0.0645470365167963, -0.1054966864427986, -0.0323496838562451, -0.0521106785370546, 0.1083114179018709, 0.0038709471249703, 0.025221682684202, 0.1179932389179631, 0.0148815393216608, -0.0519154482807305, 0.0189704806604635, 0.0117399540896522]| 12.1449117660522461|      0.00781250|[1827, 608, 2, 40]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      20|[1.6274232115213658, 0.1073596668869959, 0.28953833834804, 1.8291987002063081, 0.0875195848325161, -0.0171478783689579, -0.0699270943967487, 0.0261925888553114, -0.0505079216264523, 0.0717974207094445, 0.0645470365167963, -0.1054966864427986, -0.0323496838562451, -0.0521106785370546, 0.1083114179018709, 0.0038709471249703, 0.025221682684202, 0.1179932389179631, 0.0148815393216608, -0.0519154482807305, 0.0189704806604635, 0.0117399540896522]| 12.1449117660522461|      0.00390625|[1923, 640, 3, 43]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      21|[1.6241859572416166, 0.1061782147723676, 0.2898655510531173, 1.83009643386488, 0.0872685628425504, -0.0176510095196262, -0.0696921465023789, 0.0259185164616417, -0.0500376198764685, 0.0715242223094057, 0.0648911084577659, -0.1052127429098195, -0.0329583514170966, -0.0521099010403059, 0.1082196679300164, 0.0041434728917301, 0.0251985667643758, 0.1177080896955674, 0.0149814057051828, -0.0516601929056432, 0.0191090965274212, 0.010791535110781]| 12.1449046289573737|      0.00781250|[2020, 672, 4, 46]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      22|[1.6241859572416166, 0.1061782147723676, 0.2898655510531173, 1.83009643386488, 0.0872685628425504, -0.0176510095196262, -0.0696921465023789, 0.0259185164616417, -0.0500376198764685, 0.0715242223094057, 0.0648911084577659, -0.1052127429098195, -0.0329583514170966, -0.0521099010403059, 0.1082196679300164, 0.0041434728917301, 0.0251985667643758, 0.1177080896955674, 0.0149814057051828, -0.0516601929056432, 0.0191090965274212, 0.010791535110781]| 12.1449046289573737|      0.00390625|[2117, 704, 5, 49]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      23|[1.621444474340914, 0.1051227868684145, 0.2905779099300986, 1.8324358826402625, 0.0872637718007538, -0.0176097411999323, -0.0697081841598859, 0.0263013254508998, -0.0497220541498841, 0.0712944108203593, 0.0653205044189022, -0.1050672401864491, -0.0330461854235725, -0.0520993727779967, 0.1082500413775027, 0.0041568100587294, 0.0252666202287835, 0.1177221282576874, 0.0150843392467986, -0.0516571281583284, 0.0192684597099964, 0.0104875152816492]| 12.1448968787316005|      0.00781250|[2214, 736, 6, 52]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      24|[1.621444474340914, 0.1051227868684145, 0.2905779099300986, 1.8324358826402625, 0.0872637718007538, -0.0176097411999323, -0.0697081841598859, 0.0263013254508998, -0.0497220541498841, 0.0712944108203593, 0.0653205044189022, -0.1050672401864491, -0.0330461854235725, -0.0520993727779967, 0.1082500413775027, 0.0041568100587294, 0.0252666202287835, 0.1177221282576874, 0.0150843392467986, -0.0516571281583284, 0.0192684597099964, 0.0104875152816492]| 12.1448968787316005|      0.00390625|[2311, 768, 7, 55]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      25|[1.6190933668167304, 0.1041688669414901, 0.2909266416348437, 1.8348279250150894, 0.0871859615135403, -0.017311520237672, -0.0693305010867876, 0.0265505056933793, -0.0497400954718392, 0.0715830699335465, 0.0658540228347674, -0.1060791623984018, -0.0327149401139856, -0.0518604479018467, 0.1088341482560437, 0.003835626949499, 0.0248850496899086, 0.1175180187638662, 0.0151147198950889, -0.0515367452049254, 0.0197676761089929, 0.0100157119289703]| 12.1448899440533147|      0.00781250|[2408, 800, 8, 58]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      26|[1.6190933668167304, 0.1041688669414901, 0.2909266416348437, 1.8348279250150894, 0.0871859615135403, -0.017311520237672, -0.0693305010867876, 0.0265505056933793, -0.0497400954718392, 0.0715830699335465, 0.0658540228347674, -0.1060791623984018, -0.0327149401139856, -0.0518604479018467, 0.1088341482560437, 0.003835626949499, 0.0248850496899086, 0.1175180187638662, 0.0151147198950889, -0.0515367452049254, 0.0197676761089929, 0.0100157119289703]| 12.1448899440533147|      0.00390625|[2505, 832, 8, 60]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      27|[1.6159445527162535, 0.1031137611428406, 0.2910950656380132, 1.8361607106399969, 0.0867600706476467, -0.0180884264587267, -0.068880972291675, 0.0270699653464048, -0.0495050874017107, 0.0719744885683087, 0.0660609050538037, -0.1059347131181037, -0.0324757399809146, -0.0512762482584703, 0.1089889816494736, 0.0037995953233255, 0.0246184128575534, 0.1179376494516929, 0.0154551384467454, -0.051361327668184, 0.0199514326191166, 0.0102289188487165]| 12.1448831558227539|      0.00781250|[2601, 864, 8, 62]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      28|[1.6159445527162535, 0.1031137611428406, 0.2910950656380132, 1.8361607106399969, 0.0867600706476467, -0.0180884264587267, -0.068880972291675, 0.0270699653464048, -0.0495050874017107, 0.0719744885683087, 0.0660609050538037, -0.1059347131181037, -0.0324757399809146, -0.0512762482584703, 0.1089889816494736, 0.0037995953233255, 0.0246184128575534, 0.1179376494516929, 0.0154551384467454, -0.051361327668184, 0.0199514326191166, 0.0102289188487165]| 12.1448831558227539|      0.00390625|[2697, 896, 8, 64]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      29|[1.6138482613484828, 0.1019739452693951, 0.2919900763468031, 1.8389661557509491, 0.0870644344971856, -0.0179133874769548, -0.068538931189359, 0.0271236770198233, -0.0491222935000912, 0.0719300230701565, 0.0663426100472812, -0.106030556602935, -0.0324612893715364, -0.0515442500276735, 0.1091906005951647, 0.0036723140405279, 0.0242975842186436, 0.1179305159140599, 0.0157769492481358, -0.0515387835048338, 0.0200566735963944, 0.0104170809817406]| 12.1448755264282227|      0.00781250|[2793, 928, 8, 66]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[1.6138482613484828, 0.1019739452693951, 0.2919900763468031, 1.8389661557509491, 0.0870644344971856, -0.0179133874769548, -0.068538931189359, 0.0271236770198233, -0.0491222935000912, 0.0719300230701565, 0.0663426100472812, -0.106030556602935, -0.0324612893715364, -0.0515442500276735, 0.1091906005951647, 0.0036723140405279, 0.0242975842186436, 0.1179305159140599, 0.0157769492481358, -0.0515387835048338, 0.0200566735963944, 0.0104170809817406]| 12.1448755264282227|      0.00390625|[2889, 960, 8, 68]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      31|[1.610836950475734, 0.1009357805254589, 0.2924453904011929, 1.840890617977847, 0.087002921588269, -0.0180298951952898, -0.0683509979213623, 0.0275255006673379, -0.049315891854642, 0.0716087493983056, 0.0662768855646661, -0.1061105276131575, -0.0322587539418102, -0.0516230444976508, 0.1090378276873668, 0.0040181810547701, 0.0242124565516609, 0.1174836763645081, 0.015914098897287, -0.0510215634147959, 0.019931867276816, 0.0100461569927817]| 12.1448678970336914|      0.00781250|[2985, 992, 8, 70]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      32|[1.610836950475734, 0.1009357805254589, 0.2924453904011929, 1.840890617977847, 0.087002921588269, -0.0180298951952898, -0.0683509979213623, 0.0275255006673379, -0.049315891854642, 0.0716087493983056, 0.0662768855646661, -0.1061105276131575, -0.0322587539418102, -0.0516230444976508, 0.1090378276873668, 0.0040181810547701, 0.0242124565516609, 0.1174836763645081, 0.015914098897287, -0.0510215634147959, 0.019931867276816, 0.0100461569927817]| 12.1448678970336914|      0.00390625|[3081, 1024, 9, 73]                                                        |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      33|[1.6079246039704345, 0.0994357684966403, 0.2926120055822832, 1.842851285624885, 0.0871959172946324, -0.0180196792305266, -0.0680495804379354, 0.0274008374445893, -0.0495719213327886, 0.0715336077134158, 0.0662365310031297, -0.1063298959326548, -0.0319769679480341, -0.0515232504893041, 0.1088341683226418, 0.0042267980056008, 0.0242232491277945, 0.1176163534952778, 0.015749786087861, -0.0510477900238683, 0.0199047601895828, 0.0104582464682895]| 12.1448602925581195|      0.00781250|[3178, 1056, 10, 76]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      34|[1.6079246039704345, 0.0994357684966403, 0.2926120055822832, 1.842851285624885, 0.0871959172946324, -0.0180196792305266, -0.0680495804379354, 0.0274008374445893, -0.0495719213327886, 0.0715336077134158, 0.0662365310031297, -0.1063298959326548, -0.0319769679480341, -0.0515232504893041, 0.1088341683226418, 0.0042267980056008, 0.0242232491277945, 0.1176163534952778, 0.015749786087861, -0.0510477900238683, 0.0199047601895828, 0.0104582464682895]| 12.1448602925581195|      0.00390625|[3275, 1088, 10, 78]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      35|[1.6057767718469071, 0.0987622164768733, 0.2934764631392551, 1.8456536800512884, 0.0871721193803164, -0.0177294403348209, -0.0679696907968974, 0.0275513594721192, -0.0492901669279041, 0.0718862993275276, 0.0658151842785607, -0.106245126124071, -0.0320206526013568, -0.0516585686792158, 0.1088989315542409, 0.0035519678052982, 0.0239414356601444, 0.1171567875253428, 0.0157431065250298, -0.0507056101431251, 0.0196560079680431, 0.0108316817655702]| 12.1448533718172218|      0.00781250|[3371, 1120, 11, 81]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      36|[1.6057767718469071, 0.0987622164768733, 0.2934764631392551, 1.8456536800512884, 0.0871721193803164, -0.0177294403348209, -0.0679696907968974, 0.0275513594721192, -0.0492901669279041, 0.0718862993275276, 0.0658151842785607, -0.106245126124071, -0.0320206526013568, -0.0516585686792158, 0.1088989315542409, 0.0035519678052982, 0.0239414356601444, 0.1171567875253428, 0.0157431065250298, -0.0507056101431251, 0.0196560079680431, 0.0108316817655702]| 12.1448533718172218|      0.00390625|[3468, 1152, 12, 84]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      37|[1.6023281697676568, 0.0974739301473063, 0.2939726574071057, 1.8467343541772452, 0.0870035833382479, -0.0176817935381751, -0.0680851810036808, 0.0273849806471872, -0.0493405409211254, 0.0718855371751116, 0.0658557826742832, -0.1064955413910618, -0.0320324452964995, -0.0515663944681365, 0.1092336047142933, 0.0035741326433139, 0.0238453783125883, 0.1170232845742002, 0.0157454173335811, -0.0507208675337161, 0.0196979345620883, 0.0107732135788921]| 12.1448457967210555|      0.00781250|[3565, 1184, 13, 87]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      38|[1.6023281697676568, 0.0974739301473063, 0.2939726574071057, 1.8467343541772452, 0.0870035833382479, -0.0176817935381751, -0.0680851810036808, 0.0273849806471872, -0.0493405409211254, 0.0718855371751116, 0.0658557826742832, -0.1064955413910618, -0.0320324452964995, -0.0515663944681365, 0.1092336047142933, 0.0035741326433139, 0.0238453783125883, 0.1170232845742002, 0.0157454173335811, -0.0507208675337161, 0.0196979345620883, 0.0107732135788921]| 12.1448457967210555|      0.00390625|[3662, 1216, 13, 89]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      39|[1.600234071666307, 0.0965582627785545, 0.2949770345739738, 1.8496527096158282, 0.0869529311733575, -0.0177592335375718, -0.0679404374729165, 0.0272637707939427, -0.0494039504389461, 0.0719025940181963, 0.0660458033875391, -0.1067737283738572, -0.0316374411719374, -0.0515167697762086, 0.1094322974829753, 0.0033924792705412, 0.0238389238268009, 0.1168926265363604, 0.0157967617367059, -0.0506075849617028, 0.0196320121599021, 0.0104910521678028]| 12.1448384073066897|      0.00781250|[3758, 1248, 14, 92]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      40|[1.600234071666307, 0.0965582627785545, 0.2949770345739738, 1.8496527096158282, 0.0869529311733575, -0.0177592335375718, -0.0679404374729165, 0.0272637707939427, -0.0494039504389461, 0.0719025940181963, 0.0660458033875391, -0.1067737283738572, -0.0316374411719374, -0.0515167697762086, 0.1094322974829753, 0.0033924792705412, 0.0238389238268009, 0.1168926265363604, 0.0157967617367059, -0.0506075849617028, 0.0196320121599021, 0.0104910521678028]| 12.1448384073066897|      0.00390625|[3855, 1280, 14, 94]                                                       |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      41|[1.5968242107396056, 0.0953880808160692, 0.2959463634749184, 1.850564150896303, 0.0868310320601846, -0.0178256799098492, -0.0682014199048918, 0.0271850680177823, -0.0491853244138253, 0.0717320800414128, 0.0658548235456821, -0.1066982059275333, -0.0314680469192168, -0.0516031586360507, 0.1096352921178344, 0.0034235660748946, 0.023952338154585, 0.1169375034581442, 0.0154734897027878, -0.0507017757183442, 0.0195700670240436, 0.0107536105277342]| 12.1448316574096680|      0.00781250|[3951, 1312, 14, 96]                                                       |  | trying linear partial model with 49 points | iterate success | actual_k=16
      42|[1.5968242107396056, 0.0953880808160692, 0.2959463634749184, 1.850564150896303, 0.0868310320601846, -0.0178256799098492, -0.0682014199048918, 0.0271850680177823, -0.0491853244138253, 0.0717320800414128, 0.0658548235456821, -0.1066982059275333, -0.0314680469192168, -0.0516031586360507, 0.1096352921178344, 0.0034235660748946, 0.023952338154585, 0.1169375034581442, 0.0154734897027878, -0.0507017757183442, 0.0195700670240436, 0.0107536105277342]| 12.1448316574096680|      0.00390625|[4047, 1344, 15, 99]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
      43|[1.5952538065710689, 0.0945478473261642, 0.29666632359429, 1.8538570178391316, 0.0870829289764538, -0.0178608828086379, -0.0679891115954043, 0.0271873849736041, -0.0488497337625862, 0.0717664521315178, 0.0660157121273846, -0.1066638806604712, -0.0316345257478974, -0.0518712346984483, 0.1096650713859651, 0.0036166989875236, 0.0237179596176159, 0.1167205629615649, 0.0158603844190841, -0.0506067767193066, 0.0195751641808745, 0.0110296050038469]| 12.1448240280151367|      0.00781250|[4144, 1376, 15, 101]                                                      |  | trying linear partial model with 49 points | iterate success | actual_k=16
      44|[1.5952538065710689, 0.0945478473261642, 0.29666632359429, 1.8538570178391316, 0.0870829289764538, -0.0178608828086379, -0.0679891115954043, 0.0271873849736041, -0.0488497337625862, 0.0717664521315178, 0.0660157121273846, -0.1066638806604712, -0.0316345257478974, -0.0518712346984483, 0.1096650713859651, 0.0036166989875236, 0.0237179596176159, 0.1167205629615649, 0.0158603844190841, -0.0506067767193066, 0.0195751641808745, 0.0110296050038469]| 12.1448240280151367|      0.00390625|[4240, 1408, 15, 103]                                                      |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
