k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[99.9496071668169, 0.209779698397108, 0.2507289761146902, 0.9428605913086827, 100.03664123517589, 0.1821299102795814, 0.1683958188793733, 0.7756562184666029, 99.94768805799218, 0.0660684159915495, 0.2812314771943322, 0.7467455267909294, 99.98353314563194, 0.1156925744946762, 0.2639901346101084, 0.5692511397196898, 99.9166773596754, 0.1625236098413052, 0.4611296912305345, 0.2297649320813605, 99.98684576622618, 0.4856559279496727, 0.6328855276779525, 0.0213219682469349, 299.9614458726815, 299.9426231654855, 300.08066174393593, 299.9631356609169, 300.01683818100304]|111.8192901611328125|      0.12500000|[1035, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[99.96223440994034, 0.2172234497584383, 0.2810426749823176, 0.9731364326730292, 100.01280973092997, 0.1847164391828877, 0.2098640037174316, 0.7868643131309194, 99.97435662684553, 0.0914348524642513, 0.290675121341716, 0.7147641492744949, 99.98374078471223, 0.1310626264111767, 0.2359820231424562, 0.5875116237458837, 99.91018741570075, 0.1302340956686217, 0.4627945928120958, 0.2382544878936491, 99.99518514785002, 0.5077964406828562, 0.6560758749153883, 0.0262551451540528, 299.9431999147349, 299.8814185866017, 300.0767500125312, 299.93273561066496, 300.0226743099778]| 90.6320495605468750|      0.25000000|[1129, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      13|[99.96223440994034, 0.2172234497584383, 0.2810426749823176, 0.9731364326730292, 100.01280973092997, 0.1847164391828877, 0.2098640037174316, 0.7868643131309194, 99.97435662684553, 0.0914348524642513, 0.290675121341716, 0.7147641492744949, 99.98374078471223, 0.1310626264111767, 0.2359820231424562, 0.5875116237458837, 99.91018741570075, 0.1302340956686217, 0.4627945928120958, 0.2382544878936491, 99.99518514785002, 0.5077964406828562, 0.6560758749153883, 0.0262551451540528, 299.9431999147349, 299.8814185866017, 300.0767500125312, 299.93273561066496, 300.0226743099778]| 90.6320495605468750|      0.12500000|[1223, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      14|[99.96223440994034, 0.2172234497584383, 0.2810426749823176, 0.9731364326730292, 100.01280973092997, 0.1847164391828877, 0.2098640037174316, 0.7868643131309194, 99.97435662684553, 0.0914348524642513, 0.290675121341716, 0.7147641492744949, 99.98374078471223, 0.1310626264111767, 0.2359820231424562, 0.5875116237458837, 99.91018741570075, 0.1302340956686217, 0.4627945928120958, 0.2382544878936491, 99.99518514785002, 0.5077964406828562, 0.6560758749153883, 0.0262551451540528, 299.9431999147349, 299.8814185866017, 300.0767500125312, 299.93273561066496, 300.0226743099778]| 90.6320495605468750|      0.06250000|[1317, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      15|[99.96223440994034, 0.2172234497584383, 0.2810426749823176, 0.9731364326730292, 100.01280973092997, 0.1847164391828877, 0.2098640037174316, 0.7868643131309194, 99.97435662684553, 0.0914348524642513, 0.290675121341716, 0.7147641492744949, 99.98374078471223, 0.1310626264111767, 0.2359820231424562, 0.5875116237458837, 99.91018741570075, 0.1302340956686217, 0.4627945928120958, 0.2382544878936491, 99.99518514785002, 0.5077964406828562, 0.6560758749153883, 0.0262551451540528, 299.9431999147349, 299.8814185866017, 300.0767500125312, 299.93273561066496, 300.0226743099778]| 90.6320495605468750|      0.03125000|[1411, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      16|[99.9604596817637, 0.2270957705811345, 0.286870330883587, 0.9785598728519577, 100.00403902058892, 0.1951735075074793, 0.2067269690842009, 0.7918112233207253, 99.97428318643976, 0.0920289960159622, 0.2914413319678983, 0.7157625933318229, 99.98107575632288, 0.1218817351907578, 0.2268525304254168, 0.5794159182491163, 99.90903962387098, 0.1438065065555365, 0.468608513843253, 0.2324098909885046, 99.99974509281722, 0.5094016473809302, 0.6578866660859185, 0.0264535804579492, 299.94260486418204, 299.8752467779179, 300.07992127391776, 299.93022964640187, 300.02652213546867]| 82.0490875244140625|      0.06250000|[1504, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      17|[99.9604596817637, 0.2270957705811345, 0.286870330883587, 0.9785598728519577, 100.00403902058892, 0.1951735075074793, 0.2067269690842009, 0.7918112233207253, 99.97428318643976, 0.0920289960159622, 0.2914413319678983, 0.7157625933318229, 99.98107575632288, 0.1218817351907578, 0.2268525304254168, 0.5794159182491163, 99.90903962387098, 0.1438065065555365, 0.468608513843253, 0.2324098909885046, 99.99974509281722, 0.5094016473809302, 0.6578866660859185, 0.0264535804579492, 299.94260486418204, 299.8752467779179, 300.07992127391776, 299.93022964640187, 300.02652213546867]| 82.0490875244140625|      0.03125000|[1597, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      18|[99.96100869510822, 0.2274893235319066, 0.2983690139679546, 0.9785631417946264, 100.00715946343915, 0.2180731670637953, 0.2124985081669307, 0.7879636957264803, 99.97842382292936, 0.092930157967459, 0.2887285991385317, 0.7091094035985811, 99.97607407637626, 0.1329376868257487, 0.2264620508725615, 0.5803907194869257, 99.91006586805894, 0.1435503571237152, 0.4673117879449227, 0.228825598555788, 100.00041520543851, 0.5089027335344815, 0.660250869662836, 0.0257992013092757, 299.9453213598995, 299.8736753244114, 300.0786004861662, 299.92739079173606, 300.0252217859152]| 76.7889022827148438|      0.06250000|[1691, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      19|[99.96100869510822, 0.2274893235319066, 0.2983690139679546, 0.9785631417946264, 100.00715946343915, 0.2180731670637953, 0.2124985081669307, 0.7879636957264803, 99.97842382292936, 0.092930157967459, 0.2887285991385317, 0.7091094035985811, 99.97607407637626, 0.1329376868257487, 0.2264620508725615, 0.5803907194869257, 99.91006586805894, 0.1435503571237152, 0.4673117879449227, 0.228825598555788, 100.00041520543851, 0.5089027335344815, 0.660250869662836, 0.0257992013092757, 299.9453213598995, 299.8736753244114, 300.0786004861662, 299.92739079173606, 300.0252217859152]| 76.7889022827148438|      0.03125000|[1786, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      20|[99.96096898840922, 0.2362701116494482, 0.3076436711048865, 0.9875628063867711, 100.00423307130451, 0.218281144714332, 0.2039773134609822, 0.7824513013960372, 99.98169527448333, 0.1124810630680796, 0.2957978753025394, 0.7129165463250017, 99.97454770991042, 0.1299073458767159, 0.2261591310966554, 0.5733993643704111, 99.90738085239298, 0.1445760884029878, 0.4718365490118575, 0.2285442630154688, 99.99889595934715, 0.5094795599160524, 0.6613707325414764, 0.0272532802851024, 299.9458249317506, 299.88018643439034, 300.0760148065033, 299.9246495817401, 300.02857989457493]| 72.2346572875976562|      0.06250000|[1882, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      21|[99.96096898840922, 0.2362701116494482, 0.3076436711048865, 0.9875628063867711, 100.00423307130451, 0.218281144714332, 0.2039773134609822, 0.7824513013960372, 99.98169527448333, 0.1124810630680796, 0.2957978753025394, 0.7129165463250017, 99.97454770991042, 0.1299073458767159, 0.2261591310966554, 0.5733993643704111, 99.90738085239298, 0.1445760884029878, 0.4718365490118575, 0.2285442630154688, 99.99889595934715, 0.5094795599160524, 0.6613707325414764, 0.0272532802851024, 299.9458249317506, 299.88018643439034, 300.0760148065033, 299.9246495817401, 300.02857989457493]| 72.2346572875976562|      0.03125000|[1978, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      22|[99.96096898840922, 0.2362701116494482, 0.3076436711048865, 0.9875628063867711, 100.00423307130451, 0.218281144714332, 0.2039773134609822, 0.7824513013960372, 99.98169527448333, 0.1124810630680796, 0.2957978753025394, 0.7129165463250017, 99.97454770991042, 0.1299073458767159, 0.2261591310966554, 0.5733993643704111, 99.90738085239298, 0.1445760884029878, 0.4718365490118575, 0.2285442630154688, 99.99889595934715, 0.5094795599160524, 0.6613707325414764, 0.0272532802851024, 299.9458249317506, 299.88018643439034, 300.0760148065033, 299.9246495817401, 300.02857989457493]| 72.2346572875976562|      0.01562500|[2072, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      23|[99.96247159774325, 0.2339311264288234, 0.3089950711113497, 0.9873979804492306, 100.00451176555032, 0.2305040121216954, 0.2095822661705683, 0.7855763556438499, 99.98104647466579, 0.1115288622308689, 0.2926933363009593, 0.7108281827687475, 99.9734610161327, 0.1343043347823521, 0.2274130534957029, 0.5742244707753853, 99.90677918903744, 0.145154873983303, 0.4712452286373162, 0.2284275144739555, 99.99895116278176, 0.5088148921165669, 0.6618569017829616, 0.0267817448067275, 299.9459394473638, 299.87968278186065, 300.0767923815376, 299.9247511532056, 300.0268592131258]| 66.3836746215820312|      0.03125000|[2167, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      24|[99.96247159774325, 0.2339311264288234, 0.3089950711113497, 0.9873979804492306, 100.00451176555032, 0.2305040121216954, 0.2095822661705683, 0.7855763556438499, 99.98104647466579, 0.1115288622308689, 0.2926933363009593, 0.7108281827687475, 99.9734610161327, 0.1343043347823521, 0.2274130534957029, 0.5742244707753853, 99.90677918903744, 0.145154873983303, 0.4712452286373162, 0.2284275144739555, 99.99895116278176, 0.5088148921165669, 0.6618569017829616, 0.0267817448067275, 299.9459394473638, 299.87968278186065, 300.0767923815376, 299.9247511532056, 300.0268592131258]| 66.3836746215820312|      0.01562500|[2262, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      25|[99.96401766938817, 0.2408066577440916, 0.3110119851643194, 0.9889873696356218, 100.00566505545144, 0.2375955006450395, 0.2111500170177252, 0.7834881163715921, 99.98140070278777, 0.1205318059091229, 0.2933251955412345, 0.7091961029384931, 99.9735533763229, 0.1357732201882228, 0.2303783765174973, 0.5755389348118587, 99.90591903773924, 0.1479855267500806, 0.4724676223544966, 0.229826680314322, 100.00060830782043, 0.5089754573348295, 0.6599305499183278, 0.0258646637564315, 299.9472765012713, 299.8800061259457, 300.0770231951303, 299.9216863790604, 300.02814386959784]| 62.6186561584472656|      0.03125000|[2357, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      26|[99.96907919184972, 0.2471046311743913, 0.3259014858269772, 0.9887837117821645, 100.0063360048149, 0.2425941142984615, 0.2155333733713164, 0.7810549950841168, 99.97898427464116, 0.1270815415438522, 0.2906602579941126, 0.7072152733095316, 99.97213499338883, 0.1497677444245313, 0.237236110120522, 0.5768223662359911, 99.90904188812982, 0.142169157435415, 0.4730657580135718, 0.2331108124110301, 100.00349909716317, 0.504471302316921, 0.6704369309925358, 0.025022973066688, 299.94920687746344, 299.88240669322397, 300.0820668034543, 299.91642437875, 300.0194493748079]| 60.1265068054199219|      0.06250000|[2453, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      27|[99.96907919184972, 0.2471046311743913, 0.3259014858269772, 0.9887837117821645, 100.0063360048149, 0.2425941142984615, 0.2155333733713164, 0.7810549950841168, 99.97898427464116, 0.1270815415438522, 0.2906602579941126, 0.7072152733095316, 99.97213499338883, 0.1497677444245313, 0.237236110120522, 0.5768223662359911, 99.90904188812982, 0.142169157435415, 0.4730657580135718, 0.2331108124110301, 100.00349909716317, 0.504471302316921, 0.6704369309925358, 0.025022973066688, 299.94920687746344, 299.88240669322397, 300.0820668034543, 299.91642437875, 300.0194493748079]| 60.1265068054199219|      0.03125000|[2547, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      28|[99.96907919184972, 0.2471046311743913, 0.3259014858269772, 0.9887837117821645, 100.0063360048149, 0.2425941142984615, 0.2155333733713164, 0.7810549950841168, 99.97898427464116, 0.1270815415438522, 0.2906602579941126, 0.7072152733095316, 99.97213499338883, 0.1497677444245313, 0.237236110120522, 0.5768223662359911, 99.90904188812982, 0.142169157435415, 0.4730657580135718, 0.2331108124110301, 100.00349909716317, 0.504471302316921, 0.6704369309925358, 0.025022973066688, 299.94920687746344, 299.88240669322397, 300.0820668034543, 299.91642437875, 300.0194493748079]| 60.1265068054199219|      0.01562500|[2641, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      29|[99.96908840705034, 0.2451019667588488, 0.3259525166049325, 0.9885387647040237, 100.00584073290747, 0.2480602999672365, 0.218735372615393, 0.7828731049345417, 99.97956759688749, 0.1348432077416892, 0.2915208255619102, 0.7068590170213926, 99.97171033606895, 0.1464701994028016, 0.2336545962285651, 0.5753481177739754, 99.91067865184763, 0.1507721259144733, 0.4755199802605904, 0.2345812638007208, 100.0026127513679, 0.502804725500971, 0.6669480616570403, 0.0247590678583025, 299.9481966515114, 299.88066519632383, 300.08111346097127, 299.9177677787003, 300.0206456474621]| 56.2764053344726562|      0.03125000|[2736, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[99.97321134451816, 0.2557476251041759, 0.324933213065659, 0.9887052251438626, 100.01070889893458, 0.2535497022783902, 0.2220580794972801, 0.7800431713076621, 99.98179867459275, 0.1438555726096345, 0.2988459897905985, 0.7098271276472462, 99.96604504711135, 0.1611996652926251, 0.2373144033985907, 0.5757925540209844, 99.91489545779304, 0.1526456775770574, 0.4789168578820596, 0.2373592490126152, 100.00891237602931, 0.5054039484533199, 0.6724441673976888, 0.0258981656247435, 299.9401885395548, 299.8724218834136, 300.09006414964347, 299.91374054791385, 300.0243958601847]| 52.9415359497070312|      0.06250000|[2830, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      31|[99.97321134451816, 0.2557476251041759, 0.324933213065659, 0.9887052251438626, 100.01070889893458, 0.2535497022783902, 0.2220580794972801, 0.7800431713076621, 99.98179867459275, 0.1438555726096345, 0.2988459897905985, 0.7098271276472462, 99.96604504711135, 0.1611996652926251, 0.2373144033985907, 0.5757925540209844, 99.91489545779304, 0.1526456775770574, 0.4789168578820596, 0.2373592490126152, 100.00891237602931, 0.5054039484533199, 0.6724441673976888, 0.0258981656247435, 299.9401885395548, 299.8724218834136, 300.09006414964347, 299.91374054791385, 300.0243958601847]| 52.9415359497070312|      0.03125000|[2923, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      32|[99.97321134451816, 0.2557476251041759, 0.324933213065659, 0.9887052251438626, 100.01070889893458, 0.2535497022783902, 0.2220580794972801, 0.7800431713076621, 99.98179867459275, 0.1438555726096345, 0.2988459897905985, 0.7098271276472462, 99.96604504711135, 0.1611996652926251, 0.2373144033985907, 0.5757925540209844, 99.91489545779304, 0.1526456775770574, 0.4789168578820596, 0.2373592490126152, 100.00891237602931, 0.5054039484533199, 0.6724441673976888, 0.0258981656247435, 299.9401885395548, 299.8724218834136, 300.09006414964347, 299.91374054791385, 300.0243958601847]| 52.9415359497070312|      0.01562500|[3019, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      33|[99.97343638068583, 0.256301520900894, 0.3255825464636999, 0.9888833619486542, 100.00910987497848, 0.2638304963922723, 0.2291002779048378, 0.7836121116484269, 99.98165868081072, 0.1476010705881298, 0.2979031305731208, 0.7081041788691971, 99.96671219765275, 0.1612659395832115, 0.2367133907685438, 0.5772709935386787, 99.91522344014243, 0.1578988489735181, 0.4802389308895502, 0.2385153868347137, 100.00742661602749, 0.5048126572734623, 0.6698629044651321, 0.0234693835872096, 299.9382519207139, 299.8723336852659, 300.08876541928464, 299.9131413364294, 300.02402843954883]| 49.8453865051269531|      0.03125000|[3113, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      34|[99.97343638068583, 0.256301520900894, 0.3255825464636999, 0.9888833619486542, 100.00910987497848, 0.2638304963922723, 0.2291002779048378, 0.7836121116484269, 99.98165868081072, 0.1476010705881298, 0.2979031305731208, 0.7081041788691971, 99.96671219765275, 0.1612659395832115, 0.2367133907685438, 0.5772709935386787, 99.91522344014243, 0.1578988489735181, 0.4802389308895502, 0.2385153868347137, 100.00742661602749, 0.5048126572734623, 0.6698629044651321, 0.0234693835872096, 299.9382519207139, 299.8723336852659, 300.08876541928464, 299.9131413364294, 300.02402843954883]| 49.8453865051269531|      0.01562500|[3208, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      35|[99.97159116119744, 0.2628292430483077, 0.3309677862107999, 0.9875460720768063, 100.01074270420433, 0.2620603329246096, 0.2314577546069269, 0.7814903242298181, 99.98321263267849, 0.1531770142182031, 0.2978755044023608, 0.7086536063005361, 99.96832274647298, 0.1658941029088376, 0.2388514797098064, 0.5794954720641523, 99.91540343557523, 0.1630376453589718, 0.4821355631520642, 0.2391836094019658, 100.00823035816973, 0.5007894364172671, 0.6679948701694822, 0.0210660169788473, 299.93474464449616, 299.8754057154483, 300.0870961138316, 299.91228428305584, 300.0255427989863]| 47.6204910278320312|      0.03125000|[3303, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      36|[99.97159116119744, 0.2628292430483077, 0.3309677862107999, 0.9875460720768063, 100.01074270420433, 0.2620603329246096, 0.2314577546069269, 0.7814903242298181, 99.98321263267849, 0.1531770142182031, 0.2978755044023608, 0.7086536063005361, 99.96832274647298, 0.1658941029088376, 0.2388514797098064, 0.5794954720641523, 99.91540343557523, 0.1630376453589718, 0.4821355631520642, 0.2391836094019658, 100.00823035816973, 0.5007894364172671, 0.6679948701694822, 0.0210660169788473, 299.93474464449616, 299.8754057154483, 300.0870961138316, 299.91228428305584, 300.0255427989863]| 47.6204910278320312|      0.01562500|[3398, 1152, 0, 72]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      37|[99.97336347755726, 0.2631797044992504, 0.3277695120668038, 0.9872037847941019, 100.00763359997828, 0.2662117153433656, 0.2401346850700667, 0.7837847024844354, 99.98269439404328, 0.155675512415149, 0.2973045822662454, 0.7110388551633792, 99.96705865502895, 0.1736348796657093, 0.2430481221868795, 0.5797071229661989, 99.91501026336003, 0.1644692637296888, 0.4837352505948098, 0.238091911624293, 100.00491171425865, 0.4993281755752241, 0.6666342015373564, 0.0225573491392057, 299.93581591732953, 299.8770797554748, 300.0877686142997, 299.91039069824296, 300.026000125861]| 46.0218963623046875|      0.03125000|[3492, 1184, 0, 74]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      38|[99.97336347755726, 0.2631797044992504, 0.3277695120668038, 0.9872037847941019, 100.00763359997828, 0.2662117153433656, 0.2401346850700667, 0.7837847024844354, 99.98269439404328, 0.155675512415149, 0.2973045822662454, 0.7110388551633792, 99.96705865502895, 0.1736348796657093, 0.2430481221868795, 0.5797071229661989, 99.91501026336003, 0.1644692637296888, 0.4837352505948098, 0.238091911624293, 100.00491171425865, 0.4993281755752241, 0.6666342015373564, 0.0225573491392057, 299.93581591732953, 299.8770797554748, 300.0877686142997, 299.91039069824296, 300.026000125861]| 46.0218963623046875|      0.01562500|[3585, 1216, 0, 76]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
