k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.01577650870463, 149.96506561159455, -100.064061324771, 1.1603695529310765, 1.983830248908501]|84555.4732787050452316|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
      12|[40.11005480690358, 149.35940282608055, -100.76485023449314, 1.56518099771956, 2.2153742980277307]|57612.9521485455043148|      4.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[40.11005480690358, 149.35940282608055, -100.76485023449314, 1.56518099771956, 2.2153742980277307]|57612.9521485455043148|      2.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[38.120511640345306, 149.24137539976738, -100.89249409736186, 1.667597232057304, 2.2470835120703527]|52324.0679492089984706|      4.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[38.120511640345306, 149.24137539976738, -100.89249409736186, 1.667597232057304, 2.2470835120703527]|52324.0679492089984706|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[38.120511640345306, 149.24137539976738, -100.89249409736186, 1.667597232057304, 2.2470835120703527]|52324.0679492089984706|      1.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[37.12473379779766, 149.17553907398064, -100.95646269144108, 1.667626232844488, 2.246792602227867]|49774.6737361248306115|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[37.12473379779766, 149.17553907398064, -100.95646269144108, 1.667626232844488, 2.246792602227867]|49774.6737361248306115|      1.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[36.12930118131349, 149.1078968963537, -101.02382050590772, 1.666551287443215, 2.2463330720141896]|47291.2498902361039654|      2.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[34.74254859805941, 148.71360494394128, -101.62078989629359, 2.8632489260119263, 2.6110157256835724]|43810.7773066979425494|      4.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[34.74254859805941, 148.71360494394128, -101.62078989629359, 2.8632489260119263, 2.6110157256835724]|43810.7773066979425494|      2.00000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[32.7522179779406, 148.5738079273188, -101.75847319665448, 2.856779239556769, 2.617517165512026]|39229.2989998787306831|      4.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[32.7522179779406, 148.5738079273188, -101.75847319665448, 2.856779239556769, 2.617517165512026]|39229.2989998787306831|      2.00000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[30.764194809650125, 148.42131463084112, -101.91499968802924, 2.8593178478047196, 2.619157237379158]|34911.6190092099204776|      4.00000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[30.764194809650125, 148.42131463084112, -101.91499968802924, 2.8593178478047196, 2.619157237379158]|34911.6190092099204776|      2.00000000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
