k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1000.01591735783, 1000.0052887435605, 399.9996702521671, 39.99868325689543, 0.7180730250569832, 0.2920034597423778, -0.0416618814255073]|1323167.6980308720376343|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      13|[1000.01591735783, 1000.0052887435605, 399.9996702521671, 39.99868325689543, 0.7180730250569832, 0.2920034597423778, -0.0416618814255073]|1323167.6980308720376343|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[1000.0250518988189, 999.9947720886572, 399.99691496317547, 40.00125859478937, 0.7394963208581162, 0.2889177191988634, -0.0589771709173296]|1257025.9677202505990863|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[1000.0250518988189, 999.9947720886572, 399.99691496317547, 40.00125859478937, 0.7394963208581162, 0.2889177191988634, -0.0589771709173296]|1257025.9677202505990863|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[1000.0237130082635, 999.9915978919598, 399.98849648468337, 39.99251334460873, 0.7541214932022681, 0.2660266885122158, -0.0500637420277449]|1234827.1059914538636804|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[1000.0237130082635, 999.9915978919598, 399.98849648468337, 39.99251334460873, 0.7541214932022681, 0.2660266885122158, -0.0500637420277449]|1234827.1059914538636804|      0.03125000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[1000.0237130082635, 999.9915978919598, 399.98849648468337, 39.99251334460873, 0.7541214932022681, 0.2660266885122158, -0.0500637420277449]|1234827.1059914538636804|      0.01562500|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[1000.0234507623123, 999.9890805705475, 399.98643521075786, 39.991074610336774, 0.7579632811485101, 0.2687420753269218, -0.0645303753019192]|1209482.6819704233203083|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[1000.0234507623123, 999.9890805705475, 399.98643521075786, 39.991074610336774, 0.7579632811485101, 0.2687420753269218, -0.0645303753019192]|1209482.6819704233203083|      0.01562500|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[1000.0240361604798, 999.9881429584393, 399.9865960104474, 39.98947620063973, 0.7698572549617175, 0.2742740419059689, -0.0562678829346231]|1190421.6821141196414828|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[1000.0240361604798, 999.9881429584393, 399.9865960104474, 39.98947620063973, 0.7698572549617175, 0.2742740419059689, -0.0562678829346231]|1190421.6821141196414828|      0.01562500|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1000.0220587751984, 999.9900413115504, 399.979620255535, 39.98998703220578, 0.7785016684235045, 0.2717525625760395, -0.0665936265068087]|1165736.3047998645342886|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[1000.0220587751984, 999.9900413115504, 399.979620255535, 39.98998703220578, 0.7785016684235045, 0.2717525625760395, -0.0665936265068087]|1165736.3047998645342886|      0.01562500|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[1000.0220587751984, 999.9900413115504, 399.979620255535, 39.98998703220578, 0.7785016684235045, 0.2717525625760395, -0.0665936265068087]|1165736.3047998645342886|      0.00781250|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[1000.0220170724955, 999.9894090882706, 399.97956270401, 39.98975476409061, 0.7862230560303014, 0.2710904494523522, -0.0658737446826721]|1151138.9463141488377005|      0.01562500|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[1000.0212139669987, 999.9907696475756, 399.9837935473174, 39.98862618506819, 0.7985116409663393, 0.2790310833833315, -0.0687733674651868]|1130819.3305525251198560|      0.03125000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[1000.0159266821971, 999.9905826867521, 399.97832306698746, 39.98817068835183, 0.8256660679191559, 0.2921314295987398, -0.0656982156512933]|1112483.4671212444081903|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[1000.0159266821971, 999.9905826867521, 399.97832306698746, 39.98817068835183, 0.8256660679191559, 0.2921314295987398, -0.0656982156512933]|1112483.4671212444081903|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[1000.0126900956908, 999.9856789920628, 399.9804640984574, 39.99628161848015, 0.8441575582389438, 0.2758439652437387, -0.081960222708177]|1062161.7379605390597135|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[1000.0126900956908, 999.9856789920628, 399.9804640984574, 39.99628161848015, 0.8441575582389438, 0.2758439652437387, -0.081960222708177]|1062161.7379605390597135|      0.03125000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[1000.0126900956908, 999.9856789920628, 399.9804640984574, 39.99628161848015, 0.8441575582389438, 0.2758439652437387, -0.081960222708177]|1062161.7379605390597135|      0.01562500|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[1000.0163988931359, 999.9842574381183, 399.97719732394364, 39.98836003464214, 0.8560681684795873, 0.2786040189859998, -0.0796233890164371]|1051605.0297131130937487|      0.03125000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[1000.0163988931359, 999.9842574381183, 399.97719732394364, 39.98836003464214, 0.8560681684795873, 0.2786040189859998, -0.0796233890164371]|1051605.0297131130937487|      0.01562500|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[1000.0158557941186, 999.9767399057356, 399.9715787500273, 39.99392176947261, 0.8622350951169928, 0.2731277577745175, -0.0871606754741889]|1043544.8695505319628865|      0.03125000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
