k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5139385218829882, 0.0722979465862224, 0.3274088314236489, 0.4873902895639762, 0.2051969843574093, -0.2169453773566008, 0.1620608408791114, -0.2350667946586495, -0.0820961611827696, -0.0894110801813663, -0.1990379009101364, -0.1475241897783789, 0.0771923398563565, 0.0243894819433352, -0.0859260104954806, 0.0311562857552733, 0.0307730044737101, 0.0970752837219509, 0.0068474360837779, 0.2777982325830011, -0.0386385483118506, -0.1873493787451997]| 13.5393342971801758|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[1.5136922345805455, 0.4093381262377592, -0.0342329411981768, 1.9554951664020828, 0.209241745187658, 0.0743141621919594, -0.0555885914375673, 0.023870015017147, 0.0398813514778638, -0.521254961883759, -0.5446276971970357, 0.1244401815239628, 0.0835847966212732, 0.1943589390787943, -0.4003882669473958, -0.0437085132621737, 0.6029215106837238, -0.0697101111466245, -0.2372059553898441, 0.0429977668776835, -0.2046067755739451, 0.011476371639803]| 12.1449022293090820|      0.03125000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[1.5136922345805455, 0.4093381262377592, -0.0342329411981768, 1.9554951664020828, 0.209241745187658, 0.0743141621919594, -0.0555885914375673, 0.023870015017147, 0.0398813514778638, -0.521254961883759, -0.5446276971970357, 0.1244401815239628, 0.0835847966212732, 0.1943589390787943, -0.4003882669473958, -0.0437085132621737, 0.6029215106837238, -0.0697101111466245, -0.2372059553898441, 0.0429977668776835, -0.2046067755739451, 0.011476371639803]| 12.1449022293090820|      0.01562500|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.5136922345805455, 0.4093381262377592, -0.0342329411981768, 1.9554951664020828, 0.209241745187658, 0.0743141621919594, -0.0555885914375673, 0.023870015017147, 0.0398813514778638, -0.521254961883759, -0.5446276971970357, 0.1244401815239628, 0.0835847966212732, 0.1943589390787943, -0.4003882669473958, -0.0437085132621737, 0.6029215106837238, -0.0697101111466245, -0.2372059553898441, 0.0429977668776835, -0.2046067755739451, 0.011476371639803]| 12.1449022293090820|      0.00781250|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.5136922345805455, 0.4093381262377592, -0.0342329411981768, 1.9554951664020828, 0.209241745187658, 0.0743141621919594, -0.0555885914375673, 0.023870015017147, 0.0398813514778638, -0.521254961883759, -0.5446276971970357, 0.1244401815239628, 0.0835847966212732, 0.1943589390787943, -0.4003882669473958, -0.0437085132621737, 0.6029215106837238, -0.0697101111466245, -0.2372059553898441, 0.0429977668776835, -0.2046067755739451, 0.011476371639803]| 12.1449022293090820|      0.00390625|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.5104753102645696, 0.4083808793579506, -0.0337521431129521, 1.9544407666948642, 0.2090665246634536, 0.0745590489329562, -0.0558975164462407, 0.0238642127724628, 0.0397261440252932, -0.5215652148069692, -0.5440258818810411, 0.1238828974210573, 0.0830380497456825, 0.1941443033321552, -0.400105540160563, -0.0433469366797359, 0.6032424794048206, -0.069870841740061, -0.2370769932875579, 0.0422959731857006, -0.2047297080576656, 0.0107959891244889]| 12.1448955535888672|      0.00781250|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[1.5104753102645696, 0.4083808793579506, -0.0337521431129521, 1.9544407666948642, 0.2090665246634536, 0.0745590489329562, -0.0558975164462407, 0.0238642127724628, 0.0397261440252932, -0.5215652148069692, -0.5440258818810411, 0.1238828974210573, 0.0830380497456825, 0.1941443033321552, -0.400105540160563, -0.0433469366797359, 0.6032424794048206, -0.069870841740061, -0.2370769932875579, 0.0422959731857006, -0.2047297080576656, 0.0107959891244889]| 12.1448955535888672|      0.00390625|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.509587598839222, 0.407126822787826, -0.0329304123313138, 1.9571474523175885, 0.208827200577862, 0.0748062193378201, -0.0560111360546049, 0.0242314214629815, 0.0402350444131752, -0.521838921103457, -0.544592205287992, 0.1250201396460723, 0.0825604799957642, 0.192986094518917, -0.3999440091870728, -0.0425606993085982, 0.6031602755330938, -0.0702067366554012, -0.2371012009286203, 0.0418076336090272, -0.2050576982943974, 0.0108474612983934]| 12.1448907852172852|      0.00781250|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[1.509587598839222, 0.407126822787826, -0.0329304123313138, 1.9571474523175885, 0.208827200577862, 0.0748062193378201, -0.0560111360546049, 0.0242314214629815, 0.0402350444131752, -0.521838921103457, -0.544592205287992, 0.1250201396460723, 0.0825604799957642, 0.192986094518917, -0.3999440091870728, -0.0425606993085982, 0.6031602755330938, -0.0702067366554012, -0.2371012009286203, 0.0418076336090272, -0.2050576982943974, 0.0108474612983934]| 12.1448907852172852|      0.00390625|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.509587598839222, 0.407126822787826, -0.0329304123313138, 1.9571474523175885, 0.208827200577862, 0.0748062193378201, -0.0560111360546049, 0.0242314214629815, 0.0402350444131752, -0.521838921103457, -0.544592205287992, 0.1250201396460723, 0.0825604799957642, 0.192986094518917, -0.3999440091870728, -0.0425606993085982, 0.6031602755330938, -0.0702067366554012, -0.2371012009286203, 0.0418076336090272, -0.2050576982943974, 0.0108474612983934]| 12.1448907852172852|      0.00195312|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.5081154755549042, 0.4067540842813449, -0.0331349126237453, 1.9573526071625627, 0.2085866413893805, 0.0747913684234696, -0.0561926378714449, 0.0240232346334522, 0.0401336446449908, -0.5213726754541966, -0.5442854122173029, 0.1247870355762137, 0.0826437999919864, 0.1929800816851838, -0.4004060298896746, -0.0428873840659134, 0.6029378761259033, -0.0702769783667318, -0.2372090720733789, 0.041219049677722, -0.2054068463558852, 0.0106179495398329]| 12.1448869705200195|      0.00390625|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[1.5058869306321887, 0.4069308157632898, -0.0328834053781872, 1.9581157439912205, 0.2087649852860335, 0.0752860217439655, -0.0567823328811351, 0.0234996203455997, 0.0404620477543419, -0.5198837099240751, -0.5437595511514599, 0.1236169636607792, 0.0833826049246837, 0.1929157431814078, -0.4002480257166486, -0.0418201006302066, 0.6025269085020323, -0.070062041415249, -0.2379280852935571, 0.0402661397761987, -0.2045650514799146, 0.009790977006009]| 12.1448831558227539|      0.00781250|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      26|[1.5046024610956141, 0.4056538533312509, -0.0301442837637939, 1.9600761955576496, 0.2082605445782805, 0.0749232152345284, -0.0558783707153597, 0.0247806818655113, 0.0425320348752525, -0.5203222556966217, -0.5439328420334242, 0.1244847620790554, 0.0794323439451822, 0.1923275135193435, -0.4021680670776976, -0.0401022105972075, 0.6008393476447131, -0.0697463561620507, -0.2394475878546827, 0.0378910207591943, -0.2053523482339115, 0.0077420355183543]| 12.1448774337768555|      0.01562500|[833, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      27|[1.5046024610956141, 0.4056538533312509, -0.0301442837637939, 1.9600761955576496, 0.2082605445782805, 0.0749232152345284, -0.0558783707153597, 0.0247806818655113, 0.0425320348752525, -0.5203222556966217, -0.5439328420334242, 0.1244847620790554, 0.0794323439451822, 0.1923275135193435, -0.4021680670776976, -0.0401022105972075, 0.6008393476447131, -0.0697463561620507, -0.2394475878546827, 0.0378910207591943, -0.2053523482339115, 0.0077420355183543]| 12.1448774337768555|      0.00781250|[865, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.5046024610956141, 0.4056538533312509, -0.0301442837637939, 1.9600761955576496, 0.2082605445782805, 0.0749232152345284, -0.0558783707153597, 0.0247806818655113, 0.0425320348752525, -0.5203222556966217, -0.5439328420334242, 0.1244847620790554, 0.0794323439451822, 0.1923275135193435, -0.4021680670776976, -0.0401022105972075, 0.6008393476447131, -0.0697463561620507, -0.2394475878546827, 0.0378910207591943, -0.2053523482339115, 0.0077420355183543]| 12.1448774337768555|      0.00390625|[897, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.50189001799292, 0.4049847207796201, -0.0294368346281835, 1.9616101805757316, 0.2090002678768087, 0.0739925027897304, -0.0556887053820641, 0.0243592430524723, 0.0426562582155216, -0.5196539222584388, -0.5432909106079478, 0.1243415379802442, 0.079106478500405, 0.192643746599302, -0.4016597695986734, -0.0404590497081378, 0.6009661289382547, -0.0696940609084815, -0.2388721500511794, 0.0388002712794196, -0.2057720828199034, 0.0073764180532231]| 12.1448707580566406|      0.00781250|[929, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      30|[1.50189001799292, 0.4049847207796201, -0.0294368346281835, 1.9616101805757316, 0.2090002678768087, 0.0739925027897304, -0.0556887053820641, 0.0243592430524723, 0.0426562582155216, -0.5196539222584388, -0.5432909106079478, 0.1243415379802442, 0.079106478500405, 0.192643746599302, -0.4016597695986734, -0.0404590497081378, 0.6009661289382547, -0.0696940609084815, -0.2388721500511794, 0.0388002712794196, -0.2057720828199034, 0.0073764180532231]| 12.1448707580566406|      0.00390625|[961, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.50189001799292, 0.4049847207796201, -0.0294368346281835, 1.9616101805757316, 0.2090002678768087, 0.0739925027897304, -0.0556887053820641, 0.0243592430524723, 0.0426562582155216, -0.5196539222584388, -0.5432909106079478, 0.1243415379802442, 0.079106478500405, 0.192643746599302, -0.4016597695986734, -0.0404590497081378, 0.6009661289382547, -0.0696940609084815, -0.2388721500511794, 0.0388002712794196, -0.2057720828199034, 0.0073764180532231]| 12.1448707580566406|      0.00195312|[993, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.5009391167102153, 0.4046196160617586, -0.0295164409244142, 1.9627978306745002, 0.2087358500804417, 0.074203919216523, -0.0559992404584489, 0.0244109784642502, 0.0420375622321684, -0.5195612332310227, -0.5432632796119733, 0.1243706808028976, 0.0791829319338641, 0.1928929052769259, -0.4017887958139303, -0.0406704491988646, 0.6011785969965945, -0.0695705471278101, -0.238155943464902, 0.0389843795938208, -0.2059023232661661, 0.0073886775224697]| 12.1448678970336914|      0.00390625|[1025, 0, 0, 64]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      33|[1.4980801005116289, 0.4034691553907329, -0.0293032014667813, 1.9644222742318982, 0.2087540226500775, 0.0742037269241696, -0.0557790186761599, 0.0250828474672686, 0.0424789939530146, -0.5193594171082063, -0.5437725325664711, 0.1249913086412298, 0.0791115612221599, 0.192582689531267, -0.4019977586821784, -0.040565329139452, 0.6014550794874006, -0.0698334621388368, -0.237814196450138, 0.0396287860511237, -0.2052998723010912, 0.0066815603865515]| 12.1448612213134766|      0.00781250|[1057, 0, 0, 66]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      34|[1.4980801005116289, 0.4034691553907329, -0.0293032014667813, 1.9644222742318982, 0.2087540226500775, 0.0742037269241696, -0.0557790186761599, 0.0250828474672686, 0.0424789939530146, -0.5193594171082063, -0.5437725325664711, 0.1249913086412298, 0.0791115612221599, 0.192582689531267, -0.4019977586821784, -0.040565329139452, 0.6014550794874006, -0.0698334621388368, -0.237814196450138, 0.0396287860511237, -0.2052998723010912, 0.0066815603865515]| 12.1448612213134766|      0.00390625|[1089, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.4980801005116289, 0.4034691553907329, -0.0293032014667813, 1.9644222742318982, 0.2087540226500775, 0.0742037269241696, -0.0557790186761599, 0.0250828474672686, 0.0424789939530146, -0.5193594171082063, -0.5437725325664711, 0.1249913086412298, 0.0791115612221599, 0.192582689531267, -0.4019977586821784, -0.040565329139452, 0.6014550794874006, -0.0698334621388368, -0.237814196450138, 0.0396287860511237, -0.2052998723010912, 0.0066815603865515]| 12.1448612213134766|      0.00195312|[1121, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.4977172002360206, 0.4026929852165661, -0.0282743441433809, 1.9651060102933333, 0.2086666698627108, 0.0741738177699527, -0.0559558549601016, 0.0250200232135493, 0.0423963456190817, -0.5196690367715004, -0.5442711876696379, 0.1246167994032476, 0.0796247877537038, 0.192316331617251, -0.402405163821034, -0.040765022332502, 0.6010813667078897, -0.0695705857250742, -0.2376189374779391, 0.0391845473588381, -0.2051989419932322, 0.0068381980074517]| 12.1448583602905273|      0.00390625|[1153, 0, 0, 72]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      37|[1.4952553917004303, 0.402792352100448, -0.027432268123954, 1.9665235803157435, 0.209576457735505, 0.0731787917648567, -0.055721018079422, 0.0249065014440315, 0.0421186653291236, -0.5193991318460843, -0.5446473595835604, 0.12502655551971, 0.0809796937673215, 0.1918213379601468, -0.4021200182478735, -0.0410358423931779, 0.6020960062446086, -0.0690260394579835, -0.2375762442673879, 0.0394210784893042, -0.2046217638409519, 0.0064231538004671]| 12.1448526382446289|      0.00781250|[1185, 0, 0, 74]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      38|[1.4952553917004303, 0.402792352100448, -0.027432268123954, 1.9665235803157435, 0.209576457735505, 0.0731787917648567, -0.055721018079422, 0.0249065014440315, 0.0421186653291236, -0.5193991318460843, -0.5446473595835604, 0.12502655551971, 0.0809796937673215, 0.1918213379601468, -0.4021200182478735, -0.0410358423931779, 0.6020960062446086, -0.0690260394579835, -0.2375762442673879, 0.0394210784893042, -0.2046217638409519, 0.0064231538004671]| 12.1448526382446289|      0.00390625|[1217, 0, 0, 76]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.4944433883925494, 0.4016037691687773, -0.026354858065142, 1.968808285713405, 0.2092737473300631, 0.0731599079602944, -0.0560796980292385, 0.0237868783971883, 0.0414130131382605, -0.5198523898034918, -0.5442357708762843, 0.1246847888598616, 0.0809129409795079, 0.1917562061609847, -0.4022825196256536, -0.041563174668921, 0.602249087381979, -0.0691965686934714, -0.2370510590026741, 0.0390911026057544, -0.2031940594152712, 0.0076695416254358]| 12.1448488235473633|      0.00781250|[1249, 0, 0, 78]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      40|[1.4944433883925494, 0.4016037691687773, -0.026354858065142, 1.968808285713405, 0.2092737473300631, 0.0731599079602944, -0.0560796980292385, 0.0237868783971883, 0.0414130131382605, -0.5198523898034918, -0.5442357708762843, 0.1246847888598616, 0.0809129409795079, 0.1917562061609847, -0.4022825196256536, -0.041563174668921, 0.602249087381979, -0.0691965686934714, -0.2370510590026741, 0.0390911026057544, -0.2031940594152712, 0.0076695416254358]| 12.1448488235473633|      0.00390625|[1281, 0, 0, 80]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.491650400888292, 0.4016732924871332, -0.0256040068205075, 1.9697019526027775, 0.2095808799851293, 0.072308027635377, -0.0557221774460051, 0.0235379697440504, 0.0419757466987434, -0.5195156517062228, -0.5447057125586301, 0.1239090092448279, 0.0818212208946192, 0.1919123500760572, -0.4019783946243486, -0.0423157265647601, 0.6025755935660991, -0.0702369268222422, -0.2375927702565095, 0.039619767410725, -0.2029930743749958, 0.0083890879130116]| 12.1448431015014648|      0.00781250|[1313, 0, 0, 82]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      42|[1.491650400888292, 0.4016732924871332, -0.0256040068205075, 1.9697019526027775, 0.2095808799851293, 0.072308027635377, -0.0557221774460051, 0.0235379697440504, 0.0419757466987434, -0.5195156517062228, -0.5447057125586301, 0.1239090092448279, 0.0818212208946192, 0.1919123500760572, -0.4019783946243486, -0.0423157265647601, 0.6025755935660991, -0.0702369268222422, -0.2375927702565095, 0.039619767410725, -0.2029930743749958, 0.0083890879130116]| 12.1448431015014648|      0.00390625|[1345, 0, 0, 84]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.491650400888292, 0.4016732924871332, -0.0256040068205075, 1.9697019526027775, 0.2095808799851293, 0.072308027635377, -0.0557221774460051, 0.0235379697440504, 0.0419757466987434, -0.5195156517062228, -0.5447057125586301, 0.1239090092448279, 0.0818212208946192, 0.1919123500760572, -0.4019783946243486, -0.0423157265647601, 0.6025755935660991, -0.0702369268222422, -0.2375927702565095, 0.039619767410725, -0.2029930743749958, 0.0083890879130116]| 12.1448431015014648|      0.00195312|[1377, 0, 0, 86]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.4904672994257877, 0.4010829816416296, -0.025507250921844, 1.969731860145918, 0.2095942939778857, 0.0721588462599082, -0.0560003945363029, 0.0227841680136687, 0.0419157100708051, -0.5193988085667374, -0.5441854668031831, 0.1235749302310124, 0.082049589303178, 0.1915094398469015, -0.4019014960512118, -0.0427047607963899, 0.6026541140987356, -0.0704819944947127, -0.2373554460783301, 0.0396448924001074, -0.2030934765200852, 0.0090845439532563]| 12.1448402404785156|      0.00390625|[1409, 0, 0, 88]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      45|[1.4885418293260038, 0.400743791092338, -0.0244851856695229, 1.9725807024801123, 0.2094515633336031, 0.0724284760395136, -0.0559182096483766, 0.0226596655651052, 0.0417253206511094, -0.5187093113212945, -0.5434766947607286, 0.123389020343486, 0.081996454530025, 0.1916717424531282, -0.4018652406920081, -0.0431552972045442, 0.6025410946308465, -0.0706999970645467, -0.2377231713948372, 0.0403476937292113, -0.2035277877504403, 0.0090660499580139]| 12.1448335647583008|      0.00781250|[1441, 0, 0, 90]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      46|[1.4885418293260038, 0.400743791092338, -0.0244851856695229, 1.9725807024801123, 0.2094515633336031, 0.0724284760395136, -0.0559182096483766, 0.0226596655651052, 0.0417253206511094, -0.5187093113212945, -0.5434766947607286, 0.123389020343486, 0.081996454530025, 0.1916717424531282, -0.4018652406920081, -0.0431552972045442, 0.6025410946308465, -0.0706999970645467, -0.2377231713948372, 0.0403476937292113, -0.2035277877504403, 0.0090660499580139]| 12.1448335647583008|      0.00390625|[1473, 0, 0, 92]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
