k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[-0.0928856402833519, 0.3461255849681104, 0.2319602700231162, 0.0723547744560346, 0.0705827332803477, -0.0014217918293226, 0.0235612810207574, 0.0657125491540764, 0.0313978483343705, 0.0670740254605905, -0.0906014036816553, 0.0591659174676651]|  6.3341079892612413|      0.25000000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[-0.0928856402833519, 0.3461255849681104, 0.2319602700231162, 0.0723547744560346, 0.0705827332803477, -0.0014217918293226, 0.0235612810207574, 0.0657125491540764, 0.0313978483343705, 0.0670740254605905, -0.0906014036816553, 0.0591659174676651]|  6.3341079892612413|      0.12500000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[-0.08903061544333, 0.3859370545241739, 0.227475696636444, 0.0943404226814898, 0.067203163969154, -0.0796611828375661, 0.0294953926017959, 0.098905852112943, -0.0173800541824002, 0.0353502925874195, -0.134104618095395, 0.0279623271678527]|  4.5422455383363909|      0.25000000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[-0.08903061544333, 0.3859370545241739, 0.227475696636444, 0.0943404226814898, 0.067203163969154, -0.0796611828375661, 0.0294953926017959, 0.098905852112943, -0.0173800541824002, 0.0353502925874195, -0.134104618095395, 0.0279623271678527]|  4.5422455383363909|      0.12500000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[-0.08903061544333, 0.3859370545241739, 0.227475696636444, 0.0943404226814898, 0.067203163969154, -0.0796611828375661, 0.0294953926017959, 0.098905852112943, -0.0173800541824002, 0.0353502925874195, -0.134104618095395, 0.0279623271678527]|  4.5422455383363909|      0.06250000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[-0.08903061544333, 0.3859370545241739, 0.227475696636444, 0.0943404226814898, 0.067203163969154, -0.0796611828375661, 0.0294953926017959, 0.098905852112943, -0.0173800541824002, 0.0353502925874195, -0.134104618095395, 0.0279623271678527]|  4.5422455383363909|      0.03125000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[-0.0828802607421046, 0.3989742442572579, 0.2357407992002279, 0.0846531137019359, 0.0674828135341425, -0.0820161803728503, 0.0330410008495556, 0.1008880816764369, -0.0133591276235533, 0.0373126975040306, -0.1174554987832681, 0.0449115041030401]|  3.8938626566463759|      0.06250000|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      19|[-0.0828802607421046, 0.3989742442572579, 0.2357407992002279, 0.0846531137019359, 0.0674828135341425, -0.0820161803728503, 0.0330410008495556, 0.1008880816764369, -0.0133591276235533, 0.0373126975040306, -0.1174554987832681, 0.0449115041030401]|  3.8938626566463759|      0.03125000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[-0.0959217655897917, 0.4013387323360733, 0.2537766099696664, 0.0925838060895117, 0.0804189586364361, -0.0759101090929972, 0.0393132129365539, 0.1105831076867244, -0.0054697462276034, 0.038811237911293, -0.1177931472295395, 0.0417271051719015]|  3.5384439483581560|      0.06250000|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      21|[-0.0959217655897917, 0.4013387323360733, 0.2537766099696664, 0.0925838060895117, 0.0804189586364361, -0.0759101090929972, 0.0393132129365539, 0.1105831076867244, -0.0054697462276034, 0.038811237911293, -0.1177931472295395, 0.0417271051719015]|  3.5384439483581560|      0.03125000|[273, 0, 21, 84]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      22|[-0.1003597511473148, 0.4199079199879217, 0.2608348523466451, 0.094852454262109, 0.0918028941669058, -0.0862256033151085, 0.043114569991967, 0.1094436052807836, -0.0025455015292245, 0.038592156648225, -0.1343473645089962, 0.0464908222460967]|  3.1520202756489528|      0.06250000|[286, 0, 22, 88]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      23|[-0.0936750943556472, 0.4576402929164094, 0.278808330054687, 0.0983364550912369, 0.0853090546523531, -0.0997624627480674, 0.0682284834252585, 0.1055005186280442, -0.0056728859904412, 0.0168728910399156, -0.1525590798727602, 0.0260506037979817]|  2.8897618269419159|      0.12500000|[299, 0, 23, 92]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      24|[-0.0936750943556472, 0.4576402929164094, 0.278808330054687, 0.0983364550912369, 0.0853090546523531, -0.0997624627480674, 0.0682284834252585, 0.1055005186280442, -0.0056728859904412, 0.0168728910399156, -0.1525590798727602, 0.0260506037979817]|  2.8897618269419159|      0.06250000|[312, 0, 24, 96]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      25|[-0.1080837288490161, 0.4801005847021086, 0.2831334505373876, 0.0852448305649453, 0.092116621649825, -0.0839906336498829, 0.0484357497428532, 0.1189812454511117, 0.0143916919163098, 0.0405362154435172, -0.1186656684169386, 0.0211312712556043]|  2.3587439596099964|      0.12500000|[325, 0, 25, 100]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      26|[-0.0772605224288787, 0.5398693247597821, 0.3056580651245924, 0.0834743670975334, 0.1191139428434651, -0.0933107252036771, 0.0689889969738332, 0.1382215375382286, -0.0285614013604145, -0.0304311128634484, -0.0898563995775956, -0.0145406603579784]|  2.1565938443829125|      0.25000000|[338, 0, 26, 104]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      27|[-0.0772605224288787, 0.5398693247597821, 0.3056580651245924, 0.0834743670975334, 0.1191139428434651, -0.0933107252036771, 0.0689889969738332, 0.1382215375382286, -0.0285614013604145, -0.0304311128634484, -0.0898563995775956, -0.0145406603579784]|  2.1565938443829125|      0.12500000|[351, 0, 27, 108]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
      28|[-0.0772605224288787, 0.5398693247597821, 0.3056580651245924, 0.0834743670975334, 0.1191139428434651, -0.0933107252036771, 0.0689889969738332, 0.1382215375382286, -0.0285614013604145, -0.0304311128634484, -0.0898563995775956, -0.0145406603579784]|  2.1565938443829125|      0.06250000|[364, 0, 28, 112]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
      29|[-0.0902153247668201, 0.5517917163007121, 0.317904141677078, 0.0766016134036536, 0.1570037726059457, -0.0744614078139145, 0.07369845616379, 0.1412518887329941, -0.0274343969248616, -0.0103006417401048, -0.0594108656378205, 0.0010588267754108]|  1.6482605384481976|      0.12500000|[377, 0, 29, 116]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      30|[-0.0902153247668201, 0.5517917163007121, 0.317904141677078, 0.0766016134036536, 0.1570037726059457, -0.0744614078139145, 0.07369845616379, 0.1412518887329941, -0.0274343969248616, -0.0103006417401048, -0.0594108656378205, 0.0010588267754108]|  1.6482605384481976|      0.06250000|[390, 0, 30, 120]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
