k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.5001293641108155, 0.9998709345320289, -3.52026862132e-05, -0.0004215298182645, 1.7000721647803958, 0.0001289869220776, 1.03631031652e-05, 6.43911376304e-05]|1521.9126336947745131|      0.00048828|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.5001293641108155, 0.9998709345320289, -3.52026862132e-05, -0.0004215298182645, 1.7000721647803958, 0.0001289869220776, 1.03631031652e-05, 6.43911376304e-05]|1521.9126336947745131|      0.00024414|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.5001293641108155, 0.9998709345320289, -3.52026862132e-05, -0.0004215298182645, 1.7000721647803958, 0.0001289869220776, 1.03631031652e-05, 6.43911376304e-05]|1521.9126336947745131|      0.00012207|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.5001293641108155, 0.9998709345320289, -3.52026862132e-05, -0.0004215298182645, 1.7000721647803958, 0.0001289869220776, 1.03631031652e-05, 6.43911376304e-05]|1521.9126336947745131|      0.00006104|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.5001293641108155, 0.9998709345320289, -3.52026862132e-05, -0.0004215298182645, 1.7000721647803958, 0.0001289869220776, 1.03631031652e-05, 6.43911376304e-05]|1521.9126336947745131|      0.00003052|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.5001273942780893, 0.9998771587159704, -3.35743350087e-05, -0.000435454310522, 1.7000757730411118, 0.0001302347620317, 5.5775307073e-06, 3.88044125188e-05]|1415.5937864841164355|      0.00006104|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-3.5001273942780893, 0.9998771587159704, -3.35743350087e-05, -0.000435454310522, 1.7000757730411118, 0.0001302347620317, 5.5775307073e-06, 3.88044125188e-05]|1415.5937864841164355|      0.00003052|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00006104|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00003052|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00001526|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00000763|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00000381|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00000191|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.5001443788090727, 0.9998866772200377, -4.14508096904e-05, -0.000443877780028, 1.7000814911689996, 0.0001272342843645, 1.18336135884e-05, 5.72004513451e-05]|1165.3255917120231970|      0.00000095|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.5001443093761755, 0.9998867005034692, -4.14606648318e-05, -0.000444080555961, 1.7000814861912386, 0.0001272845405806, 1.18120514252e-05, 5.62731428412e-05]|1156.5560627431530065|      0.00000191|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-3.5001440892646283, 0.9998867360632986, -4.19140699122e-05, -0.0004458875340611, 1.7000814297325106, 0.0001272483406733, 1.1626018809e-05, 5.65531661184e-05]|1150.7592625655438496|      0.00000381|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-3.5001440892646283, 0.9998867360632986, -4.19140699122e-05, -0.0004458875340611, 1.7000814297325106, 0.0001272483406733, 1.1626018809e-05, 5.65531661184e-05]|1150.7592625655438496|      0.00000191|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.5001440892646283, 0.9998867360632986, -4.19140699122e-05, -0.0004458875340611, 1.7000814297325106, 0.0001272483406733, 1.1626018809e-05, 5.65531661184e-05]|1150.7592625655438496|      0.00000095|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-3.5001440892646283, 0.9998867360632986, -4.19140699122e-05, -0.0004458875340611, 1.7000814297325106, 0.0001272483406733, 1.1626018809e-05, 5.65531661184e-05]|1150.7592625655438496|      0.00000048|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-3.500144076875925, 0.9998867175327723, -4.19339204349e-05, -0.0004461294219719, 1.7000814438232774, 0.0001272371170619, 1.16151955807e-05, 5.61438601827e-05]|1149.5372841542173319|      0.00000095|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-3.500144076875925, 0.9998867175327723, -4.19339204349e-05, -0.0004461294219719, 1.7000814438232774, 0.0001272371170619, 1.16151955807e-05, 5.61438601827e-05]|1149.5372841542173319|      0.00000048|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-3.500144080848157, 0.9998867201533472, -4.19458751633e-05, -0.0004464694037259, 1.700081447741788, 0.000127231441195, 1.16103175107e-05, 5.64778499356e-05]|1148.4151989279157533|      0.00000095|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-3.500144080848157, 0.9998867201533472, -4.19458751633e-05, -0.0004464694037259, 1.700081447741788, 0.000127231441195, 1.16103175107e-05, 5.64778499356e-05]|1148.4151989279157533|      0.00000048|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-3.500144080583978, 0.9998867191957984, -4.19574542036e-05, -0.0004467951527784, 1.700081447882249, 0.0001272305147022, 1.15931850702e-05, 5.61302412896e-05]|1147.2869996129536503|      0.00000095|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-3.500144080583978, 0.9998867191957984, -4.19574542036e-05, -0.0004467951527784, 1.700081447882249, 0.0001272305147022, 1.15931850702e-05, 5.61302412896e-05]|1147.2869996129536503|      0.00000048|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-3.5001441087388563, 0.9998866119697725, -4.19250217663e-05, -0.0004471357552745, 1.7000813602090938, 0.0001273334523382, 1.14674842308e-05, 5.63831013185e-05]|1145.8633618449277947|      0.00000095|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-3.500144044819458, 0.9998864785519288, -4.20286712859e-05, -0.0004479366672013, 1.7000813048521723, 0.0001274716313018, 1.13905006667e-05, 5.59277758634e-05]|1144.5871523242922194|      0.00000191|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[-3.500144044819458, 0.9998864785519288, -4.20286712859e-05, -0.0004479366672013, 1.7000813048521723, 0.0001274716313018, 1.13905006667e-05, 5.59277758634e-05]|1144.5871523242922194|      0.00000095|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
