k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[43.807445716380975, 150.0765985203318, -99.96437444773896, 2.516369916134446, 0.3581105561286187]|68099.7734375000000000|      0.50000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[43.807445716380975, 150.0765985203318, -99.96437444773896, 2.516369916134446, 0.3581105561286187]|68099.7734375000000000|      0.25000000|[291, 96, 3, 27]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.50000000|[316, 104, 3, 29]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.25000000|[340, 112, 4, 32]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.12500000|[365, 120, 5, 35]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3537343275093008|      0.25000000|[390, 128, 6, 38]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      17|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3537343275093008|      0.12500000|[415, 136, 6, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3537343275093008|      0.06250000|[439, 144, 6, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3537343275093008|      0.03125000|[463, 152, 6, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[43.63449810579562, 150.03498635010823, -100.00080223334395, 2.526691277705993, 0.0163446681024647]|45728.7339445650723064|      0.06250000|[487, 160, 7, 47]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      21|[43.63449810579562, 150.03498635010823, -100.00080223334395, 2.526691277705993, 0.0163446681024647]|45728.7339445650723064|      0.03125000|[512, 168, 8, 50]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
