k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      15|[39.415059460877075, 150.03937872513225, -100.94597674442642, 2.2768259938101654, 1.1820649245855284]|55837.6015625000000000|      2.00000000|[453, 30, 2, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[39.415059460877075, 150.03937872513225, -100.94597674442642, 2.2768259938101654, 1.1820649245855284]|55837.6015625000000000|      1.00000000|[483, 32, 2, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[38.41975482656797, 149.9729872491174, -101.01539453127313, 2.2804032612746794, 1.1706969492961856]|53201.2968750000000000|      2.00000000|[513, 34, 2, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[38.41975482656797, 149.9729872491174, -101.01539453127313, 2.2804032612746794, 1.1706969492961856]|53201.2968750000000000|      1.00000000|[543, 36, 2, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[37.424771671931566, 149.89904462299472, -101.07811598435092, 2.2682855318596755, 1.1492449100105082]|50631.6093750000000000|      2.00000000|[573, 38, 2, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[37.424771671931566, 149.89904462299472, -101.07811598435092, 2.2682855318596755, 1.1492449100105082]|50631.6093750000000000|      1.00000000|[603, 40, 3, 43]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[36.42991655004887, 149.82778625190682, -101.14841363555503, 2.271692703873279, 1.1340080327806437]|48127.3398437500000000|      2.00000000|[634, 42, 3, 45]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[36.42991655004887, 149.82778625190682, -101.14841363555503, 2.271692703873279, 1.1340080327806437]|48127.3398437500000000|      1.00000000|[664, 44, 3, 47]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[35.44734189944264, 149.75589376227845, -101.20656215102704, 2.2750628255101444, 0.9728065490727382]|45719.9921875000000000|      2.00000000|[694, 46, 3, 49]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[35.44734189944264, 149.75589376227845, -101.20656215102704, 2.2750628255101444, 0.9728065490727382]|45719.9921875000000000|      1.00000000|[724, 48, 3, 51]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
