k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      14|[41.07375696908076, 149.62279538650893, -100.73110209417386, 1.4012567167118362, 1.9302212846587452]|60301.1953125000000000|      1.00000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[40.07792149354494, 149.55786707254845, -100.79509910756269, 1.400697427687325, 1.9305199210527644]|57555.7187500000000000|      2.00000000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[38.090167069149125, 149.39396782347785, -100.93819088770482, 1.4373617082781214, 1.9427615481288896]|52264.3984375000000000|      4.00000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[38.090167069149125, 149.39396782347785, -100.93819088770482, 1.4373617082781214, 1.9427615481288896]|52264.3984375000000000|      2.00000000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[36.10716600549819, 149.2892583762459, -101.15323449071435, 1.5094822063915028, 1.8699769633859438]|47245.9414062500000000|      4.00000000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[36.10716600549819, 149.2892583762459, -101.15323449071435, 1.5094822063915028, 1.8699769633859438]|47245.9414062500000000|      2.00000000|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[36.10716600549819, 149.2892583762459, -101.15323449071435, 1.5094822063915028, 1.8699769633859438]|47245.9414062500000000|      1.00000000|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[35.11161193847769, 149.2237468066543, -101.22086553019365, 1.5103314814995297, 1.8675989139100453]|44829.8515625000000000|      2.00000000|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[33.15074046532336, 149.09611361501996, -101.5332873816014, 1.5863566464795653, 1.6797010820558045]|40235.5742187500000000|      4.00000000|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[33.15074046532336, 149.09611361501996, -101.5332873816014, 1.5863566464795653, 1.6797010820558045]|40235.5742187500000000|      2.00000000|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[31.16197568044313, 148.96154730730441, -101.69404809219415, 1.6102622504189028, 1.6626407397931968]|35862.4804687500000000|      4.00000000|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[31.16197568044313, 148.96154730730441, -101.69404809219415, 1.6102622504189028, 1.6626407397931968]|35862.4804687500000000|      2.00000000|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
