k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1.0628332839774641, -1.175050392369712, -1.053381535599592, -1.1461473940950402, -1.1145957419837453, -1.1278213466203746, -1.1821891040440757, -1.0965201517543914, -1.192765551164211, -1.0421122993473704]|  0.0060421327279223|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[1.0628332839774641, -1.175050392369712, -1.053381535599592, -1.1461473940950402, -1.1145957419837453, -1.1278213466203746, -1.1821891040440757, -1.0965201517543914, -1.192765551164211, -1.0421122993473704]|  0.0060421327279223|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[1.0464471577047072, -1.1898270606872063, -1.0698935706263388, -1.1547104477818004, -1.1144606447403433, -1.1297436404265269, -1.1885883976889091, -1.0959992083482837, -1.183525641238303, -1.0457759735516026]|  0.0023453978112167|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[1.0464471577047072, -1.1898270606872063, -1.0698935706263388, -1.1547104477818004, -1.1144606447403433, -1.1297436404265269, -1.1885883976889091, -1.0959992083482837, -1.183525641238303, -1.0457759735516026]|  0.0023453978112167|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[1.0464471577047072, -1.1898270606872063, -1.0698935706263388, -1.1547104477818004, -1.1144606447403433, -1.1297436404265269, -1.1885883976889091, -1.0959992083482837, -1.183525641238303, -1.0457759735516026]|  0.0023453978112167|      0.01562500|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[1.0534281547088233, -1.1928898085958577, -1.0765505595985145, -1.1599269722098131, -1.1131392427670572, -1.125673494974511, -1.183428982358062, -1.0961290316881462, -1.1900510953690893, -1.050969054751481]|  0.0009710561690936|      0.03125000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[1.0534281547088233, -1.1928898085958577, -1.0765505595985145, -1.1599269722098131, -1.1131392427670572, -1.125673494974511, -1.183428982358062, -1.0961290316881462, -1.1900510953690893, -1.050969054751481]|  0.0009710561690936|      0.01562500|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[1.0535382043950001, -1.1930607933689408, -1.0851718262414474, -1.1628379602343788, -1.1221629592842883, -1.1307127254808371, -1.1797127573966522, -1.0951514808841425, -1.1879193707966569, -1.0568992909521793]|  0.0005460312452264|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[1.0535382043950001, -1.1930607933689408, -1.0851718262414474, -1.1628379602343788, -1.1221629592842883, -1.1307127254808371, -1.1797127573966522, -1.0951514808841425, -1.1879193707966569, -1.0568992909521793]|  0.0005460312452264|      0.01562500|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[1.0540291414154763, -1.1974238712593956, -1.0911785881375287, -1.1659599847852562, -1.1248646024161195, -1.1248100467480946, -1.1712293379349046, -1.0978876075544561, -1.1952632007379198, -1.055026377064313]|  0.0002252359587245|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[1.0540291414154763, -1.1974238712593956, -1.0911785881375287, -1.1659599847852562, -1.1248646024161195, -1.1248100467480946, -1.1712293379349046, -1.0978876075544561, -1.1952632007379198, -1.055026377064313]|  0.0002252359587245|      0.01562500|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1.0540291414154763, -1.1974238712593956, -1.0911785881375287, -1.1659599847852562, -1.1248646024161195, -1.1248100467480946, -1.1712293379349046, -1.0978876075544561, -1.1952632007379198, -1.055026377064313]|  0.0002252359587245|      0.00781250|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[1.0527795018257675, -1.1959076882419388, -1.0897374579054184, -1.1658972205642197, -1.1243972522924603, -1.1245628734890067, -1.1650911590055542, -1.0970746427020552, -1.19391905741228, -1.0588564640153035]|  0.0001784636897405|      0.01562500|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[1.0527795018257675, -1.1959076882419388, -1.0897374579054184, -1.1658972205642197, -1.1243972522924603, -1.1245628734890067, -1.1650911590055542, -1.0970746427020552, -1.19391905741228, -1.0588564640153035]|  0.0001784636897405|      0.00781250|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[1.0584345505545112, -1.1966444753266003, -1.09140086669639, -1.1677193352699062, -1.1261299546022288, -1.1264665430810068, -1.1635028973539716, -1.0941976267220703, -1.1932402442240833, -1.0609869323989276]|  0.0001356223673737|      0.01562500|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[1.0584345505545112, -1.1966444753266003, -1.09140086669639, -1.1677193352699062, -1.1261299546022288, -1.1264665430810068, -1.1635028973539716, -1.0941976267220703, -1.1932402442240833, -1.0609869323989276]|  0.0001356223673737|      0.00781250|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[1.0584345505545112, -1.1966444753266003, -1.09140086669639, -1.1677193352699062, -1.1261299546022288, -1.1264665430810068, -1.1635028973539716, -1.0941976267220703, -1.1932402442240833, -1.0609869323989276]|  0.0001356223673737|      0.00390625|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[1.0577611315716196, -1.1955294597672272, -1.0909739491883808, -1.1657186728409574, -1.1268268825337902, -1.126708416326042, -1.162057765057211, -1.093759279910258, -1.1906877764312158, -1.0607938800732806]|  0.0001285400964929|      0.00781250|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[1.0577611315716196, -1.1955294597672272, -1.0909739491883808, -1.1657186728409574, -1.1268268825337902, -1.126708416326042, -1.162057765057211, -1.093759279910258, -1.1906877764312158, -1.0607938800732806]|  0.0001285400964929|      0.00390625|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[1.0577611315716196, -1.1955294597672272, -1.0909739491883808, -1.1657186728409574, -1.1268268825337902, -1.126708416326042, -1.162057765057211, -1.093759279910258, -1.1906877764312158, -1.0607938800732806]|  0.0001285400964929|      0.00195312|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[1.0583077207689346, -1.195942751614269, -1.091546833935959, -1.1646790742717479, -1.1273002713992526, -1.1263581951178394, -1.1618507849247142, -1.093712372398246, -1.1911434266211718, -1.0619500613509807]|  0.0001214976796499|      0.00390625|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[1.0598571229625942, -1.19592229704007, -1.0932986488948102, -1.165636988650805, -1.1269732992781727, -1.1279860996878703, -1.1622909600919813, -1.092743004191643, -1.1916493234656298, -1.0641237502282914]|  0.0001180626908858|      0.00781250|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[1.0598571229625942, -1.19592229704007, -1.0932986488948102, -1.165636988650805, -1.1269732992781727, -1.1279860996878703, -1.1622909600919813, -1.092743004191643, -1.1916493234656298, -1.0641237502282914]|  0.0001180626908858|      0.00390625|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[1.0598571229625942, -1.19592229704007, -1.0932986488948102, -1.165636988650805, -1.1269732992781727, -1.1279860996878703, -1.1622909600919813, -1.092743004191643, -1.1916493234656298, -1.0641237502282914]|  0.0001180626908858|      0.00195312|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[1.0596829246623132, -1.1952610702984932, -1.0923523790513947, -1.1647539146409365, -1.1263262687178357, -1.128426207497074, -1.1621061082215067, -1.093462768936329, -1.191672437228058, -1.0648356321799584]|  0.0001098430787357|      0.00390625|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[1.0596829246623132, -1.1952610702984932, -1.0923523790513947, -1.1647539146409365, -1.1263262687178357, -1.128426207497074, -1.1621061082215067, -1.093462768936329, -1.191672437228058, -1.0648356321799584]|  0.0001098430787357|      0.00195312|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[1.0607441777072664, -1.1958121770167398, -1.0915444814451885, -1.1641193567190722, -1.1270334889649796, -1.1283579662250844, -1.1614106165283948, -1.0938629245461287, -1.1917561689762644, -1.0644188627413964]|  0.0001077339210588|      0.00390625|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[1.0607441777072664, -1.1958121770167398, -1.0915444814451885, -1.1641193567190722, -1.1270334889649796, -1.1283579662250844, -1.1614106165283948, -1.0938629245461287, -1.1917561689762644, -1.0644188627413964]|  0.0001077339210588|      0.00195312|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[1.0607441777072664, -1.1958121770167398, -1.0915444814451885, -1.1641193567190722, -1.1270334889649796, -1.1283579662250844, -1.1614106165283948, -1.0938629245461287, -1.1917561689762644, -1.0644188627413964]|  0.0001077339210588|      0.00097656|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      41|[1.0611923746981886, -1.1951765945680926, -1.0915183845538292, -1.1638608422594034, -1.126799256106213, -1.1283168398292003, -1.1612768470399286, -1.0940710689487119, -1.1915050885176006, -1.0647358828881555]|  0.0001049723834174|      0.00195312|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      42|[1.0617868905829815, -1.1950844590333034, -1.0910656434573196, -1.1641959180008596, -1.12741173927408, -1.1281935674613932, -1.1608013510395332, -1.0952761595399756, -1.1909636801492027, -1.0656154932621857]|  0.0001023675706251|      0.00390625|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      43|[1.0617868905829815, -1.1950844590333034, -1.0910656434573196, -1.1641959180008596, -1.12741173927408, -1.1281935674613932, -1.1608013510395332, -1.0952761595399756, -1.1909636801492027, -1.0656154932621857]|  0.0001023675706251|      0.00195312|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      44|[1.0619070490574374, -1.1939775529161747, -1.0921256381560325, -1.164237557580422, -1.1280347515222904, -1.1286470709059127, -1.1612647721991018, -1.0953657036358786, -1.1909426369392282, -1.0664108960972791]|  0.0001005085701852|      0.00390625|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      45|[1.0619070490574374, -1.1939775529161747, -1.0921256381560325, -1.164237557580422, -1.1280347515222904, -1.1286470709059127, -1.1612647721991018, -1.0953657036358786, -1.1909426369392282, -1.0664108960972791]|  0.0001005085701852|      0.00195312|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      46|[1.0623468994703134, -1.1935573903454662, -1.0913806721463717, -1.1626736472152632, -1.1275784413049106, -1.128391522404417, -1.1613374575785957, -1.0957666477409964, -1.190878838707157, -1.06639450393591]|  0.0000982336212475|      0.00390625|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      47|[1.0623468994703134, -1.1935573903454662, -1.0913806721463717, -1.1626736472152632, -1.1275784413049106, -1.128391522404417, -1.1613374575785957, -1.0957666477409964, -1.190878838707157, -1.06639450393591]|  0.0000982336212475|      0.00195312|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      48|[1.0637161834343887, -1.1935375760837106, -1.0920779409783337, -1.1631203485794523, -1.1278657902563358, -1.1284094368488093, -1.1617511795597657, -1.0956969186999164, -1.1898935237673613, -1.066239984490766]|  0.0000954524407418|      0.00390625|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      49|[1.065131898422589, -1.1930283864018698, -1.0928710266981212, -1.1619051739468105, -1.1289234506425543, -1.1298048967598273, -1.1592501715029224, -1.0965739661785585, -1.189306142645074, -1.0669140821372556]|  0.0000906601480643|      0.00781250|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      50|[1.065131898422589, -1.1930283864018698, -1.0928710266981212, -1.1619051739468105, -1.1289234506425543, -1.1298048967598273, -1.1592501715029224, -1.0965739661785585, -1.189306142645074, -1.0669140821372556]|  0.0000906601480643|      0.00390625|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
