k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.635656158488512, 2.7557066796177043, 0.2841471854277967, 40.09349929590795, -0.8137298594690714, -1.43603795656284, 25.8005893112348, -0.503292668036915, 1.2037149466372994]|912.5228718037935778|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
      15|[10.63014269088294, 3.060245180729368, 0.4291229527009745, 40.438379048709216, -0.5516723256961972, -1.3179134658722313, 26.31811321151352, -0.5145636349494195, 1.2766172997015197]|842.9976711617739511|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[10.642265796895389, 3.047346740882193, 0.4491751961739716, 40.519674818987006, -0.5476919938888126, -1.3388089803754601, 26.34728433265231, -0.4322747588839831, 1.2916401761405494]|841.5178579087214530|      0.25000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[10.642265796895389, 3.047346740882193, 0.4491751961739716, 40.519674818987006, -0.5476919938888126, -1.3388089803754601, 26.34728433265231, -0.4322747588839831, 1.2916401761405494]|841.5178579087214530|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[10.622273137084848, 3.0843585874684565, 0.3989832324337673, 40.528308553692256, -0.6031017969336456, -1.3912658498733563, 26.415485166212434, -0.4580958808359337, 1.3026669027072542]|840.9276791344570938|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[10.622273137084848, 3.0843585874684565, 0.3989832324337673, 40.528308553692256, -0.6031017969336456, -1.3912658498733563, 26.415485166212434, -0.4580958808359337, 1.3026669027072542]|840.9276791344570938|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[10.622273137084848, 3.0843585874684565, 0.3989832324337673, 40.528308553692256, -0.6031017969336456, -1.3912658498733563, 26.415485166212434, -0.4580958808359337, 1.3026669027072542]|840.9276791344570938|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[10.656168439174234, 3.0936309553000894, 0.4224622467919128, 40.54947309898172, -0.610877853831345, -1.3877172376004954, 26.399629887916653, -0.422414341347261, 1.311301587326089]|839.9560225802887317|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[10.656168439174234, 3.0936309553000894, 0.4224622467919128, 40.54947309898172, -0.610877853831345, -1.3877172376004954, 26.399629887916653, -0.422414341347261, 1.311301587326089]|839.9560225802887317|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[10.633099241638684, 3.064244938629365, 0.4489597709267322, 40.55719038722738, -0.6382288307915269, -1.3739295601589265, 26.42325739299499, -0.4357929319404037, 1.3198705518934621]|838.9640029342419894|      0.12500000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[10.633099241638684, 3.064244938629365, 0.4489597709267322, 40.55719038722738, -0.6382288307915269, -1.3739295601589265, 26.42325739299499, -0.4357929319404037, 1.3198705518934621]|838.9640029342419894|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[10.648967850723118, 3.04051953467335, 0.4786975625934735, 40.57015338366438, -0.6542241872731706, -1.3698022657056568, 26.419965042994175, -0.3938958119425572, 1.320140184770427]|838.1957076519872771|      0.12500000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[10.648967850723118, 3.04051953467335, 0.4786975625934735, 40.57015338366438, -0.6542241872731706, -1.3698022657056568, 26.419965042994175, -0.3938958119425572, 1.320140184770427]|838.1957076519872771|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[10.638389037373374, 3.033767265629694, 0.4612662529594223, 40.58646555247215, -0.6901721538984911, -1.3328112649755501, 26.430699521876768, -0.4113481364171538, 1.3102202524044841]|837.7987436213513774|      0.12500000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[10.638389037373374, 3.033767265629694, 0.4612662529594223, 40.58646555247215, -0.6901721538984911, -1.3328112649755501, 26.430699521876768, -0.4113481364171538, 1.3102202524044841]|837.7987436213513774|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[10.629388125534879, 3.054647739522363, 0.4632162407969859, 40.616034339744054, -0.702365016687682, -1.3136144447576517, 26.463347789082917, -0.3818104611628751, 1.3176738651077116]|836.9389281253621675|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[10.629388125534879, 3.054647739522363, 0.4632162407969859, 40.616034339744054, -0.702365016687682, -1.3136144447576517, 26.463347789082917, -0.3818104611628751, 1.3176738651077116]|836.9389281253621675|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[10.640628235330675, 3.0532368196764814, 0.4742714280046419, 40.65099493597904, -0.6816754959562003, -1.3111564190457035, 26.437238433423612, -0.3547066243250295, 1.341820173332553]|836.3897838542652607|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[10.640628235330675, 3.0532368196764814, 0.4742714280046419, 40.65099493597904, -0.6816754959562003, -1.3111564190457035, 26.437238433423612, -0.3547066243250295, 1.341820173332553]|836.3897838542652607|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[10.63632126032527, 3.081207538632529, 0.4833431121103565, 40.66923755722745, -0.7248231726562254, -1.3013699855981413, 26.445817183208057, -0.3684919244642368, 1.3634794538568997]|835.5699977816343562|      0.12500000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[10.63632126032527, 3.081207538632529, 0.4833431121103565, 40.66923755722745, -0.7248231726562254, -1.3013699855981413, 26.445817183208057, -0.3684919244642368, 1.3634794538568997]|835.5699977816343562|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[10.635587183208113, 3.0728457690382447, 0.5039180620958827, 40.68707714894803, -0.7742726052343722, -1.2987622875885452, 26.43636580200666, -0.3870591846305703, 1.3490539863613271]|835.1468876227762621|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[10.635587183208113, 3.0728457690382447, 0.5039180620958827, 40.68707714894803, -0.7742726052343722, -1.2987622875885452, 26.43636580200666, -0.3870591846305703, 1.3490539863613271]|835.1468876227762621|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[10.626570231471721, 3.0611616729430438, 0.514884692851053, 40.72649233656485, -0.7644963088602938, -1.2731349234334022, 26.441090400053767, -0.3578614296909642, 1.3293706433963337]|834.4824284313928047|      0.12500000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[10.652740807154432, 3.0533468855817953, 0.4857198042799955, 40.79891652743084, -0.8156663525072654, -1.2682812493475695, 26.438079996043562, -0.279711531837019, 1.3343481260058225]|833.6478166036650919|      0.25000000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[10.652740807154432, 3.0533468855817953, 0.4857198042799955, 40.79891652743084, -0.8156663525072654, -1.2682812493475695, 26.438079996043562, -0.279711531837019, 1.3343481260058225]|833.6478166036650919|      0.12500000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[10.613826474799511, 3.0530098397238143, 0.4790601920666906, 40.85569324803357, -0.8328509655455161, -1.2677609748144374, 26.526007125518415, -0.3324927999232334, 1.3288717466464735]|832.3953089497451856|      0.25000000|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      41|[10.613826474799511, 3.0530098397238143, 0.4790601920666906, 40.85569324803357, -0.8328509655455161, -1.2677609748144374, 26.526007125518415, -0.3324927999232334, 1.3288717466464735]|832.3953089497451856|      0.12500000|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[10.619169685711801, 3.077525237083945, 0.546971005513547, 40.9347010807128, -0.8514354487366067, -1.3049746680739984, 26.537007160256884, -0.3460495245513907, 1.3747662087671981]|831.6443093282607606|      0.25000000|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[10.619169685711801, 3.077525237083945, 0.546971005513547, 40.9347010807128, -0.8514354487366067, -1.3049746680739984, 26.537007160256884, -0.3460495245513907, 1.3747662087671981]|831.6443093282607606|      0.12500000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[10.619169685711801, 3.077525237083945, 0.546971005513547, 40.9347010807128, -0.8514354487366067, -1.3049746680739984, 26.537007160256884, -0.3460495245513907, 1.3747662087671981]|831.6443093282607606|      0.06250000|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[10.645729706988922, 3.0713040005097105, 0.537529094821145, 40.95030084577095, -0.8679642801601652, -1.2770308325920081, 26.52149480859122, -0.3085299199327151, 1.3860442911946154]|830.2947075545795315|      0.12500000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
