k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[-0.117356175086912, 0.3145738904790266, 0.0453236321811146, 0.0444886363204031, 0.1097778135592544, 0.03801262378253, 0.2996084083731279, -0.1551197234308261, 0.0905052939295423, -0.0811559772857677, 0.1661747013292746, -0.2251608542194596]|  7.0458550681839514|      0.06250000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      13|[-0.1400554037123224, 0.3475744852330193, 0.0761272223444602, 0.0657636222589272, 0.113025967012123, 0.0309096221877491, 0.2956749380929211, -0.1661601447733069, 0.070225475164146, -0.0923551359791865, 0.1629992847178774, -0.237623914535092]|  6.2826406299597792|      0.12500000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      14|[-0.1597732757183491, 0.3856983667877473, 0.1267412790664623, 0.0326638201316105, 0.1145742915885837, 0.0448892212563475, 0.2635085860229879, -0.1667599580874591, 0.1211610568947987, -0.0267075060885688, 0.2008887652316391, -0.2611372624319705]|  5.3174724247630731|      0.25000000|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      15|[-0.1597732757183491, 0.3856983667877473, 0.1267412790664623, 0.0326638201316105, 0.1145742915885837, 0.0448892212563475, 0.2635085860229879, -0.1667599580874591, 0.1211610568947987, -0.0267075060885688, 0.2008887652316391, -0.2611372624319705]|  5.3174724247630731|      0.12500000|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[-0.1120581299313443, 0.4377621314680721, 0.1676180676870859, 0.0947715248748761, 0.1183003718500279, 0.0293492518786612, 0.2807790685071458, -0.1671560853067587, 0.0944999694964974, -0.07550456337652, 0.1716146039408321, -0.2365078749337484]|  3.4716722247904408|      0.25000000|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[-0.1120581299313443, 0.4377621314680721, 0.1676180676870859, 0.0947715248748761, 0.1183003718500279, 0.0293492518786612, 0.2807790685071458, -0.1671560853067587, 0.0944999694964974, -0.07550456337652, 0.1716146039408321, -0.2365078749337484]|  3.4716722247904408|      0.12500000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      18|[-0.1120581299313443, 0.4377621314680721, 0.1676180676870859, 0.0947715248748761, 0.1183003718500279, 0.0293492518786612, 0.2807790685071458, -0.1671560853067587, 0.0944999694964974, -0.07550456337652, 0.1716146039408321, -0.2365078749337484]|  3.4716722247904408|      0.06250000|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[-0.1120581299313443, 0.4377621314680721, 0.1676180676870859, 0.0947715248748761, 0.1183003718500279, 0.0293492518786612, 0.2807790685071458, -0.1671560853067587, 0.0944999694964974, -0.07550456337652, 0.1716146039408321, -0.2365078749337484]|  3.4716722247904408|      0.03125000|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      20|[-0.1120581299313443, 0.4377621314680721, 0.1676180676870859, 0.0947715248748761, 0.1183003718500279, 0.0293492518786612, 0.2807790685071458, -0.1671560853067587, 0.0944999694964974, -0.07550456337652, 0.1716146039408321, -0.2365078749337484]|  3.4716722247904408|      0.01562500|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[-0.1165636009076341, 0.4435787473580817, 0.1700183395278083, 0.0893929089564328, 0.1171717913118234, 0.0184358459525525, 0.2789143508644026, -0.1651177578256467, 0.0912677051770822, -0.0754933042507519, 0.1690928247960339, -0.2332671314137928]|  3.3825959993200128|      0.03125000|[210, 63, 21, 84]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      22|[-0.1188661581453961, 0.4649827584700426, 0.178765009932388, 0.0863565402703048, 0.1313815577025099, 0.0130022841308274, 0.2849300578074166, -0.1669684676244428, 0.0957200225031553, -0.0776785255569133, 0.1721274935727178, -0.2221972257016234]|  3.0990509112788795|      0.06250000|[220, 66, 22, 88]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      23|[-0.102941948687565, 0.4872698354400973, 0.1956218901986237, 0.1014543610257076, 0.1248440218687253, -0.0032958096501849, 0.3090737685712605, -0.2033645782894713, 0.0978640415144078, -0.0712794296641029, 0.1636548162979435, -0.2398200168191278]|  2.8025456513045683|      0.12500000|[230, 69, 23, 92]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      24|[-0.102941948687565, 0.4872698354400973, 0.1956218901986237, 0.1014543610257076, 0.1248440218687253, -0.0032958096501849, 0.3090737685712605, -0.2033645782894713, 0.0978640415144078, -0.0712794296641029, 0.1636548162979435, -0.2398200168191278]|  2.8025456513045683|      0.06250000|[240, 72, 24, 96]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      25|[-0.102941948687565, 0.4872698354400973, 0.1956218901986237, 0.1014543610257076, 0.1248440218687253, -0.0032958096501849, 0.3090737685712605, -0.2033645782894713, 0.0978640415144078, -0.0712794296641029, 0.1636548162979435, -0.2398200168191278]|  2.8025456513045683|      0.03125000|[250, 75, 25, 100]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      26|[-0.1170166680239287, 0.5014911883633075, 0.2083591326151973, 0.0998203425552718, 0.1236764399248407, 0.0045050127837339, 0.3103754393939099, -0.2022274486537194, 0.0959034853723178, -0.0574231142836092, 0.1746848860077157, -0.2344718065761476]|  2.5476531480955291|      0.06250000|[260, 78, 26, 104]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
      27|[-0.1170166680239287, 0.5014911883633075, 0.2083591326151973, 0.0998203425552718, 0.1236764399248407, 0.0045050127837339, 0.3103754393939099, -0.2022274486537194, 0.0959034853723178, -0.0574231142836092, 0.1746848860077157, -0.2344718065761476]|  2.5476531480955291|      0.03125000|[270, 81, 27, 108]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      28|[-0.1125582252943379, 0.5182069481067674, 0.2095879415120034, 0.0924243655761216, 0.1187381369326356, 0.0152215210962402, 0.2968257878373346, -0.211839641063935, 0.0914677020042775, -0.0701586307673296, 0.1745741956462576, -0.2393665204802516]|  2.4275441138274809|      0.06250000|[280, 84, 28, 112]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
      29|[-0.1071687719649919, 0.551144913648596, 0.2263579405023762, 0.0767344241984498, 0.1563448804131629, 0.0109110128573982, 0.2948852397977121, -0.194487049767054, 0.1079406061463573, -0.0653450466058026, 0.1888544293221789, -0.2340084362038441]|  2.1584777405697086|      0.12500000|[290, 87, 29, 116]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
      30|[-0.1620220434704591, 0.5683110922430171, 0.1791067330787991, 0.0595746129019163, 0.1517636751195365, -0.0127777488121567, 0.2229133458420878, -0.1585665709717501, 0.104945386243292, -0.0178923035849104, 0.1772906718651565, -0.252649019726662]|  1.9941435096177427|      0.25000000|[300, 90, 30, 120]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
