k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000191|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[2.17137299e-08, -2.422415575e-07, 0.0100001912749419, 0.0003710285004121, 99999.9999995931, 0.0979798323674145, 0.0001654792753906, 100000.00000007213]|3355.5981744458972571|      0.00000381|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[2.17137299e-08, -2.422415575e-07, 0.0100001912749419, 0.0003710285004121, 99999.9999995931, 0.0979798323674145, 0.0001654792753906, 100000.00000007213]|3355.5981744458972571|      0.00000191|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[2.17137299e-08, -2.422415575e-07, 0.0100001912749419, 0.0003710285004121, 99999.9999995931, 0.0979798323674145, 0.0001654792753906, 100000.00000007213]|3355.5981744458972571|      0.00000095|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-9.61441294e-08, -2.34009508e-07, 0.0099999970350515, 0.000371816919746, 99999.9999993894, 0.0979799399500742, 0.0001659070014853, 100000.00000008584]|3354.6722252405102154|      0.00000191|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-9.61441294e-08, -2.34009508e-07, 0.0099999970350515, 0.000371816919746, 99999.9999993894, 0.0979799399500742, 0.0001659070014853, 100000.00000008584]|3354.6722252405102154|      0.00000095|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-9.61441294e-08, -2.34009508e-07, 0.0099999970350515, 0.000371816919746, 99999.9999993894, 0.0979799399500742, 0.0001659070014853, 100000.00000008584]|3354.6722252405102154|      0.00000048|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.31688427e-08, -2.87689727e-07, 0.0100000550717105, 0.0003721911667368, 99999.9999994941, 0.0979799415379129, 0.0001656602257755, 100000.0000000135]|3354.3851950353264328|      0.00000095|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-3.31688427e-08, -2.87689727e-07, 0.0100000550717105, 0.0003721911667368, 99999.9999994941, 0.0979799415379129, 0.0001656602257755, 100000.0000000135]|3354.3851950353264328|      0.00000048|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-1.55085089e-08, -2.847235849e-07, 0.010000090473202, 0.0003725876617713, 99999.99999951392, 0.0979799476295238, 0.0001659196705068, 99999.99999998436]|3354.3222124274329872|      0.00000095|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-1.55085089e-08, -2.847235849e-07, 0.010000090473202, 0.0003725876617713, 99999.99999951392, 0.0979799476295238, 0.0001659196705068, 99999.99999998436]|3354.3222124274329872|      0.00000048|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-1.55085089e-08, -2.847235849e-07, 0.010000090473202, 0.0003725876617713, 99999.99999951392, 0.0979799476295238, 0.0001659196705068, 99999.99999998436]|3354.3222124274329872|      0.00000024|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[1.76689296e-08, -3.13801473e-07, 0.0100001060117662, 0.0003726257534841, 99999.99999955049, 0.0979799666144759, 0.0001656928761236, 99999.99999997589]|3354.2608439903719955|      0.00000048|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[1.76689296e-08, -3.13801473e-07, 0.0100001060117662, 0.0003726257534841, 99999.99999955049, 0.0979799666144759, 0.0001656928761236, 99999.99999997589]|3354.2608439903719955|      0.00000024|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[1.76689296e-08, -3.13801473e-07, 0.0100001060117662, 0.0003726257534841, 99999.99999955049, 0.0979799666144759, 0.0001656928761236, 99999.99999997589]|3354.2608439903719955|      0.00000012|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[9.04564255e-08, -3.017487677e-07, 0.0100000635728336, 0.0003726599801732, 99999.99999954879, 0.0979799458337069, 0.0001657651714038, 99999.99999998746]|3354.2565995510249195|      0.00000024|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[9.04564255e-08, -3.017487677e-07, 0.0100000635728336, 0.0003726599801732, 99999.99999954879, 0.0979799458337069, 0.0001657651714038, 99999.99999998746]|3354.2565995510249195|      0.00000012|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[1.29747531e-07, -3.253946545e-07, 0.0100000963368605, 0.0003726556964344, 99999.99999955448, 0.0979799620715613, 0.0001656688939959, 99999.99999994937]|3354.2534796333470695|      0.00000024|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[1.29747531e-07, -3.253946545e-07, 0.0100000963368605, 0.0003726556964344, 99999.99999955448, 0.0979799620715613, 0.0001656688939959, 99999.99999994937]|3354.2534796333470695|      0.00000012|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[1.704867922e-07, -3.164187913e-07, 0.0100001078279881, 0.0003726852733404, 99999.99999952632, 0.0979799598545807, 0.0001657720695753, 99999.9999999448]|3354.2503919424234482|      0.00000024|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[1.704867922e-07, -3.164187913e-07, 0.0100001078279881, 0.0003726852733404, 99999.99999952632, 0.0979799598545807, 0.0001657720695753, 99999.9999999448]|3354.2503919424234482|      0.00000012|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[1.70487083e-07, -3.106116468e-07, 0.0100000918014359, 0.0003727156138741, 99999.99999956039, 0.0979800116986481, 0.0001656804771915, 99999.99999997241]|3354.2477417627733303|      0.00000024|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
