k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[1.2364592139348471, 0.3348173262173163, 0.5767063902358285, 0.8464977381905526, 0.4003483156283933, 2.8351493070647473, 4.6547509214584135, 6.9057904639460395, 2.2580402511549247, 4.63426709092145, 5.669270177026106]|  0.8927043731633431|      0.25000000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[1.2364592139348471, 0.3348173262173163, 0.5767063902358285, 0.8464977381905526, 0.4003483156283933, 2.8351493070647473, 4.6547509214584135, 6.9057904639460395, 2.2580402511549247, 4.63426709092145, 5.669270177026106]|  0.8927043731633431|      0.12500000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[1.1772952674418589, 0.2629706913613933, 0.5420097487119154, 0.8417533878661554, 0.3910153850786033, 2.9009440644050253, 4.661613260561903, 6.9056967565888625, 2.289972871429511, 4.618638137815663, 5.6662350288785275]|  0.7715811432855531|      0.25000000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[1.1772952674418589, 0.2629706913613933, 0.5420097487119154, 0.8417533878661554, 0.3910153850786033, 2.9009440644050253, 4.661613260561903, 6.9056967565888625, 2.289972871429511, 4.618638137815663, 5.6662350288785275]|  0.7715811432855531|      0.12500000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[1.1772952674418589, 0.2629706913613933, 0.5420097487119154, 0.8417533878661554, 0.3910153850786033, 2.9009440644050253, 4.661613260561903, 6.9056967565888625, 2.289972871429511, 4.618638137815663, 5.6662350288785275]|  0.7715811432855531|      0.06250000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[1.1772952674418589, 0.2629706913613933, 0.5420097487119154, 0.8417533878661554, 0.3910153850786033, 2.9009440644050253, 4.661613260561903, 6.9056967565888625, 2.289972871429511, 4.618638137815663, 5.6662350288785275]|  0.7715811432855531|      0.03125000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[1.18402607217789, 0.2570386688887109, 0.5455431950301568, 0.826811738397391, 0.3800833009992748, 2.8997803115060172, 4.667391309142223, 6.907402900341642, 2.2996682852064567, 4.624823529441819, 5.6854940546159165]|  0.6922197695551403|      0.06250000|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      19|[1.18402607217789, 0.2570386688887109, 0.5455431950301568, 0.826811738397391, 0.3800833009992748, 2.8997803115060172, 4.667391309142223, 6.907402900341642, 2.2996682852064567, 4.624823529441819, 5.6854940546159165]|  0.6922197695551403|      0.03125000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[1.196287201056983, 0.2543510790101605, 0.5394583430630632, 0.8152428681867301, 0.3735688824896258, 2.908881458253032, 4.670175853696313, 6.908967651822127, 2.309724766352697, 4.638919912502065, 5.700082694484582]|  0.6398533168306171|      0.06250000|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      21|[1.196287201056983, 0.2543510790101605, 0.5394583430630632, 0.8152428681867301, 0.3735688824896258, 2.908881458253032, 4.670175853696313, 6.908967651822127, 2.309724766352697, 4.638919912502065, 5.700082694484582]|  0.6398533168306171|      0.03125000|[273, 0, 21, 84]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      22|[1.1888228540797015, 0.2290582223912913, 0.5358562374751467, 0.8135990709063091, 0.3763812888932032, 2.9027957102898543, 4.663476052783636, 6.8998732422882645, 2.3111202900585295, 4.6470714521515655, 5.70503279892128]|  0.6082952433703654|      0.06250000|[286, 0, 22, 88]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      23|[1.1888228540797015, 0.2290582223912913, 0.5358562374751467, 0.8135990709063091, 0.3763812888932032, 2.9027957102898543, 4.663476052783636, 6.8998732422882645, 2.3111202900585295, 4.6470714521515655, 5.70503279892128]|  0.6082952433703654|      0.03125000|[299, 0, 23, 92]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      24|[1.1856944995193348, 0.2205024727062287, 0.5351934619093264, 0.80831260605468, 0.365593495255807, 2.9164205607124183, 4.6529347429408014, 6.896448752456504, 2.310008776426426, 4.654313524358625, 5.7246961304339115]|  0.5713071990707123|      0.06250000|[312, 0, 24, 96]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      25|[1.1887596213833773, 0.1952765257517045, 0.5495970510761623, 0.7761574692655733, 0.3669568910763667, 2.903125577948742, 4.629654980503626, 6.8960540742797525, 2.338255221297527, 4.649886080348968, 5.702766515931288]|  0.5348435750632473|      0.12500000|[325, 0, 25, 100]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
      26|[1.1887596213833773, 0.1952765257517045, 0.5495970510761623, 0.7761574692655733, 0.3669568910763667, 2.903125577948742, 4.629654980503626, 6.8960540742797525, 2.338255221297527, 4.649886080348968, 5.702766515931288]|  0.5348435750632473|      0.06250000|[338, 0, 26, 104]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
      27|[1.1887596213833773, 0.1952765257517045, 0.5495970510761623, 0.7761574692655733, 0.3669568910763667, 2.903125577948742, 4.629654980503626, 6.8960540742797525, 2.338255221297527, 4.649886080348968, 5.702766515931288]|  0.5348435750632473|      0.03125000|[351, 0, 27, 108]                                                          |  | used linear model with 13 points | iterate failure | actual_k=0
      28|[1.176449834215876, 0.1922360747711683, 0.544847470348155, 0.763115511902669, 0.360137015310523, 2.8959820839230392, 4.6179783584339615, 6.883573401411892, 2.347089936341038, 4.6609403734271755, 5.708531551305859]|  0.5064222394083732|      0.06250000|[364, 0, 28, 112]                                                          |  | used linear model with 13 points | iterate success | actual_k=0
