k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2262157593837869, 0.3966951947474193, 0.4157974758929907, 0.379898716369144] |  0.0033960337750614|      0.01000000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.2262157593837869, 0.3966951947474193, 0.4157974758929907, 0.379898716369144] |  0.0033960337750614|      0.00100000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2259710722042732, 0.3972578250413261, 0.4156670169428767, 0.3791198994465653]|  0.0033677951432765|      0.01000000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[0.2259710722042732, 0.3972578250413261, 0.4156670169428767, 0.3791198994465653]|  0.0033677951432765|      0.00100000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.225709416266338, 0.3978215558971532, 0.4155623149858614, 0.3783435096008506] |  0.0033396927174181|      0.01000000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.225709416266338, 0.3978215558971532, 0.4155623149858614, 0.3783435096008506] |  0.0033396927174181|      0.00100000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2254486527600767, 0.3983625219621797, 0.4154723358299636, 0.3775489897069549]|  0.0033117716666311|      0.01000000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.2254486527600767, 0.3983625219621797, 0.4154723358299636, 0.3775489897069549]|  0.0033117716666311|      0.00100000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2252536100530885, 0.3989301781110608, 0.4153457632482396, 0.376759240239944] |  0.0032839418854564|      0.01000000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[0.2252536100530885, 0.3989301781110608, 0.4153457632482396, 0.376759240239944] |  0.0032839418854564|      0.00100000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2250695905751574, 0.3995086359070384, 0.4152126367414288, 0.3759757858742028]|  0.0032562154810876|      0.01000000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.2250695905751574, 0.3995086359070384, 0.4152126367414288, 0.3759757858742028]|  0.0032562154810876|      0.00100000|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.224867326390003, 0.400067892396825, 0.4151065755011828, 0.3751788715805972]  |  0.0032285810448229|      0.01000000|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.224867326390003, 0.400067892396825, 0.4151065755011828, 0.3751788715805972]  |  0.0032285810448229|      0.00100000|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2246798520044926, 0.4006486177278085, 0.4150086994007505, 0.3743927216497979]|  0.0032010392751545|      0.01000000|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.2246798520044926, 0.4006486177278085, 0.4150086994007505, 0.3743927216497979]|  0.0032010392751545|      0.00100000|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2244439336799028, 0.4012467144541698, 0.4149014257119246, 0.3736343581447923]|  0.0031736877281219|      0.01000000|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.2244439336799028, 0.4012467144541698, 0.4149014257119246, 0.3736343581447923]|  0.0031736877281219|      0.00100000|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2242928379126103, 0.4018232185139921, 0.4147899971571393, 0.3728391243330783]|  0.0031463298946619|      0.01000000|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[0.2242928379126103, 0.4018232185139921, 0.4147899971571393, 0.3728391243330783]|  0.0031463298946619|      0.00100000|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2241409669739858, 0.402399396899803, 0.414679460911449, 0.3720436776509467]  |  0.0031190593726933|      0.01000000|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.2241409669739858, 0.402399396899803, 0.414679460911449, 0.3720436776509467]  |  0.0031190593726933|      0.00100000|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.2240071744273289, 0.4029757811028238, 0.4145815691761681, 0.3712434914144174]|  0.0030918831471354|      0.01000000|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.2240071744273289, 0.4029757811028238, 0.4145815691761681, 0.3712434914144174]|  0.0030918831471354|      0.00100000|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.2238327920093095, 0.4035585852228206, 0.414475948459752, 0.3704568692724304] |  0.0030647998210043|      0.01000000|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.2238327920093095, 0.4035585852228206, 0.414475948459752, 0.3704568692724304] |  0.0030647998210043|      0.00100000|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2236635878553364, 0.4041136294365902, 0.4143464053894711, 0.3696528080384555]|  0.0030378126539290|      0.01000000|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.2236635878553364, 0.4041136294365902, 0.4143464053894711, 0.3696528080384555]|  0.0030378126539290|      0.00100000|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2235281147771183, 0.4046771746299476, 0.4142301316677127, 0.3688462447850461]|  0.0030108992941678|      0.01000000|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.2235281147771183, 0.4046771746299476, 0.4142301316677127, 0.3688462447850461]|  0.0030108992941678|      0.00100000|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2233834800736213, 0.4052489265307021, 0.4141196264954459, 0.3680462640518842]|  0.0029840727802366|      0.01000000|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.2233834800736213, 0.4052489265307021, 0.4141196264954459, 0.3680462640518842]|  0.0029840727802366|      0.00100000|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2232387735049427, 0.4058199623836268, 0.4140102490289548, 0.3672456301570985]|  0.0029573366045952|      0.01000000|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.2232387735049427, 0.4058199623836268, 0.4140102490289548, 0.3672456301570985]|  0.0029573366045952|      0.00100000|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.2230925467287027, 0.4063887122441158, 0.4138971534057546, 0.3664441623123804]|  0.0029306916985661|      0.01000000|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.2230925467287027, 0.4063887122441158, 0.4138971534057546, 0.3664441623123804]|  0.0029306916985661|      0.00100000|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2230126366031811, 0.4069714083436532, 0.4138070446864979, 0.365640445915797] |  0.0029042186215520|      0.01000000|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.2230126366031811, 0.4069714083436532, 0.4138070446864979, 0.365640445915797] |  0.0029042186215520|      0.00100000|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2228535464808756, 0.4075350637710147, 0.4137008831273231, 0.3648368834630005]|  0.0028777562547475|      0.01000000|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
