k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[125, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[128, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[131, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[134, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[137, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[140, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[143, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[146, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[149, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[152, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[155, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[158, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[161, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[164, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4611376947935955, 0.2807550125938649]                                        |  0.1993459761142731|      0.00390625|[167, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00781250|[172, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00390625|[177, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00390625|[180, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      22|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00390625|[183, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      22|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00390625|[186, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00195312|[192, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00195312|[195, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00195312|[198, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[1.463367125736312, 0.2775474548415933]                                         |  0.1992107480764389|      0.00195312|[201, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[207, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[210, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[213, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[216, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[219, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[222, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[225, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.4623132677650768, 0.2759030459380389]                                        |  0.1990832239389420|      0.00390625|[228, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
