k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      12|[1.5180009034098831, 0.1274515249784979, 0.3396066077386656, 1.9529975361190903, -2.891030079e-07, -1.336062906e-07, 4.075445093e-07, 7.81036311e-08, -4.84678793e-08, 3.565269049e-07, 1.650150387e-07, 4.664371218e-07, 1.1398201588e-06, -4.661223705e-07, -2.78257882e-07, -2.38609918e-08, 2.923516984e-07, 8.42856893e-07, 5.67586135e-08, -3.012101152e-07, 4.910348497e-07, 2.783444035e-07]| 12.1452999114990234|      0.06250000|[1537, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.477346191214049, 0.1231162586159275, 0.3317758272591226, 1.9063785654384335, -5.1635696241e-06, 6.3542412698e-06, 1.6880492478e-06, -3.324594925e-07, -3.8720256991e-06, 5.4628396489e-06, 2.2294039982e-06, 3.185358399e-07, -1.8743551211e-06, 8.3535441472e-06, 1.5943329751e-06, 2.1992384278e-06, -6.9931623e-09, 2.4197265702e-06, 2.072904111e-07, -3.24659078e-08, -8.2842084947e-06, 2.2687828958e-06]| 12.1448602676391602|      0.12500000|[1665, 0, 0, 26]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      14|[1.477346191214049, 0.1231162586159275, 0.3317758272591226, 1.9063785654384335, -5.1635696241e-06, 6.3542412698e-06, 1.6880492478e-06, -3.324594925e-07, -3.8720256991e-06, 5.4628396489e-06, 2.2294039982e-06, 3.185358399e-07, -1.8743551211e-06, 8.3535441472e-06, 1.5943329751e-06, 2.1992384278e-06, -6.9931623e-09, 2.4197265702e-06, 2.072904111e-07, -3.24659078e-08, -8.2842084947e-06, 2.2687828958e-06]| 12.1448602676391602|      0.06250000|[1793, 0, 0, 28]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      15|[1.477346191214049, 0.1231162586159275, 0.3317758272591226, 1.9063785654384335, -5.1635696241e-06, 6.3542412698e-06, 1.6880492478e-06, -3.324594925e-07, -3.8720256991e-06, 5.4628396489e-06, 2.2294039982e-06, 3.185358399e-07, -1.8743551211e-06, 8.3535441472e-06, 1.5943329751e-06, 2.1992384278e-06, -6.9931623e-09, 2.4197265702e-06, 2.072904111e-07, -3.24659078e-08, -8.2842084947e-06, 2.2687828958e-06]| 12.1448602676391602|      0.03125000|[1921, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.4942514506296296, 0.1238661616447845, 0.33647993094248, 1.9322258679160167, -8.5378026468e-06, -6.7283945027e-06, 6.450057874e-06, -3.5429341827e-06, -5.4969439597e-06, -2.4302296803e-06, -6.2493134798e-06, -2.4420359219e-06, -3.136120697e-07, 1.03431316707e-05, -5.2613769494e-06, 6.8033668016e-06, 5.7639081442e-06, -5.073579633e-07, 1.20872762187e-05, -9.502941057e-07, 8.472116696e-07, -1.0341293157e-06]| 12.1446113586425781|      0.06250000|[2049, 0, 0, 32]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      17|[1.4942514506296296, 0.1238661616447845, 0.33647993094248, 1.9322258679160167, -8.5378026468e-06, -6.7283945027e-06, 6.450057874e-06, -3.5429341827e-06, -5.4969439597e-06, -2.4302296803e-06, -6.2493134798e-06, -2.4420359219e-06, -3.136120697e-07, 1.03431316707e-05, -5.2613769494e-06, 6.8033668016e-06, 5.7639081442e-06, -5.073579633e-07, 1.20872762187e-05, -9.502941057e-07, 8.472116696e-07, -1.0341293157e-06]| 12.1446113586425781|      0.03125000|[2177, 0, 0, 34]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.4942514506296296, 0.1238661616447845, 0.33647993094248, 1.9322258679160167, -8.5378026468e-06, -6.7283945027e-06, 6.450057874e-06, -3.5429341827e-06, -5.4969439597e-06, -2.4302296803e-06, -6.2493134798e-06, -2.4420359219e-06, -3.136120697e-07, 1.03431316707e-05, -5.2613769494e-06, 6.8033668016e-06, 5.7639081442e-06, -5.073579633e-07, 1.20872762187e-05, -9.502941057e-07, 8.472116696e-07, -1.0341293157e-06]| 12.1446113586425781|      0.01562500|[2305, 0, 0, 36]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.4942514506296296, 0.1238661616447845, 0.33647993094248, 1.9322258679160167, -8.5378026468e-06, -6.7283945027e-06, 6.450057874e-06, -3.5429341827e-06, -5.4969439597e-06, -2.4302296803e-06, -6.2493134798e-06, -2.4420359219e-06, -3.136120697e-07, 1.03431316707e-05, -5.2613769494e-06, 6.8033668016e-06, 5.7639081442e-06, -5.073579633e-07, 1.20872762187e-05, -9.502941057e-07, 8.472116696e-07, -1.0341293157e-06]| 12.1446113586425781|      0.00781250|[2433, 0, 0, 38]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.4880309709661723, 0.1228032839885028, 0.3358878862958942, 1.9276601816346919, -5.3121547234e-06, 1.8491722356e-05, 2.34532743506e-05, -6.88705542292e-05, 2.04242768575e-05, 2.83026578014e-05, 6.5496012159e-06, 2.6228094351e-06, -4.82073684036e-05, -2.89530735229e-05, -1.05430633822e-05, 3.13898698351e-05, 2.96505316601e-05, -5.3249169315e-06, 5.35971454124e-05, 3.40796114079e-05, 6.9948011078e-06, 2.2412177113e-06]| 12.1445817947387695|      0.01562500|[2561, 0, 0, 40]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      21|[1.4880309709661723, 0.1228032839885028, 0.3358878862958942, 1.9276601816346919, -5.3121547234e-06, 1.8491722356e-05, 2.34532743506e-05, -6.88705542292e-05, 2.04242768575e-05, 2.83026578014e-05, 6.5496012159e-06, 2.6228094351e-06, -4.82073684036e-05, -2.89530735229e-05, -1.05430633822e-05, 3.13898698351e-05, 2.96505316601e-05, -5.3249169315e-06, 5.35971454124e-05, 3.40796114079e-05, 6.9948011078e-06, 2.2412177113e-06]| 12.1445817947387695|      0.00781250|[2689, 0, 0, 42]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.4880309709661723, 0.1228032839885028, 0.3358878862958942, 1.9276601816346919, -5.3121547234e-06, 1.8491722356e-05, 2.34532743506e-05, -6.88705542292e-05, 2.04242768575e-05, 2.83026578014e-05, 6.5496012159e-06, 2.6228094351e-06, -4.82073684036e-05, -2.89530735229e-05, -1.05430633822e-05, 3.13898698351e-05, 2.96505316601e-05, -5.3249169315e-06, 5.35971454124e-05, 3.40796114079e-05, 6.9948011078e-06, 2.2412177113e-06]| 12.1445817947387695|      0.00390625|[2817, 0, 0, 44]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.485420960385635, 0.12154184243591, 0.3366463556591288, 1.9301505901907157, -2.49746130526e-05, 0.0001032473366613, 5.07276677869e-05, -4.29624712625e-05, 0.0001129110129886, -2.60948517837e-05, 6.82909796196e-05, 3.59664296947e-05, -9.68371323875e-05, 6.10938858069e-05, 0.0001622050348281, 3.69245117233e-05, 3.64581252236e-05, 3.94562166077e-05, 6.18366228019e-05, -2.82519628886e-05, 9.7774103425e-06, -7.65506962667e-05]| 12.1445741653442383|      0.00781250|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      24|[1.485420960385635, 0.12154184243591, 0.3366463556591288, 1.9301505901907157, -2.49746130526e-05, 0.0001032473366613, 5.07276677869e-05, -4.29624712625e-05, 0.0001129110129886, -2.60948517837e-05, 6.82909796196e-05, 3.59664296947e-05, -9.68371323875e-05, 6.10938858069e-05, 0.0001622050348281, 3.69245117233e-05, 3.64581252236e-05, 3.94562166077e-05, 6.18366228019e-05, -2.82519628886e-05, 9.7774103425e-06, -7.65506962667e-05]| 12.1445741653442383|      0.00390625|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4822932852951836, 0.1205895504122066, 0.3373237844770243, 1.9321240715511685, -7.18861304062e-05, -9.11295361718e-05, -0.0001199168007681, -1.63188568739e-05, 0.000138141458788, 2.90198947233e-05, 0.0001961278028269, 0.0001295666710114, -0.0002105734270727, -9.21972937934e-05, 0.0001092095911467, 0.0001875782049792, 7.71776309915e-05, 9.61806379254e-05, 5.84642973917e-05, -0.0002126152004549, 8.18738855173e-05, -0.0001834855618022]| 12.1445665359497070|      0.00781250|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      26|[1.4822932852951836, 0.1205895504122066, 0.3373237844770243, 1.9321240715511685, -7.18861304062e-05, -9.11295361718e-05, -0.0001199168007681, -1.63188568739e-05, 0.000138141458788, 2.90198947233e-05, 0.0001961278028269, 0.0001295666710114, -0.0002105734270727, -9.21972937934e-05, 0.0001092095911467, 0.0001875782049792, 7.71776309915e-05, 9.61806379254e-05, 5.84642973917e-05, -0.0002126152004549, 8.18738855173e-05, -0.0001834855618022]| 12.1445665359497070|      0.00390625|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4795945232666408, 0.1193340503716453, 0.3379834094614517, 1.9345452403587342, -7.93967359322e-05, 4.26927850297e-05, -0.0001203347982427, 2.93632613426e-05, 0.0001183143186173, 0.0001423003515194, 0.0001968839769473, 0.0001157965345507, -0.0001507710118344, -5.27555301832e-05, 0.0001239653646264, 0.0002662161637856, 0.0002141200023127, 2.9532647063e-05, 7.3467475883e-05, -0.000188430808844, 0.0001308368188018, -0.0003584853619619]| 12.1445579528808594|      0.00781250|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      28|[1.4795945232666408, 0.1193340503716453, 0.3379834094614517, 1.9345452403587342, -7.93967359322e-05, 4.26927850297e-05, -0.0001203347982427, 2.93632613426e-05, 0.0001183143186173, 0.0001423003515194, 0.0001968839769473, 0.0001157965345507, -0.0001507710118344, -5.27555301832e-05, 0.0001239653646264, 0.0002662161637856, 0.0002141200023127, 2.9532647063e-05, 7.3467475883e-05, -0.000188430808844, 0.0001308368188018, -0.0003584853619619]| 12.1445579528808594|      0.00390625|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.476617154478691, 0.118113612632203, 0.3386178694846401, 1.9366292202214566, -9.6945644421e-05, 3.31510994859e-05, 3.09132432181e-05, -6.68485739913e-05, 2.94533645037e-05, 0.0002680294265902, 0.0003897249240181, 9.81608363365e-05, -9.26569774133e-05, -0.000111746629333, 0.0001024243018005, 9.51129253072e-05, 0.0001741030900575, 0.0001896831139115, 7.40413822383e-05, -0.0001992352210132, 9.37271007486e-05, -0.0003555464970033]| 12.1445503234863281|      0.00781250|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      30|[1.476617154478691, 0.118113612632203, 0.3386178694846401, 1.9366292202214566, -9.6945644421e-05, 3.31510994859e-05, 3.09132432181e-05, -6.68485739913e-05, 2.94533645037e-05, 0.0002680294265902, 0.0003897249240181, 9.81608363365e-05, -9.26569774133e-05, -0.000111746629333, 0.0001024243018005, 9.51129253072e-05, 0.0001741030900575, 0.0001896831139115, 7.40413822383e-05, -0.0001992352210132, 9.37271007486e-05, -0.0003555464970033]| 12.1445503234863281|      0.00390625|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.4738388784234178, 0.1168811064288271, 0.3392683680972496, 1.9389802594729217, -8.95606005831e-05, 0.0001279675733208, -1.7089875309e-05, 7.52915033987e-05, 2.41590695424e-05, 0.000252985243655, 0.0003413590905256, 0.0001183789316077, -6.20805253556e-05, -6.43726601381e-05, 8.63442740771e-05, 8.00292641951e-05, 0.0001890564892068, 5.85850395684e-05, 1.52503946737e-05, -0.0002456811266316, 0.0001704987841872, -0.0004123566159232]| 12.1445426940917969|      0.00781250|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      32|[1.4738388784234178, 0.1168811064288271, 0.3392683680972496, 1.9389802594729217, -8.95606005831e-05, 0.0001279675733208, -1.7089875309e-05, 7.52915033987e-05, 2.41590695424e-05, 0.000252985243655, 0.0003413590905256, 0.0001183789316077, -6.20805253556e-05, -6.43726601381e-05, 8.63442740771e-05, 8.00292641951e-05, 0.0001890564892068, 5.85850395684e-05, 1.52503946737e-05, -0.0002456811266316, 0.0001704987841872, -0.0004123566159232]| 12.1445426940917969|      0.00390625|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.470903892533224, 0.1155581884700681, 0.3399679050946063, 1.941038685269876, 3.52602522973e-05, 0.0001675516418446, -7.68989468461e-05, 6.70336631019e-05, 9.20032071811e-05, 0.0004749542838653, 0.0002600426738726, 0.0003248347828523, -0.0001280653472173, -1.47455310686e-05, 0.0001258212079242, -7.10024415832e-05, 0.0001194869401533, 4.21287408043e-05, 8.3259064827e-06, -0.0003097297929061, 0.0002188356813071, -0.0004495190627966]| 12.1445350646972656|      0.00781250|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      34|[1.470903892533224, 0.1155581884700681, 0.3399679050946063, 1.941038685269876, 3.52602522973e-05, 0.0001675516418446, -7.68989468461e-05, 6.70336631019e-05, 9.20032071811e-05, 0.0004749542838653, 0.0002600426738726, 0.0003248347828523, -0.0001280653472173, -1.47455310686e-05, 0.0001258212079242, -7.10024415832e-05, 0.0001194869401533, 4.21287408043e-05, 8.3259064827e-06, -0.0003097297929061, 0.0002188356813071, -0.0004495190627966]| 12.1445350646972656|      0.00390625|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.467986519152039, 0.1144037195506942, 0.3406429470912866, 1.9432385646715995, 0.0002195398888532, 3.220388727e-05, -2.38220081058e-05, 0.0001235494746736, 0.0001550870596122, 0.0005684197916775, 0.0002915411827943, 0.0002903061950724, -0.0002216848825166, 3.48122476398e-05, 0.0002002474369978, -0.0001500364149369, 0.0001348577189582, -1.80136889611e-05, -4.97582201339e-05, -0.0002283996607904, 0.0003132242408956, -0.0004207797318771]| 12.1445264816284180|      0.00781250|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      36|[1.467986519152039, 0.1144037195506942, 0.3406429470912866, 1.9432385646715995, 0.0002195398888532, 3.220388727e-05, -2.38220081058e-05, 0.0001235494746736, 0.0001550870596122, 0.0005684197916775, 0.0002915411827943, 0.0002903061950724, -0.0002216848825166, 3.48122476398e-05, 0.0002002474369978, -0.0001500364149369, 0.0001348577189582, -1.80136889611e-05, -4.97582201339e-05, -0.0002283996607904, 0.0003132242408956, -0.0004207797318771]| 12.1445264816284180|      0.00390625|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.46524264538088, 0.113301770006923, 0.3415550471488308, 1.9455937351260357, 0.0001813784026116, -3.64157740207e-05, -0.0001890125103032, 0.0001767478216539, 0.0003021108192849, 0.0006338540111777, 0.0003435680191638, 0.0002588410359889, -0.0002320562440346, 6.37818874473e-05, 0.0001530993936651, -0.0001430088586619, 7.5087361374e-06, -9.81304203194e-05, -0.000115660560635, -0.0001951419584498, 0.000495687411247, -0.0005009272797681]| 12.1445188522338867|      0.00781250|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      38|[1.46524264538088, 0.113301770006923, 0.3415550471488308, 1.9455937351260357, 0.0001813784026116, -3.64157740207e-05, -0.0001890125103032, 0.0001767478216539, 0.0003021108192849, 0.0006338540111777, 0.0003435680191638, 0.0002588410359889, -0.0002320562440346, 6.37818874473e-05, 0.0001530993936651, -0.0001430088586619, 7.5087361374e-06, -9.81304203194e-05, -0.000115660560635, -0.0001951419584498, 0.000495687411247, -0.0005009272797681]| 12.1445188522338867|      0.00390625|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.4622150325044754, 0.112089786685635, 0.3421634624049358, 1.9476202630684443, 2.50119585027e-05, 5.78819838514e-05, -2.85341712649e-05, 8.75770154262e-05, 0.0004587348029241, 0.0007602635884774, 0.0003725295279315, 0.000186672469494, -0.0001715097702338, 9.16831526643e-05, 0.0001882206273945, -9.07286554414e-05, 4.28127153607e-05, -0.0001832188211186, -1.26138622476e-05, -0.0001506065550937, 0.0004971687466611, -0.0004430079553539]| 12.1445112228393555|      0.00781250|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      40|[1.4622150325044754, 0.112089786685635, 0.3421634624049358, 1.9476202630684443, 2.50119585027e-05, 5.78819838514e-05, -2.85341712649e-05, 8.75770154262e-05, 0.0004587348029241, 0.0007602635884774, 0.0003725295279315, 0.000186672469494, -0.0001715097702338, 9.16831526643e-05, 0.0001882206273945, -9.07286554414e-05, 4.28127153607e-05, -0.0001832188211186, -1.26138622476e-05, -0.0001506065550937, 0.0004971687466611, -0.0004430079553539]| 12.1445112228393555|      0.00390625|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.4595558772388575, 0.1108517896137022, 0.3428898959381249, 1.9500657927294736, 4.13699292449e-05, -8.619498194e-07, -0.0001067397932376, 0.0001205576059488, 0.0003384502927286, 0.0007336996942885, 0.000361023588661, 0.0001719606170065, -0.0003452616099688, 0.0001951447537155, 0.0003686666575812, -8.9723583714e-06, 7.85196310066e-05, -0.0001825908066654, -9.01155266759e-05, -0.0002056610196731, 0.0006361219343652, -0.0003404421296403]| 12.1445035934448242|      0.00781250|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      42|[1.4595558772388575, 0.1108517896137022, 0.3428898959381249, 1.9500657927294736, 4.13699292449e-05, -8.619498194e-07, -0.0001067397932376, 0.0001205576059488, 0.0003384502927286, 0.0007336996942885, 0.000361023588661, 0.0001719606170065, -0.0003452616099688, 0.0001951447537155, 0.0003686666575812, -8.9723583714e-06, 7.85196310066e-05, -0.0001825908066654, -9.01155266759e-05, -0.0002056610196731, 0.0006361219343652, -0.0003404421296403]| 12.1445035934448242|      0.00390625|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.4564386640343614, 0.1094893821920712, 0.3434651158748796, 1.9518646916171412, -3.20409072484e-05, -3.25024712962e-05, -4.57361497882e-05, 8.19005943692e-05, 0.0003999787627548, 0.000629580508669, 0.0004256513462038, 0.0002965667173176, -0.0003869215441472, 0.0001927528607382, 0.000279210948119, 0.0001300370226774, 0.0001035872788384, -0.0001643356426254, -3.89514596457e-05, -0.0003213966226708, 0.0007995976899742, -0.0003405482686527]| 12.1444959640502930|      0.00781250|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      44|[1.4564386640343614, 0.1094893821920712, 0.3434651158748796, 1.9518646916171412, -3.20409072484e-05, -3.25024712962e-05, -4.57361497882e-05, 8.19005943692e-05, 0.0003999787627548, 0.000629580508669, 0.0004256513462038, 0.0002965667173176, -0.0003869215441472, 0.0001927528607382, 0.000279210948119, 0.0001300370226774, 0.0001035872788384, -0.0001643356426254, -3.89514596457e-05, -0.0003213966226708, 0.0007995976899742, -0.0003405482686527]| 12.1444959640502930|      0.00390625|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
