k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.04239116|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.03815204|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.03433684|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.03090315|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.02781284|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.02503156|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.02252840|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.02027556|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1264506336079779, -0.1165906380158123]                                       |  0.0017560670385137|      0.01824800|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1136586962385226, -0.1035769538768935]                                       |  0.0011231091339141|      0.02027556|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.1136586962385226, -0.1035769538768935]                                       |  0.0011231091339141|      0.01824800|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1136586962385226, -0.1035769538768935]                                       |  0.0011231091339141|      0.01642320|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01824800|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01642320|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01478088|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01330279|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01197252|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.01077526|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1005196469612315, -0.0937236808328982]                                       |  0.0007152804755606|      0.00969774|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.0929981638226509, -0.0876021287343983]                                       |  0.0005338167538866|      0.01077526|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.0929981638226509, -0.0876021287343983]                                       |  0.0005338167538866|      0.00969774|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.0929981638226509, -0.0876021287343983]                                       |  0.0005338167538866|      0.00872796|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00969774|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00872796|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00785517|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00706965|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00636269|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.0867093958578514, -0.0815499600709539]                                       |  0.0004022700013593|      0.00572642|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.0825826786411529, -0.0775798145456732]                                       |  0.0003302975965198|      0.00636269|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.0825826786411529, -0.0775798145456732]                                       |  0.0003302975965198|      0.00572642|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.0825826786411529, -0.0775798145456732]                                       |  0.0003302975965198|      0.00515378|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0786665724720521, -0.0742293651191158]                                       |  0.0002741667267401|      0.00572642|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0786665724720521, -0.0742293651191158]                                       |  0.0002741667267401|      0.00515378|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0747569681307945, -0.0708713310540106]                                       |  0.0002255217113998|      0.00572642|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.0747569681307945, -0.0708713310540106]                                       |  0.0002255217113998|      0.00515378|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0747569681307945, -0.0708713310540106]                                       |  0.0002255217113998|      0.00463840|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.0747569681307945, -0.0708713310540106]                                       |  0.0002255217113998|      0.00417456|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0717665495222491, -0.0679585436680499]                                       |  0.0001911420695251|      0.00463840|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0717665495222491, -0.0679585436680499]                                       |  0.0001911420695251|      0.00417456|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0717665495222491, -0.0679585436680499]                                       |  0.0001911420695251|      0.00375710|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.0688760892223094, -0.0655583237529815]                                       |  0.0001637075911276|      0.00417456|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.0688760892223094, -0.0655583237529815]                                       |  0.0001637075911276|      0.00375710|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0688760892223094, -0.0655583237529815]                                       |  0.0001637075911276|      0.00338139|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0664503143529311, -0.0632026014527242]                                       |  0.0001416406885255|      0.00375710|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.0664503143529311, -0.0632026014527242]                                       |  0.0001416406885255|      0.00338139|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0664503143529311, -0.0632026014527242]                                       |  0.0001416406885255|      0.00304325|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0641270005196212, -0.0612369972293494]                                       |  0.0001237609685631|      0.00338139|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.0641270005196212, -0.0612369972293494]                                       |  0.0001237609685631|      0.00304325|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0641270005196212, -0.0612369972293494]                                       |  0.0001237609685631|      0.00273893|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
