k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[147, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[150, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[153, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[156, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[159, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[162, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[165, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[168, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[171, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[176, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[179, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[182, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[185, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[188, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[191, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[194, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[197, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[200, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[203, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[206, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[209, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[212, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[215, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[220, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      17|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.03125000|[223, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      18|[1.4546299337596622, 0.2728656112454838]                                        |  0.1995451301336288|      0.01562500|[229, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
