k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.31381060|[272, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
      28|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.28242954|[283, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.25418658|[293, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.22876792|[304, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.20589113|[314, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.0393449767502625, 0.0848187580770018, -8.208851281524868]                    |  1.0094699859619141|      0.18530202|[326, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.20589113|[331, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.18530202|[342, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.16677182|[354, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.15009464|[364, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.13508517|[374, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.12157665|[385, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.10941899|[396, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.09847709|[407, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.08862938|[419, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0226669651919572, 0.0222716486802443, -8.045819945992125]                   |  1.0003913640975952|      0.07976644|[429, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
