k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.018208684344203, -0.7018878178243569, -7.904607264944536]                   |  1.0433754920959473|      0.00800000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0163588717243309, -0.7096185360870143, -7.905509588841358]                  |  1.0419911146163940|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[-0.0433481189210507, -0.7383629815524642, -7.912242893426637]                  |  1.0384664535522461|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.0433481189210507, -0.7383629815524642, -7.912242893426637]                  |  1.0384664535522461|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0136835118442569, -0.7602723267677977, -7.92773455825695]                   |  1.0326842069625854|      0.20000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[-0.0136835118442569, -0.7602723267677977, -7.92773455825695]                   |  1.0326842069625854|      0.04000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0079673747262281, -0.7998579858824294, -7.927185587485353]                  |  1.0249692201614380|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.0079673747262281, -0.7998579858824294, -7.927185587485353]                  |  1.0249692201614380|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.0042606023518652, -0.8352329336753656, -7.941295500498008]                   |  1.0182456970214844|      0.20000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0042606023518652, -0.8352329336753656, -7.941295500498008]                   |  1.0182456970214844|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0081368226313487, -0.8747382571364457, -7.9462254431528825]                  |  1.0113642215728760|      0.20000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.0081368226313487, -0.8747382571364457, -7.9462254431528825]                  |  1.0113642215728760|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.0119634008912654, -0.9142059656062032, -7.951484462735179]                   |  1.0055907964706421|      0.20000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.0119634008912654, -0.9142059656062032, -7.951484462735179]                   |  1.0055907964706421|      0.04000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.0140491635474548, -0.9507107601751975, -7.967703265638524]                   |  1.0017004013061523|      0.20000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.0140491635474548, -0.9507107601751975, -7.967703265638524]                   |  1.0017004013061523|      0.04000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.0140491635474548, -0.9507107601751975, -7.967703265638524]                   |  1.0017004013061523|      0.00800000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0124903043300563, -0.9585548177217638, -7.967501475781276]                   |  1.0010412931442261|      0.04000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[-0.0012806663154103, -0.995826945815869, -7.962902689548114]                   |  0.9993227720260620|      0.20000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.0012806663154103, -0.995826945815869, -7.962902689548114]                   |  0.9993227720260620|      0.04000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0012806663154103, -0.995826945815869, -7.962902689548114]                   |  0.9993227720260620|      0.00800000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0012806663154103, -0.995826945815869, -7.962902689548114]                   |  0.9993227720260620|      0.00160000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0009092418902269, -0.9973831181277599, -7.962883411786809]                  |  0.9993114471435547|      0.00800000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[-0.0009092418902269, -0.9973831181277599, -7.962883411786809]                  |  0.9993114471435547|      0.00160000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0004171659650395, -0.9983823087061251, -7.964032097763026]                  |  0.9993073940277100|      0.00800000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[-0.0004171659650395, -0.9983823087061251, -7.964032097763026]                  |  0.9993073940277100|      0.00160000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0006575612774688, -0.9999641459278604, -7.964031050053727]                  |  0.9993050694465637|      0.00800000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[-0.0006575612774688, -0.9999641459278604, -7.964031050053727]                  |  0.9993050694465637|      0.00160000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0006575612774688, -0.9999641459278604, -7.964031050053727]                  |  0.9993050694465637|      0.00032000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0006575612774688, -0.9999641459278604, -7.964031050053727]                  |  0.9993050694465637|      0.00006400|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0006407249053816, -1.000021305910285, -7.96400769897272]                    |  0.9993050098419189|      0.00032000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[-0.0003628035277324, -1.0000991083761925, -7.963869472766289]                  |  0.9993046522140503|      0.00160000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[-0.0003628035277324, -1.0000991083761925, -7.963869472766289]                  |  0.9993046522140503|      0.00032000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0003628035277324, -1.0000991083761925, -7.963869472766289]                  |  0.9993046522140503|      0.00006400|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00032000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00006400|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00001280|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000256|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000051|[357, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000010|[362, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000002|[367, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[372, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[376, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[380, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[385, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[389, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[394, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[399, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[413, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[417, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[421, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[-0.0003264420430114, -1.000132007545339, -7.963828345073692]                   |  0.9993045926094055|      0.00000000|[426, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
