k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.25000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.50000000|[33, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.25000000|[39, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.12500000|[45, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.5967272272118904, 0.8589552814282951]                                       | 26.8764629364013672|      0.25000000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[-0.0859227198282732, 0.8755035686230771]                                       |  0.0004313547688071|      0.00781250|[124, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0781485538264608, 0.8762765493642768]                                       |  0.0003076514985878|      0.01562500|[129, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[-0.0781485538264608, 0.8762765493642768]                                       |  0.0003076514985878|      0.00781250|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0704054083364047, 0.8773152284147172]                                       |  0.0002147013437934|      0.01562500|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[-0.0704054083364047, 0.8773152284147172]                                       |  0.0002147013437934|      0.00781250|[148, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0704054083364047, 0.8773152284147172]                                       |  0.0002147013437934|      0.00390625|[154, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.0665351227879097, 0.8778440751180354]                                       |  0.0001776674325811|      0.00781250|[159, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[-0.0665351227879097, 0.8778440751180354]                                       |  0.0001776674325811|      0.00390625|[165, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.0626651866707671, 0.8783754728144316]                                       |  0.0001459594495827|      0.00781250|[170, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[-0.0626651866707671, 0.8783754728144316]                                       |  0.0001459594495827|      0.00390625|[176, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0626651866707671, 0.8783754728144316]                                       |  0.0001459594495827|      0.00195312|[182, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0607354096376363, 0.8786765672647721]                                       |  0.0001319013972534|      0.00390625|[187, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[-0.0607354096376363, 0.8786765672647721]                                       |  0.0001319013972534|      0.00195312|[194, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0587980688791178, 0.878924373743719]                                        |  0.0001189427712234|      0.00390625|[199, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[-0.0587980688791178, 0.878924373743719]                                        |  0.0001189427712234|      0.00195312|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0568673802666652, 0.8792195664729163]                                       |  0.0001070107682608|      0.00390625|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[-0.0568673802666652, 0.8792195664729163]                                       |  0.0001070107682608|      0.00195312|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0549385242450532, 0.8795265057397362]                                       |  0.0000960420802585|      0.00390625|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[-0.0549385242450532, 0.8795265057397362]                                       |  0.0000960420802585|      0.00195312|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0530061866300757, 0.8798107039229963]                                       |  0.0000859730498632|      0.00390625|[235, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[-0.0530061866300757, 0.8798107039229963]                                       |  0.0000859730498632|      0.00195312|[241, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0510701841762823, 0.8800687577246166]                                       |  0.0000767462479416|      0.00390625|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[-0.0510701841762823, 0.8800687577246166]                                       |  0.0000767462479416|      0.00195312|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0491338712261806, 0.8803244712848624]                                       |  0.0000683050966472|      0.00390625|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[-0.0491338712261806, 0.8803244712848624]                                       |  0.0000683050966472|      0.00195312|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0472049400390563, 0.8806309378262074]                                       |  0.0000605968125456|      0.00390625|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[-0.0472049400390563, 0.8806309378262074]                                       |  0.0000605968125456|      0.00195312|[279, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0472049400390563, 0.8806309378262074]                                       |  0.0000605968125456|      0.00097656|[286, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0462401287244458, 0.8807819790245801]                                       |  0.0000570017837163|      0.00195312|[291, 110, 0, 110]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.0462401287244458, 0.8807819790245801]                                       |  0.0000570017837163|      0.00097656|[299, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.045272886148335, 0.8809165751440073]                                        |  0.0000535713443242|      0.00195312|[304, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[-0.045272886148335, 0.8809165751440073]                                        |  0.0000535713443242|      0.00097656|[312, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0443068081512528, 0.8810592903147488]                                       |  0.0000502998809679|      0.00195312|[317, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[-0.0443068081512528, 0.8810592903147488]                                       |  0.0000502998809679|      0.00097656|[323, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.043338572113659, 0.881186543180771]                                         |  0.0000471819475933|      0.00195312|[328, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.043338572113659, 0.881186543180771]                                         |  0.0000471819475933|      0.00097656|[336, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0423700910687759, 0.8813119177480022]                                       |  0.0000442119162471|      0.00195312|[342, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[-0.0423700910687759, 0.8813119177480022]                                       |  0.0000442119162471|      0.00097656|[349, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0414034053267621, 0.8814504565245005]                                       |  0.0000413842099078|      0.00195312|[354, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[-0.0414034053267621, 0.8814504565245005]                                       |  0.0000413842099078|      0.00097656|[360, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[-0.0404384453150708, 0.8816005448059978]                                       |  0.0000386942119803|      0.00195312|[366, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[-0.0404384453150708, 0.8816005448059978]                                       |  0.0000386942119803|      0.00097656|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.0394731985217991, 0.8817487775435594]                                       |  0.0000361365964636|      0.00195312|[377, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[-0.0394731985217991, 0.8817487775435594]                                       |  0.0000361365964636|      0.00097656|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0385065123292303, 0.8818873131761711]                                       |  0.0000337063393090|      0.00195312|[390, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[-0.0385065123292303, 0.8818873131761711]                                       |  0.0000337063393090|      0.00097656|[396, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0375397026578739, 0.8820249844359822]                                       |  0.0000313989185088|      0.00195312|[401, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[-0.0375397026578739, 0.8820249844359822]                                       |  0.0000313989185088|      0.00097656|[408, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0365712466288372, 0.8821505520919636]                                       |  0.0000292097811325|      0.00195312|[413, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[-0.0365712466288372, 0.8821505520919636]                                       |  0.0000292097811325|      0.00097656|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0356057256447582, 0.8822969882408798]                                       |  0.0000271346361842|      0.00195312|[425, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
