k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      1.11111111|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.0373717954691974, 0.8280693644683662]                                        |  0.2120471298694611|      0.20589113|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.22876792|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.20589113|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.18530202|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.16677182|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.15009464|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.171743410289622, 0.9840675292196469]                                         |  0.1362279206514359|      0.13508517|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.15009464|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.13508517|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.12157665|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.10941899|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.09847709|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.08862938|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.07976644|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[1.0674308915794146, 0.8982368699437601]                                        |  0.0451286770403385|      0.07178980|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.07976644|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.07178980|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.06461082|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.05814974|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.05233476|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.04710129|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.04239116|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.03815204|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.03433684|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.03090315|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.02781284|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.02503156|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.02252840|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.02027556|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[1.0630045885633803, 0.9698900837511698]                                        |  0.0055046258494258|      0.01824800|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.0466104774318377, 0.9618761735483885]                                        |  0.0043122000060976|      0.02027556|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.0466104774318377, 0.9618761735483885]                                        |  0.0043122000060976|      0.01824800|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.0466104774318377, 0.9618761735483885]                                        |  0.0043122000060976|      0.01642320|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[1.0470781402124862, 0.978292716945651]                                         |  0.0030953881796449|      0.01824800|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[1.0470781402124862, 0.978292716945651]                                         |  0.0030953881796449|      0.01642320|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.0470781402124862, 0.978292716945651]                                         |  0.0030953881796449|      0.01478088|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.0339235538026983, 0.9715524382484596]                                        |  0.0025124181993306|      0.01642320|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.0339235538026983, 0.9715524382484596]                                        |  0.0025124181993306|      0.01478088|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.0339235538026983, 0.9715524382484596]                                        |  0.0025124181993306|      0.01330279|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[1.0356818648938382, 0.9847385175571386]                                        |  0.0018700506770983|      0.01478088|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.0356818648938382, 0.9847385175571386]                                        |  0.0018700506770983|      0.01330279|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[1.0356818648938382, 0.9847385175571386]                                        |  0.0018700506770983|      0.01197252|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[1.0256739551555007, 0.9781671506927815]                                        |  0.0015272779855877|      0.01330279|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.0256739551555007, 0.9781671506927815]                                        |  0.0015272779855877|      0.01197252|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[1.0275081984255212, 0.9899983244056074]                                        |  0.0012899385765195|      0.01330279|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.0275081984255212, 0.9899983244056074]                                        |  0.0012899385765195|      0.01197252|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.01330279|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.01197252|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.01077526|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00969774|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00872796|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00785517|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00706965|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00636269|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.0155410127348892, 0.9903555168503869]                                        |  0.0003158939944115|      0.00572642|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[1.0121614224068376, 0.9949783103449141]                                        |  0.0002164609613828|      0.00636269|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[1.0059183551038855, 0.9962062666444842]                                        |  0.0000476619898109|      0.00706965|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.0059183551038855, 0.9962062666444842]                                        |  0.0000476619898109|      0.00636269|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[1.0059183551038855, 0.9962062666444842]                                        |  0.0000476619898109|      0.00572642|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.0059183551038855, 0.9962062666444842]                                        |  0.0000476619898109|      0.00515378|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
