k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.8005692477691924, 0.0849210390061451]                                        |  1.2417012453079224|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      15|[0.281755754841826, 0.0568644168315627]                                         |  0.0194513276219368|      0.00800000|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.2737748831215384, 0.0563115275259022]                                        |  0.0173592306673527|      0.04000000|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      17|[0.2737748831215384, 0.0563115275259022]                                        |  0.0173592306673527|      0.00800000|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[0.2658023431628421, 0.0556492537101804]                                        |  0.0154410041868687|      0.04000000|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      19|[0.2658023431628421, 0.0556492537101804]                                        |  0.0154410041868687|      0.00800000|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[0.2578278522868312, 0.0550109001495121]                                        |  0.0136866662651300|      0.04000000|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      21|[0.2578278522868312, 0.0550109001495121]                                        |  0.0136866662651300|      0.00800000|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[0.2498515641981479, 0.054395409835755]                                         |  0.0120866270735860|      0.04000000|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      23|[0.2498515641981479, 0.054395409835755]                                         |  0.0120866270735860|      0.00800000|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[0.2418796733869136, 0.0537253673790724]                                        |  0.0106315165758133|      0.04000000|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      25|[0.2418796733869136, 0.0537253673790724]                                        |  0.0106315165758133|      0.00800000|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      26|[0.2339032541631916, 0.053111578842654]                                         |  0.0093123251572251|      0.04000000|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      27|[0.2339032541631916, 0.053111578842654]                                         |  0.0093123251572251|      0.00800000|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      28|[0.2259288121772215, 0.0524726148277074]                                        |  0.0081202471628785|      0.04000000|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      29|[0.2259288121772215, 0.0524726148277074]                                        |  0.0081202471628785|      0.00800000|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[0.2179572591025425, 0.0517985661814088]                                        |  0.0070467996411026|      0.04000000|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      31|[0.2179572591025425, 0.0517985661814088]                                        |  0.0070467996411026|      0.00800000|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[0.2099858217285586, 0.0511231506110728]                                        |  0.0060838339850307|      0.04000000|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      33|[0.2099858217285586, 0.0511231506110728]                                        |  0.0060838339850307|      0.00800000|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[0.2020184799358623, 0.0504010254430062]                                        |  0.0052234302274883|      0.04000000|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      35|[0.2020184799358623, 0.0504010254430062]                                        |  0.0052234302274883|      0.00800000|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[0.1940498940906985, 0.0496927602184932]                                        |  0.0044580427929759|      0.04000000|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      37|[0.1940498940906985, 0.0496927602184932]                                        |  0.0044580427929759|      0.00800000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[0.1860952971747439, 0.0488416504108384]                                        |  0.0037803135346621|      0.04000000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      39|[0.1860952971747439, 0.0488416504108384]                                        |  0.0037803135346621|      0.00800000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[0.1860952971747439, 0.0488416504108384]                                        |  0.0037803135346621|      0.00160000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.184503936180412, 0.0486756076882672]                                         |  0.0036546648479998|      0.00800000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[0.184503936180412, 0.0486756076882672]                                         |  0.0036546648479998|      0.00160000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.1829123185233294, 0.0485120435306319]                                        |  0.0035321880131960|      0.00800000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[0.1829123185233294, 0.0485120435306319]                                        |  0.0035321880131960|      0.00160000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.1813207296549461, 0.0483481994766101]                                        |  0.0034128290135413|      0.00800000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[0.1813207296549461, 0.0483481994766101]                                        |  0.0034128290135413|      0.00160000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.179729875544811, 0.0481773685652788]                                         |  0.0032965338323265|      0.00800000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[0.179729875544811, 0.0481773685652788]                                         |  0.0032965338323265|      0.00160000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.1781391202085959, 0.0480056203184077]                                        |  0.0031832493841648|      0.00800000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[0.1781391202085959, 0.0480056203184077]                                        |  0.0031832493841648|      0.00160000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.1765485226747095, 0.0478324167237732]                                        |  0.0030729225836694|      0.00800000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[0.1765485226747095, 0.0478324167237732]                                        |  0.0030729225836694|      0.00160000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.1749580281659204, 0.0476582696092069]                                        |  0.0029655015096068|      0.00800000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[0.1749580281659204, 0.0476582696092069]                                        |  0.0029655015096068|      0.00160000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.1733671738602759, 0.0474874405185564]                                        |  0.0028609342407435|      0.00800000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[0.1733671738602759, 0.0474874405185564]                                        |  0.0028609342407435|      0.00160000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.1717769914340513, 0.0473104663641543]                                        |  0.0027591697871685|      0.00800000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      58|[0.1717769914340513, 0.0473104663641543]                                        |  0.0027591697871685|      0.00160000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.1701865740743975, 0.0471356160793049]                                        |  0.0026601569261402|      0.00800000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[0.1701865740743975, 0.0471356160793049]                                        |  0.0026601569261402|      0.00160000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.1685966305978145, 0.046956507896155]                                         |  0.0025638455990702|      0.00800000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[0.1685966305978145, 0.046956507896155]                                         |  0.0025638455990702|      0.00160000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[0.1670068056640397, 0.0467763505206529]                                        |  0.0024701857473701|      0.00800000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[0.1670068056640397, 0.0467763505206529]                                        |  0.0024701857473701|      0.00160000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.1654171550783624, 0.0465946611828922]                                        |  0.0023791277781129|      0.00800000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[0.1654171550783624, 0.0465946611828922]                                        |  0.0023791277781129|      0.00160000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.1638273883434055, 0.0464139909628098]                                        |  0.0022906230296940|      0.00800000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[0.1638273883434055, 0.0464139909628098]                                        |  0.0022906230296940|      0.00160000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[0.1622378402346908, 0.046231407255756]                                         |  0.0022046230733395|      0.00800000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      70|[0.1622378402346908, 0.046231407255756]                                         |  0.0022046230733395|      0.00160000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.1606481612204528, 0.0460499668200996]                                        |  0.0021210797131062|      0.00800000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[0.1606481612204528, 0.0460499668200996]                                        |  0.0021210797131062|      0.00160000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.1590584520770458, 0.0458687905540818]                                        |  0.0020399459172040|      0.00800000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[0.1590584520770458, 0.0458687905540818]                                        |  0.0020399459172040|      0.00160000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.1574696667118915, 0.0456796845957635]                                        |  0.0019611739553511|      0.00800000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[0.1574696667118915, 0.0456796845957635]                                        |  0.0019611739553511|      0.00160000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.1558804580817205, 0.0454941692869881]                                        |  0.0018847173778340|      0.00800000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[0.1558804580817205, 0.0454941692869881]                                        |  0.0018847173778340|      0.00160000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.1542919987133458, 0.0453023442755249]                                        |  0.0018105302006006|      0.00800000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[0.1542919987133458, 0.0453023442755249]                                        |  0.0018105302006006|      0.00160000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
