k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.013678210449139, 0.9891495281761639]                                         |  0.0003750909527298|      0.10000000|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      24|[1.013678210449139, 0.9891495281761639]                                         |  0.0003750909527298|      0.01000000|[161, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.005651369494103, 0.9951135724652811]                                         |  0.0000820879649837|      0.10000000|[167, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.005651369494103, 0.9951135724652811]                                         |  0.0000820879649837|      0.01000000|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.005651369494103, 0.9951135724652811]                                         |  0.0000820879649837|      0.00100000|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.006047254902174, 0.9960318723856102]                                         |  0.0000512718870596|      0.01000000|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.006047254902174, 0.9960318723856102]                                         |  0.0000512718870596|      0.00100000|[192, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[1.0052887468001312, 0.9966835359944879]                                        |  0.0000371545502276|      0.01000000|[197, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[1.0052887468001312, 0.9966835359944879]                                        |  0.0000371545502276|      0.00100000|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[1.0052887468001312, 0.9966835359944879]                                        |  0.0000371545502276|      0.00010000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[1.005247579716032, 0.9967746692550834]                                         |  0.0000358808902092|      0.00100000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[1.004555962937197, 0.9974969339096483]                                         |  0.0000256302992057|      0.01000000|[221, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[1.004555962937197, 0.9974969339096483]                                         |  0.0000256302992057|      0.00100000|[228, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[1.0035777148059057, 0.9977043720778466]                                        |  0.0000174721135409|      0.01000000|[234, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[1.0035777148059057, 0.9977043720778466]                                        |  0.0000174721135409|      0.00100000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.0026400957279147, 0.9980520363765416]                                        |  0.0000121153843793|      0.01000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      39|[1.0026400957279147, 0.9980520363765416]                                        |  0.0000121153843793|      0.00100000|[254, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.0026400957279147, 0.9980520363765416]                                        |  0.0000121153843793|      0.00010000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[1.0026458919200876, 0.9981518682560006]                                        |  0.0000109008697109|      0.00100000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[1.0019809722887332, 0.9988987831667097]                                        |  0.0000048486767810|      0.01000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[1.0019809722887332, 0.9988987831667097]                                        |  0.0000048486767810|      0.00100000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[1.0012073457944206, 0.9995324250587099]                                        |  0.0000022316405648|      0.01000000|[287, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[1.0012073457944206, 0.9995324250587099]                                        |  0.0000022316405648|      0.00100000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[1.0003673029514197, 1.0000749451246271]                                        |  0.0000011333097518|      0.01000000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[1.0003673029514197, 1.0000749451246271]                                        |  0.0000011333097518|      0.00100000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[1.0003673029514197, 1.0000749451246271]                                        |  0.0000011333097518|      0.00010000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[1.0003061486219476, 0.9999958240276504]                                        |  0.0000004511038298|      0.00100000|[319, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[1.0003061486219476, 0.9999958240276504]                                        |  0.0000004511038298|      0.00010000|[325, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.0002443478251681, 0.9999172068443034]                                        |  0.0000001044585147|      0.00100000|[330, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[1.0002443478251681, 0.9999172068443034]                                        |  0.0000001044585147|      0.00010000|[338, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[1.0001541854961244, 0.9998739546256157]                                        |  0.0000000532991464|      0.00100000|[344, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[1.0001541854961244, 0.9998739546256157]                                        |  0.0000000532991464|      0.00010000|[351, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.0001541854961244, 0.9998739546256157]                                        |  0.0000000532991464|      0.00001000|[359, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[1.0001561786400004, 0.9998837539815889]                                        |  0.0000000434433360|      0.00010000|[364, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[1.0000742750212774, 0.9999411281677714]                                        |  0.0000000114204664|      0.00100000|[369, 139, 0, 139]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[1.0000742750212774, 0.9999411281677714]                                        |  0.0000000114204664|      0.00010000|[375, 141, 0, 141]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.0000742750212774, 0.9999411281677714]                                        |  0.0000000114204664|      0.00001000|[381, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[1.0000779913245235, 0.9999504119757284]                                        |  0.0000000082352676|      0.00010000|[387, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[1.0000779913245235, 0.9999504119757284]                                        |  0.0000000082352676|      0.00001000|[394, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[1.0000775320156228, 0.999960401421926]                                         |  0.0000000074589908|      0.00010000|[400, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[1.0000775320156228, 0.999960401421926]                                         |  0.0000000074589908|      0.00001000|[407, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[1.0000676558103814, 0.9999588328015037]                                        |  0.0000000059251790|      0.00010000|[412, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.9999815548528677, 1.0000096916760017]                                        |  0.0000000004194818|      0.00100000|[419, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.9999815548528677, 1.0000096916760017]                                        |  0.0000000004194818|      0.00010000|[425, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
