k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.90000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.81000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25418658|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.22876792|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20589113|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.18530202|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.16677182|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.15009464|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.13508517|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12157665|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10941899|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.09847709|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.08862938|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07976644|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07178980|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06461082|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05814974|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05233476|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04710129|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04239116|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03815204|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03433684|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03090315|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02781284|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      35|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02503156|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02252840|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02027556|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01824800|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      39|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01642320|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01478088|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01330279|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01197252|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      43|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.01330279|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      44|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.01197252|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      45|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.01077526|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.00969774|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.00872796|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.2380946311881018, 0.3900164140853686, 0.4156646797119436, 0.3889223893524595]|  0.0041030608117580|      0.00785517|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00872796|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00785517|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00706965|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00636269|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00572642|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00515378|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      55|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00463840|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00417456|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00375710|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2303962590187793, 0.3905078414437672, 0.4154186801659852, 0.3874606433982809]|  0.0037197845522314|      0.00338139|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      59|[0.2277723676510827, 0.3915516086506104, 0.4152761286366574, 0.3856061260910634]|  0.0036173693370074|      0.00375710|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      60|[0.2277723676510827, 0.3915516086506104, 0.4152761286366574, 0.3856061260910634]|  0.0036173693370074|      0.00338139|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      61|[0.2277723676510827, 0.3915516086506104, 0.4152761286366574, 0.3856061260910634]|  0.0036173693370074|      0.00304325|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2277723676510827, 0.3915516086506104, 0.4152761286366574, 0.3856061260910634]|  0.0036173693370074|      0.00273893|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      63|[0.2265474706987538, 0.3930011331878545, 0.4149111067922413, 0.3836652529109432]|  0.0035392295103520|      0.00304325|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      64|[0.2265474706987538, 0.3930011331878545, 0.4149111067922413, 0.3836652529109432]|  0.0035392295103520|      0.00273893|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      65|[0.2256619936475242, 0.3947354634643153, 0.4148040391641233, 0.3817421593138932]|  0.0034629867877811|      0.00304325|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      66|[0.2256619936475242, 0.3947354634643153, 0.4148040391641233, 0.3817421593138932]|  0.0034629867877811|      0.00273893|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      67|[0.2255878667874831, 0.3963982194572514, 0.4147011618484288, 0.3795693989611162]|  0.0033864884171635|      0.00304325|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      68|[0.2255878667874831, 0.3963982194572514, 0.4147011618484288, 0.3795693989611162]|  0.0033864884171635|      0.00273893|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      69|[0.2255878667874831, 0.3963982194572514, 0.4147011618484288, 0.3795693989611162]|  0.0033864884171635|      0.00246503|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.2253910919267925, 0.3977801771221088, 0.4145766622159545, 0.377541501378667] |  0.0033180301543325|      0.00273893|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[0.2250677013506473, 0.3995715560894519, 0.4143749354401953, 0.3755049823351343]|  0.0032425355166197|      0.00304325|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[0.2250677013506473, 0.3995715560894519, 0.4143749354401953, 0.3755049823351343]|  0.0032425355166197|      0.00273893|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      73|[0.2244358962587588, 0.4011550492232248, 0.4140317420553705, 0.3733890159606664]|  0.0031671773176640|      0.00304325|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      74|[0.2244358962587588, 0.4011550492232248, 0.4140317420553705, 0.3733890159606664]|  0.0031671773176640|      0.00273893|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      75|[0.2244358962587588, 0.4011550492232248, 0.4140317420553705, 0.3733890159606664]|  0.0031671773176640|      0.00246503|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.2234975869570108, 0.4023865227253093, 0.4138206362636901, 0.3714824800681946]|  0.0031026955693960|      0.00273893|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[0.2234975869570108, 0.4023865227253093, 0.4138206362636901, 0.3714824800681946]|  0.0031026955693960|      0.00246503|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.2242483861295347, 0.4038694277425836, 0.4138076397417429, 0.3696621722647324]|  0.0030434778891504|      0.00273893|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[0.224032759181788, 0.4053683248738679, 0.4136671541752474, 0.367384278546635]  |  0.0029709357768297|      0.00304325|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[0.224032759181788, 0.4053683248738679, 0.4136671541752474, 0.367384278546635]  |  0.0029709357768297|      0.00273893|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
