k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00048828|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00024414|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00012207|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00006104|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00003052|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00001526|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.0077953640849744, -0.0246201255998537]                                       |  0.0000011870025673|      0.00003052|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[0.0077953640849744, -0.0246201255998537]                                       |  0.0000011870025673|      0.00001526|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.0077933547971392, -0.0246049996814998]                                       |  0.0000011841565311|      0.00003052|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[0.0077933547971392, -0.0246049996814998]                                       |  0.0000011841565311|      0.00001526|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0077913444158216, -0.0245898739084415]                                       |  0.0000011813154970|      0.00003052|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[0.0077913444158216, -0.0245898739084415]                                       |  0.0000011813154970|      0.00001526|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0077893330946177, -0.0245747482603341]                                       |  0.0000011784796925|      0.00003052|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[0.0077893330946177, -0.0245747482603341]                                       |  0.0000011784796925|      0.00001526|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.0077873209544625, -0.0245596227211487]                                       |  0.0000011756490039|      0.00003052|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[0.0077873209544625, -0.0245596227211487]                                       |  0.0000011756490039|      0.00001526|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.0077853076398459, -0.0245444973382474]                                       |  0.0000011728234313|      0.00003052|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[0.0077853076398459, -0.0245444973382474]                                       |  0.0000011728234313|      0.00001526|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.0077832934356261, -0.0245293720737865]                                       |  0.0000011700030882|      0.00003052|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[0.0077832934356261, -0.0245293720737865]                                       |  0.0000011700030882|      0.00001526|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.007781278108471, -0.0245142469589072]                                        |  0.0000011671877473|      0.00003052|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[0.007781278108471, -0.0245142469589072]                                        |  0.0000011671877473|      0.00001526|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.0077792617924245, -0.0244991219758244]                                       |  0.0000011643776361|      0.00003052|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[0.0077792617924245, -0.0244991219758244]                                       |  0.0000011643776361|      0.00001526|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0077772445828342, -0.024483997111887]                                        |  0.0000011615725271|      0.00003052|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[0.0077772445828342, -0.024483997111887]                                        |  0.0000011615725271|      0.00001526|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0077752264591703, -0.0244688723698882]                                       |  0.0000011587725339|      0.00003052|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[0.0077752264591703, -0.0244688723698882]                                       |  0.0000011587725339|      0.00001526|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.0077732071583764, -0.0244537477850028]                                       |  0.0000011559776567|      0.00003052|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[0.0077732071583764, -0.0244537477850028]                                       |  0.0000011559776567|      0.00001526|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.0077711869552494, -0.0244386233206162]                                       |  0.0000011531878954|      0.00003052|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[0.0077711869552494, -0.0244386233206162]                                       |  0.0000011531878954|      0.00001526|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.0077691655158789, -0.0244234990214085]                                       |  0.0000011504032500|      0.00003052|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[0.0077691655158789, -0.0244234990214085]                                       |  0.0000011504032500|      0.00001526|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.0077671434449359, -0.024408374806627]                                        |  0.0000011476236068|      0.00003052|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[0.0077671434449359, -0.024408374806627]                                        |  0.0000011476236068|      0.00001526|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.0077651202560267, -0.024393250741357]                                        |  0.0000011448490795|      0.00003052|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      50|[0.0077651202560267, -0.024393250741357]                                        |  0.0000011448490795|      0.00001526|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.0077630961205237, -0.0243781268027457]                                       |  0.0000011420796682|      0.00003052|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      52|[0.0077630961205237, -0.0243781268027457]                                       |  0.0000011420796682|      0.00001526|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.007761070903011, -0.0243630030089862]                                        |  0.0000011393152590|      0.00003052|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[0.007761070903011, -0.0243630030089862]                                        |  0.0000011393152590|      0.00001526|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.0077590444104578, -0.0243478793860212]                                       |  0.0000011365558521|      0.00003052|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[0.0077590444104578, -0.0243478793860212]                                       |  0.0000011365558521|      0.00001526|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.0077570171312809, -0.0243327558684809]                                       |  0.0000011338015611|      0.00003052|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      58|[0.0077570171312809, -0.0243327558684809]                                       |  0.0000011338015611|      0.00001526|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.0077549886820256, -0.0243176325078335]                                       |  0.0000011310522723|      0.00003052|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      60|[0.0077549886820256, -0.0243176325078335]                                       |  0.0000011310522723|      0.00001526|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.0077529593121467, -0.0243025092706949]                                       |  0.0000011283080994|      0.00003052|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      62|[0.0077529593121467, -0.0243025092706949]                                       |  0.0000011283080994|      0.00001526|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[0.0077509290747707, -0.0242873861499902]                                       |  0.0000011255688150|      0.00003052|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[0.0077509290747707, -0.0242873861499902]                                       |  0.0000011255688150|      0.00001526|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.0077488977681523, -0.0242722631728667]                                       |  0.0000011228346466|      0.00003052|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      66|[0.0077488977681523, -0.0242722631728667]                                       |  0.0000011228346466|      0.00001526|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.0077468654793408, -0.0242571403277032]                                       |  0.0000011201054804|      0.00003052|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      68|[0.0077468654793408, -0.0242571403277032]                                       |  0.0000011201054804|      0.00001526|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[0.0077448321523011, -0.0242420176220986]                                       |  0.0000011173813164|      0.00003052|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      70|[0.0077448321523011, -0.0242420176220986]                                       |  0.0000011173813164|      0.00001526|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.0077427978422985, -0.024226895048691]                                        |  0.0000011146622683|      0.00003052|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      72|[0.0077427978422985, -0.024226895048691]                                        |  0.0000011146622683|      0.00001526|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.0077407621690248, -0.0242117726587352]                                       |  0.0000011119481087|      0.00003052|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[0.0077407621690248, -0.0242117726587352]                                       |  0.0000011119481087|      0.00001526|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.0077387256572149, -0.024196650381681]                                        |  0.0000011092389514|      0.00003052|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[0.0077387256572149, -0.024196650381681]                                        |  0.0000011092389514|      0.00001526|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.0077366883399251, -0.0241815282131224]                                       |  0.0000011065346825|      0.00003052|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[0.0077366883399251, -0.0241815282131224]                                       |  0.0000011065346825|      0.00001526|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.0077346498600587, -0.0241664062012362]                                       |  0.0000011038355296|      0.00003052|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[0.0077346498600587, -0.0241664062012362]                                       |  0.0000011038355296|      0.00001526|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
