k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.10000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.5646290690792295, 1.1874778605278282, -8.117205608807524]                    | 14.3241558074951172|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[2.5646290690792295, 1.1874778605278282, -8.117205608807524]                    | 14.3241558074951172|      0.10000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.5209636336729417, 1.0987145005080932, -8.102563352533773]                    | 12.6717720031738281|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.0774439003278437, -0.0384184280182197, -7.644921001234772]                   |  1.0064055919647217|      0.01000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.0678477306549072, -0.0371460651554095, -7.642412093035265]                   |  1.0049234628677368|      0.10000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.0678477306549072, -0.0371460651554095, -7.642412093035265]                   |  1.0049234628677368|      0.01000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.058797697969916, -0.0331535097236901, -7.64388056486858]                     |  1.0035269260406494|      0.10000000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.058797697969916, -0.0331535097236901, -7.64388056486858]                     |  1.0035269260406494|      0.01000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.0521036727050166, -0.0349398860638354, -7.636669539606922]                   |  1.0028871297836304|      0.10000000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.0521036727050166, -0.0349398860638354, -7.636669539606922]                   |  1.0028871297836304|      0.01000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0479050260847013, -0.0260479553209744, -7.6348515918018744]                  |  1.0019720792770386|      0.10000000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.0479050260847013, -0.0260479553209744, -7.6348515918018744]                  |  1.0019720792770386|      0.01000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.0403669532361472, -0.01960252306154, -7.6361298174153465]                    |  1.0010336637496948|      0.10000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0403669532361472, -0.01960252306154, -7.6361298174153465]                    |  1.0010336637496948|      0.01000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0334224849317696, -0.0124317137768741, -7.636724673845456]                   |  1.0003032684326172|      0.10000000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.0334224849317696, -0.0124317137768741, -7.636724673845456]                   |  1.0003032684326172|      0.01000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0239403413389842, -0.0093033163302054, -7.63617505370256]                    |  0.9996929764747620|      0.10000000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0239403413389842, -0.0093033163302054, -7.63617505370256]                    |  0.9996929764747620|      0.01000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0145062440622013, -0.0095296478859476, -7.632866491688773]                   |  0.9993312358856201|      0.10000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.0145062440622013, -0.0095296478859476, -7.632866491688773]                   |  0.9993312358856201|      0.01000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0145062440622013, -0.0095296478859476, -7.632866491688773]                   |  0.9993312358856201|      0.00100000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.0137111519550661, -0.0100904537556824, -7.633097414441316]                   |  0.9993196725845337|      0.01000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.0056099663614366, -0.0059639038419395, -7.637261832502337]                   |  0.9991025328636169|      0.10000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0056099663614366, -0.0059639038419395, -7.637261832502337]                   |  0.9991025328636169|      0.01000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0056099663614366, -0.0059639038419395, -7.637261832502337]                   |  0.9991025328636169|      0.00100000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.0047340222779093, -0.005585072832801, -7.637560511308161]                    |  0.9990894794464111|      0.01000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.0047340222779093, -0.005585072832801, -7.637560511308161]                    |  0.9990894794464111|      0.00100000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0041048544601453, -0.0048272894756732, -7.6373875597520815]                  |  0.9990760087966919|      0.01000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.0041048544601453, -0.0048272894756732, -7.6373875597520815]                  |  0.9990760087966919|      0.00100000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0033173352405127, -0.0042212480541967, -7.637275634445899]                   |  0.9990646243095398|      0.01000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.0033173352405127, -0.0042212480541967, -7.637275634445899]                   |  0.9990646243095398|      0.00100000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0026753768461353, -0.0034943973064889, -7.63703154960318]                    |  0.9990550279617310|      0.01000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.0026753768461353, -0.0034943973064889, -7.63703154960318]                    |  0.9990550279617310|      0.00100000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0017902569484849, -0.003184845080832, -7.63737902648928]                     |  0.9990493059158325|      0.01000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
