k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.18530202|[299, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.16677182|[309, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.15009464|[321, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.13508517|[333, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.12157665|[344, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.10941899|[355, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.12157665|[360, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.10941899|[370, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.09847709|[381, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.08862938|[392, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.07976644|[403, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.07178980|[415, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0060572778575451, -1.017142475897267, -9.247521418006311]                   |  1.0001480579376221|      0.06461082|[425, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
