k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.48038845568366, 0.1257810227972933]                                          |  0.1883982568979263|      0.00195312|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.48038845568366, 0.1257810227972933]                                          |  0.1883982568979263|      0.00097656|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.4805961257260818, 0.1248267966868317]                                        |  0.1883325427770615|      0.00195312|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[1.4805961257260818, 0.1248267966868317]                                        |  0.1883325427770615|      0.00097656|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.4805154708067914, 0.1238535705566849]                                        |  0.1882667988538742|      0.00195312|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.4805154708067914, 0.1238535705566849]                                        |  0.1882667988538742|      0.00097656|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.4804809567502961, 0.1228776181519486]                                        |  0.1882012635469437|      0.00195312|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.4804809567502961, 0.1228776181519486]                                        |  0.1882012635469437|      0.00097656|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.480590797147847, 0.1219072525489555]                                         |  0.1881354004144669|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[1.480590797147847, 0.1219072525489555]                                         |  0.1881354004144669|      0.00097656|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[1.48073343477241, 0.12094116309944]                                            |  0.1880699545145035|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[1.48073343477241, 0.12094116309944]                                            |  0.1880699545145035|      0.00097656|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.4808866780357213, 0.1199766990935507]                                        |  0.1880049705505371|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[1.4808866780357213, 0.1199766990935507]                                        |  0.1880049705505371|      0.00097656|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[1.4809459599744978, 0.1190019376005992]                                        |  0.1879399418830872|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[1.4809459599744978, 0.1190019376005992]                                        |  0.1879399418830872|      0.00097656|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.4810101529870119, 0.1180274872049655]                                        |  0.1878752112388611|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.4810101529870119, 0.1180274872049655]                                        |  0.1878752112388611|      0.00097656|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.4810583726345545, 0.1170521159002835]                                        |  0.1878107637166977|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.4810583726345545, 0.1170521159002835]                                        |  0.1878107637166977|      0.00097656|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.4812154675687417, 0.1160882717748882]                                        |  0.1877470463514328|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[1.4812154675687417, 0.1160882717748882]                                        |  0.1877470463514328|      0.00097656|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
