k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.534314069109693, 0.1547139682028088]                                         |  1.5554186105728149|      5.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[2.0000144804476694, -0.9953668387898615]                                       |  0.0000214665997191|      0.00160000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[2.0000045090243708, -0.996966807717909]                                        |  0.0000092002956080|      0.00800000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[2.0000045090243708, -0.996966807717909]                                        |  0.0000092002956080|      0.00160000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[2.0000001014888196, -0.9985668016471569]                                       |  0.0000020540576315|      0.00800000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[2.0000001014888196, -0.9985668016471569]                                       |  0.0000020540576315|      0.00160000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[2.0000001014888196, -0.9985668016471569]                                       |  0.0000020540576315|      0.00032000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[2.0000000531399453, -0.9988868016435044]                                       |  0.0000012392106328|      0.00160000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      25|[2.0000000531399453, -0.9988868016435044]                                       |  0.0000012392106328|      0.00032000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      26|[2.000000029026615, -0.9992068016425959]                                        |  0.0000006291636510|      0.00160000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      27|[2.000000029026615, -0.9992068016425959]                                        |  0.0000006291636510|      0.00032000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      28|[2.000000015497982, -0.9995268016423099]                                        |  0.0000002239166861|      0.00160000|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      29|[2.000000015497982, -0.9995268016423099]                                        |  0.0000002239166861|      0.00032000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[2.0000000080616354, -0.9998468016422235]                                       |  0.0000000234697364|      0.00160000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      31|[2.0000000080616354, -0.9998468016422235]                                       |  0.0000000234697364|      0.00032000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[2.0000000080616354, -0.9998468016422235]                                       |  0.0000000234697364|      0.00006400|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[2.00000000129962, -0.9999108016418663]                                         |  0.0000000079563467|      0.00032000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[2.00000000129962, -0.9999108016418663]                                         |  0.0000000079563467|      0.00006400|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[2.000000000165708, -0.9999748016418563]                                        |  0.0000000006349573|      0.00032000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[2.000000000165708, -0.9999748016418563]                                        |  0.0000000006349573|      0.00006400|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[2.000000000165708, -0.9999748016418563]                                        |  0.0000000006349573|      0.00001280|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.999999999988721, -0.9999876016418551]                                        |  0.0000000001537193|      0.00006400|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      39|[1.999999999988721, -0.9999876016418551]                                        |  0.0000000001537193|      0.00001280|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.999999999988721, -0.9999876016418551]                                        |  0.0000000001537193|      0.00000256|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.999999999993256, -0.9999901616418551]                                        |  0.0000000000967933|      0.00001280|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[1.999999999993256, -0.9999901616418551]                                        |  0.0000000000967933|      0.00000256|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.9999999999968603, -0.999992721641855]                                        |  0.0000000000529745|      0.00001280|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[1.9999999999968603, -0.999992721641855]                                        |  0.0000000000529745|      0.00000256|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.9999999999994933, -0.999995281641855]                                        |  0.0000000000222629|      0.00001280|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[1.9999999999994933, -0.999995281641855]                                        |  0.0000000000222629|      0.00000256|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.9999999999992406, -0.999997841641855]                                        |  0.0000000000046585|      0.00001280|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[1.9999999999992406, -0.999997841641855]                                        |  0.0000000000046585|      0.00000256|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.9999999999992406, -0.999997841641855]                                        |  0.0000000000046585|      0.00000051|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.9999999999995939, -0.999998353641855]                                        |  0.0000000000027105|      0.00000256|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      51|[1.9999999999995939, -0.999998353641855]                                        |  0.0000000000027105|      0.00000051|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.9999999999998495, -0.9999988656418549]                                       |  0.0000000000012868|      0.00000256|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      53|[1.9999999999998495, -0.9999988656418549]                                       |  0.0000000000012868|      0.00000051|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[2.0000000000000044, -0.9999993776418549]                                       |  0.0000000000003873|      0.00000256|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      55|[2.0000000000000044, -0.9999993776418549]                                       |  0.0000000000003873|      0.00000051|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[2.000000000000041, -0.9999998896418548]                                        |  0.0000000000000122|      0.00000256|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      57|[2.000000000000041, -0.9999998896418548]                                        |  0.0000000000000122|      0.00000051|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[2.000000000000041, -0.9999998896418548]                                        |  0.0000000000000122|      0.00000010|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.9999999999999662, -0.9999999920418549]                                       |  0.0000000000000001|      0.00000051|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      60|[1.9999999999999662, -0.9999999920418549]                                       |  0.0000000000000001|      0.00000010|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.9999999999999662, -0.9999999920418549]                                       |  0.0000000000000001|      0.00000002|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.9999999999999662, -0.9999999920418549]                                       |  0.0000000000000001|      0.00000000|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[2.0000000000000013, -0.9999999961378548]                                       |  0.0000000000000000|      0.00000002|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[2.0000000000000013, -0.9999999961378548]                                       |  0.0000000000000000|      0.00000000|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[2.0000000000000013, -0.9999999961378548]                                       |  0.0000000000000000|      0.00000000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[2.000000000000001, -0.9999999969570549]                                        |  0.0000000000000000|      0.00000000|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[2.000000000000001, -0.9999999969570549]                                        |  0.0000000000000000|      0.00000000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[2.0000000000000004, -0.9999999977762549]                                       |  0.0000000000000000|      0.00000000|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[2.0000000000000004, -0.9999999977762549]                                       |  0.0000000000000000|      0.00000000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[2.0, -0.999999998595455]                                                       |  0.0000000000000000|      0.00000000|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      71|[2.0, -0.999999998595455]                                                       |  0.0000000000000000|      0.00000000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[2.0, -0.999999999414655]                                                       |  0.0000000000000000|      0.00000000|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      73|[2.0, -0.999999999414655]                                                       |  0.0000000000000000|      0.00000000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[2.0, -0.999999999414655]                                                       |  0.0000000000000000|      0.00000000|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[2.0, -0.9999999995784951]                                                      |  0.0000000000000000|      0.00000000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[2.0, -0.9999999995784951]                                                      |  0.0000000000000000|      0.00000000|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[2.0, -0.9999999997423351]                                                      |  0.0000000000000000|      0.00000000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[2.0, -0.9999999997423351]                                                      |  0.0000000000000000|      0.00000000|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[2.0, -0.9999999999061752]                                                      |  0.0000000000000000|      0.00000000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[2.0, -0.9999999999061752]                                                      |  0.0000000000000000|      0.00000000|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
