k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|     10.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
      38|[1.643539380283824, 0.1934249261031846, 0.2120610662767373, 1.8057547053513099, -0.0683326305997999, 0.7258630209800478, 0.4888699447532014, 0.1514872204692428, -0.7536565412947757, -0.1906991394190291, 0.0788428210559912, 0.0560895734286908, 0.2640133118903181, -0.0386446712664587, 0.4489451244743435, 0.1411471395103191, 0.1021868317013846, 0.0567790797619636, -0.1783388694143569, 0.7674013771723543, -0.0900150541642829, 0.1976432723444095]| 12.1451282501220703|      0.01000000|[1001, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      39|[1.645688720704286, 0.1903297405858115, 0.2112417521697944, 1.8122090217194398, -0.068664200633877, 0.7270071442901663, 0.4883225876731022, 0.1495729393842767, -0.7525130663337863, -0.1916392182612215, 0.078519240851253, 0.0565823878043564, 0.2630617044342491, -0.039394835671342, 0.4505183627257138, 0.1386768074902858, 0.0988947247532518, 0.0584218474813377, -0.1786661478707592, 0.7707536862514768, -0.0892481071749308, 0.19746179593519]| 12.1450634002685547|      0.10000000|[1027, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      40|[1.645688720704286, 0.1903297405858115, 0.2112417521697944, 1.8122090217194398, -0.068664200633877, 0.7270071442901663, 0.4883225876731022, 0.1495729393842767, -0.7525130663337863, -0.1916392182612215, 0.078519240851253, 0.0565823878043564, 0.2630617044342491, -0.039394835671342, 0.4505183627257138, 0.1386768074902858, 0.0988947247532518, 0.0584218474813377, -0.1786661478707592, 0.7707536862514768, -0.0892481071749308, 0.19746179593519]| 12.1450634002685547|      0.01000000|[1053, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      41|[1.645688720704286, 0.1903297405858115, 0.2112417521697944, 1.8122090217194398, -0.068664200633877, 0.7270071442901663, 0.4883225876731022, 0.1495729393842767, -0.7525130663337863, -0.1916392182612215, 0.078519240851253, 0.0565823878043564, 0.2630617044342491, -0.039394835671342, 0.4505183627257138, 0.1386768074902858, 0.0988947247532518, 0.0584218474813377, -0.1786661478707592, 0.7707536862514768, -0.0892481071749308, 0.19746179593519]| 12.1450634002685547|      0.00100000|[1079, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      42|[1.6459265023455172, 0.1903066256428369, 0.2111199661780501, 1.8128018829872057, -0.0683819498473398, 0.7268228834105452, 0.4883894369275462, 0.1496639031194515, -0.7528905790804548, -0.1915066757904244, 0.0782997046699174, 0.0564352629917445, 0.2628954071765698, -0.0393028545963023, 0.4504298978468578, 0.1385320821995804, 0.0991108560673711, 0.0584897527343116, -0.1787364755425405, 0.7706063702412935, -0.0892601325707418, 0.1971837311145792]| 12.1450586318969727|      0.01000000|[1105, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      43|[1.6459265023455172, 0.1903066256428369, 0.2111199661780501, 1.8128018829872057, -0.0683819498473398, 0.7268228834105452, 0.4883894369275462, 0.1496639031194515, -0.7528905790804548, -0.1915066757904244, 0.0782997046699174, 0.0564352629917445, 0.2628954071765698, -0.0393028545963023, 0.4504298978468578, 0.1385320821995804, 0.0991108560673711, 0.0584897527343116, -0.1787364755425405, 0.7706063702412935, -0.0892601325707418, 0.1971837311145792]| 12.1450586318969727|      0.00100000|[1131, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      44|[1.6461935878948752, 0.1901839805449138, 0.2112764403051325, 1.8133119346540412, -0.068582414539823, 0.7269483552550796, 0.4883635036763974, 0.1498039179083004, -0.7529658145744765, -0.1914844953568947, 0.0786076077492193, 0.0562861479148542, 0.2625593952164622, -0.0390144077661701, 0.4505529796410534, 0.1386294699836034, 0.0990629026508247, 0.0585722738634836, -0.1787896356568947, 0.7708429260200202, -0.0890467082652636, 0.1974926093496538]| 12.1450548171997070|      0.01000000|[1157, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      45|[1.6461935878948752, 0.1901839805449138, 0.2112764403051325, 1.8133119346540412, -0.068582414539823, 0.7269483552550796, 0.4883635036763974, 0.1498039179083004, -0.7529658145744765, -0.1914844953568947, 0.0786076077492193, 0.0562861479148542, 0.2625593952164622, -0.0390144077661701, 0.4505529796410534, 0.1386294699836034, 0.0990629026508247, 0.0585722738634836, -0.1787896356568947, 0.7708429260200202, -0.0890467082652636, 0.1974926093496538]| 12.1450548171997070|      0.00100000|[1183, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      46|[1.6462320037751934, 0.1901073695485048, 0.211255327587502, 1.8138510327765183, -0.0684496316703942, 0.7273606433094704, 0.4885325427040998, 0.1501117090291731, -0.7528036094579437, -0.1914935303394285, 0.0784385443662333, 0.0561837685614825, 0.2625958261486415, -0.038918305043686, 0.4505745376397998, 0.1387199950127626, 0.098726797454547, 0.0586006124838874, -0.1785166897853582, 0.7706975049241431, -0.0887588817427456, 0.1976097458078005]| 12.1450519561767578|      0.01000000|[1209, 184, 0, 92]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      47|[1.6462320037751934, 0.1901073695485048, 0.211255327587502, 1.8138510327765183, -0.0684496316703942, 0.7273606433094704, 0.4885325427040998, 0.1501117090291731, -0.7528036094579437, -0.1914935303394285, 0.0784385443662333, 0.0561837685614825, 0.2625958261486415, -0.038918305043686, 0.4505745376397998, 0.1387199950127626, 0.098726797454547, 0.0586006124838874, -0.1785166897853582, 0.7706975049241431, -0.0887588817427456, 0.1976097458078005]| 12.1450519561767578|      0.00100000|[1235, 188, 0, 94]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      48|[1.6461501351256291, 0.1901217612555716, 0.211181835328158, 1.814632386307306, -0.0684311544661847, 0.7273593947844452, 0.4885624764723357, 0.1503582774672351, -0.7529580353883655, -0.1913709470092956, 0.0785464686778866, 0.0561619286463894, 0.2626387825183337, -0.0386927269575935, 0.4504574627688004, 0.1386687709114609, 0.0989155167409025, 0.0582331859679567, -0.1784570896294786, 0.7705667330166542, -0.0887904000446889, 0.1976628215648341]| 12.1450481414794922|      0.01000000|[1262, 192, 0, 96]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      49|[1.6461501351256291, 0.1901217612555716, 0.211181835328158, 1.814632386307306, -0.0684311544661847, 0.7273593947844452, 0.4885624764723357, 0.1503582774672351, -0.7529580353883655, -0.1913709470092956, 0.0785464686778866, 0.0561619286463894, 0.2626387825183337, -0.0386927269575935, 0.4504574627688004, 0.1386687709114609, 0.0989155167409025, 0.0582331859679567, -0.1784570896294786, 0.7705667330166542, -0.0887904000446889, 0.1976628215648341]| 12.1450481414794922|      0.00100000|[1288, 196, 0, 98]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      50|[1.646336467380893, 0.1898997583762269, 0.2110576768255611, 1.815161047756506, -0.068547491347938, 0.7272707928593483, 0.4888143092197045, 0.1503725813658209, -0.7534063267736106, -0.1914803182034384, 0.078523895124205, 0.0561520248618916, 0.2625447977531432, -0.0389396957197568, 0.4505224149409526, 0.1390312476600135, 0.098833933253335, 0.0583369396359707, -0.1786201992583753, 0.7706460541600109, -0.0889830512295283, 0.1974905243670487]| 12.1450452804565430|      0.01000000|[1315, 200, 0, 100]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      51|[1.646336467380893, 0.1898997583762269, 0.2110576768255611, 1.815161047756506, -0.068547491347938, 0.7272707928593483, 0.4888143092197045, 0.1503725813658209, -0.7534063267736106, -0.1914803182034384, 0.078523895124205, 0.0561520248618916, 0.2625447977531432, -0.0389396957197568, 0.4505224149409526, 0.1390312476600135, 0.098833933253335, 0.0583369396359707, -0.1786201992583753, 0.7706460541600109, -0.0889830512295283, 0.1974905243670487]| 12.1450452804565430|      0.00100000|[1341, 204, 0, 102]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      52|[1.6463153642008324, 0.1899414809222623, 0.2111955899646136, 1.8157189365958766, -0.0686125876667452, 0.7268827566403278, 0.4887962357882649, 0.1503614450677826, -0.7533460753824349, -0.1914404178973114, 0.0783948443179658, 0.0560037337050069, 0.262428992655531, -0.0390228225917761, 0.4503338440528938, 0.1392687811012632, 0.0984749024957998, 0.0578863982731549, -0.1786584661520203, 0.7706758927591274, -0.0891209304952467, 0.1974369618712173]| 12.1450433731079102|      0.01000000|[1367, 208, 0, 104]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      53|[1.6463153642008324, 0.1899414809222623, 0.2111955899646136, 1.8157189365958766, -0.0686125876667452, 0.7268827566403278, 0.4887962357882649, 0.1503614450677826, -0.7533460753824349, -0.1914404178973114, 0.0783948443179658, 0.0560037337050069, 0.262428992655531, -0.0390228225917761, 0.4503338440528938, 0.1392687811012632, 0.0984749024957998, 0.0578863982731549, -0.1786584661520203, 0.7706758927591274, -0.0891209304952467, 0.1974369618712173]| 12.1450433731079102|      0.00100000|[1393, 212, 0, 106]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      54|[1.6463900160931055, 0.1897615140021197, 0.2113367791798464, 1.8164816975749225, -0.0688472522437739, 0.72707259093684, 0.4884705025695896, 0.15025010836964, -0.7533916455194041, -0.1914669666020871, 0.0785220782403548, 0.0559403550455843, 0.2623748124459549, -0.0389898673048901, 0.4504649027359028, 0.139090306804754, 0.0985173008827914, 0.0579196853209775, -0.1786593020204864, 0.7705655752474518, -0.088983216177285, 0.1976385020689386]| 12.1450395584106445|      0.01000000|[1419, 216, 0, 108]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      55|[1.6463900160931055, 0.1897615140021197, 0.2113367791798464, 1.8164816975749225, -0.0688472522437739, 0.72707259093684, 0.4884705025695896, 0.15025010836964, -0.7533916455194041, -0.1914669666020871, 0.0785220782403548, 0.0559403550455843, 0.2623748124459549, -0.0389898673048901, 0.4504649027359028, 0.139090306804754, 0.0985173008827914, 0.0579196853209775, -0.1786593020204864, 0.7705655752474518, -0.088983216177285, 0.1976385020689386]| 12.1450395584106445|      0.00100000|[1445, 220, 0, 110]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      56|[1.6463142287480117, 0.1899883258179456, 0.2115058522738275, 1.817090518525109, -0.0688367018686116, 0.7272296501865262, 0.4884466952224499, 0.150347179245034, -0.7534345710428066, -0.1913757326784147, 0.0782486206149181, 0.0559180380991726, 0.2624833449148965, -0.0386722727455366, 0.450039105433391, 0.1391307960032898, 0.0986231874156719, 0.0578959083937782, -0.1784303347717097, 0.7705866905854827, -0.089225115128204, 0.1975706815216815]| 12.1450376510620117|      0.01000000|[1472, 224, 0, 112]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      57|[1.6463142287480117, 0.1899883258179456, 0.2115058522738275, 1.817090518525109, -0.0688367018686116, 0.7272296501865262, 0.4884466952224499, 0.150347179245034, -0.7534345710428066, -0.1913757326784147, 0.0782486206149181, 0.0559180380991726, 0.2624833449148965, -0.0386722727455366, 0.450039105433391, 0.1391307960032898, 0.0986231874156719, 0.0578959083937782, -0.1784303347717097, 0.7705866905854827, -0.089225115128204, 0.1975706815216815]| 12.1450376510620117|      0.00100000|[1498, 228, 0, 114]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      58|[1.6461512001783372, 0.1899430533594595, 0.211611299377257, 1.8178088312393539, -0.0687299457928371, 0.7272928503513083, 0.4885580887524641, 0.1503235543886323, -0.7533794261396667, -0.1912805755007566, 0.078538971218288, 0.0559855737677312, 0.2624653871707355, -0.0384327603195551, 0.450243340514158, 0.1390359219357153, 0.0985198582826972, 0.0580511873583379, -0.1781401990868499, 0.7704790574367691, -0.0892448548437896, 0.1978456691738373]| 12.1450357437133789|      0.01000000|[1524, 232, 0, 116]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      59|[1.6461512001783372, 0.1899430533594595, 0.211611299377257, 1.8178088312393539, -0.0687299457928371, 0.7272928503513083, 0.4885580887524641, 0.1503235543886323, -0.7533794261396667, -0.1912805755007566, 0.078538971218288, 0.0559855737677312, 0.2624653871707355, -0.0384327603195551, 0.450243340514158, 0.1390359219357153, 0.0985198582826972, 0.0580511873583379, -0.1781401990868499, 0.7704790574367691, -0.0892448548437896, 0.1978456691738373]| 12.1450357437133789|      0.00100000|[1550, 236, 0, 118]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      60|[1.6463272265493654, 0.18986233520186, 0.2117113317129285, 1.8184064505561603, -0.0687894072945736, 0.7272955076204394, 0.4883796855867981, 0.150447924280446, -0.7533250589206532, -0.1911615268179804, 0.0787748453320029, 0.0560654061756581, 0.2622707148630385, -0.0383381575216766, 0.4500787889042729, 0.1391693818076263, 0.0983157811914038, 0.0577506683797955, -0.1778169870560615, 0.7703448820881843, -0.0891244872227583, 0.1981692664658068]| 12.1450338363647461|      0.01000000|[1576, 240, 0, 120]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      61|[1.6463272265493654, 0.18986233520186, 0.2117113317129285, 1.8184064505561603, -0.0687894072945736, 0.7272955076204394, 0.4883796855867981, 0.150447924280446, -0.7533250589206532, -0.1911615268179804, 0.0787748453320029, 0.0560654061756581, 0.2622707148630385, -0.0383381575216766, 0.4500787889042729, 0.1391693818076263, 0.0983157811914038, 0.0577506683797955, -0.1778169870560615, 0.7703448820881843, -0.0891244872227583, 0.1981692664658068]| 12.1450338363647461|      0.00100000|[1602, 244, 0, 122]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      62|[1.6461997296079762, 0.1896805167117138, 0.2120011538311403, 1.8190588365224445, -0.0689291955486206, 0.7270772191479734, 0.4885300223481169, 0.1503545636696636, -0.7534791897759895, -0.1908908788102135, 0.0789048589169251, 0.0560059483516555, 0.2621235732021721, -0.0386000432458117, 0.4502426011053047, 0.1391760018142293, 0.0982149704873683, 0.0576576768520865, -0.1775428418072528, 0.7704451628368514, -0.0891672671229013, 0.1981227517555196]| 12.1450319290161133|      0.01000000|[1628, 248, 0, 124]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      63|[1.6461997296079762, 0.1896805167117138, 0.2120011538311403, 1.8190588365224445, -0.0689291955486206, 0.7270772191479734, 0.4885300223481169, 0.1503545636696636, -0.7534791897759895, -0.1908908788102135, 0.0789048589169251, 0.0560059483516555, 0.2621235732021721, -0.0386000432458117, 0.4502426011053047, 0.1391760018142293, 0.0982149704873683, 0.0576576768520865, -0.1775428418072528, 0.7704451628368514, -0.0891672671229013, 0.1981227517555196]| 12.1450319290161133|      0.00100000|[1654, 252, 0, 126]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      64|[1.6460236715214613, 0.1892699091830634, 0.2120414625207076, 1.8195899781384886, -0.06911362558462, 0.7271895009337581, 0.4884943421928318, 0.1504845438370846, -0.7536983242700338, -0.1904489281870185, 0.0789302003798471, 0.0558933649084387, 0.2622828606088336, -0.038727994086754, 0.4502493191823481, 0.1392182436916526, 0.0985122659845771, 0.0576072198672687, -0.1774607688522761, 0.7704176923878062, -0.0893120427868828, 0.1983023825764599]| 12.1450300216674805|      0.01000000|[1680, 256, 0, 128]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      65|[1.6460236715214613, 0.1892699091830634, 0.2120414625207076, 1.8195899781384886, -0.06911362558462, 0.7271895009337581, 0.4884943421928318, 0.1504845438370846, -0.7536983242700338, -0.1904489281870185, 0.0789302003798471, 0.0558933649084387, 0.2622828606088336, -0.038727994086754, 0.4502493191823481, 0.1392182436916526, 0.0985122659845771, 0.0576072198672687, -0.1774607688522761, 0.7704176923878062, -0.0893120427868828, 0.1983023825764599]| 12.1450300216674805|      0.00100000|[1706, 260, 0, 130]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      66|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.01000000|[1733, 264, 0, 132]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      67|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00100000|[1760, 268, 0, 134]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      68|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00010000|[1786, 272, 0, 136]                                                        |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      69|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00001000|[1812, 276, 0, 138]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      70|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000100|[1838, 280, 0, 140]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      71|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000010|[1864, 284, 0, 142]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      72|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000001|[1889, 288, 0, 144]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      73|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[1915, 292, 0, 146]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      74|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[1940, 296, 0, 148]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      75|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[1965, 300, 0, 150]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      76|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[1990, 304, 0, 152]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      77|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2015, 308, 0, 154]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      78|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2040, 312, 0, 156]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      79|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2065, 316, 0, 158]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      80|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2090, 320, 0, 160]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      81|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2115, 324, 0, 162]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      82|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2120, 328, 0, 164]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      83|[1.6458807505570012, 0.1892406701686369, 0.2118514219305391, 1.8199694982843257, -0.069339171609238, 0.7270723091396858, 0.4885146249027205, 0.1507091320449838, -0.7535121931705846, -0.1906588688803684, 0.0789695350603413, 0.0558908026548089, 0.2628690495739704, -0.0387846060423461, 0.4503013160881593, 0.1395651291706537, 0.0984531914395896, 0.0575461432078811, -0.1773103489372121, 0.7705659227702094, -0.0892385665827082, 0.1980271282748831]| 12.1450290679931641|      0.00000000|[2120, 332, 0, 166]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
