k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.329990123497039, 0.0676877716521304, -7.641311853464895]                     |  1.1131561994552612|      0.12500000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.2147312376842487, 0.0758292122074613, -7.593624264021957]                    |  1.0517575740814209|      0.25000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.50000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.25000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.06250000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.03125000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.002055375764363, -0.027473261530655, -7.524110501722195]                    |  0.9996385574340820|      0.01562500|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0039698333537578, -0.0120355545695123, -7.522643299990906]                  |  0.9990760087966919|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.0039698333537578, -0.0120355545695123, -7.522643299990906]                  |  0.9990760087966919|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0039698333537578, -0.0120355545695123, -7.522643299990906]                  |  0.9990760087966919|      0.00781250|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0035673609776631, -0.0047032389906672, -7.519976781570061]                  |  0.9989506602287292|      0.01562500|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[-0.0035673609776631, -0.0047032389906672, -7.519976781570061]                  |  0.9989506602287292|      0.00781250|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0035673609776631, -0.0047032389906672, -7.519976781570061]                  |  0.9989506602287292|      0.00390625|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[-0.002784264413051, -0.0013174533529951, -7.51819296418907]                    |  0.9989235401153564|      0.00781250|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[-0.002784264413051, -0.0013174533529951, -7.51819296418907]                    |  0.9989235401153564|      0.00390625|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.002784264413051, -0.0013174533529951, -7.51819296418907]                    |  0.9989235401153564|      0.00195312|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0015137261882601, 0.0001126937047502, -7.517799125036378]                   |  0.9989159703254700|      0.00390625|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[-0.0015137261882601, 0.0001126937047502, -7.517799125036378]                   |  0.9989159703254700|      0.00195312|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0015137261882601, 0.0001126937047502, -7.517799125036378]                   |  0.9989159703254700|      0.00097656|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0016788838867445, 0.000287652154485, -7.516852664898863]                    |  0.9989154934883118|      0.00195312|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.0016788838867445, 0.000287652154485, -7.516852664898863]                    |  0.9989154934883118|      0.00097656|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0007645543045179, 0.0002275283783758, -7.516514935920216]                   |  0.9989128708839417|      0.00195312|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[-0.0007645543045179, 0.0002275283783758, -7.516514935920216]                   |  0.9989128708839417|      0.00097656|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0007645543045179, 0.0002275283783758, -7.516514935920216]                   |  0.9989128708839417|      0.00048828|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[-0.000450834178489, -0.0001412888655448, -7.516451911304289]                   |  0.9989123940467834|      0.00097656|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[-0.000450834178489, -0.0001412888655448, -7.516451911304289]                   |  0.9989123940467834|      0.00048828|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0003780371214943, 0.0001303148369467, -7.516052723884163]                   |  0.9989119172096252|      0.00097656|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[-0.0003780371214943, 0.0001303148369467, -7.516052723884163]                   |  0.9989119172096252|      0.00048828|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[-0.0003780371214943, 0.0001303148369467, -7.516052723884163]                   |  0.9989119172096252|      0.00024414|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0004464399550907, 0.0002226650563872, -7.5158373239442815]                  |  0.9989117383956909|      0.00048828|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[-0.0001893947035354, -0.0001197158703492, -7.515602544007401]                  |  0.9989113211631775|      0.00097656|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[-0.0001893947035354, -0.0001197158703492, -7.515602544007401]                  |  0.9989113211631775|      0.00048828|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[-0.000215715941134, -0.0003323916819432, -7.515163801747395]                   |  0.9989109039306641|      0.00097656|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.0002530812765638, -0.000326277918235, -7.514307141892506]                    |  0.9989100098609924|      0.00195312|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0002530812765638, -0.000326277918235, -7.514307141892506]                    |  0.9989100098609924|      0.00097656|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[-8.38575079116e-05, 0.0001228582716948, -7.513508127965958]                    |  0.9989089965820312|      0.00195312|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[-8.38575079116e-05, 0.0001228582716948, -7.513508127965958]                    |  0.9989089965820312|      0.00097656|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0002133769497746, -0.000287019158247, -7.512631258806385]                   |  0.9989081621170044|      0.00195312|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[-0.0002133769497746, -0.000287019158247, -7.512631258806385]                   |  0.9989081621170044|      0.00097656|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0004533216127112, 0.0002089339418627, -7.511824951546324]                   |  0.9989073872566223|      0.00195312|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[-0.0004533216127112, 0.0002089339418627, -7.511824951546324]                   |  0.9989073872566223|      0.00097656|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0004533216127112, 0.0002089339418627, -7.511824951546324]                   |  0.9989073872566223|      0.00048828|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0003223760705014, 0.0002405670225856, -7.511355620967435]                   |  0.9989067912101746|      0.00097656|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[-0.0003223760705014, 0.0002405670225856, -7.511355620967435]                   |  0.9989067912101746|      0.00048828|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[-2.70609409855e-05, 9.2104465631e-05, -7.510996223662822]                      |  0.9989062547683716|      0.00097656|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[-2.70609409855e-05, 9.2104465631e-05, -7.510996223662822]                      |  0.9989062547683716|      0.00048828|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[2.36229270679e-05, -0.0002264100937182, -7.510629620062044]                    |  0.9989058971405029|      0.00097656|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[-0.0005119004815043, 4.35580458458e-05, -7.5098589020858055]                   |  0.9989052414894104|      0.00195312|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[-0.0005119004815043, 4.35580458458e-05, -7.5098589020858055]                   |  0.9989052414894104|      0.00097656|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.000106927812622, 0.0002703948676437, -7.509138297537477]                     |  0.9989042878150940|      0.00195312|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.000106927812622, 0.0002703948676437, -7.509138297537477]                     |  0.9989042878150940|      0.00097656|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.000106927812622, 0.0002703948676437, -7.509138297537477]                     |  0.9989042878150940|      0.00048828|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.000106927812622, 0.0002703948676437, -7.509138297537477]                     |  0.9989042878150940|      0.00024414|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.0002212966755475, 0.0001189724764413, -7.508984688724543]                    |  0.9989041090011597|      0.00048828|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[-9.16078039305e-05, -0.0001034960190867, -7.508682998263438]                   |  0.9989036917686462|      0.00097656|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
