k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      15|[1.4661993700975824, 0.1240629796750287, 0.3267024513364285, 1.8804678589494588, -4.24717431e-07, -2.9365509399e-06, 3.850280449e-07, 2.318368736e-07, -4.0838317728e-06, -3.1133415962e-06, 2.486898982e-06, -7.099159378e-07, -2.7197452645e-06, -3.9075025235e-06, 1.9240990266e-06, 6.0684995023e-06, -3.9359960889e-06, -4.6636601598e-06, -6.5312941389e-06, 3.1868673712e-06, -5.8364264226e-06, 7.919994e-07]| 12.1458559036254883|      0.10000000|[1921, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      16|[1.4661993700975824, 0.1240629796750287, 0.3267024513364285, 1.8804678589494588, -4.24717431e-07, -2.9365509399e-06, 3.850280449e-07, 2.318368736e-07, -4.0838317728e-06, -3.1133415962e-06, 2.486898982e-06, -7.099159378e-07, -2.7197452645e-06, -3.9075025235e-06, 1.9240990266e-06, 6.0684995023e-06, -3.9359960889e-06, -4.6636601598e-06, -6.5312941389e-06, 3.1868673712e-06, -5.8364264226e-06, 7.919994e-07]| 12.1458559036254883|      0.01000000|[2049, 0, 0, 32]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.471989893090521, 0.1244476101714245, 0.3281225789222463, 1.8884868948687203, 5.390462363e-07, -4.8478320165e-06, -1.8719264535e-06, 7.4120377677e-06, -3.4093832782e-06, -2.6096735029e-06, 2.3281193121e-06, -5.4091557814e-06, 2.5859228662e-06, -4.4100938068e-06, 7.1655537977e-06, 8.8439941627e-06, -1.9830420176e-06, -1.2156399272e-06, -8.3601343023e-06, 1.3407014909e-06, -6.6349200711e-06, 6.5099630159e-06]| 12.1454172134399414|      0.10000000|[2177, 0, 0, 34]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      18|[1.471989893090521, 0.1244476101714245, 0.3281225789222463, 1.8884868948687203, 5.390462363e-07, -4.8478320165e-06, -1.8719264535e-06, 7.4120377677e-06, -3.4093832782e-06, -2.6096735029e-06, 2.3281193121e-06, -5.4091557814e-06, 2.5859228662e-06, -4.4100938068e-06, 7.1655537977e-06, 8.8439941627e-06, -1.9830420176e-06, -1.2156399272e-06, -8.3601343023e-06, 1.3407014909e-06, -6.6349200711e-06, 6.5099630159e-06]| 12.1454172134399414|      0.01000000|[2305, 0, 0, 36]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.4777000793645112, 0.1248139175292492, 0.3295647071415402, 1.8965602741262833, 7.4018229625e-06, -4.965647256e-06, -4.7867852195e-06, 6.4550045728e-06, -7.662220814e-07, -6.836528561e-06, 1.49868922964e-05, -5.92484544e-07, 3.3623111177e-06, -5.562419888e-07, 3.3550694513e-06, 8.0385524759e-06, -1.0030712401e-05, 2.667222517e-07, -9.4938490205e-06, 3.1344182772e-06, -7.6873740715e-06, 4.1234187e-07]| 12.1450729370117188|      0.10000000|[2433, 0, 0, 38]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      20|[1.4777000793645112, 0.1248139175292492, 0.3295647071415402, 1.8965602741262833, 7.4018229625e-06, -4.965647256e-06, -4.7867852195e-06, 6.4550045728e-06, -7.662220814e-07, -6.836528561e-06, 1.49868922964e-05, -5.92484544e-07, 3.3623111177e-06, -5.562419888e-07, 3.3550694513e-06, 8.0385524759e-06, -1.0030712401e-05, 2.667222517e-07, -9.4938490205e-06, 3.1344182772e-06, -7.6873740715e-06, 4.1234187e-07]| 12.1450729370117188|      0.01000000|[2561, 0, 0, 40]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.4832829102622327, 0.1251196408674538, 0.3310382179664556, 1.9047191116913373, 1.8800531769e-06, -1.1455601746e-06, -5.0926070742e-06, -1.7009512085e-06, 3.2324448735e-06, -1.16177684201e-05, 1.46893570886e-05, 3.0177557212e-06, 4.5467265083e-06, 8.7570804781e-06, 1.11650178516e-05, -1.1219131066e-06, -5.3257335664e-06, 1.141243714e-05, -3.2219961931e-06, -2.8943702309e-06, -1.05036218498e-05, -6.0023316373e-06]| 12.1448230743408203|      0.10000000|[2689, 0, 0, 42]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      22|[1.4832829102622327, 0.1251196408674538, 0.3310382179664556, 1.9047191116913373, 1.8800531769e-06, -1.1455601746e-06, -5.0926070742e-06, -1.7009512085e-06, 3.2324448735e-06, -1.16177684201e-05, 1.46893570886e-05, 3.0177557212e-06, 4.5467265083e-06, 8.7570804781e-06, 1.11650178516e-05, -1.1219131066e-06, -5.3257335664e-06, 1.141243714e-05, -3.2219961931e-06, -2.8943702309e-06, -1.05036218498e-05, -6.0023316373e-06]| 12.1448230743408203|      0.01000000|[2817, 0, 0, 44]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.4886123514607505, 0.1253344216174372, 0.3325776091997024, 1.9130365997102292, 2.4086779147e-06, 2.2926325137e-06, -6.3222575324e-06, -5.5494613314e-06, -1.4596305717e-06, -2.0131430031e-05, 1.61342546785e-05, 1.20042395587e-05, 4.4966286188e-06, 1.05769103631e-05, 8.4864946518e-06, 9.7128009888e-06, 5.12500487e-08, -2.3963715264e-06, -1.6581284435e-06, -1.5373934174e-06, -7.7381090763e-06, -6.871483817e-07]| 12.1446657180786133|      0.10000000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      24|[1.4886123514607505, 0.1253344216174372, 0.3325776091997024, 1.9130365997102292, 2.4086779147e-06, 2.2926325137e-06, -6.3222575324e-06, -5.5494613314e-06, -1.4596305717e-06, -2.0131430031e-05, 1.61342546785e-05, 1.20042395587e-05, 4.4966286188e-06, 1.05769103631e-05, 8.4864946518e-06, 9.7128009888e-06, 5.12500487e-08, -2.3963715264e-06, -1.6581284435e-06, -1.5373934174e-06, -7.7381090763e-06, -6.871483817e-07]| 12.1446657180786133|      0.01000000|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4932482909941562, 0.1252880119233047, 0.3342221365488092, 1.9217427833237573, -7.675295454e-07, -2.97161961261e-05, -6.4329481712e-06, -3.3184327179e-06, 1.50399022086e-05, -1.90730041121e-05, 2.81367876841e-05, -1.0460261187e-06, -3.8043937836e-06, 1.05546163696e-05, 1.85176383364e-05, 1.6639177979e-05, 1.60114780323e-05, -3.20798282941e-05, 2.52531996834e-05, -5.3290619391e-06, -1.7402842058e-06, 6.5369443562e-06]| 12.1445999145507812|      0.10000000|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      26|[1.4932482909941562, 0.1252880119233047, 0.3342221365488092, 1.9217427833237573, -7.675295454e-07, -2.97161961261e-05, -6.4329481712e-06, -3.3184327179e-06, 1.50399022086e-05, -1.90730041121e-05, 2.81367876841e-05, -1.0460261187e-06, -3.8043937836e-06, 1.05546163696e-05, 1.85176383364e-05, 1.6639177979e-05, 1.60114780323e-05, -3.20798282941e-05, 2.52531996834e-05, -5.3290619391e-06, -1.7402842058e-06, 6.5369443562e-06]| 12.1445999145507812|      0.01000000|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4932482909941562, 0.1252880119233047, 0.3342221365488092, 1.9217427833237573, -7.675295454e-07, -2.97161961261e-05, -6.4329481712e-06, -3.3184327179e-06, 1.50399022086e-05, -1.90730041121e-05, 2.81367876841e-05, -1.0460261187e-06, -3.8043937836e-06, 1.05546163696e-05, 1.85176383364e-05, 1.6639177979e-05, 1.60114780323e-05, -3.20798282941e-05, 2.52531996834e-05, -5.3290619391e-06, -1.7402842058e-06, 6.5369443562e-06]| 12.1445999145507812|      0.00100000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.49304651648477, 0.1251220109367901, 0.3344633724688701, 1.922649380131921, 4.91876008526e-05, -0.0001080671463932, -9.46492935027e-05, 1.75675173817e-05, 9.35485585483e-05, -5.6570437884e-06, 0.000102844676413, -6.05969245989e-05, -4.37880501645e-05, -4.14236838769e-05, 2.64154131085e-05, -3.88218565144e-05, 8.570010312e-07, 3.8443834216e-05, 3.601560429e-07, 4.03646120229e-05, 6.05504311856e-05, 1.45730143872e-05]| 12.1445980072021484|      0.01000000|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      29|[1.49304651648477, 0.1251220109367901, 0.3344633724688701, 1.922649380131921, 4.91876008526e-05, -0.0001080671463932, -9.46492935027e-05, 1.75675173817e-05, 9.35485585483e-05, -5.6570437884e-06, 0.000102844676413, -6.05969245989e-05, -4.37880501645e-05, -4.14236838769e-05, 2.64154131085e-05, -3.88218565144e-05, 8.570010312e-07, 3.8443834216e-05, 3.601560429e-07, 4.03646120229e-05, 6.05504311856e-05, 1.45730143872e-05]| 12.1445980072021484|      0.00100000|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.492648239042555, 0.1249673891567912, 0.334617609226087, 1.923522270597023, 4.15306890348e-05, -0.0001047035321847, -7.30920873132e-05, -1.51015396223e-05, 1.49293654252e-05, -8.761047633e-07, 0.000147912534039, -6.88570692705e-05, -6.04529004929e-05, -5.42081303641e-05, 3.75509190726e-05, 6.00876983351e-05, 2.6343189842e-05, 2.57478140934e-05, -3.08361833664e-05, 3.81704185855e-05, 0.000143564674702, 6.75537583193e-05]| 12.1445960998535156|      0.01000000|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      31|[1.492648239042555, 0.1249673891567912, 0.334617609226087, 1.923522270597023, 4.15306890348e-05, -0.0001047035321847, -7.30920873132e-05, -1.51015396223e-05, 1.49293654252e-05, -8.761047633e-07, 0.000147912534039, -6.88570692705e-05, -6.04529004929e-05, -5.42081303641e-05, 3.75509190726e-05, 6.00876983351e-05, 2.6343189842e-05, 2.57478140934e-05, -3.08361833664e-05, 3.81704185855e-05, 0.000143564674702, 6.75537583193e-05]| 12.1445960998535156|      0.00100000|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.4921921925995727, 0.124630353004103, 0.334778666315661, 1.924239523520652, -0.0001642342545497, -0.0001220406545189, -0.0001003998035366, -2.0495880743e-05, 1.51430156094e-05, 7.45361554894e-05, 5.44623173666e-05, 0.0001135711707203, -9.44347018792e-05, -8.86765736711e-05, 4.7323473075e-05, -4.54496990092e-05, -5.25729245764e-05, 8.65869715383e-05, 7.19603977565e-05, -1.46809975406e-05, 0.0001109553926099, -2.72779893888e-05]| 12.1445941925048828|      0.01000000|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      33|[1.4921921925995727, 0.124630353004103, 0.334778666315661, 1.924239523520652, -0.0001642342545497, -0.0001220406545189, -0.0001003998035366, -2.0495880743e-05, 1.51430156094e-05, 7.45361554894e-05, 5.44623173666e-05, 0.0001135711707203, -9.44347018792e-05, -8.86765736711e-05, 4.7323473075e-05, -4.54496990092e-05, -5.25729245764e-05, 8.65869715383e-05, 7.19603977565e-05, -1.46809975406e-05, 0.0001109553926099, -2.72779893888e-05]| 12.1445941925048828|      0.00100000|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.4916937596061866, 0.1241640153994716, 0.3349468303043179, 1.9248765729615096, -0.0002527939704021, -0.0001482877225956, -9.30804145647e-05, 6.32728859797e-05, 3.5968396223e-05, 0.0001243422103294, 0.0002012275259083, 0.000161617506947, 7.6898431884e-06, -0.0001291027047928, -9.011673181e-06, 3.43830891379e-05, 6.7925227112e-06, 0.0001966079643411, 3.19100946327e-05, -6.82480318598e-05, 0.0001925113270908, 6.89146676687e-05]| 12.1445922851562500|      0.01000000|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      35|[1.4916937596061866, 0.1241640153994716, 0.3349468303043179, 1.9248765729615096, -0.0002527939704021, -0.0001482877225956, -9.30804145647e-05, 6.32728859797e-05, 3.5968396223e-05, 0.0001243422103294, 0.0002012275259083, 0.000161617506947, 7.6898431884e-06, -0.0001291027047928, -9.011673181e-06, 3.43830891379e-05, 6.7925227112e-06, 0.0001966079643411, 3.19100946327e-05, -6.82480318598e-05, 0.0001925113270908, 6.89146676687e-05]| 12.1445922851562500|      0.00100000|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.491116340426886, 0.1240125388388688, 0.3352137886863138, 1.9254444845914007, -0.0002845308664643, -0.0002100582247275, -0.0004254242366677, 8.20449639397e-05, 0.0001290287495181, 0.0001723425669601, 0.0001303730226253, 6.4468511363e-06, -6.1444888157e-05, -0.0002954208863876, -7.00332692214e-05, 0.000154831849912, 6.4695566158e-06, 0.0002389561391319, -4.39416120444e-05, -0.0001250277042026, 0.0002154999634329, -0.0001104985613467]| 12.1445903778076172|      0.01000000|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      37|[1.491116340426886, 0.1240125388388688, 0.3352137886863138, 1.9254444845914007, -0.0002845308664643, -0.0002100582247275, -0.0004254242366677, 8.20449639397e-05, 0.0001290287495181, 0.0001723425669601, 0.0001303730226253, 6.4468511363e-06, -6.1444888157e-05, -0.0002954208863876, -7.00332692214e-05, 0.000154831849912, 6.4695566158e-06, 0.0002389561391319, -4.39416120444e-05, -0.0001250277042026, 0.0002154999634329, -0.0001104985613467]| 12.1445903778076172|      0.00100000|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.4904018305130091, 0.1237111744578256, 0.3354391567521133, 1.9259662031916305, -0.0003443544033784, -0.0002728237155752, -0.0003955270831236, 2.85972847228e-05, 0.0001827261055857, 0.0001296739976594, -5.03304802928e-05, -4.67977298155e-05, -1.83720942193e-05, -0.0003738911324879, -7.07900766094e-05, 0.0002077735112119, -8.38100043929e-05, 0.0002768052041036, -7.3835387338e-06, -0.0001241538287975, 0.0002649633905775, -0.0001050815654871]| 12.1445884704589844|      0.01000000|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      39|[1.4904018305130091, 0.1237111744578256, 0.3354391567521133, 1.9259662031916305, -0.0003443544033784, -0.0002728237155752, -0.0003955270831236, 2.85972847228e-05, 0.0001827261055857, 0.0001296739976594, -5.03304802928e-05, -4.67977298155e-05, -1.83720942193e-05, -0.0003738911324879, -7.07900766094e-05, 0.0002077735112119, -8.38100043929e-05, 0.0002768052041036, -7.3835387338e-06, -0.0001241538287975, 0.0002649633905775, -0.0001050815654871]| 12.1445884704589844|      0.00100000|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.489664184222325, 0.1233548320973165, 0.3356056984732917, 1.926469526027385, -0.0003148562054156, -0.0002352500162611, -0.0003305596123525, 6.15823995672e-05, 0.0001800463323361, 0.0001431067685316, -0.0001575452775094, -4.18938902269e-05, 4.81650392592e-05, -0.0002965849454607, -4.7132821693e-06, 0.0002719394061562, -0.0001213939368617, 0.0003116916675041, -9.6119198275e-06, -0.0001343404175021, 0.0001818984474114, -0.0001026989931123]| 12.1445865631103516|      0.01000000|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      41|[1.489664184222325, 0.1233548320973165, 0.3356056984732917, 1.926469526027385, -0.0003148562054156, -0.0002352500162611, -0.0003305596123525, 6.15823995672e-05, 0.0001800463323361, 0.0001431067685316, -0.0001575452775094, -4.18938902269e-05, 4.81650392592e-05, -0.0002965849454607, -4.7132821693e-06, 0.0002719394061562, -0.0001213939368617, 0.0003116916675041, -9.6119198275e-06, -0.0001343404175021, 0.0001818984474114, -0.0001026989931123]| 12.1445865631103516|      0.00100000|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.4890138185872612, 0.1232010859768294, 0.3356946907664287, 1.9271542638721968, -0.0003143680710301, -0.0002566222943079, -0.0002632443361994, 0.0001266178313359, 0.0001626336248441, 0.0002511897783612, -0.0002160716016537, -3.8269092886e-06, 0.0001129992911095, -0.0001751976771815, 8.36911255589e-05, 0.0002499554820805, -0.0002589072951969, 0.0003236061179362, 3.35286571395e-05, -0.0001258385119856, 0.0001557599298201, -0.0001429248847264]| 12.1445846557617188|      0.01000000|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      43|[1.4890138185872612, 0.1232010859768294, 0.3356946907664287, 1.9271542638721968, -0.0003143680710301, -0.0002566222943079, -0.0002632443361994, 0.0001266178313359, 0.0001626336248441, 0.0002511897783612, -0.0002160716016537, -3.8269092886e-06, 0.0001129992911095, -0.0001751976771815, 8.36911255589e-05, 0.0002499554820805, -0.0002589072951969, 0.0003236061179362, 3.35286571395e-05, -0.0001258385119856, 0.0001557599298201, -0.0001429248847264]| 12.1445846557617188|      0.00100000|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.4883762682054855, 0.1229749729623524, 0.3357339417814202, 1.9277922465090653, -0.0002244653216809, -0.0002613196348072, -0.0001930420605021, 0.0001812981563196, 0.0001069019723658, 0.0003107781166076, -8.15011143424e-05, -2.6849707662e-06, 0.0001494867047582, -1.88973148523e-05, 0.0002176518706068, 0.0002990534167151, -0.0003318912634752, 0.0003901522903032, -1.76272644402e-05, -0.0001796822492045, 0.0003229652441877, -0.0002037836148411]| 12.1445827484130859|      0.01000000|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
