k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.2332456816730935, 0.3915694500784327, 0.4157409953261136, 0.3867748159017354]|  0.0037846451159567|      0.00032000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.232967388319871, 0.3916563806102624, 0.4157410464285489, 0.3866429224235929] |  0.0037696918006986|      0.00160000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[0.232967388319871, 0.3916563806102624, 0.4157410464285489, 0.3866429224235929] |  0.0037696918006986|      0.00032000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.2326917580960753, 0.3917454979268413, 0.4157389371096672, 0.3865069752485948]|  0.0037551068235189|      0.00160000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[0.2326917580960753, 0.3917454979268413, 0.4157389371096672, 0.3865069752485948]|  0.0037551068235189|      0.00032000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2324206785868561, 0.3918392461371504, 0.4157378919212942, 0.3863651088314038]|  0.0037408766802400|      0.00160000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[0.2324206785868561, 0.3918392461371504, 0.4157378919212942, 0.3863651088314038]|  0.0037408766802400|      0.00032000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.2321518027386466, 0.3919319983967164, 0.4157381671463257, 0.3862184707707028]|  0.0037269934546202|      0.00160000|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[0.2321518027386466, 0.3919319983967164, 0.4157381671463257, 0.3862184707707028]|  0.0037269934546202|      0.00032000|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.2319086937605633, 0.3920317804726896, 0.4156887986005145, 0.3860426745569372]|  0.0037136343307793|      0.00160000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[0.2319086937605633, 0.3920317804726896, 0.4156887986005145, 0.3860426745569372]|  0.0037136343307793|      0.00032000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.2316470235741693, 0.3921359763811852, 0.4156830169830477, 0.3858908901733374]|  0.0037003667093813|      0.00160000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[0.2316470235741693, 0.3921359763811852, 0.4156830169830477, 0.3858908901733374]|  0.0037003667093813|      0.00032000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.2313888338548299, 0.3922408745996754, 0.4156783361383688, 0.3857336880032566]|  0.0036874089855701|      0.00160000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[0.2313888338548299, 0.3922408745996754, 0.4156783361383688, 0.3857336880032566]|  0.0036874089855701|      0.00032000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.2311343730582728, 0.3923486079453343, 0.415674778707873, 0.3855723480703914] |  0.0036747502163053|      0.00160000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.2311343730582728, 0.3923486079453343, 0.415674778707873, 0.3855723480703914] |  0.0036747502163053|      0.00032000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2310245668735232, 0.3924111497014855, 0.4156683231512377, 0.385278427236974] |  0.0036645862273872|      0.00160000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[0.2310245668735232, 0.3924111497014855, 0.4156683231512377, 0.385278427236974] |  0.0036645862273872|      0.00032000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[0.2307772295443079, 0.3925255175361589, 0.4156603309076861, 0.3851108552583746]|  0.0036523069720715|      0.00160000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2307772295443079, 0.3925255175361589, 0.4156603309076861, 0.3851108552583746]|  0.0036523069720715|      0.00032000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2305349291346923, 0.3926439613144641, 0.415652125347583, 0.3849388254596062] |  0.0036402917467058|      0.00160000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2305349291346923, 0.3926439613144641, 0.415652125347583, 0.3849388254596062] |  0.0036402917467058|      0.00032000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2302994660452294, 0.3927671429540193, 0.415643825449221, 0.3847607397250167] |  0.0036285249516368|      0.00160000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[0.2302994660452294, 0.3927671429540193, 0.415643825449221, 0.3847607397250167] |  0.0036285249516368|      0.00032000|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[0.2300664800268768, 0.3928935357734263, 0.4156337234591427, 0.384581741623767] |  0.0036169958766550|      0.00160000|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[0.2300664800268768, 0.3928935357734263, 0.4156337234591427, 0.384581741623767] |  0.0036169958766550|      0.00032000|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2298395713130932, 0.3930199231273176, 0.41562172756357, 0.3843952080587583]  |  0.0036056900862604|      0.00160000|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[0.2298395713130932, 0.3930199231273176, 0.41562172756357, 0.3843952080587583]  |  0.0036056900862604|      0.00032000|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.2296215746221039, 0.3931530953921559, 0.4156111107907712, 0.3842027765781453]|  0.0035945891868323|      0.00160000|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[0.2296215746221039, 0.3931530953921559, 0.4156111107907712, 0.3842027765781453]|  0.0035945891868323|      0.00032000|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.2294019264164914, 0.3932863310537101, 0.4155991984916559, 0.3840123533091072]|  0.0035836908500642|      0.00160000|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[0.2294019264164914, 0.3932863310537101, 0.4155991984916559, 0.3840123533091072]|  0.0035836908500642|      0.00032000|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[0.2291945376032944, 0.3934266430488987, 0.4155853504615886, 0.383813580433115] |  0.0035729685332626|      0.00160000|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[0.2291945376032944, 0.3934266430488987, 0.4155853504615886, 0.383813580433115] |  0.0035729685332626|      0.00032000|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.2289881057503331, 0.3935661670224365, 0.4155705017415092, 0.3836133344184151]|  0.0035624194424599|      0.00160000|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[0.2289881057503331, 0.3935661670224365, 0.4155705017415092, 0.3836133344184151]|  0.0035624194424599|      0.00032000|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.2290400343349362, 0.3937795141490262, 0.4156745459048593, 0.3834051008050146]|  0.0035560769028962|      0.00160000|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[0.2290400343349362, 0.3937795141490262, 0.4156745459048593, 0.3834051008050146]|  0.0035560769028962|      0.00032000|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[0.2288414240593997, 0.3939235436524521, 0.4156584739456227, 0.3832002809995258]|  0.0035456102341413|      0.00160000|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
