k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00048828|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00024414|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.0077652374421833, -0.024393235141226]                                        |  0.0000011448490795|      0.00048828|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[0.0077652374421833, -0.024393235141226]                                        |  0.0000011448490795|      0.00024414|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.0077328409383708, -0.0241512535069722]                                       |  0.0000011011413790|      0.00048828|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[0.0077328409383708, -0.0241512535069722]                                       |  0.0000011011413790|      0.00024414|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.0077001882724877, -0.0239093063057359]                                       |  0.0000010587052657|      0.00048828|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[0.0077001882724877, -0.0239093063057359]                                       |  0.0000010587052657|      0.00024414|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.0076672677547787, -0.023667395404185]                                        |  0.0000010175157286|      0.00048828|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[0.0076672677547787, -0.023667395404185]                                        |  0.0000010175157286|      0.00024414|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0076340852322109, -0.0234255203021769]                                       |  0.0000009775477565|      0.00048828|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[0.0076340852322109, -0.0234255203021769]                                       |  0.0000009775477565|      0.00024414|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0076340852322109, -0.0234255203021769]                                       |  0.0000009775477565|      0.00012207|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      26|[0.0076173561697845, -0.0233046017359259]                                       |  0.0000009580141977|      0.00024414|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      27|[0.0076173561697845, -0.0233046017359259]                                       |  0.0000009580141977|      0.00012207|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      28|[0.007600557815832, -0.0231836927763806]                                        |  0.0000009387767932|      0.00024414|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      29|[0.007600557815832, -0.0231836927763806]                                        |  0.0000009387767932|      0.00012207|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[0.0075836891845993, -0.0230627936015522]                                       |  0.0000009198325870|      0.00024414|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      31|[0.0075836891845993, -0.0230627936015522]                                       |  0.0000009198325870|      0.00012207|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[0.0075667500819812, -0.0229419042802855]                                       |  0.0000009011785096|      0.00024414|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      33|[0.0075667500819812, -0.0229419042802855]                                       |  0.0000009011785096|      0.00012207|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[0.0075497392557756, -0.0228210250306781]                                       |  0.0000008828115483|      0.00024414|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      35|[0.0075497392557756, -0.0228210250306781]                                       |  0.0000008828115483|      0.00012207|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[0.007532656204346, -0.0227001559670278]                                        |  0.0000008647287473|      0.00024414|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      37|[0.007532656204346, -0.0227001559670278]                                        |  0.0000008647287473|      0.00012207|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[0.0075155009886402, -0.0225792971247036]                                       |  0.0000008469271506|      0.00024414|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      39|[0.0075155009886402, -0.0225792971247036]                                       |  0.0000008469271506|      0.00012207|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[0.0074982717727283, -0.0224584488093951]                                       |  0.0000008294036888|      0.00024414|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      41|[0.0074982717727283, -0.0224584488093951]                                       |  0.0000008294036888|      0.00012207|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[0.0074809690960836, -0.0223376109900885]                                       |  0.0000008121555766|      0.00024414|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      43|[0.0074809690960836, -0.0223376109900885]                                       |  0.0000008121555766|      0.00012207|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      44|[0.0074635915741492, -0.0222167839114791]                                       |  0.0000007951797443|      0.00024414|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      45|[0.0074635915741492, -0.0222167839114791]                                       |  0.0000007951797443|      0.00012207|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      46|[0.0074461379715265, -0.0220959677993527]                                       |  0.0000007784733498|      0.00024414|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      47|[0.0074461379715265, -0.0220959677993527]                                       |  0.0000007784733498|      0.00012207|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[0.0074286074314548, -0.0219751628269441]                                       |  0.0000007620334941|      0.00024414|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      49|[0.0074286074314548, -0.0219751628269441]                                       |  0.0000007620334941|      0.00012207|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[0.0074109993617215, -0.0218543691306098]                                       |  0.0000007458573350|      0.00024414|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      51|[0.0074109993617215, -0.0218543691306098]                                       |  0.0000007458573350|      0.00012207|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[0.007393313693541, -0.0217335867712403]                                        |  0.0000007299419167|      0.00024414|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      53|[0.007393313693541, -0.0217335867712403]                                        |  0.0000007299419167|      0.00012207|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[0.0073755486696311, -0.021612816058237]                                        |  0.0000007142844538|      0.00024414|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      55|[0.0073755486696311, -0.021612816058237]                                        |  0.0000007142844538|      0.00012207|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[0.0073577044452614, -0.0214920570219271]                                       |  0.0000006988821610|      0.00024414|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      57|[0.0073577044452614, -0.0214920570219271]                                       |  0.0000006988821610|      0.00012207|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.0073397803833402, -0.0213713098099589]                                       |  0.0000006837321394|      0.00024414|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[0.0073397803833402, -0.0213713098099589]                                       |  0.0000006837321394|      0.00012207|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[0.007321774880326, -0.0212505747154128]                                        |  0.0000006688316034|      0.00024414|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      61|[0.007321774880326, -0.0212505747154128]                                        |  0.0000006688316034|      0.00012207|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.0073036879594076, -0.021129851790972]                                        |  0.0000006541777680|      0.00024414|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      63|[0.0073036879594076, -0.021129851790972]                                        |  0.0000006541777680|      0.00012207|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.0072855173456367, -0.0210091414352065]                                       |  0.0000006397679044|      0.00024414|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      65|[0.0072855173456367, -0.0210091414352065]                                       |  0.0000006397679044|      0.00012207|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[0.0072672638138402, -0.0208884435902763]                                       |  0.0000006255992844|      0.00024414|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[0.0072672638138402, -0.0208884435902763]                                       |  0.0000006255992844|      0.00012207|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.0072489244867003, -0.0207677587516515]                                       |  0.0000006116690656|      0.00024414|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[0.0072489244867003, -0.0207677587516515]                                       |  0.0000006116690656|      0.00012207|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.0072305000228844, -0.020647086881164]                                        |  0.0000005979746334|      0.00024414|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      71|[0.0072305000228844, -0.020647086881164]                                        |  0.0000005979746334|      0.00012207|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[0.007211988896181, -0.0205264282744174]                                        |  0.0000005845132591|      0.00024414|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      73|[0.007211988896181, -0.0205264282744174]                                        |  0.0000005845132591|      0.00012207|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[0.0071933913520949, -0.0204057829572774]                                       |  0.0000005712822144|      0.00024414|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      75|[0.0071933913520949, -0.0204057829572774]                                       |  0.0000005712822144|      0.00012207|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[0.0071747047353647, -0.0202851514044025]                                       |  0.0000005582788276|      0.00024414|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      77|[0.0071747047353647, -0.0202851514044025]                                       |  0.0000005582788276|      0.00012207|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[0.0071559288836888, -0.0201645337084052]                                       |  0.0000005455004839|      0.00024414|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      79|[0.0071559288836888, -0.0201645337084052]                                       |  0.0000005455004839|      0.00012207|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[0.0071370640328691, -0.0200439299000184]                                       |  0.0000005329445116|      0.00024414|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
