k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.596442660672993, -0.195197347337856]                                         | 40.5792617797851562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.2762619545836745, -0.775996498345689]                                        |  0.7992005944252014|      0.12500000|[87, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2762619545836745, -0.775996498345689]                                        |  0.7992005944252014|      0.06250000|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.2225143946030735, -0.7440990094769441]                                       |  0.7814671993255615|      0.12500000|[99, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[0.2225143946030735, -0.7440990094769441]                                       |  0.7814671993255615|      0.06250000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.1765157562199717, -0.7017861832075889]                                       |  0.7738866806030273|      0.12500000|[112, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      18|[0.1765157562199717, -0.7017861832075889]                                       |  0.7738866806030273|      0.06250000|[118, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1765157562199717, -0.7017861832075889]                                       |  0.7738866806030273|      0.03125000|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.1765157562199717, -0.7017861832075889]                                       |  0.7738866806030273|      0.01562500|[132, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.1765157562199717, -0.7017861832075889]                                       |  0.7738866806030273|      0.00781250|[138, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.1687222752772829, -0.7023309868841053]                                       |  0.7734838724136353|      0.01562500|[144, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.1687222752772829, -0.7023309868841053]                                       |  0.7734838724136353|      0.00781250|[151, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1618836259794836, -0.6985536820206202]                                       |  0.7732672095298767|      0.01562500|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.1618836259794836, -0.6985536820206202]                                       |  0.7732672095298767|      0.00781250|[165, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.1618836259794836, -0.6985536820206202]                                       |  0.7732672095298767|      0.00390625|[171, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.1585449094717497, -0.6965259342198606]                                       |  0.7732149958610535|      0.00781250|[177, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.1585449094717497, -0.6965259342198606]                                       |  0.7732149958610535|      0.00390625|[183, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1585449094717497, -0.6965259342198606]                                       |  0.7732149958610535|      0.00195312|[189, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.1566737143990832, -0.6959661786788846]                                       |  0.7732031345367432|      0.00390625|[194, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.1566737143990832, -0.6959661786788846]                                       |  0.7732031345367432|      0.00195312|[201, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.1566737143990832, -0.6959661786788846]                                       |  0.7732031345367432|      0.00097656|[209, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.1560102944785907, -0.6952495558174714]                                       |  0.7731999754905701|      0.00195312|[215, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.1560102944785907, -0.6952495558174714]                                       |  0.7731999754905701|      0.00097656|[222, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.1560102944785907, -0.6952495558174714]                                       |  0.7731999754905701|      0.00048828|[229, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.1556777578456614, -0.6948920114609761]                                       |  0.7731992602348328|      0.00097656|[237, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      37|[0.1556777578456614, -0.6948920114609761]                                       |  0.7731992602348328|      0.00048828|[243, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1556777578456614, -0.6948920114609761]                                       |  0.7731992602348328|      0.00024414|[250, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00048828|[257, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      40|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00024414|[263, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00012207|[269, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00006104|[275, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00003052|[283, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00001526|[290, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000763|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000381|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000191|[306, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000095|[311, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000048|[317, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000024|[322, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000012|[328, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000006|[333, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000003|[338, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000001|[344, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000001|[350, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[355, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[361, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[366, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[371, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[376, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[381, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[386, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[391, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1556018972188478, -0.6946599558424817]                                       |  0.7731990814208984|      0.00000000|[397, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
