k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|     10.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      0.10000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.4247398910506017, 0.21966552001677]                                         | 10.8086767196655273|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[-0.4247398910506017, 0.21966552001677]                                         | 10.8086767196655273|      0.10000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.2997278021448352, -0.0338258098783739]                                      |  1.6940523386001587|      0.01000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-0.2933318387068555, -0.0261387004281302]                                      |  1.6727881431579590|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[-0.2933318387068555, -0.0261387004281302]                                      |  1.6727881431579590|      0.01000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.2838092842833947, -0.0291917247077957]                                      |  1.6521750688552856|      0.10000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[-0.2838092842833947, -0.0291917247077957]                                      |  1.6521750688552856|      0.01000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.2750737179597174, -0.0243244995224734]                                      |  1.6270456314086914|      0.10000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[-0.2750737179597174, -0.0243244995224734]                                      |  1.6270456314086914|      0.01000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.2651802803805331, -0.0228685143347796]                                      |  1.6024627685546875|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[-0.2651802803805331, -0.0228685143347796]                                      |  1.6024627685546875|      0.01000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.2552059549692343, -0.0235846376408658]                                      |  1.5803904533386230|      0.10000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[-0.2552059549692343, -0.0235846376408658]                                      |  1.5803904533386230|      0.01000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.2454449873851807, -0.0214112734691141]                                      |  1.5555220842361450|      0.10000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[-0.2454449873851807, -0.0214112734691141]                                      |  1.5555220842361450|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.2385428568532139, -0.0141752114102527]                                      |  1.5340245962142944|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.2385428568532139, -0.0141752114102527]                                      |  1.5340245962142944|      0.01000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.228555100220438, -0.0136805221699804]                                       |  1.5096508264541626|      0.10000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[-0.228555100220438, -0.0136805221699804]                                       |  1.5096508264541626|      0.01000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[-0.2185607245253295, -0.013345179859761]                                       |  1.4857339859008789|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.2185607245253295, -0.013345179859761]                                       |  1.4857339859008789|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[-0.208861859973263, -0.010909604691414]                                        |  1.4616703987121582|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[-0.208861859973263, -0.010909604691414]                                        |  1.4616703987121582|      0.01000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.1989749127509506, -0.00941017992731]                                        |  1.4377757310867310|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[-0.1989749127509506, -0.00941017992731]                                        |  1.4377757310867310|      0.01000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[-0.1891965958450093, -0.0115041041109856]                                      |  1.4164274930953979|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[-0.1891965958450093, -0.0115041041109856]                                      |  1.4164274930953979|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.1814946156563532, -0.0051260557281689]                                      |  1.3960021734237671|      0.10000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[-0.1814946156563532, -0.0051260557281689]                                      |  1.3960021734237671|      0.01000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.17166614662181, -0.003281822435707]                                         |  1.3731173276901245|      0.10000000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[-0.17166614662181, -0.003281822435707]                                         |  1.3731173276901245|      0.01000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.1617938055579432, -0.0016890632201666]                                      |  1.3504132032394409|      0.10000000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.1617938055579432, -0.0016890632201666]                                      |  1.3504132032394409|      0.01000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[-0.1520140258379676, -0.0037761445862744]                                      |  1.3271431922912598|      0.10000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[-0.0554019017094741, 0.0220327196154018]                                       |  1.1631695032119751|      1.00000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[-0.0554019017094741, 0.0220327196154018]                                       |  1.1631695032119751|      0.10000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[-0.0554019017094741, 0.0220327196154018]                                       |  1.1631695032119751|      0.01000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0512173950198919, 0.0129503243495679]                                       |  1.1221789121627808|      0.10000000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[-0.0512173950198919, 0.0129503243495679]                                       |  1.1221789121627808|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[-0.044841169854686, 0.0052468347089832]                                        |  1.0945414304733276|      0.10000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[-0.044841169854686, 0.0052468347089832]                                        |  1.0945414304733276|      0.01000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[-0.035311265122058, 0.0022168321038629]                                        |  1.0723805427551270|      0.10000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[-0.035311265122058, 0.0022168321038629]                                        |  1.0723805427551270|      0.01000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0255337734486195, 0.0001190579082356]                                       |  1.0517213344573975|      0.10000000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[-0.0255337734486195, 0.0001190579082356]                                       |  1.0517213344573975|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[-0.0156173060497635, -0.0011707770918427]                                      |  1.0316146612167358|      0.10000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[-0.0156173060497635, -0.0011707770918427]                                      |  1.0316146612167358|      0.01000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[-0.0056772784402076, -7.72273118757e-05]                                       |  1.0113873481750488|      0.10000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[-0.0056772784402076, -7.72273118757e-05]                                       |  1.0113873481750488|      0.01000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0043041708818994, 0.0005315989607255]                                        |  0.9914384484291077|      0.10000000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0043041708818994, 0.0005315989607255]                                        |  0.9914384484291077|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.0143033193534666, 0.0004011005179905]                                        |  0.9716138243675232|      0.10000000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.0143033193534666, 0.0004011005179905]                                        |  0.9716138243675232|      0.01000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.0233190382907278, 0.0047273936246015]                                        |  0.9561285376548767|      0.10000000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.1230197413326341, 0.0124584875284167]                                        |  0.7803234457969666|      1.00000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.1230197413326341, 0.0124584875284167]                                        |  0.7803234457969666|      0.10000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.1230197413326341, 0.0124584875284167]                                        |  0.7803234457969666|      0.01000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.1306574119016545, 0.006003567832625]                                         |  0.7571801543235779|      0.10000000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.1306574119016545, 0.006003567832625]                                         |  0.7571801543235779|      0.01000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1389777465751101, 0.0004563134737829]                                        |  0.7418557405471802|      0.10000000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.1389777465751101, 0.0004563134737829]                                        |  0.7418557405471802|      0.01000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1475768781231966, 0.0055607171234468]                                        |  0.7271758317947388|      0.10000000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.1475768781231966, 0.0055607171234468]                                        |  0.7271758317947388|      0.01000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.1571136980093716, 0.0085688837509224]                                        |  0.7126574516296387|      0.10000000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.1571136980093716, 0.0085688837509224]                                        |  0.7126574516296387|      0.01000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1659593973449794, 0.0039048079299235]                                        |  0.6956681013107300|      0.10000000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.1659593973449794, 0.0039048079299235]                                        |  0.6956681013107300|      0.01000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
