k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|     10.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
      70|[-1.1176952496788433, 2.073508645463436, 2.2270904003049568, 5.881295908256326, 3.4090248732878763, 8.565830156863427]|  9.5320091247558594|      0.01000000|[755, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      71|[-1.1162983844866008, 2.081607824880934, 2.2225586935794386, 5.8829263665841625, 3.4059836530692804, 8.565739163594671]|  9.4774255752563477|      0.10000000|[766, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[-1.0738764675747254, 2.134451159204365, 2.1885915030549614, 5.8880495417215055, 3.378737279428031, 8.506700353046934]|  9.0166120529174805|      1.00000000|[777, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[-1.0738764675747254, 2.134451159204365, 2.1885915030549614, 5.8880495417215055, 3.378737279428031, 8.506700353046934]|  9.0166120529174805|      0.10000000|[787, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[-1.0757893568779964, 2.15636708626823, 2.14193218393415, 5.8502675604372145, 3.306432193205713, 8.48055771868764]|  8.4497222900390625|      1.00000000|[798, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[-1.0757893568779964, 2.15636708626823, 2.14193218393415, 5.8502675604372145, 3.306432193205713, 8.48055771868764]|  8.4497222900390625|      0.10000000|[809, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[-1.0757893568779964, 2.15636708626823, 2.14193218393415, 5.8502675604372145, 3.306432193205713, 8.48055771868764]|  8.4497222900390625|      0.01000000|[820, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      77|[-1.0781915570144351, 2.1617018523264457, 2.14041930536794, 5.846112868831846, 3.299872725658888, 8.478770870283624]|  8.4024295806884766|      0.10000000|[830, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      78|[-1.0515827863871543, 2.1935389084488297, 2.090425920571771, 5.874011096477283, 3.2294468023483076, 8.472374396264074]|  7.8935718536376953|      1.00000000|[840, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[-1.0515827863871543, 2.1935389084488297, 2.090425920571771, 5.874011096477283, 3.2294468023483076, 8.472374396264074]|  7.8935718536376953|      0.10000000|[852, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[-1.0515827863871543, 2.1935389084488297, 2.090425920571771, 5.874011096477283, 3.2294468023483076, 8.472374396264074]|  7.8935718536376953|      0.01000000|[863, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
