k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1602185960224092, -0.0016551106750512]                                       |  0.7085596919059753|      0.01562500|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.1758267012073029, -0.0023815248388008]                                       |  0.6853725314140320|      0.03125000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.1978482981559796, 0.0197907950179492]                                        |  0.6579585075378418|      0.06250000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.1978482981559796, 0.0197907950179492]                                        |  0.6579585075378418|      0.03125000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.2145800636826954, -0.0066025852573964]                                       |  0.6440528631210327|      0.06250000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.2145800636826954, -0.0066025852573964]                                       |  0.6440528631210327|      0.03125000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.2185779223232029, 0.0243906337798466]                                        |  0.6300745606422424|      0.06250000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.2185779223232029, 0.0243906337798466]                                        |  0.6300745606422424|      0.03125000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2185779223232029, 0.0243906337798466]                                        |  0.6300745606422424|      0.01562500|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.2269539555807133, 0.0112003839008989]                                        |  0.5976241827011108|      0.03125000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.2572843025168647, 0.0187258443341673]                                        |  0.5519138574600220|      0.06250000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.2572843025168647, 0.0187258443341673]                                        |  0.5519138574600220|      0.03125000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2572843025168647, 0.0187258443341673]                                        |  0.5519138574600220|      0.01562500|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.2727117746093076, 0.0162492075346152]                                        |  0.5305745601654053|      0.03125000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.2727117746093076, 0.0162492075346152]                                        |  0.5305745601654053|      0.01562500|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.2867246856322235, 0.0231614394219178]                                        |  0.5087785124778748|      0.03125000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.2867246856322235, 0.0231614394219178]                                        |  0.5087785124778748|      0.01562500|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.3020189642183475, 0.0263591991893222]                                        |  0.4873190522193909|      0.03125000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.3327650234311918, 0.0319486842175041]                                        |  0.4476027786731720|      0.06250000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.3327650234311918, 0.0319486842175041]                                        |  0.4476027786731720|      0.03125000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.3327650234311918, 0.0319486842175041]                                        |  0.4476027786731720|      0.01562500|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.3483378642849908, 0.0332243223880871]                                        |  0.4328406453132629|      0.03125000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.3483378642849908, 0.0332243223880871]                                        |  0.4328406453132629|      0.01562500|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.3566055019213055, 0.0464827835700868]                                        |  0.4140851199626923|      0.03125000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.3566055019213055, 0.0464827835700868]                                        |  0.4140851199626923|      0.01562500|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.3566055019213055, 0.0464827835700868]                                        |  0.4140851199626923|      0.00781250|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.3635994845562039, 0.0499640711411931]                                        |  0.4053645431995392|      0.01562500|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.3635994845562039, 0.0499640711411931]                                        |  0.4053645431995392|      0.00781250|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.3713392416985848, 0.0510277043613233]                                        |  0.3952174782752991|      0.01562500|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.3713392416985848, 0.0510277043613233]                                        |  0.3952174782752991|      0.00781250|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.3791457436796843, 0.0513337812619369]                                        |  0.3864642679691315|      0.01562500|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.3909642884105208, 0.061554477199358]                                         |  0.3712464869022369|      0.03125000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.3909642884105208, 0.061554477199358]                                         |  0.3712464869022369|      0.01562500|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.4064577004974432, 0.0595309142759961]                                        |  0.3580975234508514|      0.03125000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.4064577004974432, 0.0595309142759961]                                        |  0.3580975234508514|      0.01562500|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.4064577004974432, 0.0595309142759961]                                        |  0.3580975234508514|      0.00781250|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.4097536526018286, 0.0666141237163273]                                        |  0.3488671779632568|      0.01562500|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.420918750220157, 0.0775448702678305]                                         |  0.3362169563770294|      0.03125000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.420918750220157, 0.0775448702678305]                                         |  0.3362169563770294|      0.01562500|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.420918750220157, 0.0775448702678305]                                         |  0.3362169563770294|      0.00781250|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.4281660136230619, 0.0746272806087259]                                        |  0.3284892737865448|      0.01562500|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.4436994115039704, 0.0763167110670129]                                        |  0.3216453194618225|      0.03125000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.4436994115039704, 0.0763167110670129]                                        |  0.3216453194618225|      0.01562500|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
