k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3732509483543116, 0.0902482036024968, -0.0142250356926007, 0.3436863049799362, 0.2736981244071083, 0.2399919226789142, 0.1355096331844372, -0.1564786827151692, -0.339238542494964, 0.0292591303619258, 0.0940945661316512, -0.09187195941532, 0.0840972110461017, -0.2916560829006258, 0.1467630965937028, 0.0695321095342404, -0.0538679644993809, 0.1419179309145853, -0.1373014939178248, 0.3574997616918205, -0.1704804537123533, 0.3291723782244741]| 13.9612646102905273|     10.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[1.3434977549715166, 0.171295335360821, 0.12969705272967, 1.4761077398176525, -0.1311517603435184, 0.7352020422050118, 0.5028877595026219, 0.1231035831491095, -0.7668052976811669, -0.2265674285675171, 0.1139876318477273, 0.1235235248141215, 0.3033937529350225, -0.0884269190195174, 0.4518161591311265, 0.2082799565810128, 0.096321643897789, 0.081266880922301, -0.1649458675910489, 0.7783847826263336, -0.1139086821196003, 0.213760915297312]| 12.2470903396606445|      1.00000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[1.3434977549715166, 0.171295335360821, 0.12969705272967, 1.4761077398176525, -0.1311517603435184, 0.7352020422050118, 0.5028877595026219, 0.1231035831491095, -0.7668052976811669, -0.2265674285675171, 0.1139876318477273, 0.1235235248141215, 0.3033937529350225, -0.0884269190195174, 0.4518161591311265, 0.2082799565810128, 0.096321643897789, 0.081266880922301, -0.1649458675910489, 0.7783847826263336, -0.1139086821196003, 0.213760915297312]| 12.2470903396606445|      0.10000000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.3926849044151808, 0.1760006174595903, 0.1285041811783574, 1.5025912356328308, -0.149809909732034, 0.7336785470941194, 0.4630787578539805, 0.1377626306648747, -0.7250344139252543, -0.2193274084594138, 0.1032997426631063, 0.1144347647342601, 0.298859143029131, -0.0702409788281202, 0.464209588908589, 0.2022559378910231, 0.084820796119475, 0.0522995492237069, -0.1853272783520922, 0.8007058257037234, -0.1154002455045914, 0.230587224839234]| 12.2260951995849609|      1.00000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[1.3926849044151808, 0.1760006174595903, 0.1285041811783574, 1.5025912356328308, -0.149809909732034, 0.7336785470941194, 0.4630787578539805, 0.1377626306648747, -0.7250344139252543, -0.2193274084594138, 0.1032997426631063, 0.1144347647342601, 0.298859143029131, -0.0702409788281202, 0.464209588908589, 0.2022559378910231, 0.084820796119475, 0.0522995492237069, -0.1853272783520922, 0.8007058257037234, -0.1154002455045914, 0.230587224839234]| 12.2260951995849609|      0.10000000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.4268409796060066, 0.1866427993144467, 0.158798661467474, 1.5546872993319458, -0.128819535390434, 0.743049813415745, 0.4610356468807382, 0.1266278514807952, -0.7387305407042382, -0.2255844988896188, 0.0915688313555634, 0.1111398139398747, 0.297481861993468, -0.0578396260653392, 0.4559796764968262, 0.1857812122272909, 0.0876142446572204, 0.0680730672670197, -0.2178697726937685, 0.7575785579119096, -0.1085216501575847, 0.2489946970625085]| 12.2023124694824219|      1.00000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[1.4268409796060066, 0.1866427993144467, 0.158798661467474, 1.5546872993319458, -0.128819535390434, 0.743049813415745, 0.4610356468807382, 0.1266278514807952, -0.7387305407042382, -0.2255844988896188, 0.0915688313555634, 0.1111398139398747, 0.297481861993468, -0.0578396260653392, 0.4559796764968262, 0.1857812122272909, 0.0876142446572204, 0.0680730672670197, -0.2178697726937685, 0.7575785579119096, -0.1085216501575847, 0.2489946970625085]| 12.2023124694824219|      0.10000000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.4577516730162985, 0.2077029217368808, 0.1777326307132828, 1.5991235123679752, -0.1323285403911925, 0.7216958701780873, 0.4959469206252552, 0.1784012972718423, -0.7112621396036333, -0.2318622812158447, 0.0921708128161343, 0.0904189219564868, 0.2873742486231369, -0.0487620071921374, 0.4503424670519816, 0.1889662762498817, 0.0811436172590475, 0.0852695133637649, -0.214034883800417, 0.7657393576133125, -0.1096529753785285, 0.2544750706051371]| 12.1850776672363281|      1.00000000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[1.4577516730162985, 0.2077029217368808, 0.1777326307132828, 1.5991235123679752, -0.1323285403911925, 0.7216958701780873, 0.4959469206252552, 0.1784012972718423, -0.7112621396036333, -0.2318622812158447, 0.0921708128161343, 0.0904189219564868, 0.2873742486231369, -0.0487620071921374, 0.4503424670519816, 0.1889662762498817, 0.0811436172590475, 0.0852695133637649, -0.214034883800417, 0.7657393576133125, -0.1096529753785285, 0.2544750706051371]| 12.1850776672363281|      0.10000000|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.528918705931821, 0.2080416296092986, 0.1986247322188247, 1.6223422866229875, -0.1440551190218637, 0.7413867855391469, 0.4738527181903319, 0.1828419967431091, -0.7017831997973879, -0.212970449755939, 0.0919753987884501, 0.0804768329256069, 0.2795491089132408, -0.0600422132792404, 0.4263892543490994, 0.1903293123176969, 0.091794437392422, 0.0910776392899893, -0.2203076236973671, 0.782297090090237, -0.1103125769652871, 0.2204811189696577]| 12.1694192886352539|      1.00000000|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      21|[1.528918705931821, 0.2080416296092986, 0.1986247322188247, 1.6223422866229875, -0.1440551190218637, 0.7413867855391469, 0.4738527181903319, 0.1828419967431091, -0.7017831997973879, -0.212970449755939, 0.0919753987884501, 0.0804768329256069, 0.2795491089132408, -0.0600422132792404, 0.4263892543490994, 0.1903293123176969, 0.091794437392422, 0.0910776392899893, -0.2203076236973671, 0.782297090090237, -0.1103125769652871, 0.2204811189696577]| 12.1694192886352539|      0.10000000|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.5599778986036834, 0.1977261872267305, 0.1929914636728429, 1.6769565969362932, -0.112527720343103, 0.7403700530140991, 0.4672289389105896, 0.1821864098428276, -0.7210887721588594, -0.2079955693090807, 0.1182171995189912, 0.0750806575581864, 0.2832596705869633, -0.0426157556406857, 0.4058641884228259, 0.1496559504408733, 0.0898362498957953, 0.0867852797063206, -0.2025264323864652, 0.7792960181351412, -0.0882543988261698, 0.1973966718144288]| 12.1582174301147461|      1.00000000|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[1.5599778986036834, 0.1977261872267305, 0.1929914636728429, 1.6769565969362932, -0.112527720343103, 0.7403700530140991, 0.4672289389105896, 0.1821864098428276, -0.7210887721588594, -0.2079955693090807, 0.1182171995189912, 0.0750806575581864, 0.2832596705869633, -0.0426157556406857, 0.4058641884228259, 0.1496559504408733, 0.0898362498957953, 0.0867852797063206, -0.2025264323864652, 0.7792960181351412, -0.0882543988261698, 0.1973966718144288]| 12.1582174301147461|      0.10000000|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.580136799376178, 0.200301440199457, 0.1941054885416369, 1.7330498514680557, -0.0826839895380485, 0.7160331480364903, 0.4678678691653541, 0.17197427368675, -0.7513712198309453, -0.2044193734686029, 0.0941690234286425, 0.0585721810455722, 0.2456004513695745, -0.0537133405475549, 0.4294945606332603, 0.165813378991274, 0.1039761820771648, 0.0735754032324247, -0.2040564534224219, 0.7634770864687764, -0.097248952982018, 0.1988975802794733]| 12.1508197784423828|      1.00000000|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[1.580136799376178, 0.200301440199457, 0.1941054885416369, 1.7330498514680557, -0.0826839895380485, 0.7160331480364903, 0.4678678691653541, 0.17197427368675, -0.7513712198309453, -0.2044193734686029, 0.0941690234286425, 0.0585721810455722, 0.2456004513695745, -0.0537133405475549, 0.4294945606332603, 0.165813378991274, 0.1039761820771648, 0.0735754032324247, -0.2040564534224219, 0.7634770864687764, -0.097248952982018, 0.1988975802794733]| 12.1508197784423828|      0.10000000|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      26|[1.6427078008418707, 0.1806742275131258, 0.1880443772049922, 1.7786147725735328, -0.0662219408865476, 0.7259627198052161, 0.46555576822407, 0.1784208099786558, -0.743338759595474, -0.2010904523744755, 0.0961580156371233, 0.041664523765407, 0.2524623798782354, -0.0410477748015401, 0.4376929549101097, 0.1513189177385285, 0.0982570225355335, 0.045964297625541, -0.1716191191109909, 0.779391237795583, -0.1120452777753639, 0.1996440933107014]| 12.1457872390747070|      1.00000000|[833, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      27|[1.6427078008418707, 0.1806742275131258, 0.1880443772049922, 1.7786147725735328, -0.0662219408865476, 0.7259627198052161, 0.46555576822407, 0.1784208099786558, -0.743338759595474, -0.2010904523744755, 0.0961580156371233, 0.041664523765407, 0.2524623798782354, -0.0410477748015401, 0.4376929549101097, 0.1513189177385285, 0.0982570225355335, 0.045964297625541, -0.1716191191109909, 0.779391237795583, -0.1120452777753639, 0.1996440933107014]| 12.1457872390747070|      0.10000000|[865, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.6427078008418707, 0.1806742275131258, 0.1880443772049922, 1.7786147725735328, -0.0662219408865476, 0.7259627198052161, 0.46555576822407, 0.1784208099786558, -0.743338759595474, -0.2010904523744755, 0.0961580156371233, 0.041664523765407, 0.2524623798782354, -0.0410477748015401, 0.4376929549101097, 0.1513189177385285, 0.0982570225355335, 0.045964297625541, -0.1716191191109909, 0.779391237795583, -0.1120452777753639, 0.1996440933107014]| 12.1457872390747070|      0.01000000|[897, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.6438852808437903, 0.1783807538004889, 0.1892935336925123, 1.782561423146545, -0.0640221726223747, 0.7239760169146194, 0.464535465836699, 0.1771557217847388, -0.7475200177422909, -0.2027658268131796, 0.0955084482927887, 0.0422555807348837, 0.2495479625641163, -0.0423366014598107, 0.4394561937646649, 0.1499371200221442, 0.0987002167098955, 0.0443193702802985, -0.1677888357202652, 0.7807195136556538, -0.1125589612751951, 0.2026363856274359]| 12.1456489562988281|      0.10000000|[929, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      30|[1.6438852808437903, 0.1783807538004889, 0.1892935336925123, 1.782561423146545, -0.0640221726223747, 0.7239760169146194, 0.464535465836699, 0.1771557217847388, -0.7475200177422909, -0.2027658268131796, 0.0955084482927887, 0.0422555807348837, 0.2495479625641163, -0.0423366014598107, 0.4394561937646649, 0.1499371200221442, 0.0987002167098955, 0.0443193702802985, -0.1677888357202652, 0.7807195136556538, -0.1125589612751951, 0.2026363856274359]| 12.1456489562988281|      0.01000000|[961, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.6475182550085685, 0.1798557880700946, 0.1937365451228072, 1.787569134576824, -0.0643676230824356, 0.7243475736227957, 0.4653467225301093, 0.1763236157145821, -0.7488239008408747, -0.2049023113492931, 0.0977875912168707, 0.0443752616426405, 0.2490028237873909, -0.040763248283571, 0.4421442780089079, 0.1484014427878005, 0.099530109034676, 0.0461346103677007, -0.1666409577836095, 0.7786216737708852, -0.1121281977523212, 0.202695156712386]| 12.1454448699951172|      0.10000000|[993, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      32|[1.6475182550085685, 0.1798557880700946, 0.1937365451228072, 1.787569134576824, -0.0643676230824356, 0.7243475736227957, 0.4653467225301093, 0.1763236157145821, -0.7488239008408747, -0.2049023113492931, 0.0977875912168707, 0.0443752616426405, 0.2490028237873909, -0.040763248283571, 0.4421442780089079, 0.1484014427878005, 0.099530109034676, 0.0461346103677007, -0.1666409577836095, 0.7786216737708852, -0.1121281977523212, 0.202695156712386]| 12.1454448699951172|      0.01000000|[1025, 0, 0, 64]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.6499607790318136, 0.1790438071026342, 0.199437323249225, 1.7904754395106113, -0.0623793749001272, 0.725062689364743, 0.4646966157030866, 0.1735739580653422, -0.7461776772226949, -0.2029283592874654, 0.0941831929106791, 0.0438339735717207, 0.2491639606206234, -0.0406618769416837, 0.4437313493583767, 0.1464347907946551, 0.0981970630161689, 0.0446632413437883, -0.1673962868618143, 0.7793417590532481, -0.1109204869635191, 0.2043938428873143]| 12.1453332901000977|      0.10000000|[1057, 0, 0, 66]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      34|[1.6499607790318136, 0.1790438071026342, 0.199437323249225, 1.7904754395106113, -0.0623793749001272, 0.725062689364743, 0.4646966157030866, 0.1735739580653422, -0.7461776772226949, -0.2029283592874654, 0.0941831929106791, 0.0438339735717207, 0.2491639606206234, -0.0406618769416837, 0.4437313493583767, 0.1464347907946551, 0.0981970630161689, 0.0446632413437883, -0.1673962868618143, 0.7793417590532481, -0.1109204869635191, 0.2043938428873143]| 12.1453332901000977|      0.01000000|[1089, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.6547329791941792, 0.1823222298720898, 0.2016290215231655, 1.7932583441903724, -0.0644728393388992, 0.7245640769362824, 0.4671414111203839, 0.1742630294632991, -0.7452773192494507, -0.2038942593625453, 0.0971087332996142, 0.0431574313715319, 0.2487337646400712, -0.0404552361649782, 0.4415609715603683, 0.1458858262164756, 0.0996497390189664, 0.0460919864631227, -0.1665705178954683, 0.7754132110553267, -0.1112685345389692, 0.2069353036769378]| 12.1452283859252930|      0.10000000|[1121, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      36|[1.6547329791941792, 0.1823222298720898, 0.2016290215231655, 1.7932583441903724, -0.0644728393388992, 0.7245640769362824, 0.4671414111203839, 0.1742630294632991, -0.7452773192494507, -0.2038942593625453, 0.0971087332996142, 0.0431574313715319, 0.2487337646400712, -0.0404552361649782, 0.4415609715603683, 0.1458858262164756, 0.0996497390189664, 0.0460919864631227, -0.1665705178954683, 0.7754132110553267, -0.1112685345389692, 0.2069353036769378]| 12.1452283859252930|      0.01000000|[1153, 0, 0, 72]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.6580638339920517, 0.184931171965887, 0.2044733601616598, 1.7983955842956159, -0.064963393736324, 0.723410926219928, 0.4653506821482941, 0.1736070522466091, -0.7442405800839473, -0.2007974041424441, 0.0973473829212303, 0.0443694664066904, 0.2489197421839819, -0.0425684992077524, 0.4397055632884448, 0.1429425825392827, 0.0984799347692396, 0.0493325003139694, -0.1674598782033465, 0.7760420777518919, -0.1108343478199611, 0.2075424058805105]| 12.1451358795166016|      0.10000000|[1185, 0, 0, 74]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      38|[1.6580638339920517, 0.184931171965887, 0.2044733601616598, 1.7983955842956159, -0.064963393736324, 0.723410926219928, 0.4653506821482941, 0.1736070522466091, -0.7442405800839473, -0.2007974041424441, 0.0973473829212303, 0.0443694664066904, 0.2489197421839819, -0.0425684992077524, 0.4397055632884448, 0.1429425825392827, 0.0984799347692396, 0.0493325003139694, -0.1674598782033465, 0.7760420777518919, -0.1108343478199611, 0.2075424058805105]| 12.1451358795166016|      0.01000000|[1217, 0, 0, 76]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.6601533882601733, 0.1817627792730972, 0.2037029675712541, 1.8048734556514054, -0.0652679995265506, 0.7246073628204766, 0.4647502862420761, 0.1717149692794644, -0.7430831308698604, -0.2017203852431032, 0.0969775875601634, 0.0448352916251871, 0.2479334208401935, -0.0432577546716923, 0.4412328754542323, 0.1404759718375063, 0.0951920691335642, 0.0509601023685956, -0.1677465697249334, 0.7793528445896295, -0.1100349856766785, 0.2073925586358954]| 12.1450805664062500|      0.10000000|[1249, 0, 0, 78]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      40|[1.6601533882601733, 0.1817627792730972, 0.2037029675712541, 1.8048734556514054, -0.0652679995265506, 0.7246073628204766, 0.4647502862420761, 0.1717149692794644, -0.7430831308698604, -0.2017203852431032, 0.0969775875601634, 0.0448352916251871, 0.2479334208401935, -0.0432577546716923, 0.4412328754542323, 0.1404759718375063, 0.0951920691335642, 0.0509601023685956, -0.1677465697249334, 0.7793528445896295, -0.1100349856766785, 0.2073925586358954]| 12.1450805664062500|      0.01000000|[1281, 0, 0, 80]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.6601533882601733, 0.1817627792730972, 0.2037029675712541, 1.8048734556514054, -0.0652679995265506, 0.7246073628204766, 0.4647502862420761, 0.1717149692794644, -0.7430831308698604, -0.2017203852431032, 0.0969775875601634, 0.0448352916251871, 0.2479334208401935, -0.0432577546716923, 0.4412328754542323, 0.1404759718375063, 0.0951920691335642, 0.0509601023685956, -0.1677465697249334, 0.7793528445896295, -0.1100349856766785, 0.2073925586358954]| 12.1450805664062500|      0.00100000|[1313, 0, 0, 82]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.660398792697297, 0.1816328187446266, 0.2035520108696177, 1.8054651833197715, -0.0649876137716632, 0.7244340359416648, 0.4647639372390865, 0.1717728286342816, -0.7435074369847875, -0.2016679508120598, 0.0967557918401775, 0.0446238060802327, 0.2477209125892789, -0.0432202618350873, 0.4412103899043278, 0.1404187770383804, 0.0953290115841401, 0.0510079573136223, -0.1678164834208573, 0.7791505177365895, -0.1099990126306694, 0.2071862660775934]| 12.1450777053833008|      0.01000000|[1345, 0, 0, 84]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      43|[1.660398792697297, 0.1816328187446266, 0.2035520108696177, 1.8054651833197715, -0.0649876137716632, 0.7244340359416648, 0.4647639372390865, 0.1717728286342816, -0.7435074369847875, -0.2016679508120598, 0.0967557918401775, 0.0446238060802327, 0.2477209125892789, -0.0432202618350873, 0.4412103899043278, 0.1404187770383804, 0.0953290115841401, 0.0510079573136223, -0.1678164834208573, 0.7791505177365895, -0.1099990126306694, 0.2071862660775934]| 12.1450777053833008|      0.00100000|[1377, 0, 0, 86]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.660628685122701, 0.181572032455523, 0.203778997008357, 1.8059964948330762, -0.0651940646514769, 0.724452583234374, 0.4647168164675, 0.171957067657825, -0.7437122088251198, -0.2016895017539796, 0.0969568868341905, 0.0445197476685744, 0.24728166397944, -0.0429402776771503, 0.441263620004397, 0.1405014903269273, 0.0952934456533152, 0.0510878694933826, -0.1678465585998569, 0.7792676138577057, -0.1098531490800299, 0.2075213746114549]| 12.1450748443603516|      0.01000000|[1409, 0, 0, 88]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      45|[1.660628685122701, 0.181572032455523, 0.203778997008357, 1.8059964948330762, -0.0651940646514769, 0.724452583234374, 0.4647168164675, 0.171957067657825, -0.7437122088251198, -0.2016895017539796, 0.0969568868341905, 0.0445197476685744, 0.24728166397944, -0.0429402776771503, 0.441263620004397, 0.1405014903269273, 0.0952934456533152, 0.0510878694933826, -0.1678465585998569, 0.7792676138577057, -0.1098531490800299, 0.2075213746114549]| 12.1450748443603516|      0.00100000|[1441, 0, 0, 90]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      46|[1.6605620713172056, 0.1814612546992676, 0.203815826443456, 1.806541590809319, -0.0650987923211685, 0.7247160120846147, 0.4648618074925736, 0.1721953861451987, -0.7435398810456331, -0.2015680760747404, 0.0968135240357931, 0.0446030813813193, 0.2473329624310128, -0.0426560847606889, 0.441378178498671, 0.1404665727306377, 0.0950365121182806, 0.051169123264398, -0.1674328730370806, 0.7792247756411321, -0.1095293465723369, 0.2076130302440107]| 12.1450719833374023|      0.01000000|[1473, 0, 0, 92]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
