k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      0.90000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      0.81000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      0.72900000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.4025727519967096, -1.2101433944853652, -0.134228802721197]                  |835.2526855468750000|      0.81000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.6799506254661701, -1.1198916498710363, -0.8898849003632593]                 |624.7415771484375000|      0.90000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.6799506254661701, -1.1198916498710363, -0.8898849003632593]                 |624.7415771484375000|      0.81000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.6799506254661701, -1.1198916498710363, -0.8898849003632593]                 |624.7415771484375000|      0.72900000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.81000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.72900000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.65610000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.59049000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.53144100|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.3293037412166686, -1.3556848538061663, -1.4839297871724322]                 |212.5051879882812500|      0.47829690|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.53144100|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.47829690|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.43046721|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.38742049|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.34867844|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.31381060|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.28242954|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.25418658|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1049133130002428, -1.2953936964251247, -1.2926487093877947]                  |127.0155715942382812|      0.22876792|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.2614629183941439, -1.2213593612931466, -1.4421341654539817]                  | 60.4416885375976562|      0.25418658|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.2614629183941439, -1.2213593612931466, -1.4421341654539817]                  | 60.4416885375976562|      0.22876792|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.2614629183941439, -1.2213593612931466, -1.4421341654539817]                  | 60.4416885375976562|      0.20589113|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.4160446999763112, -1.0987500073099397, -1.3832904963474413]                  | 34.1985511779785156|      0.22876792|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.4160446999763112, -1.0987500073099397, -1.3832904963474413]                  | 34.1985511779785156|      0.20589113|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.4160446999763112, -1.0987500073099397, -1.3832904963474413]                  | 34.1985511779785156|      0.18530202|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.4160446999763112, -1.0987500073099397, -1.3832904963474413]                  | 34.1985511779785156|      0.16677182|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.4160446999763112, -1.0987500073099397, -1.3832904963474413]                  | 34.1985511779785156|      0.15009464|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.381871514606002, -1.000013831812032, -1.4910483758488124]                    | 21.0713939666748047|      0.16677182|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.5247342288641439, -0.8345154232142447, -1.621243212209298]                   |  2.6699986457824707|      0.00969774|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.5247342288641439, -0.8345154232142447, -1.621243212209298]                   |  2.6699986457824707|      0.00872796|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.5247342288641439, -0.8345154232142447, -1.621243212209298]                   |  2.6699986457824707|      0.00785517|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.5247342288641439, -0.8345154232142447, -1.621243212209298]                   |  2.6699986457824707|      0.00706965|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.5232182825464281, -0.839894811503203, -1.6169137727015424]                   |  2.6266651153564453|      0.00785517|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.5232182825464281, -0.839894811503203, -1.6169137727015424]                   |  2.6266651153564453|      0.00706965|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5232182825464281, -0.839894811503203, -1.6169137727015424]                   |  2.6266651153564453|      0.00636269|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00706965|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00636269|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00572642|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00515378|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00463840|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00417456|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.5239789598444525, -0.8422858347752644, -1.6110667098676423]                  |  2.6030299663543701|      0.00375710|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.5250700969761747, -0.8445290352466589, -1.6082572103052413]                  |  2.5937345027923584|      0.00417456|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
