k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      0.50000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      0.50000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8125789107848196, 1.5156407317253027]                                        | 26.7882442474365234|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.9471319580304169, 1.0232964080376206]                                        |  0.0035156649537385|      0.00781250|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.9471319580304169, 1.0232964080376206]                                        |  0.0035156649537385|      0.00390625|[114, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.9502849044899687, 1.0256024257491094]                                        |  0.0029513970948756|      0.00781250|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.9576299274653687, 1.0229405103220444]                                        |  0.0021717932540923|      0.01562500|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      21|[0.9576299274653687, 1.0229405103220444]                                        |  0.0021717932540923|      0.00781250|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.01562500|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[151, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[156, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[159, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[164, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[167, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[170, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      23|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00781250|[173, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00390625|[179, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00390625|[182, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      25|[0.9633156917753551, 1.017582596505895]                                         |  0.0016477091703564|      0.00195312|[189, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[194, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[199, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[202, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[205, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[208, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[213, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[216, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      26|[0.9649789437314434, 1.0186064569437447]                                        |  0.0014809502754360|      0.00390625|[219, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
