k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.0068710284111141, -0.0755901694976194, -8.169739298954221]                   |  1.0043637752532959|      0.03125000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0001991394380102, -0.0456499509377225, -8.175230978039057]                  |  1.0013350248336792|      0.06250000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[-0.0001991394380102, -0.0456499509377225, -8.175230978039057]                  |  1.0013350248336792|      0.03125000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0070531053955918, -0.0153774357520507, -8.171603241143197]                  |  0.9997139573097229|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[-0.0070531053955918, -0.0153774357520507, -8.171603241143197]                  |  0.9997139573097229|      0.03125000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0070531053955918, -0.0153774357520507, -8.171603241143197]                  |  0.9997139573097229|      0.01562500|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0070531053955918, -0.0153774357520507, -8.171603241143197]                  |  0.9997139573097229|      0.00781250|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0010859754259509, -0.0103668945171038, -8.171034916668702]                  |  0.9995410442352295|      0.01562500|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[-0.0010859754259509, -0.0103668945171038, -8.171034916668702]                  |  0.9995410442352295|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.0021365065802906, -0.0032982875613744, -8.170206930150176]                   |  0.9994495511054993|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.0021365065802906, -0.0032982875613744, -8.170206930150176]                   |  0.9994495511054993|      0.00781250|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.0021365065802906, -0.0032982875613744, -8.170206930150176]                   |  0.9994495511054993|      0.00390625|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0021365065802906, -0.0032982875613744, -8.170206930150176]                   |  0.9994495511054993|      0.00195312|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.0018595672620823, -0.0013893795250189, -8.170513641722167]                   |  0.9994397163391113|      0.00390625|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0018595672620823, -0.0013893795250189, -8.170513641722167]                   |  0.9994397163391113|      0.00195312|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0005882151808207, -0.0006850935834918, -8.169208903256548]                   |  0.9994344115257263|      0.00390625|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0005882151808207, -0.0006850935834918, -8.169208903256548]                   |  0.9994344115257263|      0.00195312|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0005882151808207, -0.0006850935834918, -8.169208903256548]                   |  0.9994344115257263|      0.00097656|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.0002410750701762, 0.0002136321496233, -8.169368465522215]                    |  0.9994338154792786|      0.00195312|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.0002410750701762, 0.0002136321496233, -8.169368465522215]                    |  0.9994338154792786|      0.00097656|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.0002410750701762, 0.0002136321496233, -8.169368465522215]                    |  0.9994338154792786|      0.00048828|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0001870831710932, 9.76896739939e-05, -8.169164366424031]                    |  0.9994336366653442|      0.00097656|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[-0.0001870831710932, 9.76896739939e-05, -8.169164366424031]                    |  0.9994336366653442|      0.00048828|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0001870831710932, 9.76896739939e-05, -8.169164366424031]                    |  0.9994336366653442|      0.00024414|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00048828|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00024414|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00012207|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00006104|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00003052|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00001526|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000763|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000381|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000191|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000095|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000048|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000024|[328, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000012|[333, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000006|[338, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000003|[342, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000001|[347, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000001|[352, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[357, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[362, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[367, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[375, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[380, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[384, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[389, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[394, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[399, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[404, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[408, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[412, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[416, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[-0.0001690910571267, -3.89875277028e-05, -8.168962871334397]                   |  0.9994334578514099|      0.00000000|[421, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
