k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0998492739774942, 0.0054883955913632]                                        | 21.3913478851318359|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.9445870000326297, -0.5296921105737986]                                       | 15.9299821853637695|     10.00000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.9445870000326297, -0.5296921105737986]                                       | 15.9299821853637695|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.240719662525497, 0.2144280855431722]                                         |  3.0836405754089355|      0.10000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.141474953223997, 0.2021607437096386]                                         |  2.7006273269653320|      1.00000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.141474953223997, 0.2021607437096386]                                         |  2.7006273269653320|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.141474953223997, 0.2021607437096386]                                         |  2.7006273269653320|      0.01000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.1387177163539717, 0.2117731130763751]                                        |  2.6291711330413818|      0.10000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.0922077939715409, 0.3002989687343706]                                        |  2.2750048637390137|      1.00000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[1.0922077939715409, 0.3002989687343706]                                        |  2.2750048637390137|      0.10000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.0922077939715409, 0.3002989687343706]                                        |  2.2750048637390137|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[1.083360307932412, 0.2956382830780088]                                         |  2.1987402439117432|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.083360307932412, 0.2956382830780088]                                         |  2.1987402439117432|      0.01000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.0739870960415667, 0.2921536168315344]                                        |  2.1358017921447754|      0.10000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.9740237961892295, 0.2948626171327018]                                        |  1.7870926856994629|      1.00000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.9740237961892295, 0.2948626171327018]                                        |  1.7870926856994629|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.9740237961892295, 0.2948626171327018]                                        |  1.7870926856994629|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.9732550710250897, 0.3048330264333282]                                        |  1.7250182628631592|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.8763915665843846, 0.3296817991890499]                                        |  1.5215972661972046|      1.00000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.8763915665843846, 0.3296817991890499]                                        |  1.5215972661972046|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.8763915665843846, 0.3296817991890499]                                        |  1.5215972661972046|      0.01000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.8777796245380369, 0.3395849953961995]                                        |  1.4324032068252563|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.8777796245380369, 0.3395849953961995]                                        |  1.4324032068252563|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.878604684948871, 0.3495509010408699]                                         |  1.3572908639907837|      0.10000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.8462303525427076, 0.4441653957087338]                                        |  1.1721533536911011|      1.00000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.8462303525427076, 0.4441653957087338]                                        |  1.1721533536911011|      0.10000000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.8462303525427076, 0.4441653957087338]                                        |  1.1721533536911011|      0.01000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.8383461442892519, 0.4380140332404557]                                        |  1.0831143856048584|      0.10000000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.8383461442892519, 0.4380140332404557]                                        |  1.0831143856048584|      0.01000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.8299042936187699, 0.4326535148646562]                                        |  1.0180587768554688|      0.10000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.8299042936187699, 0.4326535148646562]                                        |  1.0180587768554688|      0.01000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.8207140022136147, 0.4287116188883107]                                        |  0.9724580049514771|      0.10000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.8207140022136147, 0.4287116188883107]                                        |  0.9724580049514771|      0.01000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.8107265795625096, 0.4282102320235114]                                        |  0.9379329085350037|      0.10000000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.8107265795625096, 0.4282102320235114]                                        |  0.9379329085350037|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.8012412249827398, 0.4313769414348784]                                        |  0.9067444205284119|      0.10000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.7323055025019576, 0.5038190988161476]                                        |  0.7055038809776306|      1.00000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.7323055025019576, 0.5038190988161476]                                        |  0.7055038809776306|      0.10000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.7323055025019576, 0.5038190988161476]                                        |  0.7055038809776306|      0.01000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.7239549226861662, 0.4983174793509267]                                        |  0.6503688693046570|      0.10000000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.7239549226861662, 0.4983174793509267]                                        |  0.6503688693046570|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.7146526626251845, 0.4946476077240353]                                        |  0.6174264550209045|      0.10000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.7146526626251845, 0.4946476077240353]                                        |  0.6174264550209045|      0.01000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.7047545427678066, 0.496071413640929]                                         |  0.5941750407218933|      0.10000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.7047545427678066, 0.496071413640929]                                         |  0.5941750407218933|      0.01000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.6967597264346594, 0.5020783189838859]                                        |  0.5714833736419678|      0.10000000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.6967597264346594, 0.5020783189838859]                                        |  0.5714833736419678|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.6886673104346406, 0.5079530788328191]                                        |  0.5494968295097351|      0.10000000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.6886673104346406, 0.5079530788328191]                                        |  0.5494968295097351|      0.01000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.6822893266190522, 0.5156551124894642]                                        |  0.5294923186302185|      0.10000000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.6822893266190522, 0.5156551124894642]                                        |  0.5294923186302185|      0.01000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.6768041552997757, 0.5240165056507853]                                        |  0.5139482617378235|      0.10000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.6768041552997757, 0.5240165056507853]                                        |  0.5139482617378235|      0.01000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.6680641613749164, 0.5288757757804882]                                        |  0.4922041594982147|      0.10000000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.6680641613749164, 0.5288757757804882]                                        |  0.4922041594982147|      0.01000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.658065953029206, 0.528686487968503]                                          |  0.4750396609306335|      0.10000000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.658065953029206, 0.528686487968503]                                          |  0.4750396609306335|      0.01000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.6558389443053558, 0.5384353562178895]                                        |  0.4628950655460358|      0.10000000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.6558389443053558, 0.5384353562178895]                                        |  0.4628950655460358|      0.01000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.6461888830171677, 0.5410576294939256]                                        |  0.4433360397815704|      0.10000000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.6461888830171677, 0.5410576294939256]                                        |  0.4433360397815704|      0.01000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.6376989820894486, 0.5463417171386865]                                        |  0.4260300397872925|      0.10000000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.6376989820894486, 0.5463417171386865]                                        |  0.4260300397872925|      0.01000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
