k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 0.0]                                                                      |416.0000000000000000|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9018227699059425, 0.0190060908936716]                                        |331.5066528320312500|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9018227699059425, 0.0190060908936716]                                        |331.5066528320312500|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.8047372070781222, 0.0429725985742948]                                        |260.6735839843750000|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[0.8421387855834052, 0.3139048390623532]                                        | 28.5847244262695312|     10.00000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[0.8421387855834052, 0.3139048390623532]                                        | 28.5847244262695312|      1.00000000|[37, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.8421387855834052, 0.3139048390623532]                                        | 28.5847244262695312|      0.10000000|[43, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.8856833622064135, 0.4039263356435752]                                        | 22.4904022216796875|      1.00000000|[48, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[0.8856833622064135, 0.4039263356435752]                                        | 22.4904022216796875|      0.10000000|[55, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.9259115665297898, 0.4954779144225165]                                        | 16.6743869781494141|      1.00000000|[60, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[0.9259115665297898, 0.4954779144225165]                                        | 16.6743869781494141|      0.10000000|[66, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.9641262904948896, 0.5878880592783234]                                        | 11.3964653015136719|      1.00000000|[72, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.9641262904948896, 0.5878880592783234]                                        | 11.3964653015136719|      0.10000000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.9999492864749264, 0.998150994604356]                                         |  0.0002781581133604|      0.00100000|[232, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.0002797204568743, 0.9990948237115433]                                        |  0.0000662197126076|      0.01000000|[237, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[1.0002797204568743, 0.9990948237115433]                                        |  0.0000662197126076|      0.00100000|[243, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.0002797204568743, 0.9990948237115433]                                        |  0.0000662197126076|      0.00010000|[250, 94, 0, 94]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[1.0002570236074029, 0.9991922139216471]                                        |  0.0000530657998752|      0.00100000|[255, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[1.0002570236074029, 0.9991922139216471]                                        |  0.0000530657998752|      0.00010000|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[1.0002208675970736, 0.9992854488020143]                                        |  0.0000412684712501|      0.00100000|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[1.0002208675970736, 0.9992854488020143]                                        |  0.0000412684712501|      0.00010000|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[1.0001877732867517, 0.9993798138730116]                                        |  0.0000309608876705|      0.00100000|[278, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[1.0001877732867517, 0.9993798138730116]                                        |  0.0000309608876705|      0.00010000|[285, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[1.000158356658779, 0.9994753892987167]                                         |  0.0000221409281949|      0.00100000|[291, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[1.000158356658779, 0.9994753892987167]                                         |  0.0000221409281949|      0.00010000|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[1.0001217848074864, 0.9995684618494125]                                        |  0.0000148068211274|      0.00100000|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[1.0001217848074864, 0.9995684618494125]                                        |  0.0000148068211274|      0.00010000|[310, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.0000928600522725, 0.9996641872824793]                                        |  0.0000089385075626|      0.00100000|[316, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[1.0000928600522725, 0.9996641872824793]                                        |  0.0000089385075626|      0.00010000|[324, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[1.0000976847708563, 0.9997640708251206]                                        |  0.0000049117711569|      0.00100000|[329, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[1.0000976847708563, 0.9997640708251206]                                        |  0.0000049117711569|      0.00010000|[336, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.0000417329237572, 0.9998469526132662]                                        |  0.0000018528816099|      0.00100000|[341, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[1.0000417329237572, 0.9998469526132662]                                        |  0.0000018528816099|      0.00010000|[348, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[1.000011500000086, 0.999942272969572]                                          |  0.0000002564125339|      0.00100000|[355, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      58|[1.000011500000086, 0.999942272969572]                                          |  0.0000002564125339|      0.00010000|[361, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.000011500000086, 0.999942272969572]                                          |  0.0000002564125339|      0.00001000|[367, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[1.0000093703700643, 0.9999520435722131]                                        |  0.0000001768133018|      0.00010000|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[1.0000093703700643, 0.9999520435722131]                                        |  0.0000001768133018|      0.00001000|[381, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[1.0000106671497189, 0.9999619591338477]                                        |  0.0000001149513906|      0.00010000|[387, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[1.0000106671497189, 0.9999619591338477]                                        |  0.0000001149513906|      0.00001000|[394, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[1.000009544303039, 0.9999718958946545]                                         |  0.0000000652512853|      0.00010000|[400, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[1.000009544303039, 0.9999718958946545]                                         |  0.0000000652512853|      0.00001000|[407, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[1.000009502169458, 0.9999818958058921]                                         |  0.0000000327714460|      0.00010000|[412, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[1.000009502169458, 0.9999818958058921]                                         |  0.0000000327714460|      0.00001000|[419, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[1.0000013871434934, 0.999987739294028]                                         |  0.0000000115251497|      0.00010000|[425, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
