k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[0.23721762374272, 0.3907726368125949, 0.4157114299737064, 0.3880822315663918]  |  0.0040241172537208|      0.00100000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[0.2362673029688349, 0.3909258285705739, 0.4157381560968457, 0.3878125865657859]|  0.0039606685750186|      0.01000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[0.2362673029688349, 0.3909258285705739, 0.4157381560968457, 0.3878125865657859]|  0.0039606685750186|      0.00100000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.2353281701866222, 0.3911017235277999, 0.4157650015280935, 0.3875186989950773]|  0.0039017898961902|      0.01000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[0.2353281701866222, 0.3911017235277999, 0.4157650015280935, 0.3875186989950773]|  0.0039017898961902|      0.00100000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.2344030986675044, 0.3912992594403676, 0.4157837888534333, 0.3871948637218754]|  0.0038472898304462|      0.01000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[0.2344030986675044, 0.3912992594403676, 0.4157837888534333, 0.3871948637218754]|  0.0038472898304462|      0.00100000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.2334998110586052, 0.3915214833934141, 0.4157926743944978, 0.3868279726515814]|  0.0037969173863530|      0.01000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[0.2334998110586052, 0.3915214833934141, 0.4157926743944978, 0.3868279726515814]|  0.0037969173863530|      0.00100000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.2326116960305873, 0.3917770596403887, 0.4158238775607291, 0.3864472380440025]|  0.0037504774518311|      0.01000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[0.2326116960305873, 0.3917770596403887, 0.4158238775607291, 0.3864472380440025]|  0.0037504774518311|      0.00100000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.2317657080617729, 0.3920679086882499, 0.4158217564152354, 0.3860003525008022]|  0.0037075143773109|      0.01000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[0.2317657080617729, 0.3920679086882499, 0.4158217564152354, 0.3860003525008022]|  0.0037075143773109|      0.00100000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.2309620812247432, 0.3924080747417562, 0.4157980594140083, 0.3855125929135254]|  0.0036676570307463|      0.01000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[0.2309620812247432, 0.3924080747417562, 0.4157980594140083, 0.3855125929135254]|  0.0036676570307463|      0.00100000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.2302023968154947, 0.3927744948549456, 0.4157470935678452, 0.3849777860497701]|  0.0036305028479546|      0.01000000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[0.2302023968154947, 0.3927744948549456, 0.4157470935678452, 0.3849777860497701]|  0.0036305028479546|      0.00100000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2295111626782091, 0.3931864935445675, 0.4157099677325074, 0.3843852709701718]|  0.0035955572966486|      0.01000000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[0.2295111626782091, 0.3931864935445675, 0.4157099677325074, 0.3843852709701718]|  0.0035955572966486|      0.00100000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.22886177707356, 0.3935820840772421, 0.4156898712372336, 0.383736115674568]   |  0.0035625081509352|      0.01000000|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[0.22886177707356, 0.3935820840772421, 0.4156898712372336, 0.383736115674568]   |  0.0035625081509352|      0.00100000|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.2282518924779957, 0.3940493939318199, 0.4156639358640254, 0.3830965926989648]|  0.0035309384111315|      0.01000000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[0.2282518924779957, 0.3940493939318199, 0.4156639358640254, 0.3830965926989648]|  0.0035309384111315|      0.00100000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.2277297838618438, 0.3945624910425176, 0.415569224156888, 0.3824219345333247] |  0.0035004278179258|      0.01000000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[0.2277297838618438, 0.3945624910425176, 0.415569224156888, 0.3824219345333247] |  0.0035004278179258|      0.00100000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.2272540991618134, 0.3950630956442415, 0.4154931225594384, 0.3817026796092849]|  0.0034707116428763|      0.01000000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[0.2272540991618134, 0.3950630956442415, 0.4154931225594384, 0.3817026796092849]|  0.0034707116428763|      0.00100000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.2268043724565336, 0.3955688824169769, 0.4154396189703251, 0.3809684705130215]|  0.0034416760317981|      0.01000000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.2268043724565336, 0.3955688824169769, 0.4154396189703251, 0.3809684705130215]|  0.0034416760317981|      0.00100000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2266132445652875, 0.3960620598677815, 0.4153516396108951, 0.3801243699482071]|  0.0034133794251829|      0.01000000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[0.2266132445652875, 0.3960620598677815, 0.4153516396108951, 0.3801243699482071]|  0.0034133794251829|      0.00100000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[0.2262650589442779, 0.3966074929867573, 0.4152484848987493, 0.3793689703245585]|  0.0033848078455776|      0.01000000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2262650589442779, 0.3966074929867573, 0.4152484848987493, 0.3793689703245585]|  0.0033848078455776|      0.00100000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2259585196812958, 0.3971664731779753, 0.4151524931672197, 0.3786045356226027]|  0.0033564919140190|      0.01000000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2259585196812958, 0.3971664731779753, 0.4151524931672197, 0.3786045356226027]|  0.0033564919140190|      0.00100000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2257043573789124, 0.3977347525864979, 0.4150676140349885, 0.3778265538935061]|  0.0033283648081124|      0.01000000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[0.2257043573789124, 0.3977347525864979, 0.4150676140349885, 0.3778265538935061]|  0.0033283648081124|      0.00100000|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[0.2254360868806133, 0.3983180760800691, 0.4149678418291903, 0.3770664156504605]|  0.0033004144206643|      0.01000000|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[0.2254360868806133, 0.3983180760800691, 0.4149678418291903, 0.3770664156504605]|  0.0033004144206643|      0.00100000|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2252078474156073, 0.3988566630636671, 0.4148549411567963, 0.3762632442827653]|  0.0032726016361266|      0.01000000|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[0.2252078474156073, 0.3988566630636671, 0.4148549411567963, 0.3762632442827653]|  0.0032726016361266|      0.00100000|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.2250384193440632, 0.3994224214627395, 0.4147742857711063, 0.3754603082509351]|  0.0032448994461447|      0.01000000|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[0.2250384193440632, 0.3994224214627395, 0.4147742857711063, 0.3754603082509351]|  0.0032448994461447|      0.00100000|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.2247355235837114, 0.3999765689353862, 0.4146871850478578, 0.3746898614968179]|  0.0032174903899431|      0.01000000|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[0.2247355235837114, 0.3999765689353862, 0.4146871850478578, 0.3746898614968179]|  0.0032174903899431|      0.00100000|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[0.2245736617450854, 0.4005556281871994, 0.4145890247565583, 0.3738968572816348]|  0.0031899753957987|      0.01000000|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[0.2245736617450854, 0.4005556281871994, 0.4145890247565583, 0.3738968572816348]|  0.0031899753957987|      0.00100000|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.2243183494513213, 0.401103865040798, 0.4144896091078623, 0.373106687354465]  |  0.0031627095304430|      0.01000000|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[0.2243183494513213, 0.401103865040798, 0.4144896091078623, 0.373106687354465]  |  0.0031627095304430|      0.00100000|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.224608325169328, 0.4017176542586584, 0.4145234323042653, 0.3723731801149711] |  0.0031387675553560|      0.01000000|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[0.224608325169328, 0.4017176542586584, 0.4145234323042653, 0.3723731801149711] |  0.0031387675553560|      0.00100000|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[0.2243834889083479, 0.4022754361065072, 0.4144219606433017, 0.3715806956873763]|  0.0031114323064685|      0.01000000|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
