k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |749.0383999999999105|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.0046701284408235, 0.9570320901523521]                                       |392.5453796386718750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.0046701284408235, 0.9570320901523521]                                       |392.5453796386718750|      0.20000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.8151472217555498, 0.8931488541544392]                                       |209.1557464599609375|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.8151472217555498, 0.8931488541544392]                                       |209.1557464599609375|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.6232826124301445, 0.8366867280130195]                                       |119.0203704833984375|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.6232826124301445, 0.8366867280130195]                                       |119.0203704833984375|      0.20000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.4882139113253199, 0.6891860636692425]                                       | 67.1063842773437500|      1.00000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[-0.4882139113253199, 0.6891860636692425]                                       | 67.1063842773437500|      0.20000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.3959838470694392, 0.5117216580906699]                                       | 34.8749275207519531|      1.00000000|[61, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.3959838470694392, 0.5117216580906699]                                       | 34.8749275207519531|      0.20000000|[67, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.3026242106666476, 0.3348488837845644]                                       | 14.8420686721801758|      1.00000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[-0.3026242106666476, 0.3348488837845644]                                       | 14.8420686721801758|      0.20000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[-0.011586242512131, 0.0206173153666267]                                        |  1.0658204555511475|      0.04000000|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.011586242512131, 0.0206173153666267]                                        |  1.0658204555511475|      0.00800000|[170, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0081222051153987, 0.0134061819665265]                                       |  1.0342843532562256|      0.04000000|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.031877782419544, 0.0134377605103199]                                         |  0.9552310109138489|      0.20000000|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.031877782419544, 0.0134377605103199]                                         |  0.9552310109138489|      0.04000000|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.031877782419544, 0.0134377605103199]                                         |  0.9552310109138489|      0.00800000|[195, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.0371325174428142, 0.0074055337377907]                                        |  0.9325224161148071|      0.04000000|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.0759401270998661, 0.0170993169366195]                                        |  0.8816468119621277|      0.20000000|[208, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      34|[0.0759401270998661, 0.0170993169366195]                                        |  0.8816468119621277|      0.04000000|[214, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.1112069429615548, -0.0017753141585235]                                       |  0.7909457087516785|      0.20000000|[219, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.1112069429615548, -0.0017753141585235]                                       |  0.7909457087516785|      0.04000000|[226, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.1509651037290344, 0.00261657067458]                                          |  0.7209281325340271|      0.20000000|[233, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[0.1509651037290344, 0.00261657067458]                                          |  0.7209281325340271|      0.04000000|[241, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.1876996405567905, 0.0184460938528136]                                        |  0.6738343834877014|      0.20000000|[248, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      40|[0.1876996405567905, 0.0184460938528136]                                        |  0.6738343834877014|      0.04000000|[255, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.1876996405567905, 0.0184460938528136]                                        |  0.6738343834877014|      0.00800000|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1922198376275959, 0.0118455015732463]                                        |  0.6547586321830750|      0.04000000|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.1922198376275959, 0.0118455015732463]                                        |  0.6547586321830750|      0.00800000|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.1978660918009654, 0.0061780670734301]                                        |  0.6436648368835449|      0.04000000|[278, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.2375099813601051, 0.0115036675675276]                                        |  0.5817499160766602|      0.20000000|[285, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      46|[0.2375099813601051, 0.0115036675675276]                                        |  0.5817499160766602|      0.04000000|[291, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.2375099813601051, 0.0115036675675276]                                        |  0.5817499160766602|      0.00800000|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.2433067569499844, 0.0170170506270094]                                        |  0.5732678174972534|      0.04000000|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.2433067569499844, 0.0170170506270094]                                        |  0.5732678174972534|      0.00800000|[310, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.2505565257482494, 0.0136346177198105]                                        |  0.5621044039726257|      0.04000000|[316, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.2877102557710255, 0.0284535362159311]                                        |  0.5095074772834778|      0.20000000|[324, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.2877102557710255, 0.0284535362159311]                                        |  0.5095074772834778|      0.04000000|[331, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.2877102557710255, 0.0284535362159311]                                        |  0.5095074772834778|      0.00800000|[339, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.2946380476254605, 0.0244528237766743]                                        |  0.4976620972156525|      0.04000000|[345, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.3345821912473126, 0.0223396767593532]                                        |  0.4656278192996979|      0.20000000|[350, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.3345821912473126, 0.0223396767593532]                                        |  0.4656278192996979|      0.04000000|[357, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.3345821912473126, 0.0223396767593532]                                        |  0.4656278192996979|      0.00800000|[363, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.3362317657536968, 0.0301677610682941]                                        |  0.4467408657073975|      0.04000000|[369, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.3362317657536968, 0.0301677610682941]                                        |  0.4467408657073975|      0.00800000|[375, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.3405835537633704, 0.0368805802315713]                                        |  0.4355197250843048|      0.04000000|[380, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.3745909960441467, 0.0579398743678836]                                        |  0.3940285742282867|      0.20000000|[388, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      62|[0.3745909960441467, 0.0579398743678836]                                        |  0.3940285742282867|      0.04000000|[395, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.3745909960441467, 0.0579398743678836]                                        |  0.3940285742282867|      0.00800000|[401, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.3823709800267417, 0.0560765844734857]                                        |  0.3814685344696045|      0.04000000|[406, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.4205195132269543, 0.0681052757851904]                                        |  0.3397138714790344|      0.20000000|[413, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.4205195132269543, 0.0681052757851904]                                        |  0.3397138714790344|      0.04000000|[420, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.4205195132269543, 0.0681052757851904]                                        |  0.3397138714790344|      0.00800000|[426, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
