k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[-0.0022750882064979, -0.9887935517061813, -7.2357691484053355]                 |  0.9986878037452698|      0.00781250|[245, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0019319100348625, -0.9965760286057729, -7.236361126698727]                  |  0.9985760450363159|      0.01562500|[254, 97, 0, 97]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      29|[-0.0019319100348625, -0.9965760286057729, -7.236361126698727]                  |  0.9985760450363159|      0.00781250|[264, 101, 0, 101]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0019319100348625, -0.9965760286057729, -7.236361126698727]                  |  0.9985760450363159|      0.00390625|[274, 105, 0, 105]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0005486905104743, -0.9999453217386003, -7.234949263888489]                  |  0.9985589385032654|      0.00781250|[282, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      32|[-0.0005486905104743, -0.9999453217386003, -7.234949263888489]                  |  0.9985589385032654|      0.00390625|[292, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0005486905104743, -0.9999453217386003, -7.234949263888489]                  |  0.9985589385032654|      0.00195312|[303, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0005486905104743, -0.9999453217386003, -7.234949263888489]                  |  0.9985589385032654|      0.00097656|[313, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0005486905104743, -0.9999453217386003, -7.234949263888489]                  |  0.9985589385032654|      0.00048828|[325, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.000333063830209, -1.0002062003995096, -7.234597317815714]                   |  0.9985582828521729|      0.00097656|[330, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[-0.000333063830209, -1.0002062003995096, -7.234597317815714]                   |  0.9985582828521729|      0.00048828|[341, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0001385591918747, -1.000089124182326, -7.234165021986289]                   |  0.9985575079917908|      0.00097656|[347, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0003057648180581, -0.999599579710176, -7.2334462753686335]                   |  0.9985567331314087|      0.00195312|[353, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[-0.0006139654016451, -1.000505093147363, -7.231980383488697]                   |  0.9985550045967102|      0.00390625|[361, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      41|[-0.0006139654016451, -1.000505093147363, -7.231980383488697]                   |  0.9985550045967102|      0.00195312|[373, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0006139654016451, -1.000505093147363, -7.231980383488697]                   |  0.9985550045967102|      0.00097656|[384, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[9.76937814829e-05, -0.9999538080509572, -7.231601833272798]                    |  0.9985538125038147|      0.00195312|[390, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[9.76937814829e-05, -0.9999538080509572, -7.231601833272798]                    |  0.9985538125038147|      0.00097656|[402, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      45|[9.76937814829e-05, -0.9999538080509572, -7.231601833272798]                    |  0.9985538125038147|      0.00048828|[412, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.0001615676368218, -1.000063391050559, -7.231130314157698]                    |  0.9985531568527222|      0.00097656|[420, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      47|[0.0001615676368218, -1.000063391050559, -7.231130314157698]                    |  0.9985531568527222|      0.00048828|[430, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
