k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.25000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.50000000|[33, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.25000000|[39, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.12500000|[45, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.5967272272118904, 0.8589552814282951]                                       | 26.8764629364013672|      0.25000000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[-0.0396900507532482, 0.8621222459323599]                                       |  0.0000438306087744|      0.00781250|[123, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0396900507532482, 0.8621222459323599]                                       |  0.0000438306087744|      0.00390625|[130, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0358204485968067, 0.8626560700732184]                                       |  0.0000332141316903|      0.00781250|[136, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[-0.0358204485968067, 0.8626560700732184]                                       |  0.0000332141316903|      0.00390625|[142, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.0358204485968067, 0.8626560700732184]                                       |  0.0000332141316903|      0.00195312|[149, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0338811046601973, 0.8628876782793803]                                       |  0.0000286665617750|      0.00390625|[155, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[-0.0338811046601973, 0.8628876782793803]                                       |  0.0000286665617750|      0.00195312|[163, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0319436708380307, 0.8631347561018371]                                       |  0.0000245794199145|      0.00390625|[169, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[-0.0319436708380307, 0.8631347561018371]                                       |  0.0000245794199145|      0.00195312|[175, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0300110062763083, 0.863416722336495]                                        |  0.0000209211884794|      0.00390625|[181, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[-0.0300110062763083, 0.863416722336495]                                        |  0.0000209211884794|      0.00195312|[187, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.028067402364382, 0.8636093387926126]                                        |  0.0000176572430064|      0.00390625|[192, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[-0.028067402364382, 0.8636093387926126]                                        |  0.0000176572430064|      0.00195312|[199, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0261282357752133, 0.8638424271987521]                                       |  0.0000147602167999|      0.00390625|[204, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[-0.0261282357752133, 0.8638424271987521]                                       |  0.0000147602167999|      0.00195312|[212, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0241909767063389, 0.8640908714896687]                                       |  0.0000122032161016|      0.00390625|[217, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[-0.0241909767063389, 0.8640908714896687]                                       |  0.0000122032161016|      0.00195312|[224, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0241909767063389, 0.8640908714896687]                                       |  0.0000122032161016|      0.00097656|[231, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.0232192247687978, 0.8641876831020476]                                       |  0.0000110434039016|      0.00195312|[236, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.0232192247687978, 0.8641876831020476]                                       |  0.0000110434039016|      0.00097656|[242, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0222462818196134, 0.8642716850903491]                                       |  0.0000099588733065|      0.00195312|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[-0.0222462818196134, 0.8642716850903491]                                       |  0.0000099588733065|      0.00097656|[254, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0212732527285929, 0.8643546833098125]                                       |  0.0000089465665951|      0.00195312|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.0212732527285929, 0.8643546833098125]                                       |  0.0000089465665951|      0.00097656|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.0203017039302235, 0.8644535127021663]                                       |  0.0000080036625150|      0.00195312|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.0203017039302235, 0.8644535127021663]                                       |  0.0000080036625150|      0.00097656|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0193309469983348, 0.8645598390657657]                                       |  0.0000071275103437|      0.00195312|[285, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.0193309469983348, 0.8645598390657657]                                       |  0.0000071275103437|      0.00097656|[291, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.018358675389476, 0.864651284322687]                                         |  0.0000063150828282|      0.00195312|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.018358675389476, 0.864651284322687]                                         |  0.0000063150828282|      0.00097656|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.017384874765296, 0.8647246781967705]                                        |  0.0000055638829508|      0.00195312|[308, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[-0.017384874765296, 0.8647246781967705]                                        |  0.0000055638829508|      0.00097656|[316, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0164118065151487, 0.8648072160484596]                                       |  0.0000048713850447|      0.00195312|[321, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[-0.0164118065151487, 0.8648072160484596]                                       |  0.0000048713850447|      0.00097656|[327, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0154369100897605, 0.8648642360113802]                                       |  0.0000042352085075|      0.00195312|[332, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.0154369100897605, 0.8648642360113802]                                       |  0.0000042352085075|      0.00097656|[340, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0154369100897605, 0.8648642360113802]                                       |  0.0000042352085075|      0.00048828|[346, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0149501703428762, 0.8649030045283063]                                       |  0.0000039374240259|      0.00097656|[351, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[-0.0149501703428762, 0.8649030045283063]                                       |  0.0000039374240259|      0.00048828|[358, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0144635050065292, 0.8649426962087918]                                       |  0.0000036528344936|      0.00097656|[364, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[-0.0144635050065292, 0.8649426962087918]                                       |  0.0000036528344936|      0.00048828|[370, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0139763713549916, 0.8649761534149095]                                       |  0.0000033811306821|      0.00097656|[376, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[-0.0139763713549916, 0.8649761534149095]                                       |  0.0000033811306821|      0.00048828|[384, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0134895410007734, 0.8650137670469249]                                       |  0.0000031220590699|      0.00097656|[390, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[-0.0134895410007734, 0.8650137670469249]                                       |  0.0000031220590699|      0.00048828|[397, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0130027568494209, 0.865051973971606]                                        |  0.0000028753445349|      0.00097656|[403, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[-0.0130027568494209, 0.865051973971606]                                        |  0.0000028753445349|      0.00048828|[410, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0125158130489782, 0.8650880892635463]                                       |  0.0000026407017231|      0.00097656|[415, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[-0.0125158130489782, 0.8650880892635463]                                       |  0.0000026407017231|      0.00048828|[422, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0120285815867665, 0.8651200905343405]                                       |  0.0000024178611966|      0.00097656|[428, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
