k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.90000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.28242954|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.25418658|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.22876792|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20589113|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.18530202|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.16677182|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.0929419090132415, 0.8615274738681217]                                        |  4.8987116813659668|      0.18530202|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[1.0929419090132415, 0.8615274738681217]                                        |  4.8987116813659668|      0.16677182|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.0929419090132415, 0.8615274738681217]                                        |  4.8987116813659668|      0.15009464|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.171347037116675, 0.7335390547356728]                                         |  4.0613040924072266|      0.16677182|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[1.171347037116675, 0.7335390547356728]                                         |  4.0613040924072266|      0.15009464|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.171347037116675, 0.7335390547356728]                                         |  4.0613040924072266|      0.13508517|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.171347037116675, 0.7335390547356728]                                         |  4.0613040924072266|      0.12157665|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.2314349264418734, 0.6278492799328219]                                        |  3.4734332561492920|      0.13508517|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[1.2314349264418734, 0.6278492799328219]                                        |  3.4734332561492920|      0.12157665|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.2314349264418734, 0.6278492799328219]                                        |  3.4734332561492920|      0.10941899|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.2830573496862192, 0.5313731657856213]                                        |  3.0042440891265869|      0.12157665|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      29|[1.2830573496862192, 0.5313731657856213]                                        |  3.0042440891265869|      0.10941899|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.2830573496862192, 0.5313731657856213]                                        |  3.0042440891265869|      0.09847709|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.3277122166376036, 0.44360255478496]                                          |  2.6248993873596191|      0.10941899|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[1.3277122166376036, 0.44360255478496]                                          |  2.6248993873596191|      0.09847709|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.3277122166376036, 0.44360255478496]                                          |  2.6248993873596191|      0.08862938|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.3666387202053951, 0.3639791001295278]                                        |  2.3147296905517578|      0.09847709|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      35|[1.3666387202053951, 0.3639791001295278]                                        |  2.3147296905517578|      0.08862938|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.3666387202053951, 0.3639791001295278]                                        |  2.3147296905517578|      0.07976644|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.4008466606338106, 0.2919200808968049]                                        |  2.0586340427398682|      0.08862938|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[1.4008466606338106, 0.2919200808968049]                                        |  2.0586340427398682|      0.07976644|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.4008466606338106, 0.2919200808968049]                                        |  2.0586340427398682|      0.07178980|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.4311362153946956, 0.2268330769735372]                                        |  1.8453760147094727|      0.07976644|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      41|[1.4311362153946956, 0.2268330769735372]                                        |  1.8453760147094727|      0.07178980|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.4311362153946956, 0.2268330769735372]                                        |  1.8453760147094727|      0.06461082|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.4581662087758496, 0.168148007528711]                                         |  1.6664543151855469|      0.07178980|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[1.4581662087758496, 0.168148007528711]                                         |  1.6664543151855469|      0.06461082|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.4850702055837839, 0.1094050686025051]                                        |  1.4991060495376587|      0.07178980|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[1.4850702055837839, 0.1094050686025051]                                        |  1.4991060495376587|      0.06461082|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.4850702055837839, 0.1094050686025051]                                        |  1.4991060495376587|      0.05814974|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.509291456437893, 0.0565399296110577]                                         |  1.3578412532806396|      0.06461082|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      49|[1.509291456437893, 0.0565399296110577]                                         |  1.3578412532806396|      0.05814974|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.5335955962816206, 0.0037128465950585]                                        |  1.2249755859375000|      0.06461082|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      51|[1.5335955962816206, 0.0037128465950585]                                        |  1.2249755859375000|      0.05814974|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.5335955962816206, 0.0037128465950585]                                        |  1.2249755859375000|      0.05233476|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.5556426885988115, -0.0437513838349261]                                       |  1.1122428178787231|      0.05814974|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[1.5556426885988115, -0.0437513838349261]                                       |  1.1122428178787231|      0.05233476|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.577921694780512, -0.0911072000934298]                                        |  1.0057150125503540|      0.05814974|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[1.577921694780512, -0.0911072000934298]                                        |  1.0057150125503540|      0.05233476|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.577921694780512, -0.0911072000934298]                                        |  1.0057150125503540|      0.04710129|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.5981932911455499, -0.1336230043934222]                                       |  0.9149404168128967|      0.05233476|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[1.5981932911455499, -0.1336230043934222]                                       |  0.9149404168128967|      0.04710129|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.5981932911455499, -0.1336230043934222]                                       |  0.9149404168128967|      0.04239116|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.6166669237673488, -0.1717771024389697]                                       |  0.8372333645820618|      0.04710129|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      62|[1.6166669237673488, -0.1717771024389697]                                       |  0.8372333645820618|      0.04239116|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.6353755614870844, -0.2098165185042317]                                       |  0.7631937861442566|      0.04710129|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[1.6353755614870844, -0.2098165185042317]                                       |  0.7631937861442566|      0.04239116|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.6543244454769754, -0.2477368309429774]                                       |  0.6927250623703003|      0.04710129|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      66|[1.6543244454769754, -0.2477368309429774]                                       |  0.6927250623703003|      0.04239116|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.6543244454769754, -0.2477368309429774]                                       |  0.6927250623703003|      0.03815204|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.6716060070062506, -0.281750445482461]                                        |  0.6322859525680542|      0.04239116|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[1.6716060070062506, -0.281750445482461]                                        |  0.6322859525680542|      0.03815204|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.6890954243790461, -0.31565765154387]                                         |  0.5746174454689026|      0.04239116|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      71|[1.6890954243790461, -0.31565765154387]                                         |  0.5746174454689026|      0.03815204|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.6890954243790461, -0.31565765154387]                                         |  0.5746174454689026|      0.03433684|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.7050150632892862, -0.3460810562636154]                                       |  0.5250481963157654|      0.03815204|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[1.7050150632892862, -0.3460810562636154]                                       |  0.5250481963157654|      0.03433684|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.7210867699219106, -0.3764244032063757]                                       |  0.4776619672775269|      0.03815204|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[1.7210867699219106, -0.3764244032063757]                                       |  0.4776619672775269|      0.03433684|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.7210867699219106, -0.3764244032063757]                                       |  0.4776619672775269|      0.03090315|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.735690015025472, -0.4036594942332502]                                        |  0.4368647933006287|      0.03433684|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      79|[1.735690015025472, -0.4036594942332502]                                        |  0.4368647933006287|      0.03090315|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.7503961794775664, -0.4308391498216637]                                       |  0.3978107869625092|      0.03433684|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
