k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      23|[1.2180311677701248, 0.1034850815655482, 0.2708251164843512, 1.5595965775552354, -1.376326562e-07, 1.774550346e-07, 1.68902003e-07, -7.16235759e-07, -3.760872216e-07, -1.880097989e-07, -1.173358551e-06, -2.177216496e-07, -1.601511609e-06, -6.056420792e-07, 4.279607908e-07, -1.4409534699e-06, 6.913702268e-07, 8.125852265e-07, -8.052326892e-07, -8.626511721e-07, -3.05965212e-07, 7.460359985e-07]| 12.2449665069580078|      0.10000000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.2787057157122617, 0.108564112035549, 0.2844206664201968, 1.637750040056859, -3.043360872e-07, -5.675154e-10, 6.673810525e-07, -9.354792374e-07, -5.29587143e-08, -2.087898997e-07, -8.03403216e-07, 4.500837721e-07, -1.5784201729e-06, -5.316240349e-07, 6.277210828e-07, -1.8394324653e-06, 1.2283542682e-06, 4.995329266e-07, -3.872614723e-07, -1.6219603273e-06, -3.385344556e-07, 4.924720589e-07]| 12.2061843872070312|      1.00000000|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      25|[1.2787057157122617, 0.108564112035549, 0.2844206664201968, 1.637750040056859, -3.043360872e-07, -5.675154e-10, 6.673810525e-07, -9.354792374e-07, -5.29587143e-08, -2.087898997e-07, -8.03403216e-07, 4.500837721e-07, -1.5784201729e-06, -5.316240349e-07, 6.277210828e-07, -1.8394324653e-06, 1.2283542682e-06, 4.995329266e-07, -3.872614723e-07, -1.6219603273e-06, -3.385344556e-07, 4.924720589e-07]| 12.2061843872070312|      0.10000000|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      26|[1.339284867215772, 0.1136022651431921, 0.2980379540183629, 1.7159763328531599, 1.0822036624e-06, -8.27168366e-07, 1.0046541092e-06, -1.4489100055e-06, -1.6238827325e-06, -3.40233397e-08, -1.6369452464e-06, -9.11672318e-08, -2.8077034483e-06, -7.800441901e-07, 6.646610017e-07, -1.3689472514e-06, 1.1605633543e-06, 5.9896066e-09, -7.251099281e-07, -1.2082279522e-06, -4.40860718e-07, 1.6698289118e-06]| 12.1768264770507812|      1.00000000|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      27|[1.339284867215772, 0.1136022651431921, 0.2980379540183629, 1.7159763328531599, 1.0822036624e-06, -8.27168366e-07, 1.0046541092e-06, -1.4489100055e-06, -1.6238827325e-06, -3.40233397e-08, -1.6369452464e-06, -9.11672318e-08, -2.8077034483e-06, -7.800441901e-07, 6.646610017e-07, -1.3689472514e-06, 1.1605633543e-06, 5.9896066e-09, -7.251099281e-07, -1.2082279522e-06, -4.40860718e-07, 1.6698289118e-06]| 12.1768264770507812|      0.10000000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.3996947999447027, 0.1185708176228895, 0.311695386034322, 1.7943308352840366, 7.732664547e-07, -4.636893901e-07, 1.968657699e-06, -3.4201359902e-06, -2.8107620873e-06, -1.2639205401e-06, -1.9138776734e-06, -4.289712153e-07, -2.3885420829e-06, -1.3845335942e-06, 1.4391503311e-06, -1.0883894441e-06, 6.726083694e-07, -1.221264323e-07, -2.3710710417e-06, -4.624012283e-07, 3.14225189e-08, 1.0662128564e-06]| 12.1568946838378906|      1.00000000|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      29|[1.3996947999447027, 0.1185708176228895, 0.311695386034322, 1.7943308352840366, 7.732664547e-07, -4.636893901e-07, 1.968657699e-06, -3.4201359902e-06, -2.8107620873e-06, -1.2639205401e-06, -1.9138776734e-06, -4.289712153e-07, -2.3885420829e-06, -1.3845335942e-06, 1.4391503311e-06, -1.0883894441e-06, 6.726083694e-07, -1.221264323e-07, -2.3710710417e-06, -4.624012283e-07, 3.14225189e-08, 1.0662128564e-06]| 12.1568946838378906|      0.10000000|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.3996947999447027, 0.1185708176228895, 0.311695386034322, 1.7943308352840366, 7.732664547e-07, -4.636893901e-07, 1.968657699e-06, -3.4201359902e-06, -2.8107620873e-06, -1.2639205401e-06, -1.9138776734e-06, -4.289712153e-07, -2.3885420829e-06, -1.3845335942e-06, 1.4391503311e-06, -1.0883894441e-06, 6.726083694e-07, -1.221264323e-07, -2.3710710417e-06, -4.624012283e-07, 3.14225189e-08, 1.0662128564e-06]| 12.1568946838378906|      0.01000000|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.4056981421815067, 0.1190508742563084, 0.3130701463814415, 1.802194641192274, 1.030127948e-07, -2.3557275067e-06, 3.0598632491e-06, -3.3882432756e-06, -4.2139411316e-06, -7.613976358e-07, 5.56252709e-08, 1.2493327509e-06, -2.8026744364e-06, -1.9271619066e-06, 1.5471207818e-06, -1.5064747053e-06, -4.953047776e-07, 1.952677235e-07, -1.974154631e-06, -8.955040979e-07, -4.415618095e-07, 2.2570925203e-06]| 12.1554203033447266|      0.10000000|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      32|[1.4056981421815067, 0.1190508742563084, 0.3130701463814415, 1.802194641192274, 1.030127948e-07, -2.3557275067e-06, 3.0598632491e-06, -3.3882432756e-06, -4.2139411316e-06, -7.613976358e-07, 5.56252709e-08, 1.2493327509e-06, -2.8026744364e-06, -1.9271619066e-06, 1.5471207818e-06, -1.5064747053e-06, -4.953047776e-07, 1.952677235e-07, -1.974154631e-06, -8.955040979e-07, -4.415618095e-07, 2.2570925203e-06]| 12.1554203033447266|      0.01000000|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.4116953722324117, 0.1195319924396481, 0.314445848949092, 1.8100628801368097, 8.784764907e-07, -3.9074854394e-06, 2.0622845708e-06, -3.8152718953e-06, -4.0160902869e-06, -1.0728314005e-06, -2.03044957e-07, 2.13931823e-07, -3.3624778572e-06, -2.1126786407e-06, 2.1201144823e-06, -1.254084702e-07, 1.3299755618e-06, -1.167376354e-07, -1.4476241799e-06, -6.178295522e-07, 1.3333480693e-06, 1.6340197252e-06]| 12.1540393829345703|      0.10000000|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      34|[1.4116953722324117, 0.1195319924396481, 0.314445848949092, 1.8100628801368097, 8.784764907e-07, -3.9074854394e-06, 2.0622845708e-06, -3.8152718953e-06, -4.0160902869e-06, -1.0728314005e-06, -2.03044957e-07, 2.13931823e-07, -3.3624778572e-06, -2.1126786407e-06, 2.1201144823e-06, -1.254084702e-07, 1.3299755618e-06, -1.167376354e-07, -1.4476241799e-06, -6.178295522e-07, 1.3333480693e-06, 1.6340197252e-06]| 12.1540393829345703|      0.01000000|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.4176841879526574, 0.1200086901600963, 0.3158234446013302, 1.8179374611840498, -6.889118856e-07, -4.5685500607e-06, 3.9326933284e-06, -3.9067240477e-06, -3.0331687241e-06, -7.692667825e-07, 2.990589554e-07, -2.7058741943e-06, -1.8406629329e-06, -1.9405774758e-06, 4.4215378934e-06, 2.0993136226e-06, -4.411739259e-07, -4.765380325e-07, -4.0717006034e-06, -3.6548180258e-06, 1.8556982786e-06, 8.430422338e-07]| 12.1527528762817383|      0.10000000|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      36|[1.4176841879526574, 0.1200086901600963, 0.3158234446013302, 1.8179374611840498, -6.889118856e-07, -4.5685500607e-06, 3.9326933284e-06, -3.9067240477e-06, -3.0331687241e-06, -7.692667825e-07, 2.990589554e-07, -2.7058741943e-06, -1.8406629329e-06, -1.9405774758e-06, 4.4215378934e-06, 2.0993136226e-06, -4.411739259e-07, -4.765380325e-07, -4.0717006034e-06, -3.6548180258e-06, 1.8556982786e-06, 8.430422338e-07]| 12.1527528762817383|      0.01000000|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.4236647833313274, 0.1204784203392751, 0.3172029246753975, 1.8258183777051173, -5.442910699e-07, -3.4790880028e-06, 5.5144515641e-06, -4.2475596284e-06, -3.1139698578e-06, -4.822925617e-07, -7.97192331e-07, -4.919250633e-07, -1.7003185391e-06, -3.9520390127e-06, 4.0356182833e-06, 3.5867265199e-06, -1.0919212905e-06, -2.1598420681e-06, -5.1704313751e-06, -3.3032040181e-06, 1.051993435e-06, 2.865809243e-07]| 12.1515607833862305|      0.10000000|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      38|[1.4236647833313274, 0.1204784203392751, 0.3172029246753975, 1.8258183777051173, -5.442910699e-07, -3.4790880028e-06, 5.5144515641e-06, -4.2475596284e-06, -3.1139698578e-06, -4.822925617e-07, -7.97192331e-07, -4.919250633e-07, -1.7003185391e-06, -3.9520390127e-06, 4.0356182833e-06, 3.5867265199e-06, -1.0919212905e-06, -2.1598420681e-06, -5.1704313751e-06, -3.3032040181e-06, 1.051993435e-06, 2.865809243e-07]| 12.1515607833862305|      0.01000000|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.4296342383553393, 0.1209450815760941, 0.3185845749037258, 1.8337075361215953, 2.724097909e-07, -4.9623829524e-06, 5.6966694457e-06, -6.7714529836e-06, -2.1891109197e-06, -2.5102741121e-06, -4.6502079001e-06, -3.4680063411e-06, -1.0459353919e-06, -4.3626008658e-06, 4.9295682648e-06, 3.1421316952e-06, -6.155162993e-07, -5.5702622145e-06, -5.770383674e-06, -1.2625681344e-06, 8.428703499e-07, 7.012722035e-07]| 12.1504631042480469|      0.10000000|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      40|[1.4296342383553393, 0.1209450815760941, 0.3185845749037258, 1.8337075361215953, 2.724097909e-07, -4.9623829524e-06, 5.6966694457e-06, -6.7714529836e-06, -2.1891109197e-06, -2.5102741121e-06, -4.6502079001e-06, -3.4680063411e-06, -1.0459353919e-06, -4.3626008658e-06, 4.9295682648e-06, 3.1421316952e-06, -6.155162993e-07, -5.5702622145e-06, -5.770383674e-06, -1.2625681344e-06, 8.428703499e-07, 7.012722035e-07]| 12.1504631042480469|      0.01000000|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.4355926179477747, 0.1214084798991116, 0.3199684260141185, 1.8416048702064098, 2.0867920392e-06, -3.3198754478e-06, 4.8308609324e-06, -7.5780867843e-06, -3.893398539e-06, -4.769482247e-06, -2.3046142825e-06, -4.5088736783e-06, 7.877348496e-07, -5.4110964428e-06, 3.2741657392e-06, 5.8595288177e-06, -5.2933328e-08, -6.9462576869e-06, -4.3436651547e-06, -2.9730361535e-06, -2.298620598e-07, 2.634354314e-07]| 12.1494588851928711|      0.10000000|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      42|[1.4355926179477747, 0.1214084798991116, 0.3199684260141185, 1.8416048702064098, 2.0867920392e-06, -3.3198754478e-06, 4.8308609324e-06, -7.5780867843e-06, -3.893398539e-06, -4.769482247e-06, -2.3046142825e-06, -4.5088736783e-06, 7.877348496e-07, -5.4110964428e-06, 3.2741657392e-06, 5.8595288177e-06, -5.2933328e-08, -6.9462576869e-06, -4.3436651547e-06, -2.9730361535e-06, -2.298620598e-07, 2.634354314e-07]| 12.1494588851928711|      0.01000000|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.4415375202206435, 0.1218626300018205, 0.3213596554552942, 1.849511594019081, 2.7109432041e-06, -2.9015423257e-06, 3.5904667274e-06, -1.09355604241e-05, -7.5030922331e-06, -3.4402346924e-06, -3.026205782e-07, -4.1243697947e-06, 3.7868457169e-06, -3.3892791184e-06, 6.4956202612e-06, 5.819108719e-06, -1.3377441251e-06, -5.6891423105e-06, -5.0189637195e-06, -3.106807827e-06, 4.631441859e-06, -5.820927695e-07]| 12.1485500335693359|      0.10000000|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      44|[1.4415375202206435, 0.1218626300018205, 0.3213596554552942, 1.849511594019081, 2.7109432041e-06, -2.9015423257e-06, 3.5904667274e-06, -1.09355604241e-05, -7.5030922331e-06, -3.4402346924e-06, -3.026205782e-07, -4.1243697947e-06, 3.7868457169e-06, -3.3892791184e-06, 6.4956202612e-06, 5.819108719e-06, -1.3377441251e-06, -5.6891423105e-06, -5.0189637195e-06, -3.106807827e-06, 4.631441859e-06, -5.820927695e-07]| 12.1485500335693359|      0.01000000|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.4474618751621962, 0.1223126292632056, 0.3227533271226438, 1.8574335345012731, 1.1621821014e-06, -4.7363832201e-06, 4.1872788504e-06, -1.35189024258e-05, -8.0203083155e-06, -5.4293335782e-06, 1.628861101e-07, -1.9194610498e-06, 3.2861160381e-06, -3.4987515459e-06, 8.8763364198e-06, 7.9255043613e-06, -1.2357485809e-06, -4.8281787722e-06, -7.2691773307e-06, -6.4066640452e-06, 3.4256255141e-06, 2.0348529183e-06]| 12.1477346420288086|      0.10000000|[5761, 0, 0, 90]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
