k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       3|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      0.90000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      0.81000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.3929228921104362, -0.4702342276892886]                                       |  4.0325016975402832|      0.25418658|[121, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.3929228921104362, -0.4702342276892886]                                       |  4.0325016975402832|      0.22876792|[128, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.3929228921104362, -0.4702342276892886]                                       |  4.0325016975402832|      0.20589113|[134, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.3929228921104362, -0.4702342276892886]                                       |  4.0325016975402832|      0.18530202|[140, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.20589113|[145, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.18530202|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.16677182|[161, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.15009464|[167, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.13508517|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.12157665|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.2135020170164774, -0.5165482405087681]                                       |  2.8715896606445312|      0.10941899|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.1079936634067775, -0.5455396616731846]                                       |  2.3793287277221680|      0.12157665|[190, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.1079936634067775, -0.5455396616731846]                                       |  2.3793287277221680|      0.10941899|[197, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.1079936634067775, -0.5455396616731846]                                       |  2.3793287277221680|      0.09847709|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.0137924241908076, -0.5742426898766838]                                       |  2.0266625881195068|      0.10941899|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.0137924241908076, -0.5742426898766838]                                       |  2.0266625881195068|      0.09847709|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.0137924241908076, -0.5742426898766838]                                       |  2.0266625881195068|      0.08862938|[225, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.0137924241908076, -0.5742426898766838]                                       |  2.0266625881195068|      0.07976644|[233, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.935138550468708, -0.5875187431171598]                                        |  1.7895026206970215|      0.08862938|[239, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.935138550468708, -0.5875187431171598]                                        |  1.7895026206970215|      0.07976644|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.935138550468708, -0.5875187431171598]                                        |  1.7895026206970215|      0.07178980|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.935138550468708, -0.5875187431171598]                                        |  1.7895026206970215|      0.06461082|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.8723290266803025, -0.6026687147145928]                                       |  1.6233154535293579|      0.07178980|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.8723290266803025, -0.6026687147145928]                                       |  1.6233154535293579|      0.06461082|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.8723290266803025, -0.6026687147145928]                                       |  1.6233154535293579|      0.05814974|[279, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.8154904832532346, -0.6149476354575587]                                       |  1.4906827211380005|      0.06461082|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.8154904832532346, -0.6149476354575587]                                       |  1.4906827211380005|      0.05814974|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.8154904832532346, -0.6149476354575587]                                       |  1.4906827211380005|      0.05233476|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.764127079402197, -0.6249839791537776]                                        |  1.3833491802215576|      0.05814974|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.764127079402197, -0.6249839791537776]                                        |  1.3833491802215576|      0.05233476|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.764127079402197, -0.6249839791537776]                                        |  1.3833491802215576|      0.04710129|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.718233314914034, -0.6355808473499611]                                        |  1.2952942848205566|      0.05233476|[320, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.718233314914034, -0.6355808473499611]                                        |  1.2952942848205566|      0.04710129|[326, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.718233314914034, -0.6355808473499611]                                        |  1.2952942848205566|      0.04239116|[333, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.677043870722486, -0.6456028225597582]                                        |  1.2223957777023315|      0.04710129|[339, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.677043870722486, -0.6456028225597582]                                        |  1.2223957777023315|      0.04239116|[345, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.6357572978181968, -0.6552168330513921]                                       |  1.1551355123519897|      0.04710129|[350, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.6357572978181968, -0.6552168330513921]                                       |  1.1551355123519897|      0.04239116|[357, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.6357572978181968, -0.6552168330513921]                                       |  1.1551355123519897|      0.03815204|[363, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.6357572978181968, -0.6552168330513921]                                       |  1.1551355123519897|      0.03433684|[369, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.6023471273218242, -0.6631401508651096]                                       |  1.1045730113983154|      0.03815204|[375, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.6023471273218242, -0.6631401508651096]                                       |  1.1045730113983154|      0.03433684|[383, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.5692720333498924, -0.6723627652732775]                                       |  1.0573682785034180|      0.03815204|[389, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.5692720333498924, -0.6723627652732775]                                       |  1.0573682785034180|      0.03433684|[396, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.5692720333498924, -0.6723627652732775]                                       |  1.0573682785034180|      0.03090315|[402, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.539274099973267, -0.6797876520689379]                                        |  1.0177782773971558|      0.03433684|[407, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.539274099973267, -0.6797876520689379]                                        |  1.0177782773971558|      0.03090315|[414, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5099138834073373, -0.6894304024026617]                                       |  0.9809074997901917|      0.03433684|[419, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.5099138834073373, -0.6894304024026617]                                       |  0.9809074997901917|      0.03090315|[427, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
