k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.9959912785944427, 1.0009629417315067]                                        |  0.0000381303871109|      0.00195312|[322, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.9976963063443646, 1.0019156104239815]                                        |  0.0000125380793179|      0.00390625|[327, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.9976963063443646, 1.0019156104239815]                                        |  0.0000125380793179|      0.00195312|[334, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.9976963063443646, 1.0019156104239815]                                        |  0.0000125380793179|      0.00097656|[342, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.9980098955107228, 1.000990766571675]                                         |  0.0000049493801271|      0.00195312|[349, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      54|[0.9980098955107228, 1.000990766571675]                                         |  0.0000049493801271|      0.00097656|[357, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.9980098955107228, 1.000990766571675]                                         |  0.0000049493801271|      0.00048828|[365, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.9984901423788621, 1.0010789795227875]                                        |  0.0000037355337099|      0.00097656|[371, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.9984901423788621, 1.0010789795227875]                                        |  0.0000037355337099|      0.00048828|[379, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.9989119757670923, 1.0008330625211879]                                        |  0.0000022570470719|      0.00097656|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.999534219320248, 1.0000804090305546]                                         |  0.0000006440677680|      0.00195312|[392, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      60|[0.999534219320248, 1.0000804090305546]                                         |  0.0000006440677680|      0.00097656|[398, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.999534219320248, 1.0000804090305546]                                         |  0.0000006440677680|      0.00048828|[405, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.999534219320248, 1.0000804090305546]                                         |  0.0000006440677680|      0.00024414|[412, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.9997396576273275, 1.0002123171302288]                                        |  0.0000001511658070|      0.00048828|[417, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.9997396576273275, 1.0002123171302288]                                        |  0.0000001511658070|      0.00024414|[423, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
