k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[-0.9800592913093351, 1.8564906452777075, 1.6730375898333554, 5.265975022592332, 3.5056319419252056, 7.987307390326565]|  7.6680068969726562|      1.00000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[-0.9800592913093351, 1.8564906452777075, 1.6730375898333554, 5.265975022592332, 3.5056319419252056, 7.987307390326565]|  7.6680068969726562|      0.20000000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.9585861942463455, 1.9649975767557633, 1.543786388716186, 5.236827868407039, 3.4083797604799955, 7.9598895942707975]|  6.6763916015625000|      1.00000000|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[-0.9585861942463455, 1.9649975767557633, 1.543786388716186, 5.236827868407039, 3.4083797604799955, 7.9598895942707975]|  6.6763916015625000|      0.20000000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.9585861942463455, 1.9649975767557633, 1.543786388716186, 5.236827868407039, 3.4083797604799955, 7.9598895942707975]|  6.6763916015625000|      0.04000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[-0.9433966405622279, 1.9891033980155381, 1.5391055494343386, 5.245770964537225, 3.3884373824037772, 7.942901387415509]|  6.5048995018005371|      0.20000000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[-0.8032327926926364, 2.0098373232003235, 1.5755484720865247, 5.217354054358914, 3.2988774572849797, 7.84407015493295]|  5.9287328720092773|      1.00000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[-0.8032327926926364, 2.0098373232003235, 1.5755484720865247, 5.217354054358914, 3.2988774572849797, 7.84407015493295]|  5.9287328720092773|      0.20000000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.7242691244669427, 2.082176210406027, 1.4264571951327796, 5.2858645662634665, 3.2588001357863883, 7.842137877892883]|  5.2784280776977539|      1.00000000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[-0.7242691244669427, 2.082176210406027, 1.4264571951327796, 5.2858645662634665, 3.2588001357863883, 7.842137877892883]|  5.2784280776977539|      0.20000000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.7707743869209377, 2.082029493263222, 1.2784908270812236, 5.317552538098764, 3.1384341605315083, 7.820898824107379]|  4.8821229934692383|      1.00000000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[-0.7707743869209377, 2.082029493263222, 1.2784908270812236, 5.317552538098764, 3.1384341605315083, 7.820898824107379]|  4.8821229934692383|      0.20000000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.6169591519823913, 2.1826621279646146, 1.257354981104155, 5.286659884256061, 3.073818751343022, 7.795645800869578]|  4.1736083030700684|      1.00000000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[-0.6169591519823913, 2.1826621279646146, 1.257354981104155, 5.286659884256061, 3.073818751343022, 7.795645800869578]|  4.1736083030700684|      0.20000000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.6092924112153364, 2.241120099927851, 1.1363175525507672, 5.203611311496594, 2.954184393929122, 7.821421420705358]|  3.7307386398315430|      1.00000000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[-0.6092924112153364, 2.241120099927851, 1.1363175525507672, 5.203611311496594, 2.954184393929122, 7.821421420705358]|  3.7307386398315430|      0.20000000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.4652371580227548, 2.3369003963358965, 1.1735480122054036, 5.134435760820569, 2.980894416869691, 7.764946385648303]|  3.4246203899383545|      1.00000000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[-0.4652371580227548, 2.3369003963358965, 1.1735480122054036, 5.134435760820569, 2.980894416869691, 7.764946385648303]|  3.4246203899383545|      0.20000000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.4589208396219716, 2.4208845818424134, 1.1174171359757408, 5.031457725289831, 2.856646843154941, 7.704002558523769]|  2.9532377719879150|      1.00000000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[-0.4589208396219716, 2.4208845818424134, 1.1174171359757408, 5.031457725289831, 2.856646843154941, 7.704002558523769]|  2.9532377719879150|      0.20000000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.3906122037572015, 2.4639101642003767, 1.0390228304922087, 4.998326381929989, 2.7291022543746557, 7.60414388660767]|  2.5155234336853027|      1.00000000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[-0.3906122037572015, 2.4639101642003767, 1.0390228304922087, 4.998326381929989, 2.7291022543746557, 7.60414388660767]|  2.5155234336853027|      0.20000000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.3906122037572015, 2.4639101642003767, 1.0390228304922087, 4.998326381929989, 2.7291022543746557, 7.60414388660767]|  2.5155234336853027|      0.04000000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.3919189175261756, 2.4427488642457313, 1.0363873011130307, 4.980565312899739, 2.702739322309014, 7.615680181855802]|  2.4913833141326904|      0.20000000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      44|[-0.3919189175261756, 2.4427488642457313, 1.0363873011130307, 4.980565312899739, 2.702739322309014, 7.615680181855802]|  2.4913833141326904|      0.04000000|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.3621210927839996, 2.4556951739187745, 1.027444895909469, 4.970436209687632, 2.6854883295393286, 7.607660168623999]|  2.4033830165863037|      0.20000000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[-0.3621210927839996, 2.4556951739187745, 1.027444895909469, 4.970436209687632, 2.6854883295393286, 7.607660168623999]|  2.4033830165863037|      0.04000000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.3382054607496612, 2.464582192257601, 1.0118364363533545, 4.955277358302793, 2.671022719187342, 7.591338563875522]|  2.3235893249511719|      0.20000000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      48|[-0.3382054607496612, 2.464582192257601, 1.0118364363533545, 4.955277358302793, 2.671022719187342, 7.591338563875522]|  2.3235893249511719|      0.04000000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.3098353304445073, 2.474989942572528, 1.0041645155359327, 4.946475249711216, 2.6490026363510344, 7.583239495592926]|  2.2409677505493164|      0.20000000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[-0.3098353304445073, 2.474989942572528, 1.0041645155359327, 4.946475249711216, 2.6490026363510344, 7.583239495592926]|  2.2409677505493164|      0.04000000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.2878478183763371, 2.490595247859708, 0.9937110225864628, 4.939782355113606, 2.623163757905372, 7.576076691136782]|  2.1620430946350098|      0.20000000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[-0.2878478183763371, 2.490595247859708, 0.9937110225864628, 4.939782355113606, 2.623163757905372, 7.576076691136782]|  2.1620430946350098|      0.04000000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.2774145817401497, 2.5055172079117214, 0.9927905178650107, 4.931061926634379, 2.591285171907662, 7.5628348923736795]|  2.0942149162292480|      0.20000000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[-0.2774145817401497, 2.5055172079117214, 0.9927905178650107, 4.931061926634379, 2.591285171907662, 7.5628348923736795]|  2.0942149162292480|      0.04000000|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.2789363796566708, 2.504019536196597, 1.006588978670487, 4.911691481250067, 2.5646241158276832, 7.544973830696154]|  2.0557792186737061|      0.20000000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      56|[-0.1234620888651208, 2.5541834643627412, 0.9763228784539688, 4.884909543833833, 2.456570087362022, 7.546504566488254]|  1.7297332286834717|      1.00000000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[-0.1234620888651208, 2.5541834643627412, 0.9763228784539688, 4.884909543833833, 2.456570087362022, 7.546504566488254]|  1.7297332286834717|      0.20000000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.1234620888651208, 2.5541834643627412, 0.9763228784539688, 4.884909543833833, 2.456570087362022, 7.546504566488254]|  1.7297332286834717|      0.04000000|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[-0.1205898873380933, 2.5487677378432285, 0.9405076222363358, 4.874452095806448, 2.4435430862201613, 7.54729627901423]|  1.6809644699096680|      0.20000000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[-0.1205898873380933, 2.5487677378432285, 0.9405076222363358, 4.874452095806448, 2.4435430862201613, 7.54729627901423]|  1.6809644699096680|      0.04000000|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.1021542961284607, 2.5442613451755958, 0.9273218222662971, 4.859062350359644, 2.417822014418372, 7.53435262105072]|  1.6168403625488281|      0.20000000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[-0.1021542961284607, 2.5442613451755958, 0.9273218222662971, 4.859062350359644, 2.417822014418372, 7.53435262105072]|  1.6168403625488281|      0.04000000|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0787488464156566, 2.5333994684037737, 0.9210956536337671, 4.848178938002907, 2.3928944132268546, 7.5218784310888696]|  1.5569542646408081|      0.20000000|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      64|[-0.0787488464156566, 2.5333994684037737, 0.9210956536337671, 4.848178938002907, 2.3928944132268546, 7.5218784310888696]|  1.5569542646408081|      0.04000000|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0607766142929355, 2.533675627722813, 0.8967940683602987, 4.8568679511317265, 2.3894243316252735, 7.497407731338363]|  1.5187635421752930|      0.20000000|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      66|[-0.0607766142929355, 2.533675627722813, 0.8967940683602987, 4.8568679511317265, 2.3894243316252735, 7.497407731338363]|  1.5187635421752930|      0.04000000|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0394215929934777, 2.542217341599023, 0.8666292165122085, 4.851184992487885, 2.3783252564682553, 7.495041634541806]|  1.4685472249984741|      0.20000000|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      68|[-0.0394215929934777, 2.542217341599023, 0.8666292165122085, 4.851184992487885, 2.3783252564682553, 7.495041634541806]|  1.4685472249984741|      0.04000000|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0096663363729035, 2.5470637196802115, 0.8685026330795894, 4.856020841031888, 2.362230890642091, 7.474911716737303]|  1.4236383438110352|      0.20000000|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      70|[-0.0096663363729035, 2.5470637196802115, 0.8685026330795894, 4.856020841031888, 2.362230890642091, 7.474911716737303]|  1.4236383438110352|      0.04000000|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0048682017928812, 2.571750893391807, 0.8608462647963564, 4.874203938399231, 2.342490482393252, 7.474310109347692]|  1.3905769586563110|      0.20000000|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[0.0048682017928812, 2.571750893391807, 0.8608462647963564, 4.874203938399231, 2.342490482393252, 7.474310109347692]|  1.3905769586563110|      0.04000000|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0276058540300465, 2.561961529367154, 0.8468157493728115, 4.8707743376525325, 2.326532809564546, 7.497199029730585]|  1.3537534475326538|      0.20000000|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      74|[0.0276058540300465, 2.561961529367154, 0.8468157493728115, 4.8707743376525325, 2.326532809564546, 7.497199029730585]|  1.3537534475326538|      0.04000000|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0299537440819555, 2.555513306154228, 0.8439923556084606, 4.849984076225417, 2.2965042100820616, 7.482673723528491]|  1.3069846630096436|      0.20000000|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[0.0892938370429502, 2.594883897365961, 0.7381093534014123, 4.758167292052381, 2.174289423917795, 7.4639460983297115]|  1.1021673679351807|      1.00000000|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.0892938370429502, 2.594883897365961, 0.7381093534014123, 4.758167292052381, 2.174289423917795, 7.4639460983297115]|  1.1021673679351807|      0.20000000|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0892938370429502, 2.594883897365961, 0.7381093534014123, 4.758167292052381, 2.174289423917795, 7.4639460983297115]|  1.1021673679351807|      0.04000000|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.118775888522709, 2.595179965530519, 0.7365229414217735, 4.7356421175451775, 2.1768225682607203, 7.449303558441578]|  1.0541934967041016|      0.20000000|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[0.118775888522709, 2.595179965530519, 0.7365229414217735, 4.7356421175451775, 2.1768225682607203, 7.449303558441578]|  1.0541934967041016|      0.04000000|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
