k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[0.7691338404075068, 0.9973690779572317]                                        |  0.2169450670480728|      0.25418658|[108, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.7691338404075068, 0.9973690779572317]                                        |  0.2169450670480728|      0.22876792|[113, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.7691338404075068, 0.9973690779572317]                                        |  0.2169450670480728|      0.20589113|[119, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.7691338404075068, 0.9973690779572317]                                        |  0.2169450670480728|      0.18530202|[124, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.20589113|[129, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.18530202|[135, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.16677182|[140, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.15009464|[145, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.13508517|[150, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.13508517|[153, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      27|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.13508517|[156, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      28|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.12157665|[161, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.10941899|[167, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.09847709|[173, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.9253528538493447, 1.097030795994721]                                         |  0.0652342960238457|      0.08862938|[178, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.8869157520555262, 1.01716993939419]                                          |  0.0349230542778969|      0.09847709|[183, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.8869157520555262, 1.01716993939419]                                          |  0.0349230542778969|      0.08862938|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.8869157520555262, 1.01716993939419]                                          |  0.0349230542778969|      0.07976644|[194, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.8869157520555262, 1.01716993939419]                                          |  0.0349230542778969|      0.07976644|[197, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      35|[0.9589284092126167, 1.0514753711843787]                                        |  0.0155826872214675|      0.08862938|[203, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.9589284092126167, 1.0514753711843787]                                        |  0.0155826872214675|      0.08862938|[206, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      36|[0.9589284092126167, 1.0514753711843787]                                        |  0.0155826872214675|      0.07976644|[211, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.9589284092126167, 1.0514753711843787]                                        |  0.0155826872214675|      0.07976644|[214, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      37|[0.9589284092126167, 1.0514753711843787]                                        |  0.0155826872214675|      0.07178980|[219, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
