k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.0095641066916132, 0.9388921401140842]                                       |3986.5034179687500000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[-1.0095641066916132, 0.9388921401140842]                                       |3986.5034179687500000|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.8183406995579028, 0.8802951387899959]                                       |460.7492370605468750|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[-0.8183406995579028, 0.8802951387899959]                                       |460.7492370605468750|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.6540899201352518, 0.7661825564029004]                                       | 47.7138633728027344|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.6540899201352518, 0.7661825564029004]                                       | 47.7138633728027344|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0552679518907133, 0.6335014642460569]                                       |  0.0002628735383041|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.0552679518907133, 0.6335014642460569]                                       |  0.0002628735383041|      0.00800000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0472940201148612, 0.6341467642027089]                                       |  0.0001785688800737|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[-0.0472940201148612, 0.6341467642027089]                                       |  0.0001785688800737|      0.00800000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0393173539400677, 0.634757335030628]                                        |  0.0001147136936197|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[-0.0393173539400677, 0.634757335030628]                                        |  0.0001147136936197|      0.00800000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0313192311922261, 0.6345840361256729]                                       |  0.0000678805154166|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[-0.0313192311922261, 0.6345840361256729]                                       |  0.0000678805154166|      0.00800000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0313192311922261, 0.6345840361256729]                                       |  0.0000678805154166|      0.00160000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.0297197012330981, 0.634622816402258]                                        |  0.0000602848595008|      0.00800000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[-0.0297197012330981, 0.634622816402258]                                        |  0.0000602848595008|      0.00160000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0281207747089915, 0.6346814164919197]                                       |  0.0000532347403350|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.0281207747089915, 0.6346814164919197]                                       |  0.0000532347403350|      0.00160000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0265215469994842, 0.6347311229617614]                                       |  0.0000467093814223|      0.00800000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[-0.0265215469994842, 0.6347311229617614]                                       |  0.0000467093814223|      0.00160000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0249215972320525, 0.6347438013565727]                                       |  0.0000406903309340|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.0249215972320525, 0.6347438013565727]                                       |  0.0000406903309340|      0.00160000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0233225919447704, 0.6348002113844408]                                       |  0.0000351586568286|      0.00800000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[-0.0233225919447704, 0.6348002113844408]                                       |  0.0000351586568286|      0.00160000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.021722784673187, 0.6348250447045709]                                        |  0.0000300962328765|      0.00800000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[-0.021722784673187, 0.6348250447045709]                                        |  0.0000300962328765|      0.00160000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0201229298759576, 0.6348465999309015]                                       |  0.0000254864116869|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[-0.0201229298759576, 0.6348465999309015]                                       |  0.0000254864116869|      0.00160000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0185232141070445, 0.6348767571637134]                                       |  0.0000213126331801|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[-0.0185232141070445, 0.6348767571637134]                                       |  0.0000213126331801|      0.00160000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.016924111366881, 0.6349303335241875]                                        |  0.0000175596378540|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[-0.016924111366881, 0.6349303335241875]                                        |  0.0000175596378540|      0.00160000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0153248020489125, 0.6349773410284725]                                       |  0.0000142114340633|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.0153248020489125, 0.6349773410284725]                                       |  0.0000142114340633|      0.00160000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0137255759172605, 0.6350270982374103]                                       |  0.0000112535972221|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[-0.0137255759172605, 0.6350270982374103]                                       |  0.0000112535972221|      0.00160000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0121255774149238, 0.6350292874199821]                                       |  0.0000086715917860|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[-0.0121255774149238, 0.6350292874199821]                                       |  0.0000086715917860|      0.00160000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0105266558387978, 0.6350880223618726]                                       |  0.0000064525333983|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[-0.0105266558387978, 0.6350880223618726]                                       |  0.0000064525333983|      0.00160000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0089266694540294, 0.6350814217137531]                                       |  0.0000045822894208|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[-0.0089266694540294, 0.6350814217137531]                                       |  0.0000045822894208|      0.00160000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0073283243570026, 0.6351541743825045]                                       |  0.0000030495648389|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[-0.0073283243570026, 0.6351541743825045]                                       |  0.0000030495648389|      0.00160000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0073283243570026, 0.6351541743825045]                                       |  0.0000030495648389|      0.00032000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0070083337016877, 0.6351566198908618]                                       |  0.0000027821365620|      0.00160000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[-0.0070083337016877, 0.6351566198908618]                                       |  0.0000027821365620|      0.00032000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0066883430112648, 0.6351590608010736]                                       |  0.0000025275980988|      0.00160000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[-0.0066883430112648, 0.6351590608010736]                                       |  0.0000025275980988|      0.00032000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0063683434002935, 0.6351585618238903]                                       |  0.0000022858644115|      0.00160000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[-0.0063683434002935, 0.6351585618238903]                                       |  0.0000022858644115|      0.00032000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0060483779185106, 0.6351632618736212]                                       |  0.0000020568309083|      0.00160000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[-0.0060483779185106, 0.6351632618736212]                                       |  0.0000020568309083|      0.00032000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0057283887516046, 0.635165894944603]                                        |  0.0000018404015236|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[-0.0057283887516046, 0.635165894944603]                                        |  0.0000018404015236|      0.00032000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0054084363689406, 0.6351714151644889]                                       |  0.0000016365031570|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[-0.0054084363689406, 0.6351714151644889]                                       |  0.0000016365031570|      0.00032000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0050884714089479, 0.6351761506028921]                                       |  0.0000014450280332|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[-0.0050884714089479, 0.6351761506028921]                                       |  0.0000014450280332|      0.00032000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[-0.0047684803686998, 0.6351737559920755]                                       |  0.0000012658969126|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[-0.0047684803686998, 0.6351737559920755]                                       |  0.0000012658969126|      0.00032000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[-0.0044484813704775, 0.6351745567021978]                                       |  0.0000010989986095|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[-0.0044484813704775, 0.6351745567021978]                                       |  0.0000010989986095|      0.00032000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[-0.0041285105610714, 0.6351788788692528]                                       |  0.0000009442650821|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[-0.0041285105610714, 0.6351788788692528]                                       |  0.0000009442650821|      0.00032000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[-0.0038085302404264, 0.6351753300102927]                                       |  0.0000008016132824|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[-0.0038085302404264, 0.6351753300102927]                                       |  0.0000008016132824|      0.00032000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[-0.003488530273108, 0.6351751853859312]                                        |  0.0000006709285572|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
