k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      12|[1.29407917412161, 0.1099208249233851, 0.2877696912015845, 1.6571316204715938, 4.65683553e-07, 4.010304536e-07, -1.169985116e-07, -7.709354685e-07, -1.658782384e-07, -9.606012802e-07, -7.741314475e-07, 4.925968833e-07, -1.664498037e-07, 1.618235984e-07, -6.486364895e-07, 4.724557491e-07, -1.8274486634e-06, -1.736188735e-07, -5.57756596e-08, -4.562226053e-07, 1.382316856e-07, -3.51584732e-08]| 12.1979618072509766|      0.25000000|[1537, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      13|[1.29407917412161, 0.1099208249233851, 0.2877696912015845, 1.6571316204715938, 4.65683553e-07, 4.010304536e-07, -1.169985116e-07, -7.709354685e-07, -1.658782384e-07, -9.606012802e-07, -7.741314475e-07, 4.925968833e-07, -1.664498037e-07, 1.618235984e-07, -6.486364895e-07, 4.724557491e-07, -1.8274486634e-06, -1.736188735e-07, -5.57756596e-08, -4.562226053e-07, 1.382316856e-07, -3.51584732e-08]| 12.1979618072509766|      0.12500000|[1665, 0, 0, 26]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.3697616900514284, 0.1162032414784491, 0.304800099222448, 1.754946001946871, 1.5630296592e-06, 1.1146759433e-06, -3.092324507e-07, -3.330927969e-07, 3.178953027e-07, -1.1516197391e-06, -5.369283255e-07, 5.573224149e-07, -1.668566477e-07, 2.871319605e-07, -2.106687133e-07, 4.736880686e-07, -1.3010320732e-06, -1.258961816e-07, 8.244236833e-07, -8.296748168e-07, -4.249306026e-07, 1.129698351e-07]| 12.1656827926635742|      0.25000000|[1793, 0, 0, 28]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      15|[1.3697616900514284, 0.1162032414784491, 0.304800099222448, 1.754946001946871, 1.5630296592e-06, 1.1146759433e-06, -3.092324507e-07, -3.330927969e-07, 3.178953027e-07, -1.1516197391e-06, -5.369283255e-07, 5.573224149e-07, -1.668566477e-07, 2.871319605e-07, -2.106687133e-07, 4.736880686e-07, -1.3010320732e-06, -1.258961816e-07, 8.244236833e-07, -8.296748168e-07, -4.249306026e-07, 1.129698351e-07]| 12.1656827926635742|      0.12500000|[1921, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.3697616900514284, 0.1162032414784491, 0.304800099222448, 1.754946001946871, 1.5630296592e-06, 1.1146759433e-06, -3.092324507e-07, -3.330927969e-07, 3.178953027e-07, -1.1516197391e-06, -5.369283255e-07, 5.573224149e-07, -1.668566477e-07, 2.871319605e-07, -2.106687133e-07, 4.736880686e-07, -1.3010320732e-06, -1.258961816e-07, 8.244236833e-07, -8.296748168e-07, -4.249306026e-07, 1.129698351e-07]| 12.1656827926635742|      0.06250000|[2049, 0, 0, 32]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.4074278261190132, 0.1192700456879385, 0.3133567104480028, 1.8039856930351206, 1.4779413535e-06, 1.79880439e-07, -1.1577830041e-06, -1.040874829e-07, 1.2041814752e-06, -8.079050217e-07, 9.86744543e-08, 1.325487517e-07, 6.523032248e-07, 6.011891655e-07, 2.516217299e-07, -6.107845822e-07, -8.071681976e-07, -1.3609294477e-06, 7.250431534e-07, -5.073791313e-07, 2.276648482e-07, 7.234590025e-07]| 12.1550664901733398|      0.12500000|[2177, 0, 0, 34]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      18|[1.4074278261190132, 0.1192700456879385, 0.3133567104480028, 1.8039856930351206, 1.4779413535e-06, 1.79880439e-07, -1.1577830041e-06, -1.040874829e-07, 1.2041814752e-06, -8.079050217e-07, 9.86744543e-08, 1.325487517e-07, 6.523032248e-07, 6.011891655e-07, 2.516217299e-07, -6.107845822e-07, -8.071681976e-07, -1.3609294477e-06, 7.250431534e-07, -5.073791313e-07, 2.276648482e-07, 7.234590025e-07]| 12.1550664901733398|      0.06250000|[2305, 0, 0, 36]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.4448938042596986, 0.1222552636749425, 0.3219596353094434, 1.8531754136178762, 2.3375936526e-06, -1.9003880958e-06, 1.885632094e-07, -5.620581106e-07, 1.7765889598e-06, -1.4759974387e-06, 7.034331985e-07, -2.52385827e-06, -3.433786203e-07, -2.46209633e-07, 4.978881954e-07, -1.751054155e-06, -1.4509788978e-06, -1.0678864945e-06, -1.1077841213e-06, -1.5520245295e-06, 2.4639844469e-06, 5.158640552e-07]| 12.1481313705444336|      0.12500000|[2433, 0, 0, 38]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      20|[1.4448938042596986, 0.1222552636749425, 0.3219596353094434, 1.8531754136178762, 2.3375936526e-06, -1.9003880958e-06, 1.885632094e-07, -5.620581106e-07, 1.7765889598e-06, -1.4759974387e-06, 7.034331985e-07, -2.52385827e-06, -3.433786203e-07, -2.46209633e-07, 4.978881954e-07, -1.751054155e-06, -1.4509788978e-06, -1.0678864945e-06, -1.1077841213e-06, -1.5520245295e-06, 2.4639844469e-06, 5.158640552e-07]| 12.1481313705444336|      0.06250000|[2561, 0, 0, 40]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.4448938042596986, 0.1222552636749425, 0.3219596353094434, 1.8531754136178762, 2.3375936526e-06, -1.9003880958e-06, 1.885632094e-07, -5.620581106e-07, 1.7765889598e-06, -1.4759974387e-06, 7.034331985e-07, -2.52385827e-06, -3.433786203e-07, -2.46209633e-07, 4.978881954e-07, -1.751054155e-06, -1.4509788978e-06, -1.0678864945e-06, -1.1077841213e-06, -1.5520245295e-06, 2.4639844469e-06, 5.158640552e-07]| 12.1481313705444336|      0.03125000|[2689, 0, 0, 42]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.463382665416586, 0.1236466443568906, 0.3263176515203502, 1.877950323571644, 3.3892209062e-06, -9.137057066e-07, -2.5483780647e-06, -2.9580102308e-06, -1.3338159363e-06, 1.0456365453e-06, 4.6026951092e-06, -4.446125995e-06, -4.6113543451e-06, -2.879767168e-06, 1.7226663519e-06, -9.45161623e-07, -3.005587101e-06, 1.1143171594e-06, 1.4133320648e-06, 9.079279724e-07, 3.0860137724e-06, 3.140742685e-06]| 12.1460437774658203|      0.06250000|[2817, 0, 0, 44]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      23|[1.463382665416586, 0.1236466443568906, 0.3263176515203502, 1.877950323571644, 3.3892209062e-06, -9.137057066e-07, -2.5483780647e-06, -2.9580102308e-06, -1.3338159363e-06, 1.0456365453e-06, 4.6026951092e-06, -4.446125995e-06, -4.6113543451e-06, -2.879767168e-06, 1.7226663519e-06, -9.45161623e-07, -3.005587101e-06, 1.1143171594e-06, 1.4133320648e-06, 9.079279724e-07, 3.0860137724e-06, 3.140742685e-06]| 12.1460437774658203|      0.03125000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.463382665416586, 0.1236466443568906, 0.3263176515203502, 1.877950323571644, 3.3892209062e-06, -9.137057066e-07, -2.5483780647e-06, -2.9580102308e-06, -1.3338159363e-06, 1.0456365453e-06, 4.6026951092e-06, -4.446125995e-06, -4.6113543451e-06, -2.879767168e-06, 1.7226663519e-06, -9.45161623e-07, -3.005587101e-06, 1.1143171594e-06, 1.4133320648e-06, 9.079279724e-07, 3.0860137724e-06, 3.140742685e-06]| 12.1460437774658203|      0.01562500|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4724617213584117, 0.1242707594264831, 0.3285335598077906, 1.8904567790894493, 1.9800030566e-06, -1.7548164476e-06, -6.4600927491e-06, -7.3637467616e-06, -7.155745247e-07, 6.173830904e-07, 2.4708640753e-06, -2.0736354806e-06, 5.085324714e-07, -3.7869238065e-06, -4.467825766e-07, 6.7129164e-08, -3.5698128515e-06, -5.1981559287e-06, -3.018155068e-07, 6.3157666315e-06, 2.5144061304e-06, -8.388577837e-07]| 12.1453447341918945|      0.03125000|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      26|[1.4724617213584117, 0.1242707594264831, 0.3285335598077906, 1.8904567790894493, 1.9800030566e-06, -1.7548164476e-06, -6.4600927491e-06, -7.3637467616e-06, -7.155745247e-07, 6.173830904e-07, 2.4708640753e-06, -2.0736354806e-06, 5.085324714e-07, -3.7869238065e-06, -4.467825766e-07, 6.7129164e-08, -3.5698128515e-06, -5.1981559287e-06, -3.018155068e-07, 6.3157666315e-06, 2.5144061304e-06, -8.388577837e-07]| 12.1453447341918945|      0.01562500|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4813527803268711, 0.1248243232651505, 0.3308037273816744, 1.9030912315746786, 1.5372170196e-06, 2.4529662259e-06, -7.903332728e-06, -6.786429265e-06, -1.2961179771e-06, -3.8972919085e-06, 6.147457604e-07, -3.1754654528e-06, 4.297381715e-06, -9.4383191307e-06, -3.7408298548e-06, -1.0967010449e-06, -4.7229460951e-06, 1.3463489582e-06, 2.1762008242e-06, 2.2104115464e-06, 6.5069926007e-06, 4.1401182213e-06]| 12.1448745727539062|      0.03125000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      28|[1.4813527803268711, 0.1248243232651505, 0.3308037273816744, 1.9030912315746786, 1.5372170196e-06, 2.4529662259e-06, -7.903332728e-06, -6.786429265e-06, -1.2961179771e-06, -3.8972919085e-06, 6.147457604e-07, -3.1754654528e-06, 4.297381715e-06, -9.4383191307e-06, -3.7408298548e-06, -1.0967010449e-06, -4.7229460951e-06, 1.3463489582e-06, 2.1762008242e-06, 2.2104115464e-06, 6.5069926007e-06, 4.1401182213e-06]| 12.1448745727539062|      0.01562500|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.4813527803268711, 0.1248243232651505, 0.3308037273816744, 1.9030912315746786, 1.5372170196e-06, 2.4529662259e-06, -7.903332728e-06, -6.786429265e-06, -1.2961179771e-06, -3.8972919085e-06, 6.147457604e-07, -3.1754654528e-06, 4.297381715e-06, -9.4383191307e-06, -3.7408298548e-06, -1.0967010449e-06, -4.7229460951e-06, 1.3463489582e-06, 2.1762008242e-06, 2.2104115464e-06, 6.5069926007e-06, 4.1401182213e-06]| 12.1448745727539062|      0.00781250|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.4855765362243945, 0.1250148268115372, 0.3319758937869017, 1.9095552767284418, -1.7449321925e-06, -9.7531610069e-06, 3.3176353312e-06, -9.9529162054e-06, 1.28714318298e-05, -2.2891324305e-06, -3.3406604231e-06, -1.0022341539e-05, -3.6170128031e-06, -2.07454274906e-05, -5.465399276e-07, -7.2403800438e-06, -1.5091944033e-06, 1.5780508349e-06, -3.2987942911e-06, 5.625225193e-06, 7.4378965193e-06, -2.499497939e-06]| 12.1447257995605469|      0.01562500|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      31|[1.4855765362243945, 0.1250148268115372, 0.3319758937869017, 1.9095552767284418, -1.7449321925e-06, -9.7531610069e-06, 3.3176353312e-06, -9.9529162054e-06, 1.28714318298e-05, -2.2891324305e-06, -3.3406604231e-06, -1.0022341539e-05, -3.6170128031e-06, -2.07454274906e-05, -5.465399276e-07, -7.2403800438e-06, -1.5091944033e-06, 1.5780508349e-06, -3.2987942911e-06, 5.625225193e-06, 7.4378965193e-06, -2.499497939e-06]| 12.1447257995605469|      0.00781250|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.4855765362243945, 0.1250148268115372, 0.3319758937869017, 1.9095552767284418, -1.7449321925e-06, -9.7531610069e-06, 3.3176353312e-06, -9.9529162054e-06, 1.28714318298e-05, -2.2891324305e-06, -3.3406604231e-06, -1.0022341539e-05, -3.6170128031e-06, -2.07454274906e-05, -5.465399276e-07, -7.2403800438e-06, -1.5091944033e-06, 1.5780508349e-06, -3.2987942911e-06, 5.625225193e-06, 7.4378965193e-06, -2.499497939e-06]| 12.1447257995605469|      0.00390625|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.4875522516726996, 0.1250671076161272, 0.3325932343613777, 1.9128674046659242, -7.3736629138e-06, -1.21584254631e-05, 4.3600524551e-06, -8.9195484867e-06, -4.5535318663e-06, -2.03010057659e-05, -6.9911082195e-06, -1.81409587284e-05, -3.62027419e-08, -2.14253968544e-05, 2.025377253e-07, -1.21642589589e-05, -3.0010636865e-06, -1.8827333939e-06, -1.62273726049e-05, 5.4794635328e-06, 1.40433378355e-05, -1.96277468188e-05]| 12.1446723937988281|      0.00781250|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      34|[1.4875522516726996, 0.1250671076161272, 0.3325932343613777, 1.9128674046659242, -7.3736629138e-06, -1.21584254631e-05, 4.3600524551e-06, -8.9195484867e-06, -4.5535318663e-06, -2.03010057659e-05, -6.9911082195e-06, -1.81409587284e-05, -3.62027419e-08, -2.14253968544e-05, 2.025377253e-07, -1.21642589589e-05, -3.0010636865e-06, -1.8827333939e-06, -1.62273726049e-05, 5.4794635328e-06, 1.40433378355e-05, -1.96277468188e-05]| 12.1446723937988281|      0.00390625|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.489403557914917, 0.1250562255006624, 0.3332280251524845, 1.9162475191346409, 3.031237203e-06, -2.80489716198e-05, -1.21869954403e-05, -6.8300948337e-06, -3.1450685652e-06, -4.01310555793e-05, 1.10997221013e-05, -5.0551378947e-06, 1.37863482102e-05, -2.6283736405e-05, -5.947349272e-07, -1.34941925262e-05, -2.95314602431e-05, -7.2594755138e-06, -1.88383693198e-05, -1.01633862673e-05, 5.727438236e-07, -2.6813318041e-06]| 12.1446332931518555|      0.00781250|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      36|[1.489403557914917, 0.1250562255006624, 0.3332280251524845, 1.9162475191346409, 3.031237203e-06, -2.80489716198e-05, -1.21869954403e-05, -6.8300948337e-06, -3.1450685652e-06, -4.01310555793e-05, 1.10997221013e-05, -5.0551378947e-06, 1.37863482102e-05, -2.6283736405e-05, -5.947349272e-07, -1.34941925262e-05, -2.95314602431e-05, -7.2594755138e-06, -1.88383693198e-05, -1.01633862673e-05, 5.727438236e-07, -2.6813318041e-06]| 12.1446332931518555|      0.00390625|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.4910009856918451, 0.1249215552287294, 0.3339285834600219, 1.9197385736932946, 2.41918458546e-05, -2.39238706551e-05, 5.4357220722e-06, -2.65161493712e-05, 1.64830752243e-05, -4.85563269676e-05, 5.62644418561e-05, 9.226510817e-07, 9.8758370649e-06, -2.06072457225e-05, -4.76051268292e-05, -5.43034425978e-05, -1.06104788325e-05, -1.53099831186e-05, -5.94651860271e-05, -4.01819537364e-05, -2.4871772724e-06, 2.9899846701e-06]| 12.1446084976196289|      0.00781250|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      38|[1.4910009856918451, 0.1249215552287294, 0.3339285834600219, 1.9197385736932946, 2.41918458546e-05, -2.39238706551e-05, 5.4357220722e-06, -2.65161493712e-05, 1.64830752243e-05, -4.85563269676e-05, 5.62644418561e-05, 9.226510817e-07, 9.8758370649e-06, -2.06072457225e-05, -4.76051268292e-05, -5.43034425978e-05, -1.06104788325e-05, -1.53099831186e-05, -5.94651860271e-05, -4.01819537364e-05, -2.4871772724e-06, 2.9899846701e-06]| 12.1446084976196289|      0.00390625|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.4910009856918451, 0.1249215552287294, 0.3339285834600219, 1.9197385736932946, 2.41918458546e-05, -2.39238706551e-05, 5.4357220722e-06, -2.65161493712e-05, 1.64830752243e-05, -4.85563269676e-05, 5.62644418561e-05, 9.226510817e-07, 9.8758370649e-06, -2.06072457225e-05, -4.76051268292e-05, -5.43034425978e-05, -1.06104788325e-05, -1.53099831186e-05, -5.94651860271e-05, -4.01819537364e-05, -2.4871772724e-06, 2.9899846701e-06]| 12.1446084976196289|      0.00195312|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.491409500233015, 0.1247073424901081, 0.3343346848783125, 1.921585268164123, 3.09120353309e-05, -9.95016942333e-05, 4.24808634414e-05, -4.50302123746e-05, 7.10711201832e-05, -9.46967751148e-05, 1.81650287994e-05, 3.93911481065e-05, -4.7684214894e-05, -6.22676419798e-05, -2.99220841403e-05, -9.85438658224e-05, -4.16625933071e-05, -4.4613728108e-05, -0.0001000152201047, -2.51246234196e-05, 3.4658854852e-06, 1.59002860953e-05]| 12.1445999145507812|      0.00390625|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      41|[1.491409500233015, 0.1247073424901081, 0.3343346848783125, 1.921585268164123, 3.09120353309e-05, -9.95016942333e-05, 4.24808634414e-05, -4.50302123746e-05, 7.10711201832e-05, -9.46967751148e-05, 1.81650287994e-05, 3.93911481065e-05, -4.7684214894e-05, -6.22676419798e-05, -2.99220841403e-05, -9.85438658224e-05, -4.16625933071e-05, -4.4613728108e-05, -0.0001000152201047, -2.51246234196e-05, 3.4658854852e-06, 1.59002860953e-05]| 12.1445999145507812|      0.00195312|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.491409500233015, 0.1247073424901081, 0.3343346848783125, 1.921585268164123, 3.09120353309e-05, -9.95016942333e-05, 4.24808634414e-05, -4.50302123746e-05, 7.10711201832e-05, -9.46967751148e-05, 1.81650287994e-05, 3.93911481065e-05, -4.7684214894e-05, -6.22676419798e-05, -2.99220841403e-05, -9.85438658224e-05, -4.16625933071e-05, -4.4613728108e-05, -0.0001000152201047, -2.51246234196e-05, 3.4658854852e-06, 1.59002860953e-05]| 12.1445999145507812|      0.00097656|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.4915110194059853, 0.1245617777138693, 0.3344745944972477, 1.9224865198091436, -1.16778966099e-05, 6.0462050185e-05, -5.02818514678e-05, -1.39012518504e-05, 2.88035252591e-05, -0.0001905963284632, 1.72080124904e-05, 7.89078330291e-05, 7.87214685544e-05, 3.99056400394e-05, 2.49377622966e-05, -6.68956922224e-05, 4.9519481059e-06, 2.32132642413e-05, -0.0001019129333818, -9.0093521183e-06, 6.04022498043e-05, 2.6872615378e-05]| 12.1445970535278320|      0.00195312|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      44|[1.4915110194059853, 0.1245617777138693, 0.3344745944972477, 1.9224865198091436, -1.16778966099e-05, 6.0462050185e-05, -5.02818514678e-05, -1.39012518504e-05, 2.88035252591e-05, -0.0001905963284632, 1.72080124904e-05, 7.89078330291e-05, 7.87214685544e-05, 3.99056400394e-05, 2.49377622966e-05, -6.68956922224e-05, 4.9519481059e-06, 2.32132642413e-05, -0.0001019129333818, -9.0093521183e-06, 6.04022498043e-05, 2.6872615378e-05]| 12.1445970535278320|      0.00097656|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
